temperature_K,temperature_C,stress_MPa,strain_rate_s_inv
1073,799.85,1.0,1.963222029443562e-31
1073,799.85,1.2742749857031337,3.111497229754792e-31
1073,799.85,1.6237767391887217,4.931390777799984e-31
1073,799.85,2.0691380811147897,7.815727673100711e-31
1073,799.85,2.636650898730358,1.2387093583227253e-30
1073,799.85,3.3598182862837818,1.9632220294435614e-30
1073,799.85,4.281332398719393,3.111497229754792e-30
1073,799.85,5.455594781168519,4.931390777799984e-30
1073,799.85,6.951927961775605,7.815727673100709e-30
1073,799.85,8.858667904100825,1.2387093583227252e-29
1073,799.85,11.28837891684689,1.9632220294435615e-29
1073,799.85,14.38449888287663,3.111497229754793e-29
1073,799.85,18.329807108324356,4.931390777799982e-29
1073,799.85,23.357214690901213,7.815727673100703e-29
1073,799.85,29.763514416313175,1.2387093583227248e-28
1073,799.85,37.926901907322495,1.9632220294435615e-28
1073,799.85,48.32930238571752,3.111497229754791e-28
1073,799.85,61.584821106602604,4.931390777799978e-28
1073,799.85,78.47599703514611,7.815727673100705e-28
1073,799.85,100.0,1.2387093583227252e-27
1273,999.85,1.0,1.582700295766894e-28
1273,999.85,1.2742749857031337,2.5084109244671403e-28
1273,999.85,1.6237767391887217,3.9755633980830596e-28
1273,999.85,2.0691380811147897,6.300843365819414e-28
1273,999.85,2.636650898730358,9.986163757250955e-28
1273,999.85,3.3598182862837818,1.5827002957668935e-27
1273,999.85,4.281332398719393,2.5084109244671405e-27
1273,999.85,5.455594781168519,3.9755633980830596e-27
1273,999.85,6.951927961775605,6.300843365819412e-27
1273,999.85,8.858667904100825,9.986163757250955e-27
1273,999.85,11.28837891684689,1.5827002957668936e-26
1273,999.85,14.38449888287663,2.508410924467141e-26
1273,999.85,18.329807108324356,3.975563398083058e-26
1273,999.85,23.357214690901213,6.300843365819407e-26
1273,999.85,29.763514416313175,9.986163757250953e-26
1273,999.85,37.926901907322495,1.5827002957668938e-25
1273,999.85,48.32930238571752,2.5084109244671396e-25
1273,999.85,61.584821106602604,3.975563398083055e-25
1273,999.85,78.47599703514611,6.300843365819409e-25
1273,999.85,100.0,9.986163757250955e-25
1473,1199.85,1.0,2.072877156334206e-26
1473,1199.85,1.2742749857031337,3.285288893882234e-26
1473,1199.85,1.6237767391887217,5.206832003182054e-26
1473,1199.85,2.0691380811147897,8.252272596131901e-26
1473,1199.85,2.636650898730358,1.3078970659942848e-25
1473,1199.85,3.3598182862837818,2.0728771563342056e-25
1473,1199.85,4.281332398719393,3.2852888938822336e-25
1473,1199.85,5.455594781168519,5.206832003182055e-25
1473,1199.85,6.951927961775605,8.2522725961319e-25
1473,1199.85,8.858667904100825,1.3078970659942845e-24
1473,1199.85,11.28837891684689,2.0728771563342055e-24
1473,1199.85,14.38449888287663,3.2852888938822342e-24
1473,1199.85,18.329807108324356,5.206832003182052e-24
1473,1199.85,23.357214690901213,8.252272596131892e-24
1473,1199.85,29.763514416313175,1.3078970659942842e-23
1473,1199.85,37.926901907322495,2.0728771563342057e-23
1473,1199.85,48.32930238571752,3.285288893882232e-23
1473,1199.85,61.584821106602604,5.2068320031820483e-23
1473,1199.85,78.47599703514611,8.252272596131895e-23
1473,1199.85,100.0,1.3078970659942848e-22
