temperature_K,temperature_C,stress_MPa,strain_rate_s_inv
1073,799.85,1.0,4.3336861937982035e-37
1073,799.85,1.2742749857031337,6.233790421342812e-37
1073,799.85,1.6237767391887217,8.96699513518927e-37
1073,799.85,2.0691380811147897,1.2898573150489022e-36
1073,799.85,2.636650898730358,1.8553951107391182e-36
1073,799.85,3.3598182862837818,2.6688928897721597e-36
1073,799.85,4.281332398719393,3.839068679144501e-36
1073,799.85,5.455594781168519,5.522307912644073e-36
1073,799.85,6.951927961775605,7.943563200032943e-36
1073,799.85,8.858667904100825,1.1426417597693375e-35
1073,799.85,11.28837891684689,1.6436329116930222e-35
1073,799.85,14.38449888287663,2.3642835782107545e-35
1073,799.85,18.329807108324356,3.400903448957614e-35
1073,799.85,23.357214690901213,4.892029186230205e-35
1073,799.85,29.763514416313175,7.036938836432827e-35
1073,799.85,37.926901907322495,1.0122283883153919e-34
1073,799.85,48.32930238571752,1.456039812093876e-34
1073,799.85,61.584821106602604,2.0944403050488247e-34
1073,799.85,78.47599703514611,3.0127474228226617e-34
1073,799.85,100.0,4.333686193798203e-34
1273,999.85,1.0,1.1986201929312537e-33
1273,999.85,1.2742749857031337,1.7241550826212985e-33
1273,999.85,1.6237767391887217,2.4801106859872133e-33
1273,999.85,2.0691380811147897,3.567514939199346e-33
1273,999.85,2.636650898730358,5.131691465755867e-33
1273,999.85,3.3598182862837818,7.381681015643279e-33
1273,999.85,4.281332398719393,1.0618178232327236e-32
1273,999.85,5.455594781168519,1.5273717292109607e-32
1273,999.85,6.951927961775605,2.1970476932572405e-32
1273,999.85,8.858667904100825,3.1603430089285444e-32
1273,999.85,11.28837891684689,4.545995048143962e-32
1273,999.85,14.38449888287663,6.539186069158952e-32
1273,999.85,18.329807108324356,9.406291470673933e-32
1273,999.85,23.357214690901213,1.3530478915192108e-31
1273,999.85,29.763514416313175,1.946291588403667e-31
1273,999.85,37.926901907322495,2.799642917914474e-31
1273,999.85,48.32930238571752,4.027146042519419e-31
1273,999.85,61.584821106602604,5.7928477749801605e-31
1273,999.85,78.47599703514611,8.332721234787651e-31
1273,999.85,100.0,1.1986201929312538e-30
1473,1199.85,1.0,3.853562181699337e-31
1473,1199.85,1.2742749857031337,5.543156089774973e-31
1473,1199.85,1.6237767391887217,7.973552258097888e-31
1473,1199.85,2.0691380811147897,1.146955535491675e-30
1473,1199.85,2.636650898730358,1.6498380618989164e-30
1473,1199.85,3.3598182862837818,2.37320937583123e-30
1473,1199.85,4.281332398719393,3.4137427615476666e-30
1473,1199.85,5.455594781168519,4.9104978939910596e-30
1473,1199.85,6.951927961775605,7.063505147048243e-30
1473,1199.85,8.858667904100825,1.0160498189690874e-29
1473,1199.85,11.28837891684689,1.461536748590784e-29
1473,1199.85,14.38449888287663,2.102347372738728e-29
1473,1199.85,18.329807108324356,3.0241213434578836e-29
1473,1199.85,23.357214690901213,4.3500470086653274e-29
1473,1199.85,29.763514416313175,6.257324633660724e-29
1473,1199.85,37.926901907322495,9.000847920268913e-29
1473,1199.85,48.32930238571752,1.2947268685405054e-28
1473,1199.85,61.584821106602604,1.8623997194151248e-28
1473,1199.85,78.47599703514611,2.678968668339662e-28
1473,1199.85,100.0,3.853562181699337e-28
