relative_density,youngs_modulus_GPa,poissons_ratio
0.45,24.4514033339602,0.27405
0.46827586206896554,27.01014621756889,0.27458
0.486551724137931,29.72316447874125,0.27511
0.5048275862068966,32.593440199700346,0.27564
0.5231034482758621,35.62389994321571,0.27616999999999997
0.5413793103448276,38.81741774333948,0.2767
0.5596551724137931,42.17681783685045,0.27723
0.5779310344827586,45.704877165833345,0.27775999999999995
0.5962068965517242,49.404327677378035,0.27829
0.6144827586206897,53.277858442707185,0.27882
0.6327586206896552,57.32811761498357,0.27935
0.6510344827586207,61.5577142424857,0.27988
0.6693103448275862,65.9692199516844,0.28041
0.6875862068965517,70.56517051292764,0.28094
0.7058620689655173,75.34806729988777,0.28147
0.7241379310344828,80.32037865259817,0.282
0.7424137931034482,85.48454115276883,0.28253
0.7606896551724138,90.84296081908643,0.28306
0.7789655172413794,96.39801422935724,0.28359
0.7972413793103448,102.15204957561232,0.28412
0.8155172413793104,108.1073876576522,0.28464999999999996
0.833793103448276,114.26632281994453,0.28518
0.8520689655172413,120.63112383629783,0.28571
0.8703448275862069,127.20403474629713,0.28624
0.8886206896551725,133.9872756471059,0.28677
0.906896551724138,140.9830434439,0.2873
0.9251724137931034,148.1935125618976,0.28783
0.943448275862069,155.6208356226815,0.28836
0.9617241379310344,163.26714408727153,0.28889
0.98,171.13454886819318,0.28941999999999996
