temperature,heat_flow_mW_mg
20.0,-0.045033022280466545
21.0,-0.05658267986054978
22.0,-0.012721191151919128
23.0,-0.006250494961317011
24.0,0.05492003052843367
25.0,0.018326025658009608
26.0,-0.06396500160806431
27.0,-0.0849049537093246
28.0,0.002394114653646705
29.0,0.03573203430762745
30.0,0.01687653931211448
31.0,0.014037379650155848
32.0,0.027288981747160136
33.0,0.01330636397291243
34.0,-0.015350636865458117
35.0,0.049082234196731286
36.0,0.022587733246900842
37.0,-0.03577299299251989
38.0,0.05067386571189236
39.0,0.06728671104376607
40.0,0.07255016906941483
41.0,-0.03245594870098474
42.0,-0.014945553292487958
43.0,-0.010119155551755936
44.0,-0.020942299267511927
45.0,0.006119185750461595
46.0,0.0748042370239048
47.0,0.09688978552501896
48.0,-0.0026945990362369767
49.0,-0.050728072163947986
50.0,0.04366439296621808
51.0,0.008303308737767932
52.0,-0.009404705958867044
53.0,-0.041047451152650405
54.0,-0.041049175141649234
55.0,0.020245558725870673
56.0,0.016954010953959285
57.0,0.02212154675337062
58.0,-0.039397635481744325
59.0,-0.034573643794472995
60.0,-0.022361730214568647
61.0,-0.06491353629515297
62.0,-0.03612943506717832
63.0,0.10973135994552854
64.0,-0.029503023637317626
65.0,-0.05010534177881365
66.0,0.04368424751364595
67.0,0.009667751593634663
68.0,-0.0554101011270734
69.0,-0.13358498107373074
70.0,-0.0965182339349095
71.0,-0.06656062730643428
72.0,-0.08785385045533829
73.0,-0.021398197618627043
74.0,0.07048822978879152
75.0,0.006414555342602214
76.0,-0.013474548106211223
77.0,0.004371893252884419
78.0,0.04075085109776774
79.0,0.06462125932343614
80.0,0.005907456978957716
81.0,-0.08794588137609932
82.0,0.004502167141882492
83.0,-0.0165951401900582
84.0,0.007890226191928237
85.0,0.11313616447645695
86.0,-0.04955678114467132
87.0,-0.03585774938759984
88.0,-0.018416590176250348
89.0,-0.017232663235280252
90.0,-0.07680884019177038
91.0,0.017620226756327403
92.0,0.02168987387452667
93.0,-0.0781232468430728
94.0,0.017293759353805963
95.0,0.0020737787519381446
96.0,-0.002178949593787587
97.0,0.027331626223091626
98.0,-0.009453292711882832
99.0,-0.04154251056911493
100.0,0.04341193748385698
101.0,-0.04042155838787733
102.0,0.014114755479907565
103.0,-0.053656510778375154
104.0,0.0561441772933496
105.0,0.07179423977775765
106.0,0.0032230533725720305
107.0,-0.017954195129613604
108.0,-0.058138872801452676
109.0,0.00789569432125766
110.0,-0.01202746104916606
111.0,0.002789910179017397
112.0,-0.04981659987523466
113.0,-0.0637806209071294
114.0,0.0012939150163479782
115.0,-0.07016840856958045
116.0,0.04810390931522458
117.0,0.01727955070864723
118.0,-0.027522937402368563
119.0,0.07863006077599935
120.0,-0.016905665051576292
121.0,0.03335834270015287
122.0,-0.004000214288719146
123.0,-0.059874459014637074
124.0,-0.0029181210492040255
125.0,0.017081689089191193
126.0,0.017580805144869566
127.0,-0.0005654664345602824
128.0,-0.07649862095063652
129.0,0.01520091781149881
130.0,-0.021733816982738928
131.0,0.015162324825512993
132.0,-0.01022468211901683
133.0,0.0010699360231213942
134.0,0.04626351705793729
135.0,-0.02127262910781045
136.0,0.017239477324418207
137.0,-0.03022441172375177
138.0,-0.03825847288131014
139.0,0.033701119980130374
140.0,-0.025117479158154297
141.0,0.1143885508252956
142.0,-0.005377224244239694
143.0,0.0012350593699936054
144.0,0.007401568703698491
145.0,-0.013463141263702395
146.0,0.018927288487477163
147.0,0.0903589641064482
148.0,0.03262781350598704
149.0,-0.049061719170594674
150.0,-0.06994271990768068
151.0,0.08724011452370538
152.0,-0.059782228580095936
153.0,0.015285479845910286
154.0,0.10445716062152405
155.0,-0.020660107071116218
156.0,0.009587876717235412
157.0,-0.04736191812274186
158.0,0.06569526173473253
159.0,-0.016793840108993194
160.0,0.0333626605032417
161.0,0.008525928042372755
162.0,0.05984973647637307
163.0,0.003299974093711395
164.0,0.017923414608763268
165.0,0.10880220217882865
166.0,-0.10702604686210454
167.0,0.022118060886871245
168.0,-0.01574181105220917
