temperature,cte,units
20.0,1.2813089527271056e-05,/°C
21.0,1.3880083861278217e-05,/°C
22.0,1.3436966210230625e-05,/°C
23.0,1.3497997546248483e-05,/°C
24.0,1.3051449565519981e-05,/°C
25.0,1.2449747879168299e-05,/°C
26.0,1.4107555014173818e-05,/°C
27.0,1.312945467046803e-05,/°C
28.0,1.3928369610411575e-05,/°C
29.0,1.27662418412785e-05,/°C
30.0,1.2800596170595317e-05,/°C
31.0,1.2802719845008983e-05,/°C
32.0,1.284796744502146e-05,/°C
33.0,1.4032625514231581e-05,/°C
34.0,1.3027604484260916e-05,/°C
35.0,1.3263871265165872e-05,/°C
36.0,1.3377526708043033e-05,/°C
37.0,1.3388761621768677e-05,/°C
38.0,1.3216544252460364e-05,/°C
39.0,1.2922201115678736e-05,/°C
40.0,1.4246820600833838e-05,/°C
41.0,1.2377817172573258e-05,/°C
42.0,1.2584699795929272e-05,/°C
43.0,1.393820897827848e-05,/°C
44.0,1.2606364366773184e-05,/°C
45.0,1.355623698674934e-05,/°C
46.0,1.378294610649947e-05,/°C
47.0,1.4258792574109243e-05,/°C
48.0,1.3566833307326281e-05,/°C
49.0,1.2631208540405425e-05,/°C
50.0,1.36100030774381e-05,/°C
51.0,1.3768406750792986e-05,/°C
52.0,1.4096402667257982e-05,/°C
53.0,1.3681187345494957e-05,/°C
54.0,1.3537623421836116e-05,/°C
55.0,1.4731195961799608e-05,/°C
56.0,1.3272723500638058e-05,/°C
57.0,1.3220814233987655e-05,/°C
58.0,1.3071066482801293e-05,/°C
59.0,1.3291173535303191e-05,/°C
60.0,1.3799040318290423e-05,/°C
61.0,1.2993169243255499e-05,/°C
62.0,1.3217326283798263e-05,/°C
63.0,1.3457896879627864e-05,/°C
64.0,1.3497905493964326e-05,/°C
65.0,1.3447559127114359e-05,/°C
66.0,1.288827038157213e-05,/°C
67.0,1.3946080012636316e-05,/°C
68.0,1.2820715795183174e-05,/°C
69.0,1.2547456220801114e-05,/°C
70.0,1.2812755333458403e-05,/°C
71.0,1.3547285649165235e-05,/°C
72.0,1.3558999766849262e-05,/°C
73.0,1.3181669707687442e-05,/°C
74.0,1.3322502367453122e-05,/°C
75.0,1.301458958959153e-05,/°C
76.0,1.346932119689481e-05,/°C
77.0,1.3845552543739658e-05,/°C
78.0,1.367253765587042e-05,/°C
79.0,1.379815548096569e-05,/°C
80.0,1.2774877426297055e-05,/°C
81.0,1.3625094943495537e-05,/°C
82.0,1.3807137696912852e-05,/°C
83.0,1.3843674443143464e-05,/°C
84.0,1.3454317158088626e-05,/°C
85.0,1.4066555085275639e-05,/°C
86.0,1.3348548069910353e-05,/°C
87.0,1.413589208072336e-05,/°C
88.0,1.32660233379104e-05,/°C
89.0,1.3214173673966546e-05,/°C
90.0,1.3441756844132163e-05,/°C
91.0,1.3568598026746202e-05,/°C
92.0,1.3858780393735422e-05,/°C
93.0,1.4027231447313287e-05,/°C
94.0,1.4227850851592688e-05,/°C
95.0,1.4649957358524843e-05,/°C
96.0,1.3339808019614668e-05,/°C
97.0,1.3626139576802029e-05,/°C
98.0,1.4506911456043645e-05,/°C
99.0,1.4227073100888459e-05,/°C
100.0,1.2583503647963224e-05,/°C
101.0,1.4843475199770206e-05,/°C
102.0,1.4451265107104937e-05,/°C
103.0,1.4024637116954954e-05,/°C
104.0,1.2810222964982158e-05,/°C
105.0,1.498395832152219e-05,/°C
106.0,1.4305894893865631e-05,/°C
107.0,1.4122656120112888e-05,/°C
108.0,1.389612081024217e-05,/°C
109.0,1.3745276136722281e-05,/°C
110.0,1.4125296037922482e-05,/°C
111.0,1.3811268442135891e-05,/°C
112.0,1.3750507522809356e-05,/°C
113.0,1.4565750396911879e-05,/°C
114.0,1.4143519291270356e-05,/°C
115.0,1.4010360531657581e-05,/°C
116.0,1.4440171930094547e-05,/°C
117.0,1.4525545781852488e-05,/°C
118.0,1.4517991410412207e-05,/°C
119.0,1.4702106469775724e-05,/°C
120.0,1.3787743934742067e-05,/°C
121.0,1.4561533362066496e-05,/°C
122.0,1.4923151266845025e-05,/°C
123.0,1.4312669568178194e-05,/°C
124.0,1.4001915453548511e-05,/°C
125.0,1.429050566737687e-05,/°C
126.0,1.3772614314372896e-05,/°C
127.0,1.4894350664731112e-05,/°C
128.0,1.406215682905721e-05,/°C
129.0,1.4308693015267125e-05,/°C
130.0,1.4755562667674887e-05,/°C
131.0,1.4163220394584049e-05,/°C
132.0,1.4747246093589664e-05,/°C
133.0,1.415520716675649e-05,/°C
134.0,1.3764478235887073e-05,/°C
135.0,1.340471185256859e-05,/°C
136.0,1.3861309694702334e-05,/°C
137.0,1.4047769084094666e-05,/°C
138.0,1.4632897234834801e-05,/°C
139.0,1.4492511826345239e-05,/°C
140.0,1.3712210548639748e-05,/°C
141.0,1.4015408918093714e-05,/°C
142.0,1.328732761372619e-05,/°C
143.0,1.4265772323768805e-05,/°C
144.0,1.4653198486044178e-05,/°C
145.0,1.5158684414121444e-05,/°C
146.0,1.5217601532866009e-05,/°C
147.0,1.4744218888150528e-05,/°C
148.0,1.4548698214468205e-05,/°C
149.0,1.4794763023003466e-05,/°C
150.0,1.4756548117001157e-05,/°C
