Category,Variable,Mean,Std. Dev.,Min,Max,Skewness,Kurtosis
Organizational Barriers,Barrier Rigid Hierarchy,4.843110922858191,1.1286966653690427,1.2509473735425876,7.0,-0.1643287686118692,-0.1575993696675697
Organizational Barriers,Barrier Centralized Decision,5.086826202623477,1.1108906750868441,1.8836666808429856,7.0,-0.15496227975671487,-0.48325398043608514
Organizational Barriers,Barrier Departmental Silos,4.494831571472767,1.323248700530872,1.0,7.0,-0.11493324044811157,-0.2982299423989945
Organizational Barriers,Barrier Risk Aversion,5.63143623152242,0.9701669410055663,2.495608368397225,7.0,-0.38536861916151416,-0.5606404213969816
Organizational Barriers,Barrier Nih Syndrome,5.048727715534291,1.1814418553361679,1.9023267790084728,7.0,-0.21115050920704553,-0.47747920448907255
Organizational Barriers,Barrier Resistance External,4.862907038835651,1.0351827083822895,2.1211564350388223,7.0,0.0629639897412482,-0.3368243303951828
Organizational Barriers,Barrier Financial Constraints,5.988371738730078,0.8486056295533504,3.0909665681236,7.0,-0.7268311816173537,0.03321016883004857
Organizational Barriers,Barrier Human Capital,5.456979520483143,0.9781809444142686,2.61167264658701,7.0,-0.33640659310581617,-0.3440273048568958
Organizational Barriers,Barrier Tech Infrastructure,5.564040213246957,1.0370330025959484,2.1599106708051696,7.0,-0.5947784052065838,0.05721478838913319
Organizational Barriers,Barrier Limited Awareness,4.9757724135522166,1.1741585518031672,1.955982343471172,7.0,-0.22975303193461113,-0.5656614056801827
Organizational Barriers,Barrier Knowledge Gaps,5.293223879340894,1.0686918220027986,2.142771272409612,7.0,-0.3693368693109229,-0.256914835653951
Organizational Barriers,Barrier Trust Deficit,5.341382329527978,0.9978942169386342,2.4705513099977323,7.0,-0.09085015005782249,-0.5000070722525889
Organizational Barriers,Barrier Weak Networks,5.084994998947599,1.1744690895781433,2.094992270323145,7.0,-0.11440810356113115,-0.6913389050431453
Organizational Barriers,Barrier Poor Collaboration,4.9602053176672145,1.21737756606756,1.0,7.0,-0.25432044460150066,-0.36255645969921435
Digital Literacy,Dl Technical,3.838206861928776,1.4533554131512412,1.0,7.0,0.6378281839393336,-0.2751871264295831
Digital Literacy,Dl Informational,4.101915953877427,1.435655041649017,1.0,7.0,0.297923474798542,-0.4343577886963237
Digital Literacy,Dl Communicative,3.8906662718599336,1.470686925215807,1.0,7.0,0.4637219072341663,-0.45449276583173415
Digital Literacy,Dl Strategic,3.612209476869789,1.5978058859968907,1.0,7.0,0.5795034795670484,-0.5509762457065603
OI Adoption,Oi Adoption Score,5.184551182451588,0.9710084744514577,2.9240637594740457,7.0,0.44790916727177593,-0.5356950731384389
OI Adoption,Oi Breadth,2.865814696485623,1.3208925416468187,0.0,5.0,-0.053336995320611424,-0.8753110026046711
OI Adoption,Oi Depth,1.597444089456869,1.0671042100475339,0.0,4.0,0.28531268547102484,-0.5258673399851839
