sample_id,channel_type,length,width,height,efficiency,pressure_drop,stress_concentration
GV_000,rectangular,66.7006421901871,4.38167680680308,1.2420005126295972,0.9059310715342468,4.539164404053757,2.9834424407026883
GV_001,bow_shaped,38.891937364702,1.8998001755081355,2.694580419725306,0.8700357107279192,3.234123910551545,2.2148461040009595
GV_002,rectangular,28.697434571097133,3.594987748946617,2.6779676158757946,0.7973872911203805,4.356910429629277,2.872337448462283
GV_003,bow_shaped,19.8804658303364,3.292111840926887,0.5594417557547156,0.7760919458573877,0.3723354974448829,2.725624286584491
GV_004,bow_shaped,61.46827204345589,4.577211573274592,1.6879942986423737,0.9067372562710276,4.468123978409272,2.224454826817683
GV_005,rectangular,75.75732291365897,4.330113395169528,2.287026730328194,0.7174392530780025,2.6111260501856335,2.031200680404882
GV_006,rectangular,79.46249216304112,4.500138124981034,2.035406756540497,0.80986205582323,1.4978621850103109,2.0206486866398046
GV_007,rectangular,21.544909521630927,1.8985551057164365,2.5277651005003987,0.7055916336236072,0.45011176498616956,1.6746158254718804
GV_008,bow_shaped,69.59672971406502,1.4647231000475638,1.8875463105132277,0.7605814325615803,4.865320962582739,1.6159600598422235
GV_009,rectangular,75.82185745996402,3.097797577889008,2.952266395725324,0.8205233796986785,0.22257424426518524,1.4611993238668892
GV_010,rectangular,57.39780371726778,2.806185443892226,1.9490272480707098,0.8394411897745154,4.35196221140048,1.4773363184515502
GV_011,bow_shaped,26.74306552341508,4.738147926564813,2.9420856629504732,0.823933448825615,3.2643727531958575,1.203931370110003
GV_012,rectangular,81.47464379538486,1.809870168383,2.8976099921785194,0.7022037083236181,4.593195870190663,1.819988919171318
GV_013,bow_shaped,27.656254624418082,3.685832125201445,1.1310779852550998,0.7159778302372852,2.1129653856342734,1.7417140975408587
GV_014,bow_shaped,84.98885112192362,3.822479216720576,1.9433543129909256,0.8743653168066816,2.205752367270767,1.2461380497919605
GV_015,bow_shaped,15.38871640492471,4.846667088729985,1.8723793533945678,0.8306743161595924,2.0512288241781764,1.3748964275387379
GV_016,bow_shaped,55.08723716729815,2.499858196298117,2.0646459926752927,0.7848822297826733,3.572770041534008,2.1117021618664653
GV_017,rectangular,86.14030810576571,2.8887913544727013,2.31738467183275,0.8012755317617801,4.952301634671747,1.346569839672484
GV_018,bow_shaped,72.50877766335466,1.2219357682716425,1.2113515256801404,0.7165421804312951,0.5502908511778206,1.430136872235652
GV_019,rectangular,54.528151562722385,2.19989563261813,0.90093558791668,0.7734806822428761,4.654186150629919,2.315939324633101
GV_020,bow_shaped,74.51179450294336,3.379664083675486,1.3120602743713867,0.7928798938108933,4.188921342966879,2.5952629399114704
GV_021,rectangular,53.26668211687503,1.0118508822415873,1.107003749565688,0.9264691055240502,4.833373023331566,1.8301283620949151
GV_022,bow_shaped,87.28761332718027,2.6142815697984054,2.255990356351067,0.7373771598801739,2.6659947599950278,2.3834896139728956
GV_023,rectangular,93.04132906059507,1.010672672037145,2.7345213580415764,0.7750563635619145,1.653121903120208,2.4417997180291264
GV_024,rectangular,69.44791738928376,3.458571275739544,2.6230478617352624,0.8410212304221563,4.365013059935672,1.4482178791146012
GV_025,bow_shaped,88.27211811335908,3.7035675548331737,2.9840886212323547,0.9230075288524452,2.0367450888676966,2.811713281758198
GV_026,bow_shaped,60.981994538167086,1.5975381870849117,1.6729151214184965,0.8521261532426966,0.11202747357483668,2.863466308446058
GV_027,rectangular,94.81625782812912,2.8445671115227995,1.2779174119285894,0.9164605721873954,3.88644630827742,2.2718622119982115
GV_028,bow_shaped,77.94808598342469,1.3559021434773535,2.6531234629576628,0.9278992216400685,0.34072178007007636,1.2819902807376344
GV_029,rectangular,29.52489028666023,1.244687020663775,0.8897973397661397,0.7263104745194131,2.581219961705684,2.4395291441309963
GV_030,bow_shaped,38.30658149881947,3.800750243321826,2.5656728746564528,0.8973333705851381,4.387448525619665,1.7261223108766557
GV_031,bow_shaped,48.10827084821513,1.6897643171729229,2.5392731750051825,0.9222210685209581,0.6626622554347105,2.3583980405215543
GV_032,bow_shaped,39.157849590538504,3.7155129295623865,1.907995231120403,0.8928712187042314,3.472054739939091,2.407368039080761
GV_033,bow_shaped,24.582017472799574,3.958097737068898,1.583862807893399,0.9255485725305945,3.808729677499874,2.0973260297803025
GV_034,bow_shaped,17.737636175129044,4.3733294195677495,2.2950155252691196,0.8809506941576308,2.817111522885729,2.632044449629788
GV_035,rectangular,92.70124879111195,3.7428122055557487,2.3610367850889187,0.8848775582892662,1.8230113693554593,1.743310416445528
GV_036,rectangular,91.14880480414347,4.661891950294061,2.4416001859315575,0.7109929104053636,0.22156571720857243,1.647737879324128
GV_037,bow_shaped,48.44419126309394,1.4077352215304342,1.7339319831724527,0.8643984580609693,4.225677624490729,2.205105809391613
GV_038,rectangular,35.14981800123048,1.9238653928641263,2.68562969171084,0.7902749101566167,2.1867559483274044,2.1967931177299884
GV_039,rectangular,61.32141681193433,2.4639856331597434,2.5729878525398457,0.8484493648538564,0.2668180803812969,1.7829315958026057
