Time_hours,Current_Density_A_cm2,Voltage_V,Overpotential_Anode_V,Overpotential_Cathode_V,Overpotential_Ohmic_V,R_Ohmic_Ohm_cm2,Power_Density_W_cm2,Degradation_Rate_mV_per_kh,Temperature_C
0.0,0.5,0.590423503220749,0.1281935296915389,0.33137546708771215,7.499999999999999e-06,0.15,0.2952117516103745,0.0,800
50.505050505050505,0.5,0.589565353994647,0.1284274881915055,0.33199964645021107,7.511363636363635e-06,0.1502272727272727,0.2947826769973235,-11.673245509094013,800
101.01010101010101,0.5,0.5887033552236663,0.12866233645602512,0.3326267855930358,7.522727272727272e-06,0.15045454545454542,0.2943516776118332,-5.828088966714297,800
151.5151515151515,0.5,0.5878374768981025,0.1288980797609749,0.3332569092500135,7.53409090909091e-06,0.1506818181818182,0.29391873844905125,-3.879677847527477,800
202.02020202020202,0.5,0.586967688659782,0.12913472342543147,0.33389004246024107,7.545454545454546e-06,0.1509090909090909,0.293483844329891,-2.905452933865921,800
252.52525252525254,0.5,0.5860939597965776,0.12937227281212735,0.3345262105731132,7.556818181818181e-06,0.15113636363636362,0.2930469798982888,-2.3209023807944478,800
303.030303030303,0.5,0.585216259236815,0.1296107333279124,0.33516543925345454,7.568181818181817e-06,0.15136363636363634,0.2926081296184075,-1.93118890548149,800
353.5353535353535,0.5,0.584334555543565,0.12985011042422226,0.3358077544867584,7.5795454545454544e-06,0.15159090909090908,0.2921672777717825,-1.652810814251798,800
404.04040404040404,0.5,0.5834488169088227,0.13009040959755203,0.3364531825845345,7.590909090909091e-06,0.15181818181818182,0.29172440845441133,-1.4440172593493361,800
454.54545454545456,0.5,0.5825590111475676,0.13033163638993694,0.3371017501897683,7.602272727272727e-06,0.15204545454545454,0.2912795055737838,-1.2816133245246488,800
505.0505050505051,0.5,0.581665105691702,0.13057379638943867,0.33775348428249574,7.6136363636363624e-06,0.15227272727272725,0.290832552845851,-1.1516820592695702,800
555.5555555555555,0.5,0.5807670675838666,0.1308168952306385,0.33840841218549494,7.625e-06,0.1525,0.2903835337919333,-1.0453672216509602,800
606.060606060606,0.5,0.5798648634711279,0.13106093859513687,0.339066561570099,7.636363636363636e-06,0.1527272727272727,0.28993243173556393,-0.9567646497273611,800
