country_code,country_name,year,bank_capital,bank_zscore,domestic_credit,regulatory_quality,bank_zscore_source,bank_roa,bank_roa_source,bank_npl,bank_npl_source,domestic_credit_source,regulatory_quality_source,reg_mobile_money_regulation,reg_digital_lending_guidelines,reg_data_protection_act,reg_payment_services_act,total_fintech_regulations,reg_data_protection_regulation,reg_payment_services_banks,reg_payment_services_directive,reg_payment_systems_act,reg_data_protection_law,reg_payment_systems_law
KEN,Kenya,2010,11.6650560497003,23.05273,23.9866365463318,-0.136400818824768,worldbank,2.1639672288396734,synthetic,3.9099180720991837,synthetic,worldbank,worldbank,0,0,0.0,0.0,0,,,,,,
KEN,Kenya,2011,11.6037986210215,20.42355,27.3659528452877,-0.240827634930611,worldbank,2.461322708150443,synthetic,4.066933158525086,synthetic,worldbank,worldbank,0,0,0.0,0.0,0,,,,,,
KEN,Kenya,2012,11.3501147433653,22.17769,26.4022341140294,-0.317458748817444,worldbank,2.7688002120298165,synthetic,4.6908045959381734,synthetic,worldbank,worldbank,0,0,0.0,0.0,0,,,,,,
KEN,Kenya,2013,12.2408146491479,22.99755,28.3321722043471,-0.326215893030167,worldbank,2.3458966412614255,synthetic,4.039328798815395,synthetic,worldbank,worldbank,1,0,0.0,0.0,1,,,,,,
KEN,Kenya,2014,12.6830392353155,25.37654,34.5220651778387,-0.348395675420761,worldbank,2.1797664558116296,synthetic,4.274828943867242,synthetic,worldbank,worldbank,1,0,0.0,1.0,2,,,,,,
KEN,Kenya,2015,12.3616197576276,21.19606,36.6993293508397,-0.368477910757065,worldbank,1.855423342823919,synthetic,3.8697542911961653,synthetic,worldbank,worldbank,1,0,0.0,1.0,2,,,,,,
KEN,Kenya,2016,12.9115541186028,23.69231,35.5710732134397,-0.357900857925415,worldbank,2.450040861800002,synthetic,5.211475766351027,synthetic,worldbank,worldbank,1,0,0.0,1.0,2,,,,,,
KEN,Kenya,2017,11.6584626144263,24.62016,33.1505993031106,-0.280637979507446,worldbank,1.953106595203709,synthetic,3.3827664880092723,synthetic,worldbank,worldbank,1,0,0.0,1.0,2,,,,,,
KEN,Kenya,2018,13.1846993906256,23.96219,31.1986897673002,-0.265344053506851,worldbank,3.4591317984475456,synthetic,6.561455884267842,synthetic,worldbank,worldbank,1,0,0.0,1.0,2,,,,,,
KEN,Kenya,2019,12.7606669939546,24.18792,30.8320287701597,-0.338947534561157,worldbank,2.43908199001969,synthetic,3.8665090409128577,synthetic,worldbank,worldbank,1,0,1.0,1.0,3,,,,,,
KEN,Kenya,2020,12.2632002864526,21.51275,32.1498074208935,-0.51719057559967,worldbank,2.1046416482211607,synthetic,5.127886913054275,synthetic,worldbank,worldbank,1,1,1.0,1.0,4,,,,,,
KEN,Kenya,2021,12.0701204406319,23.23094,31.1231240199267,-0.460586369037628,worldbank,2.2009504718199184,synthetic,5.674495676056958,synthetic,worldbank,worldbank,1,1,1.0,1.0,4,,,,,,
KEN,Kenya,2022,11.431752726069,18.75653611706295,31.2584163915549,-0.380829960107803,synthetic,1.7517491907486207,synthetic,4.608201618389607,synthetic,worldbank,worldbank,1,1,1.0,1.0,4,,,,,,
KEN,Kenya,2023,10.4334079289298,22.339049062684985,31.6398269113548,-0.390806585550308,synthetic,2.311793255656724,synthetic,4.865856750992831,synthetic,worldbank,worldbank,1,1,1.0,1.0,4,,,,,,
