Sample_ID,Gc_YSZ_GDC,Gc_GDC_LSCF,Temperature_C,Correlation_Coeff
S0001,2.495046846473177,1.0478711710235462,800,0.0
S0002,2.473971010982143,1.0753363624162802,800,0.0
S0003,1.6636661243384854,1.1494627081892044,800,0.0
S0004,1.5384829396545752,0.9517293553096812,800,0.0
S0005,2.1596628479730473,0.9061241746828732,800,0.0
S0006,1.9809999154295663,0.5571425776115904,800,0.0
S0007,2.1842319213776515,0.5355549333674872,800,0.0
S0008,2.405263635962316,0.6034955333318301,800,0.0
S0009,1.5665891018438187,0.6375353499203414,800,0.0
S0010,1.28204316790516,1.0336962541324828,800,0.0
S0011,2.360511827441435,1.0136776124322866,800,0.0
S0012,1.6509423725428474,1.0083730518008123,800,0.0
S0013,2.1080284622468075,0.8042945019496073,800,0.0
S0014,1.6402833946943909,0.8438145250286527,800,0.0
S0015,2.2496010753087714,1.1019601857448187,800,0.0
S0016,1.3663976900471617,0.6160043655916233,800,0.0
S0017,1.9697760379727123,0.9547185947626197,800,0.0
S0018,2.330172132576671,1.0330069777604918,800,0.0
S0019,2.103072459404972,0.8849267317053855,800,0.0
S0020,2.1750131331318685,0.781457819950042,800,0.0
S0021,1.8110668146792996,0.5776942475237995,800,0.0
S0022,1.7996945560343092,0.870832682817828,800,0.0
S0023,2.2432607789557832,0.743875996534396,800,0.0
S0024,1.6471905373329407,1.1975934520387148,800,0.0
S0025,2.0578611402010405,0.8697644500840882,800,0.0
S0026,1.9235312251961343,1.1291054080422014,800,0.0
S0027,1.6280454404693507,0.976106194454709,800,0.0
S0028,1.9613797945767129,0.7663011789048464,800,0.0
S0029,1.829800594473242,0.8235857236162252,800,0.0
S0030,1.386701494642705,0.7404693404550249,800,0.0
S0031,1.4741069001853377,0.6726117539995771,800,0.0
S0032,3.0101794768096184,0.793825669502542,800,0.0
S0033,1.937815837315821,1.0775541499055428,800,0.0
S0034,1.6375011566190114,0.8518732592945627,800,0.0
S0035,1.5104969078847799,1.0595138519658445,800,0.0
S0036,1.325930194670284,0.8414110573580581,800,0.0
S0037,1.8591745564796844,0.9715496461029308,800,0.0
S0038,1.7446413851133658,0.7047311256405173,800,0.0
S0039,2.037747555795481,0.8450726369077884,800,0.0
S0040,2.3042098523622827,1.3976163432345292,800,0.0
S0041,2.104693895525539,0.9291090835590217,800,0.0
S0042,2.0704589610213238,0.5672510386115013,800,0.0
S0043,2.019491065225084,1.0173022427533227,800,0.0
S0044,1.757086648153329,1.0919231088414272,800,0.0
S0045,1.9876699058212237,1.135490443024503,800,0.0
