sample_id,material,temperature_C,fracture_toughness_MPam05,fracture_toughness_Rcurve_MPam05,critical_energy_release_rate_Jm2,notch_type,notch_depth_ratio,loading_rate_MPam05s,test_environment,crack_extension_mm,weibull_modulus,characteristic_strength_MPa
YSZ-8mol_frac_0000,YSZ-8mol,79.06034816950115,3.4811747692609174,0.2632914460693405,409.33815870025137,CT,0.3552226017378525,23.14792340551075,humid_air,-0.005526018350719421,12.08812683759293,337.80566469111193
YSZ-8mol_frac_0001,YSZ-8mol,40.90116524391452,1.0557159472709656,0.29623939334366445,-98.39958405086401,chevron,0.4339645101214546,1.3319751795864943,humid_air,0.03936563841197616,17.729836418495278,232.25947237176783
YSZ-8mol_frac_0002,YSZ-8mol,435.8384936035071,1.5433095555980416,2.228180970846611,-141.4629483004569,CT,0.4522283842107526,-2.0686620647200353,vacuum,0.000676942585986957,15.587148630931843,316.32960794735567
YSZ-8mol_frac_0003,YSZ-8mol,885.3914150785297,0.8205261669531254,1.6274359840888522,-36.6578341381281,chevron,0.4685743134292707,5.882470148740599,vacuum,-0.012784030788614233,13.61561192377331,280.9367958346582
YSZ-8mol_frac_0004,YSZ-8mol,276.78571220981013,0.48285267756763584,-0.10464590055892198,-228.87253149348842,chevron,0.444522132991286,85.87147007711188,humid_air,0.0016525388441709949,10.214199983739412,228.123615860748
YSZ-8mol_frac_0005,YSZ-8mol,728.4391169848286,2.2554181747312803,1.849654213571637,-232.7658086397867,DCB,0.38438527933701166,13.772869132096238,H2_atmosphere,-0.05493427841566556,8.092740283553312,214.26796565574438
YSZ-8mol_frac_0006,YSZ-8mol,953.1753630174821,2.2968184720504854,2.402097493181313,561.8887023964725,CT,0.348641505834194,-1.9835630280503127,vacuum,-0.04405051549401113,12.039523058656123,182.24594052468728
YSZ-8mol_frac_0007,YSZ-8mol,73.08454756329887,0.3906372735770862,3.6408394389234635,51.78870703348109,DCB,0.32187704752801627,15.824371573981841,vacuum,-0.0017030064223810292,14.708439759318637,190.12687941560984
YSZ-8mol_frac_0008,YSZ-8mol,604.8136090659864,0.5070458349318183,2.1915469466332764,-152.63212224469956,SENB,0.4148789099826824,77.26640143682408,dry_air,0.012538564135861992,10.441483956983713,298.7104775624433
YSZ-8mol_frac_0009,YSZ-8mol,405.60057977162666,3.8043465305859705,1.6389114583968964,-612.1436170187512,CT,0.4946860673630003,-1.2326502953571674,humid_air,-0.02567004456806264,17.046226783108207,275.0086414408495
YSZ-8mol_frac_0010,YSZ-8mol,855.0612249464453,0.7679498203321978,2.4267342268677403,-184.5832265442985,DCB,0.3399315623572628,2.35278098322566,dry_air,-0.0425894775514053,17.310025592112922,216.56681019272395
YSZ-8mol_frac_0011,YSZ-8mol,524.6840476754304,1.6573508084366937,2.251284289947573,-360.0545535503182,CT,0.3807248745641468,0.508450242716108,humid_air,-0.01485181998797564,9.24904386020879,230.0848531874543
YSZ-8mol_frac_0012,YSZ-8mol,941.0043033810157,1.6626620012880244,0.6289024992634036,-148.11835683434862,chevron,0.32640712699981045,3.16640518972146,humid_air,-0.004496775655805224,11.553880983405607,285.71801898856205
YSZ-8mol_frac_0013,YSZ-8mol,297.9337294014995,1.9256504402679948,0.7286506947965659,591.2388342128869,SENB,0.37992561351588267,5.871449349432945,humid_air,0.04474078490955743,11.305205804992442,293.655258028366
YSZ-8mol_frac_0014,YSZ-8mol,856.807103750358,0.156181002469848,2.6542317841303174,553.3947000752493,chevron,0.35076783137832457,-1.7825529358434693,humid_air,0.010462841751495155,18.055300058415398,227.01645601616065
YSZ-8mol_frac_0015,YSZ-8mol,494.1620926217484,1.7736808463814875,4.81144868436717,-82.58610029064033,CT,0.47725573670161386,-0.1154422709857946,H2_atmosphere,0.014398324588766115,15.346660165226961,225.7146509082656
YSZ-8mol_frac_0016,YSZ-8mol,355.2961171384486,-1.5111499824940786,1.9082379932924778,-242.5745256740014,CT,0.3388023968235987,7.253354427021809,H2_atmosphere,0.03805405727200343,11.674076500711667,268.6541632640746
YSZ-8mol_frac_0017,YSZ-8mol,991.7713391419754,0.6573245768272202,1.4393607027625557,224.1984888378535,SENB,0.4761753139657957,0.41380364602702857,humid_air,0.045821727038534175,17.701588450366824,299.35562809312887
YSZ-8mol_frac_0018,YSZ-8mol,380.590212490293,1.2531627369577196,2.294360536247976,935.5756375186309,chevron,0.35448153433091434,-0.7778151323657352,vacuum,0.019840705823475066,15.2611624209695,220.10959888012053
YSZ-8mol_frac_0019,YSZ-8mol,661.4925810568792,-0.5164410773424397,0.7019131317400589,-83.25413651997626,CT,0.3536237582278608,-1.7031184324966746,humid_air,0.02018481543804951,11.090086268293504,309.9561043081718
YSZ-8mol_frac_0020,YSZ-8mol,858.9959334474624,8.584055200578323,1.3410065177550488,778.5620789715738,SENB,0.35578822328172094,2.7984016806032237,H2_atmosphere,-0.016836213347914793,18.567658292322033,188.64716939766282
YSZ-8mol_frac_0021,YSZ-8mol,98.72611324312675,1.1314554280755604,2.9282891384100544,-183.9759325125031,CT,0.3682593281751751,0.3244010834620939,humid_air,-0.007059124517783564,13.842536901142575,241.9611972894419
