laser_power_w,welding_speed_mm_s,pulse_frequency_hz,pulse_duration_ms,beam_focus_position_mm,beam_spot_size_um,clamping_pressure_mpa,shield_gas_flow_rate_l_min,sheet_thickness_mm,overlap_distance_mm,material_combination,joint_type,nugget_width_mm,penetration_depth_mm,haz_width_mm,crack_presence,porosity_area_percent,spatter_rating,tensile_shear_strength_n,peel_strength_n,contact_resistance_micro_ohm,strength_degradation_percent,resistance_increase_percent,cycles_to_failure,creep_time_to_failure_hours,imc_thickness_post_aging_um,grain_size_change_percent,weld_id,data_source,data_tier,measurement_uncertainty
637.197761530527,174.44168461319833,,44.46108058626531,0.03689232545577692,101.00893917621083,1.2681376935018138,13.513725458136722,1.0186083607421184,6.436206109515356,Al-Al,Lap,0.29900036070235275,0.0708675096822306,0.511441959792515,1.0,,3.0,500.0,169.12377881909453,200.0,,31.66788206089144,350.0,37.20941754670087,,-45.08163156136572,LIT-001,Literature,3,0.11693505743458667
1777.0408735307235,47.973382202368725,585.605426266558,33.86389510622673,,381.3590568211091,2.6413697893969696,,1.1311305329538346,,Cu-Al,T-Joint,0.3305734651821345,0.08133284448397929,,0.0,,1.0,500.0,144.22693563364078,200.0,,152.19192207804556,243.0,,0.15482599132958272,,LIT-002,Literature,3,0.11589175745393758
1600.7764130943117,124.18906557498141,,,0.8994164832734155,420.3350501359794,,21.57243517421277,0.3176737568774227,7.624082695366275,Cu-Cu,Butt,0.31048831920614456,0.1036124236084094,0.5012177764207505,0.0,,,500.0,154.31583562615737,200.0,,,,89.10279119697292,,-50.0,LIT-003,Literature,3,0.09417314802387666
2477.4389569369805,,,,0.40991616995410807,,,24.49823357664036,1.3119238100728308,4.590824578456474,Cu-Steel,T-Joint,0.3660999697574893,0.08081248530711523,0.5014799510800866,1.0,,1.0,500.0,,200.0,42.17836331890297,,,14.186024235017012,0.23968928274074627,,LIT-004,Literature,3,0.11429243838533473
1322.7843385160063,154.8227469084162,11.282688391618514,39.2245746667862,-1.8959427273544365,,,29.67925471675511,1.2607872837753404,2.0927552797393583,Al-Al,T-Joint,0.3042704794465228,0.07985574336136964,0.4878745524460119,1.0,10.3818004158288,5.0,,155.56375227794328,200.0,8.7416726341312,,,21.991239596553545,0.4529912564378188,,LIT-005,Literature,3,0.07025327437561499
,90.00334640156666,969.6326673197514,9.68928868196274,,172.31530144094762,,14.817839768970089,0.6627559312525395,3.0751760500757217,Cu-Steel,Butt,0.32442977604632084,0.0736588517043099,0.5232418648373477,,,,500.0,,200.0,31.108152230429464,,,54.721129695595465,0.1,-44.17885422513393,LIT-006,Literature,3,0.1402631792204621
2470.0010843175933,77.29752732268015,826.0778148505038,,0.2076441886235103,87.24144264722224,4.863648012710338,10.285471474627338,0.7383646885669682,4.2906698694379495,Cu-Steel,Lap,0.23835271469652686,0.08837911921016946,,0.0,,2.0,500.0,,,25.327264208932988,,,,0.1,,LIT-007,Literature,3,0.05416477838686003
1394.7206174143018,,993.5408895186318,,-0.06108106387150025,,2.7447300947427538,23.983620276260833,0.5674428530378112,3.2749116262981395,Cu-Al,Butt,,0.11760717847136037,,0.0,,1.0,500.0,162.78162106090144,200.0,,158.03844967453568,,185.8754244417191,0.1,,LIT-008,Literature,3,0.12434574548891637
820.4986410910285,50.33805182732213,78.42451310875079,,-1.7121295176520674,405.96318275442053,,,0.4219611689419137,,Cu-Steel,Lap,0.2588352598557401,0.11006833177269464,,1.0,15.0,,500.0,,200.0,,146.4118703551114,235.0,,,,LIT-009,Literature,3,0.08022958192864177
,10.29420582761889,544.6942377542238,12.448128646128417,-4.4196636595383865e-05,,,28.94024242994435,0.9033717479036718,3.879494575339968,Al-Steel,Butt,0.36289178660969496,0.10169249425410577,,0.0,8.739532976409476,1.0,500.0,172.62284833451312,200.0,36.18245914023535,139.93320695053148,,,0.5925749224839514,-20.104758557005933,LIT-010,Literature,3,0.1252293077373962
