x_position,y_position,temperature,layer,thermal_strain,thermal_stress,time
0.0,0.0,21.235396678284484,anode,-4.705754152144395e-05,-13445011.8632697,0.0
0.0,0.0,21.235396678284484,electrolyte,-4.065771587452757e-05,-11616490.249865022,0.0
0.0,0.0,21.235396678284484,cathode,-4.517523986058619e-05,-12907211.388738912,0.0
0.05263157894736842,0.0,19.780517203878723,anode,-6.524353495151596e-05,-18641009.98614742,0.0
0.05263157894736842,0.0,19.780517203878723,electrolyte,-5.637041419810979e-05,-16105832.62803137,0.0
0.05263157894736842,0.0,19.780517203878723,cathode,-6.263379355345532e-05,-17895369.586701524,0.0
0.0,0.005263157894736842,21.51938552488161,anode,-4.350768093897988e-05,-12430765.98256568,0.0
0.0,0.005263157894736842,21.51938552488161,electrolyte,-3.7590636331278615e-05,-10740181.808936749,0.0
0.0,0.005263157894736842,21.51938552488161,cathode,-4.176737370142068e-05,-11933535.343263052,0.0
0.05263157894736842,0.005263157894736842,25.856651788717876,anode,1.0708147358973453e-05,3059470.673992415,0.0
0.05263157894736842,0.005263157894736842,25.856651788717876,electrolyte,9.251839318153063e-06,2643382.662329447,0.0
0.05263157894736842,0.005263157894736842,25.856651788717876,cathode,1.0279821464614514e-05,2937091.8470327184,0.0
0.0,0.010526315789473684,21.121642095522265,anode,-4.8479473805971685e-05,-13851278.230277626,0.0
0.0,0.010526315789473684,21.121642095522265,electrolyte,-4.1886265368359535e-05,-11967504.390959868,0.0
0.0,0.010526315789473684,21.121642095522265,cathode,-4.654029485373282e-05,-13297227.10106652,0.0
0.05263157894736842,0.010526315789473684,26.255946209140248,anode,1.5699327614253102e-05,4485522.1755008865,0.0
0.05263157894736842,0.010526315789473684,26.255946209140248,electrolyte,1.3564219058714679e-05,3875491.1596327657,0.0
0.05263157894736842,0.010526315789473684,26.255946209140248,cathode,1.5071354509682977e-05,4306101.288480851,0.0
0.0,0.015789473684210527,22.703406282450917,anode,-2.8707421469363538e-05,-8202120.419818155,0.0
