sample_id,material_1,material_2,temperature_C,interface_toughness_MPam05,adhesion_energy_Jm2,mode_I_fraction,mode_II_fraction,processing_method,thermal_cycles,redox_cycles,interface_roughness_Ra_um,residual_stress_MPa,CTE_mismatch_ppm_K
Ni_YSZ_interface_0000,Ni,YSZ,636.9724989737476,0.30511558988108267,0.3740024421662388,0.6800078566259885,0.30096024701854274,plasma_sprayed,265.4385113471513,64.02438073601763,0.3539028911223422,-67.98118301511322,-2.080380453864074
Ni_YSZ_interface_0001,Ni,YSZ,95.18387265612543,0.11835614225461955,-0.25307300938508553,0.8308567575182212,0.18422243129806906,plasma_sprayed,664.4503892418986,70.08176564693828,0.3598570697636167,-352.0016038313789,-2.6246646515501864
Ni_YSZ_interface_0002,Ni,YSZ,212.9847040672736,0.37207166650672957,1.1421707339897877,0.303298842820259,0.6802483207870107,screen_printed,847.3812249053938,38.53298581991761,0.23502390854022814,31.692069414606145,0.6923258381748105
Ni_YSZ_interface_0003,Ni,YSZ,643.2451175489863,1.0294489354873717,5.5172524190176935,0.6043258404953528,0.3762595975727619,sputtered,126.8320319135377,13.592860595555042,0.6129182984296144,-52.87093564112006,-1.7670258177191838
Ni_YSZ_interface_0004,Ni,YSZ,212.31674278734917,0.25855802251326787,2.6769237065238785,0.5537371009893997,0.4651013740229862,sputtered,55.52942002650124,35.00803007601527,0.25092443828713124,70.90781203268041,0.6377567988431827
Ni_YSZ_interface_0005,Ni,YSZ,526.9192265869947,0.2736178464956329,0.16249541177522298,0.49336379354107324,0.49697138561649906,co_sintered,445.19256009605436,93.80953258298763,0.3868264985316724,93.30348692454642,1.7780585574072874
Ni_YSZ_interface_0006,Ni,YSZ,2797.407113204679,0.4555943943137115,1.1226019946262775,0.5020954644734443,0.5184699706388936,sputtered,392.2267770799637,36.74665802790049,0.22065231106775557,15.896077301958037,-2.3985422482033183
Ni_YSZ_interface_0007,Ni,YSZ,132.32688826978335,0.4999078814116771,0.5147490868806569,0.967309557063242,0.02341442833816891,co_sintered,2.9308054188769574,21.45184475948264,0.21426588634407304,-239.22240540802943,-1.8027733851511847
Ni_YSZ_interface_0008,Ni,YSZ,209.06815500024877,0.10507614453946997,0.03017420897704843,0.3684529823076717,0.6239049027104161,screen_printed,965.9503545379387,26.404601509799335,0.3050248617902512,5.968989218976916,0.15096904109444786
Ni_YSZ_interface_0009,Ni,YSZ,495.27786725394174,0.06443875957732119,0.5843489400792539,0.5544184283213129,0.46837320809334043,screen_printed,706.6216053408349,67.20886265219671,0.17039583282791781,97.37402290750003,1.4474402735743384
