sample_id,material,temperature_C,porosity,grain_size_um,processing_method,youngs_modulus_GPa,poissons_ratio,shear_modulus_GPa,bulk_modulus_GPa,measurement_method,test_atmosphere
YSZ-8mol_0000,YSZ-8mol,386.8968173230507,0.0231044339774993,6.1104207282077985,screen_printed,160.2674872591939,0.30070925740633,62.141532605997696,136.14334544050828,four_point_bend,Ar
YSZ-8mol_0001,YSZ-8mol,218.65729742891995,0.1501570827224609,3.2921813903683996,screen_printed,121.55759661989865,0.3095973002242408,42.93244447112506,100.77317332929077,four_point_bend,Ar
YSZ-8mol_0002,YSZ-8mol,253.20144916643778,0.0681678261439834,3.5515725376899434,co_fired,156.82408373676355,0.3012255486902762,58.224314543564304,132.8008449599029,nanoindentation,Ar
YSZ-8mol_0003,YSZ-8mol,581.1380225844213,0.04036876652305896,1.0874850384215844,screen_printed,120.99684665490258,0.31817240072197195,47.369933249148126,113.7977456643262,four_point_bend,Ar
YSZ-8mol_0004,YSZ-8mol,330.9438574423394,0.12420940149011885,2.2340386642192707,plasma_sprayed,125.96241897947829,0.30816593508252915,51.4662490513562,114.01379485222797,four_point_bend,air
YSZ-8mol_0005,YSZ-8mol,273.60936739437074,0.0733629861024025,1.2945167239779976,sintered,149.35905459640475,0.30023124758366126,54.939180442863815,119.39152860729939,nanoindentation,N2
YSZ-8mol_0006,YSZ-8mol,438.06347886399703,0.016484646327872735,3.1696689317520907,screen_printed,153.67493779785406,0.30336877082987956,56.83188192170328,133.60725153755038,nanoindentation,Ar
YSZ-8mol_0007,YSZ-8mol,868.3966374645377,0.03452581187641114,1.7666854508664884,co_fired,126.07661733815294,0.33555352703023195,45.03623920475032,119.36461406185212,impulse_excitation,N2
YSZ-8mol_0008,YSZ-8mol,496.28001634831213,0.07960591056546812,1.977721833993672,sintered,161.7467206438514,0.2974452582753379,61.175799370139146,135.3069330057066,four_point_bend,air
YSZ-8mol_0009,YSZ-8mol,206.39040371966956,0.03470863953555444,1.2388155941607375,co_fired,159.80325032189432,0.2818214331881587,63.46657119540131,119.90966156433339,impulse_excitation,air
YSZ-8mol_0010,YSZ-8mol,218.89077126107608,0.053430417738316645,2.5963769770579566,plasma_sprayed,157.790820158416,0.302364150556901,59.993300796840096,132.2136009914419,RUS,H2_3H2O
YSZ-8mol_0011,YSZ-8mol,553.380084686876,0.07573194922959729,2.758674133379305,sintered,114.46119337851887,0.28859189781953026,43.484088982419664,93.78607517265873,RUS,Ar
YSZ-8mol_0012,YSZ-8mol,550.7988976369335,0.12986717995410055,1.5615990035435878,sintered,109.92717549054068,0.2947213351116375,43.518672522879946,91.04260650011904,RUS,Ar
YSZ-8mol_0013,YSZ-8mol,263.13811764502566,0.06409418800005726,2.385150764634697,screen_printed,144.3488124130818,0.3605253090891875,51.78576630845188,170.1197467085054,RUS,N2
YSZ-8mol_0014,YSZ-8mol,297.0811328631223,0.04341176949956037,3.6347601397656195,screen_printed,156.87494352865286,0.3285962338519629,59.59061266027084,149.81041803629188,nanoindentation,Ar
YSZ-8mol_0015,YSZ-8mol,996.4081267590856,0.03593306125889639,2.589410282962741,screen_printed,122.21582523212753,0.32918216820963614,43.76607785373759,113.07481580367332,impulse_excitation,H2_3H2O
YSZ-8mol_0016,YSZ-8mol,517.7276613798239,0.10776740032133919,2.69725601395637,sintered,123.56781223484451,0.3322274094581635,47.342468143946874,122.91172805497902,RUS,N2
YSZ-8mol_0017,YSZ-8mol,548.9259042696798,0.0957041651750415,1.463531594194581,plasma_sprayed,85.11577505495205,0.31811354219466914,31.037990213281414,75.87061452938745,four_point_bend,H2_3H2O
YSZ-8mol_0018,YSZ-8mol,900.9159556572597,0.049683288196914546,2.6465961841686596,sintered,112.76117338763699,0.2974607081557496,41.599418585071334,89.65219192158688,four_point_bend,Ar
YSZ-8mol_0019,YSZ-8mol,883.6412658436919,0.056809609232151455,1.1483793332815324,co_fired,105.24193865177955,0.28968782742713645,40.45315017632368,84.0483983693996,nanoindentation,H2_3H2O
YSZ-8mol_0020,YSZ-8mol,340.0918633468472,0.05376656092383407,1.2628261291335925,screen_printed,146.4513331753279,0.28661736731178367,56.15104074359125,107.96388065665401,RUS,H2_3H2O
YSZ-8mol_0021,YSZ-8mol,978.5087085742167,0.08332094174738877,3.0268986855746447,sintered,84.42830067089479,0.3630591228900455,33.526902946982574,108.39685977611349,nanoindentation,Ar
YSZ-8mol_0022,YSZ-8mol,752.8081899173734,0.018100281341342,1.7897624417198372,sintered,139.43316231981473,0.3064882344766572,54.18668852620675,122.9994168070226,RUS,air
YSZ-8mol_0023,YSZ-8mol,578.7207060771312,0.07032066317133273,1.557779999000369,sintered,116.78892526217749,0.30086342562570956,45.38036586857265,97.87626066700471,nanoindentation,H2_3H2O
YSZ-8mol_0024,YSZ-8mol,940.6120031196409,0.05438867537970007,3.436905747210105,sintered,102.82853272831883,0.3189569985298398,40.11481206683467,98.18799904005121,RUS,N2
YSZ-8mol_0025,YSZ-8mol,447.4268729453476,0.14095102727942396,2.1975468510259524,plasma_sprayed,114.36087344687674,0.33276849405861314,44.094788232232254,116.00000528629435,four_point_bend,H2_3H2O
YSZ-8mol_0026,YSZ-8mol,-2485.930015475684,0.03784488354542679,1.5572292337377616,sintered,119.49825215224384,0.3130564581712014,44.242500118855006,104.13939953980514,nanoindentation,Ar
YSZ-8mol_0027,YSZ-8mol,82.54340258345766,0.1059032078007251,2.5139081117827544,plasma_sprayed,153.20140257126604,0.286304593033144,56.48567445451423,115.72509663685784,four_point_bend,H2_3H2O
YSZ-8mol_0028,YSZ-8mol,100.62129085515095,0.10187028518865864,1.9232736079100277,screen_printed,155.54263251909185,0.29317275829360484,57.456014028067386,125.39028265575304,four_point_bend,H2_3H2O
YSZ-8mol_0029,YSZ-8mol,101.08161943979714,0.1041973316267499,4.571467514308285,sintered,139.26232566292316,0.3035770329268264,53.700852943559546,118.62639606621751,RUS,Ar
YSZ-8mol_0030,YSZ-8mol,195.5780258629168,0.05176279243583167,4.587450794318134,screen_printed,143.34726614376547,-0.6632291567504568,56.34493655556282,114.82803290795361,nanoindentation,H2_3H2O
YSZ-8mol_0031,YSZ-8mol,62.3090865409045,0.01541949903062207,2.921093906082655,tape_cast,195.13707419961779,0.3208352198350315,75.369421140097,177.54234194627998,four_point_bend,air
YSZ-8mol_0032,YSZ-8mol,489.43821873172755,0.04318756138365161,2.0181891081250765,co_fired,152.2738696799662,0.3282858647297579,55.230191770127725,154.17116394577977,four_point_bend,N2
YSZ-8mol_0033,YSZ-8mol,946.8178510662572,0.08788066759720746,2.6216134942841705,screen_printed,71.8213359238284,0.3481516452748139,26.359160087968,84.00262476385177,impulse_excitation,N2
YSZ-8mol_0034,YSZ-8mol,963.3387437148044,0.07175379423446845,1.6194813026618502,co_fired,99.32115157462141,0.29697903592471514,37.455073105637155,80.6442519613847,four_point_bend,H2_3H2O
YSZ-8mol_0035,YSZ-8mol,723.215116868629,0.0802797619922348,2.65860887255825,sintered,84.8059029037715,0.33978527426692645,32.32736239583008,86.75359058768238,four_point_bend,Ar
YSZ-8mol_0036,YSZ-8mol,581.7164101818266,0.03089200764073461,2.0703198897562913,plasma_sprayed,138.14449664866083,0.34234283802886556,50.92591661029487,140.83159992497318,nanoindentation,N2
YSZ-8mol_0037,YSZ-8mol,129.10377497444634,0.030440230818672975,1.930843746173997,screen_printed,172.7623345076267,0.3072137831470625,64.87376197703485,148.3160578019798,impulse_excitation,Ar
YSZ-8mol_0038,YSZ-8mol,503.70876227729565,0.0242192616576982,1.000226644703942,co_fired,152.2959575897409,0.32030180657548074,55.465369524807514,137.3915188603975,nanoindentation,air
YSZ-8mol_0039,YSZ-8mol,507.470771188592,0.14175240261744756,4.857597000414971,screen_printed,122.30916365991794,0.3211911897471172,45.32025114959408,112.31626956373454,nanoindentation,air
YSZ-8mol_0040,YSZ-8mol,822.6227753124892,0.018127158114283313,2.0316711087284403,screen_printed,88.93853745247132,0.3332377503870534,31.334371550543306,87.59143467219671,RUS,Ar
YSZ-8mol_0041,YSZ-8mol,242.34655470974224,0.09970763367815469,3.4050637031896627,screen_printed,143.48276300180052,0.34110510143119316,50.49393146428648,144.21803860245828,impulse_excitation,H2_3H2O
YSZ-8mol_0042,YSZ-8mol,889.266000581635,0.07437430322418416,2.312414371775547,sintered,87.52363564911472,0.28641874618385793,33.300850233637895,71.00577874666995,nanoindentation,N2
YSZ-8mol_0043,YSZ-8mol,497.8231467955721,0.163311733345664,3.503759658156689,co_fired,110.85016149989178,0.3283337261955458,42.36840081487724,104.94312187390706,impulse_excitation,Ar
YSZ-8mol_0044,YSZ-8mol,80.00986065901712,0.06604896064431444,1.5796081167343083,co_fired,197.35677528828094,0.29461389055875464,74.8052284388394,156.07898588610374,impulse_excitation,air
YSZ-8mol_0045,YSZ-8mol,920.1254635276608,0.11328592002828122,1.4649004771419014,co_fired,77.26699491676027,0.29614365223503497,107.68855538117879,60.268666320336926,RUS,Ar
YSZ-8mol_0046,YSZ-8mol,395.7232343558082,0.0323982848969291,2.3798096424694304,sintered,190.25258441872958,0.34529385985971334,71.07321717314348,-797.3138408662312,four_point_bend,air
YSZ-8mol_0047,YSZ-8mol,175.27930361705916,0.016923326382246046,2.7620615127970383,sintered,201.2102083508327,0.30460715724613363,77.74096715985117,172.8010113351782,RUS,N2
YSZ-8mol_0048,YSZ-8mol,42.804532145561076,0.054163042231134446,2.299316867518732,sintered,167.83216576369102,0.307245173361426,64.1253638667961,146.05426961360692,impulse_excitation,N2
YSZ-8mol_0049,YSZ-8mol,273.28047000195477,0.0930569005342007,2.366978745488148,screen_printed,161.6198179640251,0.3171533097826747,60.2159265573581,141.8781137838002,nanoindentation,H2_3H2O
YSZ-8mol_0050,YSZ-8mol,842.2983810114303,0.06866666353948746,1.0595842787972278,sintered,116.31993396497627,0.24039031408367012,47.14919485047208,73.06648472544462,impulse_excitation,N2
YSZ-8mol_0051,YSZ-8mol,308.36029005297377,0.03617257986840941,3.9906450053975706,co_fired,182.21074301309636,0.3283660235779204,66.82540073863558,173.9896428620291,impulse_excitation,N2
YSZ-8mol_0052,YSZ-8mol,134.30489060682913,0.0010877015859396405,2.1994948115420163,plasma_sprayed,130.96341090224232,0.31250682624125814,50.334617099215706,119.27904894884452,nanoindentation,air
YSZ-8mol_0053,YSZ-8mol,801.4049136082959,0.006167827142649476,2.6506664157475894,co_fired,118.3164288799799,0.31679536748637827,46.71677493522168,110.41271039432358,nanoindentation,H2_3H2O
YSZ-8mol_0054,YSZ-8mol,652.6520760764756,0.05284511221213186,1.1494651779766265,sintered,137.76152238676596,0.3094908956206889,52.564701139374236,121.73698254004302,nanoindentation,Ar
YSZ-8mol_0055,YSZ-8mol,206.65903334814502,0.10853951667101196,1.4803060429367008,sintered,123.66235900618354,0.3213356157963974,46.538333959755235,114.71998864019925,RUS,H2_3H2O
YSZ-8mol_0056,YSZ-8mol,143.74245492470314,0.03343627549467666,2.125410010357962,screen_printed,196.96696808414507,0.3273667272508061,71.87674410295698,185.36781343055483,nanoindentation,N2
YSZ-8mol_0057,YSZ-8mol,201.01849636995442,0.03525227858712315,0.6564068385614997,tape_cast,172.64939115578298,-0.975128270847213,68.10116044837521,138.56606262680015,impulse_excitation,N2
YSZ-8mol_0058,YSZ-8mol,528.9733579566911,0.019481713352775664,1.3398282550905047,co_fired,134.3981125398342,0.3126378086430913,48.89392735745112,117.31878770658517,nanoindentation,N2
YSZ-8mol_0059,YSZ-8mol,110.4223684181617,0.027091037325253177,1.091908758931678,tape_cast,178.89473721349455,-0.7759652703758266,66.5472976047577,182.31704443098837,impulse_excitation,Ar
YSZ-8mol_0060,YSZ-8mol,560.2743550079932,0.0994646413409492,1.3281504761404759,tape_cast,99.07106033435672,0.28451225392660917,37.25725832060966,73.64664264324762,impulse_excitation,air
YSZ-8mol_0061,YSZ-8mol,353.24600418508925,0.08350899136908534,0.7380809915445471,sintered,153.73394559539219,0.2953641386076202,58.71584873536727,121.78831367128646,four_point_bend,air
YSZ-8mol_0062,YSZ-8mol,977.43623424812,0.05966268126779533,1.4576665871004717,screen_printed,95.77963424156239,0.32230586322732024,37.02197216180665,93.79369841791423,impulse_excitation,Ar
YSZ-8mol_0063,YSZ-8mol,463.145394514826,0.11199380256863031,2.771860715093465,plasma_sprayed,114.21953737048682,0.2916736035415627,43.542353031074526,93.31016778212702,four_point_bend,H2_3H2O
YSZ-8mol_0064,YSZ-8mol,613.1504447733354,0.07105126367752562,1.2896294176437653,tape_cast,115.50015048155382,0.2995595629815506,43.413750825484605,96.37144910128437,nanoindentation,air
YSZ-8mol_0065,YSZ-8mol,756.4079705432292,0.15437783599462096,1.2934976632940687,sintered,102.16141854990207,0.3235391364002078,39.32091749356379,97.58301177072333,RUS,H2_3H2O
YSZ-8mol_0066,YSZ-8mol,939.7293801643691,0.08325702221865883,2.629950363979229,co_fired,100.56106405749865,0.2979032154560931,40.28020974562348,83.9924711792127,nanoindentation,air
YSZ-8mol_0067,YSZ-8mol,791.7941070617078,0.08183924982692238,2.3716590608002517,sintered,98.11404719864333,0.34967897190704583,35.7634569822874,110.41474277512381,four_point_bend,H2_3H2O
YSZ-8mol_0068,YSZ-8mol,902.0138789693272,0.045946681631774136,1.1836425480332917,tape_cast,77.14323098343398,0.32651005678669026,-92.60752512047578,71.81406709948956,impulse_excitation,N2
YSZ-8mol_0069,YSZ-8mol,-409.8824859264844,0.09306210450177722,3.5987753696333873,co_fired,182.91651005100132,0.3105272208143149,71.20529356228568,157.8759973302518,impulse_excitation,Ar
YSZ-8mol_0070,YSZ-8mol,999.8760067569298,0.06606737104691165,2.7280321709074604,co_fired,75.55658623046041,0.3005525587256666,29.48847759360618,66.01807743546259,RUS,air
YSZ-8mol_0071,YSZ-8mol,175.97731506697718,0.08954943429071907,1.257775493580999,co_fired,117.07161754719114,0.30475994631029546,44.86062332101893,101.53640913941764,nanoindentation,H2_3H2O
YSZ-8mol_0072,YSZ-8mol,27.87004430600615,0.0689909220175056,1.0532564505474178,tape_cast,157.17862112286824,0.3131858630364045,60.42708379502694,466.2376249888573,nanoindentation,air
YSZ-8mol_0073,YSZ-8mol,54.396774653297754,0.048293572510437636,1.3105079735020668,plasma_sprayed,165.27802613608839,0.29568848549686244,64.03842702400478,140.53441226852394,impulse_excitation,air
YSZ-8mol_0074,YSZ-8mol,134.12546869505687,0.05762135116879475,1.6377829901883216,sintered,160.65810989975233,0.28694904550324574,61.43927166376472,124.55559815007838,impulse_excitation,Ar
YSZ-8mol_0075,YSZ-8mol,607.9893151356267,0.12435692024114982,1.381267512172892,plasma_sprayed,99.76628997183019,0.3259429321638864,38.57360901658226,95.00263488607479,RUS,N2
YSZ-8mol_0076,YSZ-8mol,374.8042210063973,0.08728047679620014,1.6450943642848592,screen_printed,135.771116829928,0.2793957989083198,53.04234728761371,103.3802344175309,four_point_bend,H2_3H2O
YSZ-8mol_0077,YSZ-8mol,55.681621564113776,0.11258605394545883,2.081760677547306,sintered,146.5580608252573,0.2960545100930267,55.61490088614283,116.10109433459418,nanoindentation,Ar
YSZ-8mol_0078,YSZ-8mol,527.1602159137345,0.05081408644855972,1.999796871936981,screen_printed,120.12107129246932,0.2676264187801712,46.33454830068854,85.18120977001178,nanoindentation,air
YSZ-8mol_0079,YSZ-8mol,421.3337565655828,0.05078855965052594,6.724060663716008,sintered,185.3454121582091,0.33156733023945845,68.96188137651922,188.66393601903022,impulse_excitation,Ar
YSZ-8mol_0080,YSZ-8mol,204.53705826061116,0.042933796352205046,1.6771635540233147,plasma_sprayed,148.9204927547308,0.33254394692999073,56.46200954145265,147.60503799156618,impulse_excitation,Ar
YSZ-8mol_0081,YSZ-8mol,212.18886361018465,0.008775086000786579,3.2908837170672376,screen_printed,146.20841562755825,0.3285207500149711,53.24052191781624,136.66883142049412,RUS,N2
YSZ-8mol_0082,YSZ-8mol,277.13506897496364,0.0717943459661136,1.2014730973689525,tape_cast,156.2229045483287,0.31673185528999015,58.4605076424853,148.87843434225326,four_point_bend,H2_3H2O
YSZ-8mol_0083,YSZ-8mol,915.333605587035,0.027758578136400813,1.3098210226917255,plasma_sprayed,90.28758542752455,0.33178284415251713,32.80276492210667,84.49575219593603,four_point_bend,H2_3H2O
YSZ-8mol_0084,YSZ-8mol,-773.6549365036278,0.03659788941735387,2.206158335216332,screen_printed,127.57136944931469,0.3118081145605384,47.960265882254205,113.87876410254174,nanoindentation,H2_3H2O
YSZ-8mol_0085,YSZ-8mol,40.42816592971856,0.03732022606045236,2.8565165939864894,screen_printed,154.55692901291945,0.3039998389816548,60.49928764501487,135.74488818220985,nanoindentation,air
YSZ-8mol_0086,YSZ-8mol,708.6030301012146,0.0813269679060161,1.4172511653717488,co_fired,112.60398541239879,0.3298394636174209,40.24630279889812,113.39043947654727,impulse_excitation,air
YSZ-8mol_0087,YSZ-8mol,33.83225627390459,0.048763567540202925,4.375166249818435,tape_cast,176.4005095172023,0.32633014691470574,65.31562848123181,167.66314039644286,four_point_bend,H2_3H2O
