plate_length,plate_width,anode_thickness,electrolyte_thickness,cathode_thickness,green_density_anode,green_density_electrolyte,green_density_cathode,anode_youngs_modulus_rt,anode_cte,anode_poisson_ratio,anode_sintering_shrinkage,anode_shrinkage_onset_temp,anode_creep_activation_energy,electrolyte_youngs_modulus_rt,electrolyte_cte,electrolyte_poisson_ratio,electrolyte_sintering_shrinkage,electrolyte_shrinkage_onset_temp,electrolyte_creep_activation_energy,cathode_youngs_modulus_rt,cathode_cte,cathode_poisson_ratio,cathode_sintering_shrinkage,cathode_shrinkage_onset_temp,cathode_creep_activation_energy,max_sintering_temp,heating_rate,cooling_rate,hold_time,atmosphere_oxygen_partial_pressure,anode_residual_stress_total,electrolyte_residual_stress_total,cathode_residual_stress_total,anode_von_mises_stress,electrolyte_von_mises_stress,cathode_von_mises_stress,sample_id
0.12190195301889652,0.11013124017116425,0.0008093304150713834,2.529175773090713e-05,6.019469299123924e-05,0.58990725564006,0.6086664743658101,0.5711602815744169,110814889481.90033,1.1822816574375991e-05,0.34508089811980713,0.1691478523578027,1167.911155413215,382167.77332456235,202312678022.0954,1.0467916088309248e-05,0.31780659118414334,0.25093437328032636,1213.53879904982,580887.0545615477,96413943722.94986,1.2684717050222322e-05,0.3231820517913582,0.1834484565558851,1094.3603838902652,332529.12083385984,1699.703920780645,7.804120313721019,3.0442645368514194,6.490394790985548,2.4059182450837703e-05,-7075641517.107671,0.0,-4438664932.414412,8244980698.323365,0.0,5551010455.481341,0
0.1341584140109336,0.10482254795028285,0.0010582433554058531,3.58258840653858e-05,4.878325258223378e-05,0.5023837719763004,0.6123569316473216,0.5089946422067383,123290702766.54446,1.2587879203939465e-05,0.29197987645709,0.17666672312750667,1149.2363661633249,410551.2173578188,202089883227.66727,1.0584068369869012e-05,0.283203096798553,0.23102268306530166,1352.547150063344,548785.9356636724,99893679631.64117,1.2004487522479793e-05,0.3043867743825396,0.17599353019870662,1118.8575265116754,296017.2496152153,1675.5287803396736,6.282978413372755,2.123113608419429,6.23956612764081,6.755594884577285e-14,-5313601006.046783,0.0,-4017472696.8116264,6855548349.439382,0.0,5374222025.381061,1
0.09301694163017363,0.19266151274957277,0.0013095496297518586,2.8379077694689533e-05,7.34983614383399e-05,0.5179302097871171,0.6182627551782426,0.5240757800342244,99335253066.05307,1.1785110897293967e-05,0.3274942318046995,0.15522058569392708,1282.936065844329,387768.96881612204,203846022369.02536,1.039133726610175e-05,0.31469972744280184,0.22265482654111396,1366.744564938056,432462.1226384751,97866034236.51021,1.223148163608438e-05,0.2745560801717388,0.19620736031432773,1084.1829200317063,387835.40588306607,1684.8079958751302,5.065507001931185,3.169035222562441,6.45509577439979,0.11207235033276941,-5673527141.181495,0.0,-1782249520.7234402,6979183978.697432,0.0,2128998313.347931,2
0.14097791612961,0.11369575976069676,0.0009415894135378635,2.5883879552217923e-05,5.27617028783859e-05,0.5791665606645635,0.6015574920439452,0.5520868962018578,100007867876.23807,1.2599936938730125e-05,0.33703427615819775,0.18781959752763866,1192.3127778982441,363677.2743722094,206216266489.07672,1.0628612849502641e-05,0.2906225649047253,0.2685701580887717,1273.0041296091972,462163.52940795565,99668078326.82867,1.2198657584206496e-05,0.3160656671247098,0.1385549473573085,1121.4979251594646,274289.5858616404,1668.1302435332925,3.09200787610321,2.722848374367968,5.97035040776019,1.7044826072892388e-18,-7607815953.264386,0.0,-11082877384.223364,9523166876.363081,0.0,12789911267.23166,3
0.11125394262644298,0.1292346683676545,0.000961968309797558,2.339616322673363e-05,6.488347946742897e-05,0.5693001229200018,0.6357294995907674,0.5459368840898138,85998441495.34193,1.2135088426410012e-05,0.25243550625041133,0.186681808525765,1225.972806971069,439626.2165742639,194478856038.202,1.0752382501155025e-05,0.30496550074057566,0.18820367315209674,1260.4304725173001,400000.0,110737711288.9476,1.2232419875956754e-05,0.27007234988798595,0.15884295634514983,1093.9990415595241,334861.5759756573,1632.9595063829995,6.485460468450697,3.3764274256812445,2.70880191661648,1.4074659646661849e-11,51946413.75051348,0.0,-3914684868.071249,64101191.93032003,0.0,4585114192.458717,4
0.13173663029353508,0.0824304939018,0.0007557516979464536,3.054442866641472e-05,4.388882951150798e-05,0.5465957039376018,0.5612799600895684,0.4870074375216846,118245753305.12943,1.312059197725764e-05,0.33981015523939107,0.1748262863019003,1131.953602676491,401639.23681929853,204196912677.02252,1.0387594449258388e-05,0.2991054985312418,0.18859343108821988,1207.5919053515877,453892.7111842624,97916091510.42912,1.203589566444142e-05,0.2628367306134119,0.12424317607087981,1160.434205972305,372913.44197359536,1701.9872421189953,4.4613101614054145,3.674266313533422,7.2019895878934825,0.00023132571710941723,-812134960.662323,0.0,-3209381311.231662,1044086495.2289505,0.0,3877893266.612345,5
0.12372116073898361,0.08154490398265725,0.0015,3.320385274866108e-05,6.640318558717355e-05,0.48659982421363246,0.6217663290481447,0.4897079140576647,107108985954.56932,1.3692935234927032e-05,0.27013408165787967,0.216090911942879,1283.3090067226206,384929.4592274052,201069782295.45563,1.020803374346773e-05,0.3127420804510542,0.1847009349558082,1255.0177045906864,515633.13853663,99063165425.00061,1.2551923533446673e-05,0.2801675130346369,0.18131112695521182,1045.832025100218,348276.5892024201,1665.633353611769,4.2611354037518545,3.228324512485618,4.89656842353867,0.02630204996005893,3964319045.3686223,0.0,4925960.866417233,4892131550.755799,0.0,6397666.001877484,6
0.1356473168176195,0.10037428483207911,0.0006922028864895387,1.8900765990008437e-05,4.9701727907387385e-05,0.571569101320845,0.5488267386821283,0.5188722312011746,91988688249.91992,1.2645111599960748e-05,0.2519547086820102,0.18471744418262198,1231.3776286824539,390952.8688746807,188475861766.0191,1.0714998689683463e-05,0.2877859928630875,0.1918559340474015,1300.4666934194215,537303.7365467718,99234180936.32843,1.1854043568882416e-05,0.31192673011251465,0.14321474272793563,1128.1866897688367,387139.73869746784,1639.8602879092657,4.723986498099726,3.1461738310221103,1.318909611116164,1.121960442088915e-20,-587090869.7399281,0.0,-6870026768.0290985,632227492.1559886,0.0,8928332150.633862,7
0.12398075525607899,0.13384935061915498,0.001230962842772893,3.074872112482442e-05,5.66855645897116e-05,0.5170286872584148,0.5534621846590045,0.46668784419340814,94596807213.2269,1.2423603928456099e-05,0.2542378579849646,0.2047617984061664,1206.8846934949843,442389.60113011993,216804250003.42346,1.049706422525994e-05,0.2921085040300967,0.20132943135640782,1376.9451430230192,508705.61231048446,103168037379.65479,1.189580966212796e-05,0.2628368708419431,0.187522220698976,1175.0297991060486,432732.3046886284,1700.5485807654434,4.536092913653454,2.777022342306487,3.4595824815097624,4.2308898042058703e-13,572645800.1594791,0.0,-1113955491.4169133,715847058.8600403,0.0,1334175869.8223457,8
0.08633983784072984,0.1399503661603678,0.0009970357980698375,3.151976137083881e-05,4.807123713340986e-05,0.5360503328723013,0.6284873164775928,0.5510677483155116,111414784889.36638,1.2220902632053762e-05,0.2775222404636245,0.18203359368877142,1230.1340428673145,433058.26746546524,205021647188.01306,1.0477210691679365e-05,0.31753081286736956,0.26052797429000163,1288.6680780818256,454968.66375791404,95858089367.9152,1.2376634720559885e-05,0.3282214627540519,0.12845685064941154,1131.6976259022754,301295.1399392733,1704.3800279092432,5.534852460882158,2.5533932973985203,3.7521135528407896,3.644454056495693e-06,-7859404733.246165,0.0,-12100719886.350557,10312557214.27247,0.0,13492245992.557348,9
