Temperature_K,Fracture_Toughness_MPa_sqrt_m,Critical_Energy_Release_Rate_J_per_m2,Uncertainty_K_ic_MPa_sqrt_m,Uncertainty_G_c_J_per_m2
300.0,1.6,12.8,0.32000000000000006,3.2
350.0,1.584,12.736324873096446,0.3168,3.1840812182741116
400.0,1.568,12.673319587628866,0.31360000000000005,3.1683298969072164
450.0,1.552,12.611015706806283,0.3104,3.1527539267015707
500.0,1.536,12.549446808510638,0.30720000000000003,3.1373617021276594
550.0,1.52,12.488648648648649,0.30400000000000005,3.1221621621621622
600.0,1.504,12.42865934065934,0.3008,3.107164835164835
650.0,1.488,12.369519553072626,0.29760000000000003,3.0923798882681566
700.0,1.4720000000000002,12.311272727272732,0.29440000000000005,3.077818181818183
750.0,1.4560000000000002,12.253965317919079,0.29120000000000007,3.0634913294797697
800.0,1.4400000000000002,12.197647058823534,0.28800000000000003,3.0494117647058836
850.0,1.4240000000000002,12.142371257485035,0.28480000000000005,3.0355928143712587
900.0,1.4080000000000001,12.088195121951223,0.2816,3.022048780487806
950.0,1.3920000000000001,12.035180124223608,0.27840000000000004,3.008795031055902
1000.0,1.3760000000000001,11.983392405063292,0.27520000000000006,2.995848101265823
1050.0,1.36,11.932903225806452,0.272,2.983225806451613
1100.0,1.344,11.88378947368421,0.26880000000000004,2.9709473684210526
1150.0,1.328,11.83613422818792,0.2656,2.95903355704698
1200.0,1.312,11.790027397260275,0.2624,2.9475068493150687
