laser_power_w,welding_speed_mm_s,pulse_frequency_hz,pulse_duration_ms,beam_focus_position_mm,beam_spot_size_um,clamping_pressure_mpa,shield_gas_flow_rate_l_min,sheet_thickness_mm,overlap_distance_mm,material_combination,joint_type,weld_id,data_source,data_tier,measurement_uncertainty,nugget_width_mm,penetration_depth_mm,haz_width_mm,crack_presence,porosity_area_percent,spatter_rating,tensile_shear_strength_n,peel_strength_n,contact_resistance_micro_ohm,strength_degradation_percent,resistance_increase_percent,cycles_to_failure,creep_time_to_failure_hours,imc_thickness_post_aging_um,grain_size_change_percent,generation_timestamp,dataset_version
1436.3502971184062,190.63571821788406,732.2619478695937,29.973058361432127,-1.375925438230254,120.1975341512912,0.38460969962417735,26.654403644373378,1.2421185223120967,7.226689489062432,Cu-Steel,Butt,EXP-001,Experimental,1,0.06081845231526678,0.3100627123713548,0.10188817774180756,0.5334833014572655,1.0,15.0,4.0,500.0,138.03410827008986,200.0,40.511050249267186,127.2432989738371,467.0,42.653886394914046,0.1,-48.173394957264655,2025-10-14T06:59:29.042635,1.0
1626.2481299238575,12.52034262037464,942.2595539291679,28.20808207049241,-0.4583339898403356,57.184813499096386,1.2313797455485302,11.025636650650293,1.3982006857683706,6.294968248934898,Cu-Cu,Butt,EXP-002,Experimental,1,0.07067203092068908,0.3060770252219269,0.12709323278394208,0.4439221170344207,1.0,6.35914178789707,1.0,500.0,146.03357260667045,200.0,11.568252791780377,29.197004129083336,436.0,140.23710799972957,0.32817758976215977,-50.0,2025-10-14T06:59:29.042635,1.0
2368.300275343452,112.54150515392516,587.1644144981843,48.26623983248049,0.4281369907467387,174.19963191014452,1.551740177950004,9.131673476575063,0.12970917280826846,4.5223140667105115,Cu-Al,T-Joint,EXP-003,Experimental,1,0.0271756547562981,0.3084652711626359,0.11041193944806493,0.5047632980270134,0.0,6.8270475822917644,2.0,500.0,171.94976536025308,200.0,30.653832256306945,103.66218882883528,325.0,96.36199546993527,0.1013643177969633,-48.19922672358691,2025-10-14T06:59:29.042635,1.0
2283.1119680574875,154.54915923721052,561.7159203719267,38.57126227973259,-0.024817614542437028,285.2297732218973,2.1949509899568933,5.63547816860238,0.3049937112872785,0.7985772640239754,Cu-Al,Lap,EXP-004,Experimental,1,0.0336761097525165,0.3358094316293878,0.11401241548859113,0.5053670553761876,1.0,15.0,2.0,500.0,138.71046651934793,200.0,46.24304895627318,156.14516312082637,519.0,42.61104641738229,0.1,-39.0610562549374,2025-10-14T06:59:29.042635,1.0
1567.7694715656407,165.4228055252737,860.869852673087,0.4469113135064161,0.042989210310262926,237.83495141695056,1.1883282713065784,7.996634183342071,0.7414688256668931,9.457642187168933,Cu-Al,Lap,EXP-005,Experimental,1,0.04217926736368427,0.2933923120561391,0.10014020490197975,0.43927187791036987,1.0,15.0,3.0,500.0,148.1062855834235,200.0,27.312436871452192,220.94178542574306,1078.0,130.6978086172263,0.1,-38.30477901252031,2025-10-14T06:59:29.042635,1.0
1105.3998456935647,162.59655371218022,470.83033381159237,49.17281473065266,-0.40470223022178775,417.3943429487228,4.0118911124243,8.767938599135736,1.0655776758073654,7.110221664513378,Cu-Cu,T-Joint,EXP-006,Experimental,1,0.033713001307837984,0.30757728152573066,0.11081045009838159,0.41773314978068504,0.0,4.491951815836606,2.0,500.0,163.88258495359042,200.0,0.27487779575072474,1.434092803347311,1533.0,112.11619222983042,0.37831375973803294,-28.212845766144564,2025-10-14T06:59:29.042635,1.0
937.3873177398405,196.61198523259276,517.1192553797433,13.11537582403741,1.9850147990316973,484.4387080799571,2.8356379226747785,27.06590857973349,0.4585435058486208,3.1492778496257277,Cu-Cu,T-Joint,EXP-007,Experimental,1,0.052552413833293954,0.29337815917513105,0.11600038708508642,0.4778614303722466,1.0,15.0,4.0,500.0,100.0,200.0,9.885585378589491,28.30895650799771,531.0,34.37034768632612,0.3976682092226249,-35.48276411439364,2025-10-14T06:59:29.042635,1.0
1772.0351920969001,130.90319745532014,251.21135678697857,29.53455529327114,1.9155714331000362,269.0339688317548,4.539884059820914,15.859859137760717,0.7651489746198837,6.628481939290366,Cu-Al,Lap,EXP-008,Experimental,1,0.04911679245657894,0.33941717123929277,0.10034599773629385,0.4296938855449757,1.0,11.93070095327267,4.0,500.0,142.14972338761308,200.0,23.280406498403686,220.096041798534,416.0,35.60596496044437,0.1,-40.47222008343425,2025-10-14T06:59:29.042635,1.0
1431.7171677351232,84.99137869379972,844.3689275855851,46.50784005706051,-1.7183354766018244,144.01342292691209,3.3886032324378483,13.966169532404097,0.5829109332325036,3.305260589979918,Al-Al,Lap,EXP-009,Experimental,1,0.07891045329863186,0.28194132198235355,0.10751935995766167,0.49892802890665405,1.0,2.389274208807824,3.0,500.0,154.3952956323069,200.0,8.799607306871415,16.32630352161538,1890.0,33.837386292963885,0.1620166466910977,-50.0,2025-10-14T06:59:29.042635,1.0
2597.3337551734085,173.4768774792183,251.0011091553482,2.0378532480282177,-0.7869379413071087,291.687092238495,1.7005910848006005,25.696725094689718,0.6159315400575095,9.669892388712313,Al-Steel,Butt,EXP-010,Experimental,1,0.03501457388987572,0.3070455691825537,0.09026844822069569,0.5600932197922435,1.0,15.0,3.0,500.0,173.58044423988642,200.0,40.16980097539822,109.25004239966151,250.0,99.8467646266886,0.1,-44.75823691738932,2025-10-14T06:59:29.042635,1.0
