country_code,country_name,year,bank_capital,bank_zscore,domestic_credit,regulatory_quality,bank_zscore_source,bank_roa,bank_roa_source,bank_npl,bank_npl_source,domestic_credit_source,regulatory_quality_source,reg_mobile_money_regulation,reg_digital_lending_guidelines,reg_data_protection_act,reg_payment_services_act,total_fintech_regulations,reg_data_protection_regulation,reg_payment_services_banks,reg_payment_services_directive,reg_payment_systems_act,reg_data_protection_law,reg_payment_systems_law
RWA,Rwanda,2010,13.7678272315771,19.62815,11.4913039096026,-0.239782363176346,worldbank,1.1341369564404415,synthetic,3.835342391101104,synthetic,worldbank,worldbank,0,0,,,0,,,,,0.0,0.0
RWA,Rwanda,2011,15.5847198373897,21.64436,13.266031975479,-0.181345909833908,worldbank,1.704131451375662,synthetic,4.673955016588133,synthetic,worldbank,worldbank,0,0,,,0,,,,,0.0,0.0
RWA,Rwanda,2012,15.3836964204834,22.81995,15.751520287001,-0.126087740063667,worldbank,2.2614360416111445,synthetic,5.9223941698914935,synthetic,worldbank,worldbank,0,0,,,0,,,,,0.0,0.0
RWA,Rwanda,2013,13.6427279589128,17.65331,16.2164793656958,-0.0301568936556578,worldbank,0.9272236579155672,synthetic,2.992646340450749,synthetic,worldbank,worldbank,0,0,,,0,,,,,0.0,0.0
RWA,Rwanda,2014,13.6710739782195,18.74671,17.6303961518493,0.185563325881958,worldbank,1.072683177598713,synthetic,4.007120748334951,synthetic,worldbank,worldbank,1,0,,,1,,,,,0.0,0.0
RWA,Rwanda,2015,14.0710956577504,20.39169,20.9997079033272,0.147564426064491,worldbank,0.5991066367950562,synthetic,3.228962526124008,synthetic,worldbank,worldbank,1,0,,,1,,,,,0.0,0.0
RWA,Rwanda,2016,14.5612325025982,20.22506,20.4751724214641,0.0116269327700138,worldbank,1.6688436326902192,synthetic,5.758482693576569,synthetic,worldbank,worldbank,1,0,,,2,,,,,1.0,0.0
RWA,Rwanda,2017,13.8421504299584,18.42664,20.5944112008927,0.0796869844198227,worldbank,1.791055221290815,synthetic,5.477638053227038,synthetic,worldbank,worldbank,1,0,,,3,,,,,1.0,1.0
RWA,Rwanda,2018,15.2025858376028,22.24675,21.3998848838406,0.0339737758040428,worldbank,1.344085462908414,synthetic,3.773840045420013,synthetic,worldbank,worldbank,1,0,,,3,,,,,1.0,1.0
RWA,Rwanda,2019,14.519991182403,23.55324,21.4605470851456,-0.0101915299892426,worldbank,1.6750706984893204,synthetic,4.456480812086934,synthetic,worldbank,worldbank,1,1,,,4,,,,,1.0,1.0
RWA,Rwanda,2020,12.9189304921698,21.75867,25.0510689076078,-0.000359974801540375,worldbank,1.2058788852460633,synthetic,6.733552557803806,synthetic,worldbank,worldbank,1,1,,,4,,,,,1.0,1.0
RWA,Rwanda,2021,13.7417083432778,21.42436,25.3431515385739,0.0610510520637035,worldbank,1.7136209577932575,synthetic,6.962479681902401,synthetic,worldbank,worldbank,1,1,,,4,,,,,1.0,1.0
RWA,Rwanda,2022,12.0448895895436,20.26140428401266,22.8466317008821,0.16292978823185,synthetic,1.0633895590777525,synthetic,6.2842452014000845,synthetic,worldbank,worldbank,1,1,,,4,,,,,1.0,1.0
RWA,Rwanda,2023,,23.708763247978716,22.3546156935488,0.124717451632023,synthetic,1.5643615221950227,synthetic,5.497277417338578,synthetic,worldbank,worldbank,1,1,,,4,,,,,1.0,1.0
