curve_id,depth_nm,load_mN,contact_depth_nm,surface_roughness_nm,measurement_time_s
0,0.15131467111735183,0.006634763373647234,0.11348600333801387,5.279619907405857,0.0
0,22.18853903335347,242.58871401195864,16.641404275015105,5.279619907405857,0.5
0,40.41936610098572,1034.5879477520257,30.31452457573929,5.279619907405857,1.0
0,62.775780771522356,2439.10262974646,47.081835578641765,5.279619907405857,1.5
0,83.27051725366546,4177.3325902248,62.4528879402491,5.279619907405857,2.0
0,106.14675074667323,6722.902081944793,79.61006306000493,5.279619907405857,2.5
0,134.08482279523142,9883.023060703621,100.56361709642357,5.279619907405857,3.0
0,158.34607599763575,12998.766008203247,118.75955699822681,5.279619907405857,3.5
0,179.40912905987113,16413.67217856075,134.55684679490335,5.279619907405857,4.0
0,204.45017873127554,21952.875347662335,153.33763404845666,5.279619907405857,4.5
0,227.1812649805223,26637.279074811846,170.3859487353917,5.279619907405857,5.0
0,252.08236198402903,32694.540130285717,189.06177148802178,5.279619907405857,5.5
0,282.35515464428204,39005.36108675924,211.76636598321153,5.279619907405857,6.0
0,307.8922869537239,44592.25550550591,230.91921521529292,5.279619907405857,6.5
0,338.2628694504883,53276.116198745745,253.69715208786624,5.279619907405857,7.0
0,365.37974047570265,62062.65533019146,274.034805356777,5.279619907405857,7.5
0,392.7931634318355,68553.0803675023,294.5948725738766,5.279619907405857,8.0
0,421.47041746680435,80708.00653387888,316.1028131001033,5.279619907405857,8.5
0,454.70808474301253,90824.0444591865,341.0310635572594,5.279619907405857,9.0
0,483.21456522621855,99617.0726537029,362.4109239196639,5.279619907405857,9.5
0,513.6879748574529,110355.3627809616,385.2659811430897,5.279619907405857,10.0
0,542.4275515855006,124133.96212298771,406.82066368912547,5.279619907405857,10.5
0,576.4829707610536,131254.96974100266,432.3622280707902,5.279619907405857,11.0
0,606.8492812740963,142654.2187272227,455.1369609555722,5.279619907405857,11.5
0,641.9790207972707,161914.02595435924,481.484265597953,5.279619907405857,12.0
0,672.2708581017863,168331.37467101487,504.2031435763397,5.279619907405857,12.5
0,708.0908049880561,179618.52585048872,531.068103741042,5.279619907405857,13.0
0,742.3215043236362,180706.22453309136,556.7411282427272,5.279619907405857,13.5
0,781.8476986373497,194742.19857537252,586.3857739780123,5.279619907405857,14.0
0,813.2120007185309,221517.2853379162,609.9090005388982,5.279619907405857,14.5
0,852.8910079146752,234229.90036854675,639.6682559360064,5.279619907405857,15.0
0,886.7834603700707,250781.89291742115,665.087595277553,5.279619907405857,15.5
0,925.8900438027532,259168.19081264272,694.4175328520649,5.279619907405857,16.0
0,962.5525632972223,272768.4602593443,721.9144224729167,5.279619907405857,16.5
0,1001.3389757636576,293128.89818123647,751.0042318227431,5.279619907405857,17.0
0,1040.322656307877,327218.1766614796,780.2419922309077,5.279619907405857,17.5
