log_pO2_Pa,pO2_Pa,temperature_K,length_mm,chemical_strain,chemical_expansion_coefficient,oxidation_fraction
-20.0,1e-20,1073,10.000000000068342,6.834114882488422e-12,0.0,1.2736932283425203e-10
-19.79591836734694,1.5998587196060573e-20,1073,10.000000000089202,8.920093121649162e-12,0.0,1.6110375244879523e-10
-19.591836734693878,2.559547922699533e-20,1073,10.000000000113962,1.1396187935020776e-11,0.0,2.03772921731128e-10
-19.387755102040817,4.094915062380419e-20,1073,10.00000000013288,1.3288056576012565e-11,0.0,2.5774324309155263e-10
-19.183673469387756,6.551285568595496e-20,1073,10.000000000197094,1.9709318245744328e-11,0.0,3.2600788561129824e-10
-18.979591836734695,1.0481131341546832e-19,1073,10.000000000212694,2.126940093690574e-11,0.0,4.123527748158105e-10
-18.775510204081634,1.676832936811003e-19,1073,10.000000000274255,2.7425611268073942e-11,0.0,5.215665583535726e-10
-18.571428571428573,2.6826957952797164e-19,1073,10.000000000332001,3.320005572179659e-11,0.0,6.597061821796469e-10
-18.367346938775512,4.291934260128761e-19,1073,10.000000000430157,4.301568638372794e-11,0.0,8.34432805975819e-10
-18.163265306122447,6.866488450043027e-19,1073,10.000000000523059,5.2305937786380005e-11,0.0,1.0554366875204663e-09
-17.959183673469386,1.0985411419875618e-18,1073,10.000000000759755,7.597543253256924e-11,0.0,1.3349745998975584e-09
-17.755102040816325,1.7575106248547965e-18,1073,10.000000000950688,9.506884398170012e-11,0.0,1.688549586452709e-09
-17.551020408163264,2.8117686979742367e-18,1073,10.000000001190147,1.1901470967928598e-10,0.0,2.1357707523883994e-09
-17.346938775510203,4.498432668969453e-18,1073,10.000000001451,1.4509988372764702e-10,0.0,2.701440776637303e-09
-17.142857142857142,7.196856730011528e-18,1073,10.000000001762057,1.7620567259484762e-10,0.0,3.416931456910532e-09
-16.93877551020408,1.151395399326448e-17,1073,10.00000000221776,2.2177601953958867e-10,0.0,4.321923574998946e-09
-16.73469387755102,1.8420699693267164e-17,1073,10.000000002989097,2.989096924087927e-10,0.0,5.466607574429768e-09
-16.53061224489796,2.9470517025518094e-17,1073,10.000000003676112,3.676111851882458e-10,0.0,6.9144670990069894e-09
-16.3265306122449,4.7148663634573897e-17,1073,10.000000004695508,4.69550851534295e-10,0.0,8.745799765936825e-09
-16.122448979591837,7.543120063354607e-17,1073,10.000000006222335,6.222335363435527e-10,0.0,1.1062170433892931e-08
-15.918367346938776,1.2067926406393265e-16,1073,10.000000007880425,7.880424425096157e-10,0.0,1.3992043942056966e-08
-15.714285714285715,1.9306977288832456e-16,1073,10.000000008978796,8.978796981286953e-10,0.0,1.769790970899321e-08
-15.510204081632653,3.0888435964774847e-16,1073,10.000000012244799,1.224479814913751e-09,0.0,2.238529331792564e-08
-15.306122448979592,4.941713361323839e-16,1073,10.00000001566051,1.5660510127411586e-09,0.0,2.8314154866143533e-08
-15.10204081632653,7.906043210907702e-16,1073,10.000000018451177,1.8451176758564707e-09,0.0,3.5813306224721e-08
-14.89795918367347,1.2648552168552958e-15,1073,10.000000025011047,2.501104669885248e-09,2.4510825764875457e-08,4.529864678150148e-08
-14.693877551020408,2.0235896477251554e-15,1073,10.00000002821903,2.82190308126303e-09,9.21821673212591e-09,5.7296229010651243e-08
-14.489795918367346,3.237457542817653e-15,1073,10.000000038389592,3.838959271792706e-09,7.524360172713686e-09,7.247143307048923e-08
-14.285714285714285,5.179474679231223e-15,1073,10.000000051323722,5.13237221995184e-09,7.185321107932565e-09,9.166586843271295e-08
-14.081632653061224,8.28642772854686e-15,1073,10.000000058605863,5.8605863246999605e-09,6.381527331339952e-09,1.1594404907977727e-07
-13.877551020408163,1.3257113655901108e-14,1073,10.000000082978108,8.297810717909428e-09,7.392595003228396e-09,1.4665243083842326e-07
