sample_id,material,temperature_C,pO2_initial_atm,pO2_final_atm,linear_strain,volume_change,delta_nonstoichiometry,time_hours,conversion_fraction,grain_size_um,porosity,constrained_stress_MPa,mechanism
Ni_chemexp_0000,Ni,751.7402649205499,0.006448310545529749,0.2114593044515262,0.2123443006445939,0.6807640694933815,,37.86956627438848,0.9730190409093606,1.1727106315060518,0.1462656985968469,19.199269443079313,Ni->NiO
Ni_chemexp_0001,Ni,888.3842987691048,-0.007501831812633881,0.20409070834847778,0.2001748198623444,0.6756106832723957,,92.63723785187686,1.0220578343251026,2.173924607858548,0.04498044546366589,18.65130682497198,Ni->NiO
Ni_chemexp_0002,Ni,977.2442991577053,-0.0003409520896308496,0.21682607597295728,0.20001064269197416,0.6970686309668028,,45.62730141363006,0.9862073647089469,0.9029520294316842,0.08984491627457254,12.017198676356664,Ni->NiO
Ni_chemexp_0003,Ni,992.704968439895,0.001252696582025344,0.2049329591581236,0.2113111506428285,0.7081389451339295,,61.33959438406128,1.0002885013736609,2.2487304026939565,0.1099744898632165,19.602585347955287,Ni->NiO
Ni_chemexp_0004,Ni,837.4234692005447,-0.0024103492547775914,0.20746965670397216,0.20542574566045255,0.6848504700053815,,99.13235752446587,1.0012769864588718,6.145942956570718,0.024345733650693643,17.793347952708782,Ni->NiO
Ni_chemexp_0005,Ni,629.2339854872059,0.005591870982679631,0.20964573247631546,0.19601354212390942,0.6675822535142175,,30.349611126827956,0.9456629764126082,1.6364822973805524,0.07003635588818456,17.263452334599872,Ni->NiO
Ni_chemexp_0006,Ni,988.5934506276096,-0.00807082964740502,0.2129852537106539,0.2038612621420991,0.6854172735241993,,66.6451861158162,1.0001057406157146,4.417704240553118,0.14369074678024496,20.249405061632523,Ni->NiO
Ni_chemexp_0007,Ni,2275.6147542528115,-0.0014555258574530825,0.2109383778443617,0.20845943757746827,0.6972622980570059,,67.8532541263882,0.9873830305894926,1.679082626498132,0.041201518521093744,16.754961820924084,Ni->NiO
Ni_chemexp_0008,Ni,640.904804934512,-0.006773869717629183,0.2082318823869555,0.21171110866422407,0.686319650314614,,86.65735103796237,1.0141628303559092,2.633063386084125,0.08700698768444311,9.867659425355885,Ni->NiO
Ni_chemexp_0009,Ni,789.782818173897,-0.0016176768257169496,0.21380521878995323,0.20267980588403048,0.6902230100826676,,47.213220164570075,0.9984201080510285,1.7110311164111118,0.10870909558702295,17.311072902320014,Ni->NiO
