sample_id,material,T_start_C,T_end_C,T_mean_C,CTE_ppm_K,measurement_direction,pO2_atm,thermal_conductivity_W_mK,specific_heat_J_gK,measurement_method,heating_rate_K_min
YSZ-8mol_thermal_0000,YSZ-8mol,335.5439794561734,593.5230864275969,457.1359682360994,9.938576221382666,isotropic,0.2191301829941991,-0.16366070020365342,0.6429507829577088,XRD_high_temp,5.087365263788315
YSZ-8mol_thermal_0001,YSZ-8mol,145.9492468235831,586.806043858697,376.392551386455,-41.0148930330769,isotropic,0.20048018768906786,2.4829522409775686,0.7098438175497725,XRD_high_temp,2.105362473173803
YSZ-8mol_thermal_0002,YSZ-8mol,50.029179447080054,274.9393384129784,157.27969007294712,8.802251490558836,isotropic,0.21697665443217412,1.2209782253964812,0.4795658204494227,dilatometry,9.883405805018521
YSZ-8mol_thermal_0003,YSZ-8mol,243.97804433033548,659.5305303909049,447.97542097038956,10.858909126450278,isotropic,0.20414286265207202,1.682544378919232,-1.3645320215507086,XRD_high_temp,2.1147224488805163
YSZ-8mol_thermal_0004,YSZ-8mol,157.41518424772883,488.7566503895862,331.66415416515815,10.511304275358585,isotropic,0.21152186649218088,1.1234610560333302,0.4912332751016079,XRD_high_temp,9.990955129262186
YSZ-8mol_thermal_0005,YSZ-8mol,271.85212106227675,803.1284497886936,547.2629297118708,11.60695945588649,isotropic,0.21308418610993574,2.3531546981432037,0.7623520003759534,TMA,9.85939852748874
YSZ-8mol_thermal_0006,YSZ-8mol,84.82085606483977,313.7708686618422,189.18784198675306,9.706208473895519,isotropic,0.2181168808670578,2.6365492987191783,0.6327914993199457,TMA,10.179389588292313
YSZ-8mol_thermal_0007,YSZ-8mol,138.00033471062466,374.6626703041566,246.52769156758785,9.736443801514406,isotropic,0.21236758533348704,2.7289553991090276,0.4665015760777542,dilatometry,5.072828255022266
YSZ-8mol_thermal_0008,YSZ-8mol,221.0689980944047,693.7632640542469,452.13726747250615,10.924729000290307,isotropic,0.21140751568028687,0.32767923213692374,0.6633976703805148,XRD_high_temp,10.172061741049022
YSZ-8mol_thermal_0009,YSZ-8mol,328.88727563858436,675.2775257023595,500.7007274425696,9.963880182022224,isotropic,0.20577327680152083,3.588692827098052,0.7211405607905852,XRD_high_temp,1.921649728707896
YSZ-8mol_thermal_0010,YSZ-8mol,249.781352398264,785.9393858539886,516.5553007395831,10.42837862607711,isotropic,0.20148568205595838,2.0230188008498953,0.4256597730018652,dilatometry,10.24227014357842
YSZ-8mol_thermal_0011,YSZ-8mol,141.16638899991344,341.85472494345044,234.4406952387153,9.716668879281023,isotropic,0.20564163403671867,2.29956248670455,0.5522256946793123,XRD_high_temp,5.001328184530511
YSZ-8mol_thermal_0012,YSZ-8mol,254.79932194376062,614.6618035973163,449.43887922986573,11.07087756069843,isotropic,0.21709637920974753,0.3065672612609247,0.5451782115541658,dilatometry,-34.65431178713985
YSZ-8mol_thermal_0013,YSZ-8mol,206.01676880798027,638.3969257832225,416.3631214113298,9.968061584278402,isotropic,0.21016553705859292,2.176520314845941,0.4851544276589006,XRD_high_temp,4.878394090274314
YSZ-8mol_thermal_0014,YSZ-8mol,363.6402481532546,698.8463902138147,522.7175515211687,34.94887255191336,isotropic,0.21838109966136734,1.9170882706172616,0.665320006585456,XRD_high_temp,10.106795818036204
YSZ-8mol_thermal_0015,YSZ-8mol,23.803259453317597,407.3939834549062,220.51577838039793,9.898780050176034,isotropic,0.20638053734645248,0.6325941670742141,0.5291932291968557,TMA,10.108562491213958
YSZ-8mol_thermal_0016,YSZ-8mol,67.48791839793634,543.0861391487053,306.4628044760407,9.693896643563912,isotropic,-0.5342175933990951,1.8259405735187517,0.48428436115145096,dilatometry,1.9707839401704874
YSZ-8mol_thermal_0017,YSZ-8mol,41.393434108539395,364.1746928502762,202.48021896832532,10.514118372583034,isotropic,0.21084637872031822,3.2504664756624067,0.6053380547449769,TMA,1.8468618117799607
YSZ-8mol_thermal_0018,YSZ-8mol,44.41532397727231,330.29240498905233,198.8259984464246,9.950420482711303,isotropic,0.2165346486016122,1.5743213350592553,0.679692625817764,TMA,10.110428827365746
YSZ-8mol_thermal_0019,YSZ-8mol,309.81095032348304,844.2260996182206,559.5721744406796,10.343138906546411,isotropic,0.20887335042846808,1.2423133404698758,0.4151150295438121,dilatometry,2.179967576528649
YSZ-8mol_thermal_0020,YSZ-8mol,343.5734629103745,580.3536019023119,461.86692846163373,10.829416742468188,isotropic,0.20935674684719285,1.1953404885724603,0.5053494348779187,dilatometry,4.818507672503438
YSZ-8mol_thermal_0021,YSZ-8mol,50.269092464824894,373.07214454621584,211.95631637659852,10.88767644608033,isotropic,0.2161404297381264,2.2903468258089505,0.6928238270874998,dilatometry,10.013330774952243
YSZ-8mol_thermal_0022,YSZ-8mol,-1079.663723829992,729.0283754559886,522.0109096223597,10.868017465179204,isotropic,0.19945771459432213,2.7049984559648887,0.7630951188020667,TMA,10.095748543062841
YSZ-8mol_thermal_0023,YSZ-8mol,194.05063943405767,1628.0832573716184,358.3037438067178,10.359490167428023,isotropic,0.20927787516816862,2.7078534088585906,0.609977716015467,XRD_high_temp,4.84200909641407
YSZ-8mol_thermal_0024,YSZ-8mol,93.45173186825433,557.5077489470673,321.56477230905136,10.04957047786508,isotropic,0.20161978161019795,1.8510605020762987,0.5740669897648021,XRD_high_temp,5.252388529605175
YSZ-8mol_thermal_0025,YSZ-8mol,352.5369526722378,749.2294040924214,544.5577316827828,10.849813078095613,isotropic,0.2098513666869353,2.453963694791896,0.41072171680482006,dilatometry,5.167740320378917
YSZ-8mol_thermal_0026,YSZ-8mol,220.81251819596002,633.6917640412992,434.2933275274567,10.709098041349213,isotropic,0.20787906877148027,0.8244177635372341,0.7669795749547448,XRD_high_temp,-6.010524520732511
YSZ-8mol_thermal_0027,YSZ-8mol,76.39598882762266,279.0666920524097,183.57125454028633,9.951094433823535,isotropic,0.2130383819812505,2.0740836475551285,0.42185391910930603,dilatometry,10.067584275311603
YSZ-8mol_thermal_0028,YSZ-8mol,154.38392279862165,474.87773761542246,306.138560116289,9.988153094065902,isotropic,0.2123521052671193,1.5051122614517352,0.7855393656646005,XRD_high_temp,1.9057896318218597
YSZ-8mol_thermal_0029,YSZ-8mol,369.6600177455273,731.4991797548263,554.4176893618624,9.963659287224212,isotropic,0.2085591224605602,2.5935195217778366,0.4913682390832851,TMA,4.95828437468567
YSZ-8mol_thermal_0030,YSZ-8mol,-595.3718647714035,570.4189759269802,411.9234643091676,10.323802388025364,isotropic,0.2051480127188489,0.2844646866310767,0.7536106941155565,XRD_high_temp,1.7622461999372048
YSZ-8mol_thermal_0031,YSZ-8mol,150.9991427413596,371.3502268423395,271.6776071553302,10.01716803368935,isotropic,0.21039517884388745,0.733113027137994,0.7220753331094572,TMA,9.901010213892748
YSZ-8mol_thermal_0032,YSZ-8mol,286.4474995165469,607.9173376211888,450.11878279843705,10.895458745878221,isotropic,0.21658402135234073,0.08793746182547779,0.48856748166254477,TMA,5.076289145969575
YSZ-8mol_thermal_0033,YSZ-8mol,194.4695312779303,518.5217939912222,344.7854807629507,10.249908289320597,isotropic,0.20505444220713206,2.017492815280833,0.6824405751063012,XRD_high_temp,2.0361074301842095
YSZ-8mol_thermal_0034,YSZ-8mol,106.72588387173943,570.0264620066507,336.3213287775274,9.966149659811938,isotropic,0.20241600035089746,1.4048310800003136,0.5273894704840927,dilatometry,4.919261363317998
YSZ-8mol_thermal_0035,YSZ-8mol,39.65134864569568,512.4840237702108,282.42487172346324,10.091634220085652,isotropic,0.2007010497575808,0.16284870084237868,0.4250792261169126,TMA,2.031545595009206
YSZ-8mol_thermal_0036,YSZ-8mol,101.95758118284752,640.3974063001256,-1457.764915508594,9.791893770759327,isotropic,0.20225763999860888,2.7347995470624986,0.6498133366058428,TMA,5.104228810620867
YSZ-8mol_thermal_0037,YSZ-8mol,123.82979976525651,378.20611892335836,247.90042870024976,10.528582290463948,isotropic,0.2099633978457445,2.7358520456130435,0.5964535057553335,dilatometry,1.8632447172685898
YSZ-8mol_thermal_0038,YSZ-8mol,103.83229864286517,423.74664998069545,271.97028665539256,9.556119994700776,isotropic,0.20290964621654106,2.068950755395732,0.7191426250976749,dilatometry,5.248303421161256
YSZ-8mol_thermal_0039,YSZ-8mol,275.0375795004281,771.8424780476257,520.483493949279,10.628058769074045,isotropic,0.20810832824088155,0.15544544433758545,0.7005538909971877,TMA,4.993443426365578
YSZ-8mol_thermal_0040,YSZ-8mol,150.5793411504322,738.6991854888573,437.6323633303707,10.828812623061076,isotropic,0.21232897944399493,3.891687011580178,0.5924998419922644,dilatometry,10.034079741225387
YSZ-8mol_thermal_0041,YSZ-8mol,240.02202192236703,806.7261838416407,526.9558458097995,10.425498758753246,isotropic,0.19926128283633368,2.0832147279262485,0.4615290201742824,TMA,4.967936616693037
YSZ-8mol_thermal_0042,YSZ-8mol,52.452073193270884,509.7666453311816,274.99046885590855,10.326097318491103,isotropic,0.21497857560268988,2.8116890782063146,0.5790757881522157,TMA,10.033921207458022
YSZ-8mol_thermal_0043,YSZ-8mol,638.7904300687902,576.2889717378985,430.1341029314986,10.38148128902407,isotropic,0.2172015575206851,0.8829993332911749,0.5108982409226753,dilatometry,1.688831577340008
YSZ-8mol_thermal_0044,YSZ-8mol,308.726282447696,799.9483401626551,-1986.73898250163,11.092738681324345,isotropic,0.21940694296040844,0.565584772197686,0.49099654418427674,TMA,4.949384846786411
YSZ-8mol_thermal_0045,YSZ-8mol,260.03322066632967,478.60907306554503,370.90249151329505,9.85126176147424,isotropic,0.21743669584318676,0.898828302727982,0.5553839623663785,TMA,4.868658648425286
YSZ-8mol_thermal_0046,YSZ-8mol,318.43949250847766,745.5612516241916,541.2994557332305,10.564836963630196,isotropic,0.2221722201356558,1.195619824744063,0.7833400329599736,TMA,10.049899491150265
YSZ-8mol_thermal_0047,YSZ-8mol,106.09577568502671,405.0618169016495,256.49609023546543,9.761237440195814,isotropic,-0.550386162218064,1.8440088478355756,0.7746961824626029,TMA,1.9850818361563258
YSZ-8mol_thermal_0048,YSZ-8mol,143.33222145103434,593.6055446028453,369.3154178167406,11.389409383244514,isotropic,0.21406633428529323,1.4212203952635227,0.6466475732166805,XRD_high_temp,4.852000416309725
YSZ-8mol_thermal_0049,YSZ-8mol,22.146565175101543,450.01254516948933,248.66449553045206,10.207955696376532,isotropic,0.20873279456224722,3.453996902978713,0.5394407070720048,TMA,4.891830020398453
YSZ-8mol_thermal_0050,YSZ-8mol,51.64149632358182,545.1599206524708,317.93671036715284,9.942468038420147,isotropic,0.21334380803016834,2.8257898849376017,0.6372314495820464,dilatometry,9.924862079577995
YSZ-8mol_thermal_0051,YSZ-8mol,51.27203200811419,638.6762154158413,346.64326067283315,9.561790312896255,isotropic,0.21069359230702275,2.6611429334033936,0.7353261029560254,dilatometry,10.058617851006854
YSZ-8mol_thermal_0052,YSZ-8mol,122.1922896089235,736.6589247834874,434.0139530287191,10.375858813622877,isotropic,0.20161009497951793,2.8012981644866457,0.6059070791378708,dilatometry,10.095137419767335
YSZ-8mol_thermal_0053,YSZ-8mol,97.51068043795235,525.7722909279009,304.822286492065,9.343376224499695,isotropic,0.20241081263824723,2.4984569091669595,0.5207588393511984,XRD_high_temp,4.8187994313427165
YSZ-8mol_thermal_0054,YSZ-8mol,62.44227687976377,657.9856117881325,337.2561494670065,9.914211087663459,isotropic,0.219126460435216,3.404610083073358,0.7557333973859404,dilatometry,10.178930292119611
YSZ-8mol_thermal_0055,YSZ-8mol,249.55093226866094,665.2565080888054,457.7022811646853,10.137057756133341,isotropic,0.21078270757024997,1.8660108386685441,0.5694730511788842,TMA,5.071558488355939
YSZ-8mol_thermal_0056,YSZ-8mol,256.3663488677936,853.8112478527474,546.1593289537011,11.367711179458096,isotropic,0.21716562947714196,2.2469632008410882,0.5945159537489252,XRD_high_temp,1.9415668905811012
YSZ-8mol_thermal_0057,YSZ-8mol,99.3422278069868,589.4733439884502,343.00569408512797,10.703467239686553,isotropic,0.20714057705704,0.866544308723647,0.43314340843235494,XRD_high_temp,1.9242415177180274
YSZ-8mol_thermal_0058,YSZ-8mol,394.4948002970457,630.475475478126,508.3807595906407,10.804709043702186,isotropic,0.20549748011888208,0.6895612554044454,0.515669582818528,XRD_high_temp,5.057906965727782
YSZ-8mol_thermal_0059,YSZ-8mol,385.2014411533452,763.6428647076417,559.7276300032036,10.161283685022646,isotropic,0.2095670445614767,1.9411763273042235,0.6099653596319802,TMA,10.131131491047329
YSZ-8mol_thermal_0060,YSZ-8mol,388.8148397520187,890.73852305604,639.711728130163,10.751799332275915,isotropic,0.21396128763865196,-3.77677476529883,0.4435437568697003,XRD_high_temp,10.265433531002909
YSZ-8mol_thermal_0061,YSZ-8mol,54.706095202905374,473.1007717337293,262.8209080565322,10.71163218950129,isotropic,0.21702314655190208,3.533074639269774,0.7453272180651555,dilatometry,2.0353780149059073
YSZ-8mol_thermal_0062,YSZ-8mol,115.89226032288822,667.6116133950377,387.0335000030929,10.445769318126914,isotropic,0.21093951636786562,0.6915208197620762,0.7389242305651416,TMA,2.223488298859193
YSZ-8mol_thermal_0063,YSZ-8mol,95.41960423225335,618.9903174485424,367.7016483914972,10.201260269064129,isotropic,0.2132977225954957,0.6225090428249545,0.529545400797702,XRD_high_temp,5.1800122225897365
YSZ-8mol_thermal_0064,YSZ-8mol,272.6365365851553,746.1501208605798,515.2874874838533,10.381835699205684,isotropic,0.2092752768010562,1.70980893006753,0.4628031718705461,TMA,10.160411352275192
YSZ-8mol_thermal_0065,YSZ-8mol,380.2255622756965,887.150776169091,646.2802579389434,10.869879452625627,isotropic,0.21734471070227257,0.8766865943580765,0.77787508785922,XRD_high_temp,5.0302814653920676
YSZ-8mol_thermal_0066,YSZ-8mol,201.75005836304896,577.7583461393841,392.0647592482846,10.111148606555911,isotropic,0.21742142327384564,1.7542950239638977,0.6131298344121306,TMA,5.03697375751461
YSZ-8mol_thermal_0067,YSZ-8mol,156.77356350013193,631.377966377225,405.0787220043121,9.655365271248955,isotropic,0.2060383795636661,2.274164524983001,0.7832437126920875,TMA,5.1390056629522505
YSZ-8mol_thermal_0068,YSZ-8mol,339.9920739868318,787.1921416532907,569.4268677727821,10.580147548687725,isotropic,0.21193263875101281,-5.233068313643538,0.4497197824628866,TMA,9.954756570451037
YSZ-8mol_thermal_0069,YSZ-8mol,144.33598686679218,524.5189035842756,342.6573902427263,10.464455532769609,isotropic,0.2049772608047572,-5.638328368822171,0.764170395858079,dilatometry,5.278698175360149
YSZ-8mol_thermal_0070,YSZ-8mol,392.18870008839775,836.7466935431362,625.6368807790834,10.531914851176897,isotropic,0.21411812608254313,1.1818004265278792,0.42134921069111714,XRD_high_temp,2.130290782226544
YSZ-8mol_thermal_0071,YSZ-8mol,78.15787711193272,434.83157464957117,266.47996610279404,9.64733955819767,isotropic,0.20801043194429514,3.2383859442718377,0.5856724360918873,dilatometry,9.779419975487974
YSZ-8mol_thermal_0072,YSZ-8mol,333.24240859632556,2488.9415071114813,541.0716446383011,10.426408494587031,isotropic,0.2059776855347926,1.6250831474003544,0.4132701902403663,dilatometry,1.9050258182838042
YSZ-8mol_thermal_0073,YSZ-8mol,307.8145221655765,638.2387033077396,464.08523934673553,10.553973729221454,isotropic,0.19970803552074773,2.130948902881282,0.628581613449664,TMA,5.1260603498914685
YSZ-8mol_thermal_0074,YSZ-8mol,217.54819308176832,526.4743966717461,369.73479033625193,10.32175412915185,isotropic,0.21546379847922265,1.815919624898036,0.6774628684399024,dilatometry,2.231302480475146
YSZ-8mol_thermal_0075,YSZ-8mol,396.19174534270303,849.736792237358,619.7002362507548,11.57588564875825,isotropic,0.21097273553482246,1.5138832087438978,0.3888931451072623,TMA,5.237675568482505
YSZ-8mol_thermal_0076,YSZ-8mol,107.09539231523581,352.8122727706896,240.7262005415416,10.373360744349851,isotropic,0.2112666853136431,1.4949439946750458,0.6621772148906722,TMA,10.020875373509588
YSZ-8mol_thermal_0077,YSZ-8mol,182.52685910158004,515.155834512018,356.03040984460733,10.490746752037783,isotropic,0.21419652531997435,2.429458743056872,0.5422575006468839,dilatometry,10.033719537971935
YSZ-8mol_thermal_0078,YSZ-8mol,65.29447102104318,288.7958904053381,185.9540573729134,10.880838515314506,isotropic,0.20615651413172684,2.5066957232454605,0.45936978728206257,TMA,2.048256227894897
YSZ-8mol_thermal_0079,YSZ-8mol,318.04884108332396,884.3899234247299,603.6821878262703,10.644949825891432,isotropic,0.20536760132241838,0.7551528087431669,0.42340354167413874,TMA,5.211769017492122
YSZ-8mol_thermal_0080,YSZ-8mol,150.22883770881413,578.5020659825389,355.42472324804,-32.1858288443653,isotropic,0.21277129407630208,2.54951316300399,0.7768660534174161,dilatometry,4.850869488979383
YSZ-8mol_thermal_0081,YSZ-8mol,52.27141816103084,543.7623189751375,294.8064489839192,10.391984421894108,isotropic,0.21584276020332235,0.28556490814491986,0.7650904848711189,dilatometry,5.133064561920228
YSZ-8mol_thermal_0082,YSZ-8mol,196.57559905541615,660.8386263864849,417.8832326177736,10.033236266066373,isotropic,0.21268454265233241,2.558149432002093,0.665317885679778,XRD_high_temp,5.293629585706538
YSZ-8mol_thermal_0083,YSZ-8mol,347.85651474924356,721.3364994674358,531.0849066759853,10.823435943337403,isotropic,0.21808607790254808,0.7784713548309032,0.51070389868678,TMA,2.1441290157010653
YSZ-8mol_thermal_0084,YSZ-8mol,287.1489480311981,576.8248487481703,447.41008112004306,11.072841455390847,isotropic,0.21284739519356763,2.2422326643220587,0.6882814537406188,TMA,9.945332046181278
YSZ-8mol_thermal_0085,YSZ-8mol,107.387446142368,547.2731530404204,341.27486239098033,10.270688246565092,isotropic,0.21257224024851978,1.5846153322108418,0.41903469652233377,XRD_high_temp,5.054586776187133
YSZ-8mol_thermal_0086,YSZ-8mol,31.691463577865502,458.1239214836352,256.37116445648746,10.313212094131517,isotropic,0.21414816939415415,0.8409464561549959,0.6824451696897632,dilatometry,5.173760026481339
YSZ-8mol_thermal_0087,YSZ-8mol,243.4801955762242,541.2297641646968,396.68901743770317,10.264701785782693,isotropic,0.2088298843065835,1.1873070307329583,0.6791967524808685,TMA,4.8967086779983955
YSZ-8mol_thermal_0088,YSZ-8mol,349.02123871767105,739.3181843436431,544.7972071412847,11.66076766820002,isotropic,0.20373159412910352,3.0426955427790014,0.6670905790366954,TMA,9.894382658756422
YSZ-8mol_thermal_0089,YSZ-8mol,391.24468063976724,972.8463965151317,682.5325971480954,10.980536480174589,isotropic,0.21009590736594694,2.3183433966655658,0.6800844812912455,XRD_high_temp,4.55352256026224
YSZ-8mol_thermal_0090,YSZ-8mol,69.28690273755272,363.2343142216718,215.0429360561772,9.785461582285203,isotropic,0.21360140768772848,3.718067000585634,0.7231411119649331,XRD_high_temp,10.234516003783984
YSZ-8mol_thermal_0091,YSZ-8mol,151.44495615358275,1252.3219801851744,346.986461892106,9.68243451134365,isotropic,0.20566389831558188,1.3136136656415431,0.7024794340432544,XRD_high_temp,10.123121933785617
YSZ-8mol_thermal_0092,YSZ-8mol,179.38795199737393,475.6290961381771,318.7670382412007,9.514713663560784,isotropic,0.20290632498313824,1.5922989864697414,0.6010770234386752,XRD_high_temp,10.116233013684749
YSZ-8mol_thermal_0093,YSZ-8mol,274.8346424955314,506.6915280627409,378.6782537744166,10.070508258864889,isotropic,0.20633733313011796,1.3445261397796053,0.43636502501909236,XRD_high_temp,4.932380118468279
YSZ-8mol_thermal_0094,YSZ-8mol,335.9437866144045,811.8498698724133,568.2645262185043,10.705329007215333,isotropic,0.2167369174586328,1.3575974422446953,0.47484686323293823,dilatometry,4.781962972947163
YSZ-8mol_thermal_0095,YSZ-8mol,297.6496867829916,573.5898148389342,447.04938861083787,10.689599706454981,isotropic,0.21250058388947515,1.0921003524149704,0.5829698448929268,XRD_high_temp,9.876157033389305
YSZ-8mol_thermal_0096,YSZ-8mol,346.20030823873,934.793658615063,627.0711412474873,11.486468698482394,isotropic,0.209364412998282,1.2738310192064561,0.7277557961451809,TMA,4.842063517022727
YSZ-8mol_thermal_0097,YSZ-8mol,42.88008740318499,294.7756016693716,167.21657606364982,9.67317897699658,isotropic,0.20511792260305758,2.3364565316208488,0.47263401514301806,dilatometry,5.224904275027065
YSZ-8mol_thermal_0098,YSZ-8mol,202.33133670798438,445.50782944055373,321.5563801336665,9.89188686986102,isotropic,0.21138890735166405,3.2742877677355393,1.8738580152744013,dilatometry,1.6632175252269938
YSZ-8mol_thermal_0099,YSZ-8mol,178.2783192535556,609.1472737943603,390.00910923056176,10.203813398652082,isotropic,0.21093414358672155,1.615984500446265,0.6375469519855482,XRD_high_temp,5.012606911031929
YSZ-3mol_thermal_0000,YSZ-3mol,54.69700325446543,603.1099051737987,320.9914636484945,9.431376235112916,c-axis,0.21230183569500258,2.3624731289561236,-2.383260917456443,dilatometry,9.999816230710548
YSZ-3mol_thermal_0001,YSZ-3mol,132.68686909665882,552.3099525369859,332.89543299681026,9.70347562240912,c-axis,0.22263363131559855,1.346527083205714,0.46492119316804736,dilatometry,2.190982552630185
YSZ-3mol_thermal_0002,YSZ-3mol,182.10637346040883,670.173742135581,438.08544284808437,11.246995082679463,polycrystal,0.2124916035742704,0.40007706375303664,0.5541095000367754,dilatometry,4.80662225156084
YSZ-3mol_thermal_0003,YSZ-3mol,347.45364638950883,928.1465360552004,640.3845365422816,10.415765957035374,c-axis,0.2064983567838399,2.4107547324085163,0.6366894175200581,TMA,4.717112529499672
YSZ-3mol_thermal_0004,YSZ-3mol,376.7276272136586,795.6489785347268,596.6953490205665,9.651685302556066,a-axis,0.20301220040078333,1.6838834077269906,0.5485498080271676,TMA,2.491169413029372
YSZ-3mol_thermal_0005,YSZ-3mol,114.88116419428155,649.6155840673733,384.3563285327527,9.965462911931919,c-axis,0.20717712473358807,2.938608387862511,0.6997042369277586,TMA,2.0675893914853183
YSZ-3mol_thermal_0006,YSZ-3mol,327.1812672232335,872.243205313551,592.6602977115036,9.102114850722897,polycrystal,0.2076948720457405,0.9041139833935312,0.5977295052249374,dilatometry,9.809585298201162
YSZ-3mol_thermal_0007,YSZ-3mol,199.31794211722206,781.3735102039885,493.9633350115581,10.843360953107435,polycrystal,0.21418123475697676,0.5856932750326964,0.7882463739079485,dilatometry,10.102350904549864
YSZ-3mol_thermal_0008,YSZ-3mol,321.5476888826957,628.5545381600876,478.20953096044315,10.662638056797237,c-axis,0.20688137748529378,0.29301086545682287,0.6586524509376931,XRD_high_temp,9.752438121669824
YSZ-3mol_thermal_0009,YSZ-3mol,268.56824360156475,537.8593756004663,391.03966241953253,10.186596302633282,a-axis,0.20499595251908628,1.0907048502454624,0.6506388131008469,dilatometry,2.0204819327975634
YSZ-3mol_thermal_0010,YSZ-3mol,132.83769542960363,656.8461706957155,388.28983225851897,9.708914393115995,polycrystal,0.2127144508840275,0.9877707931584483,0.5069860556991755,TMA,10.293869291880535
YSZ-3mol_thermal_0011,YSZ-3mol,132.47190489874242,540.6901621575804,325.0475992705555,9.853238296278953,a-axis,0.206877567169822,2.6067970513951586,0.7818958826666006,TMA,4.8037352680779195
YSZ-3mol_thermal_0012,YSZ-3mol,79.28061937506084,596.4444223544706,339.9765466261703,9.840391676651969,a-axis,0.2129087703225358,2.0217238516919207,0.4229785138118651,XRD_high_temp,10.071176933094733
YSZ-3mol_thermal_0013,YSZ-3mol,66.34777002241283,520.342591735229,311.60132165608104,9.688730445052956,c-axis,0.20573179052021054,3.0530061552050567,0.5378604257127635,TMA,1.9509859696704672
YSZ-3mol_thermal_0014,YSZ-3mol,63.85766892329742,274.8398177852155,175.37000281629312,-27.545712173626868,a-axis,0.207619062123278,1.7992834232455088,0.5881724191123825,dilatometry,4.832271574004215
YSZ-3mol_thermal_0015,YSZ-3mol,406.22171680152826,906.2350585185424,635.5120961057421,9.685493341224477,polycrystal,0.20706399615018678,2.543068467621451,0.6429675040612449,dilatometry,9.823683442438368
YSZ-3mol_thermal_0016,YSZ-3mol,94.21687059359874,600.2957265741836,351.42738969827934,10.253331562185588,polycrystal,0.21207514332467606,2.0775723842235276,-1.3977246300661657,dilatometry,9.969324218850735
