Current_Density_A_cm2,Frequency_Hz,Z_Real_Ohm_cm2,Z_Imag_Ohm_cm2,Z_Magnitude_Ohm_cm2,Z_Phase_deg,Temperature_C
0.0,0.01,0.898942261192716,-0.399029459593295,0.9835251387644295,-23.935848566791318,800
0.0,0.011768119524349984,0.8677532327095446,-0.36785585282448496,0.9425038999044483,-22.972941793300528,800
0.0,0.013848863713938732,0.8390025366597542,-0.33912330676959235,0.9049474425157769,-22.008469670315282,800
0.0,0.016297508346206444,0.8124995446464603,-0.3126416760156551,0.8705747111147804,-21.04622451146754,800
0.0,0.019179102616724886,0.7880685309568476,-0.2882358034585107,0.8391256687051452,-20.089976147730003,800
0.0,0.022570197196339202,0.7655475072858315,-0.26574437025333864,0.8103598313298197,-19.143412806718427,800
0.0,0.026560877829466867,0.7447871484850617,-0.2450188395164039,0.7840549268172955,-18.210085711650493,800
0.0,0.031257158496882355,0.7256498021920512,-0.22592248712762572,0.7600056615652908,-17.29335945987779,800
0.0,0.03678379771828634,0.7080085757417066,-0.20832951362349397,0.7380225806643056,-16.39636990295944,800
0.0,0.04328761281083057,0.6917464942629119,-0.19212423178088414,0.7179310083583406,-15.521990826026926,800
0.0,0.0509413801481638,0.6767557243181782,-0.17720032508044428,0.6995700576826006,-14.672810255165436,800
0.0,0.059948425031894084,0.6629368578558881,-0.16346017280958622,0.6827917000072407,-13.851116750272954,800
0.0,0.07054802310718641,0.6501982516126577,-0.150814238126075,0.6674598870506792,-13.058895605955405,800
0.0,0.08302175681319744,0.6384554174267936,-0.13918051596052472,0.6534497196147987,-12.297834515238588,800
0.0,0.09770099572992251,0.6276304592002007,-0.12848403819690807,0.6406466587653753,-11.56933797090544,800
0.0,0.11497569953977356,0.6176515524706533,-0.11865643414214597,0.6289457763851647,-10.874549497164768,800
0.0,0.1353047774579807,0.6084524627215553,-0.10963554488717103,0.6182510429385725,-10.21438072050311,800
0.0,0.1592282793341092,0.5999720986507305,-0.10136509078133735,0.608474650900488,-9.58954629562193,800
0.0,0.1873817422860384,0.5921540966267281,-0.09379439189894696,0.5995363726276411,-9.000603787733711,800
0.0,0.22051307399030456,0.5849464324566922,-0.08687814208048253,0.5913629515070826,-8.44799776088623,800
