Current_Density_A_cm2,Voltage_V,Overpotential_Anode_V,Overpotential_Cathode_V,Overpotential_Ohmic_V,Overpotential_Concentration_V,Power_Density_W_cm2,Temperature_C
0.0,1.05,0.0,0.0,0.0,0.0,0.0,650
0.03061224489795918,0.9931595821688841,0.00945388108559363,0.042487958352591226,0.004591836734693877,0.00030674165823735045,0.030402844352108695,650
0.06122448979591836,0.9458332374522012,0.018377351725152192,0.07598744848938874,0.009183673469387754,0.0006182888638701764,0.05790815739503272,650
0.09183673469387754,0.9048175461154849,0.026826780738438895,0.10364536835383896,0.01377551020408163,0.0009347945881556599,0.0830954889289731,650
0.12244897959183672,0.868326574063471,0.034850002718194946,0.12719965705478944,0.01836734693877551,0.001256419224769021,0.10632570294654746,650
0.1530612244897959,0.8352573564095704,0.042487958352591226,0.14771217048646282,0.022959183673469385,0.0015833310779061523,0.1278455137361587,650
0.18367346938775508,0.8048778779460484,0.049775958652723336,0.16587943610188483,0.02755102040816326,0.00191570689118022,0.14783471227580477,650
0.21428571428571427,0.7766756101530108,0.056744672041631285,0.18218312824102756,0.03214285714285714,0.0022537324214732947,0.16643048788993087,650
0.24489795918367344,0.7502765465272383,0.06342090415670054,0.19697025237610263,0.03673469387755102,0.002597603062407558,0.18374119506789507,650
0.2755102040816326,0.7253986296032688,0.06982822050245625,0.21049909475935444,0.041326530612244894,0.0029475245226754988,0.19985472448253322,650
0.3061224489795918,0.7018233651553754,0.07598744848938874,0.22296710544317166,0.04591836734693877,0.0033037135651254805,0.21484388729246182,650
0.336734693877551,0.6793776903999249,0.08191708585316827,0.2345286208520224,0.05051020408163265,0.0036663988132517892,0.22877003860405634,650
0.36734693877551017,0.6579219333188907,0.08763363565286507,0.24530656857931443,0.05510204081632652,0.0040358216326033,0.24168560815795984,650
0.39795918367346933,0.6373415509390878,0.09315188313856984,0.25540045127570155,0.059693877551020395,0.0044122370956204545,0.25363592333290225,650
0.42857142857142855,0.6175412998822002,0.09848512618805133,0.2648919446044744,0.06428571428571428,0.0047959150395598844,0.2646605570923715,650
0.45918367346938777,0.5984410225521732,0.10364536835383896,0.27384891684508333,0.06887755102040816,0.0051871412284964094,0.27479434709028366,650
0.48979591836734687,0.5799725362605066,0.10864348157248108,0.2823283757799742,0.07346938775510203,0.005586218631936236,0.2840681810255542,650
0.520408163265306,0.5620772935326064,0.11348934408326254,0.2903786690599629,0.07806122448979591,0.005993468834372342,0.29250961194043795,650
0.5510204081632653,0.5447045931461723,0.11819195795520303,0.29804115408192416,0.08265306122448979,0.006409233592210748,0.3001433472438092,650
0.5816326530612245,0.5278101919278292,0.1227595497366401,0.30535148381939436,0.08724489795918368,0.006833876556952724,0.3069916422437374,650
0.6122448979591836,0.5113552131132942,0.12719965705478944,0.3123406099516359,0.09183673469387754,0.007267785186402985,0.3130746202734454,650
0.6428571428571428,0.4953052775017476,0.13151920345504894,0.319035574745558,0.0964285714285714,0.007711372869074085,0.3184105355368377,650
0.673469387755102,0.4796298042765111,0.1357245633459368,0.32546014292330894,0.1010204081632653,0.008165081290978007,0.3230159906352013,650
0.7040816326530612,0.46430144263056533,0.13982161857905104,0.3316353108136563,0.10561224489795919,0.008629383078768227,0.3269061177705001,650
0.7346938775510203,0.44929560536336816,0.14381580792454848,0.3375797203205499,0.11020408163265304,0.009104784758880475,0.330094730471046,650
0.7653061224489794,0.43459008277292377,0.14771217048646282,0.34330999829414677,0.11479591836734691,0.009591830079119767,0.3325944511017273,650
0.7959183673469387,0.4201647203475135,0.15151538392736077,0.3488410368757781,0.11938775510204079,0.01009110374730695,0.334416818235776,650
0.8265306122448979,0.40600114755876876,0.15522979822968258,0.3541862267233678,0.12397959183673468,0.01060323565144623,0.33557237706388027,650
0.8571428571428571,0.39208254787316255,0.15885946560491399,0.3593576523126877,0.12857142857142856,0.011128905637807211,0.3360707553198536,650
0.8877551020408162,0.37839346220770015,0.16240816706628272,0.3643662564820551,0.13316326530612244,0.011668848937839642,0.3359207266537746,650
0.9183673469387755,0.3649196196489106,0.16587943610188483,0.36922197985578,0.1377551020408163,0.012223862352608316,0.3351302629428771,650
0.9489795918367346,0.35164779046670824,0.16927657981982067,0.373933879612673,0.1423469387755102,0.01279481132528795,0.3337065766673864,650
0.9795918367346937,0.33856565738187006,0.17260269788252783,0.3785102311661176,0.14693877551020407,0.013382638059280503,0.3316561541699951,650
1.010204081632653,0.32566170175616793,0.17586069950201672,0.38295861562378936,0.15153061224489792,0.013988370873128191,0.32898478034551654,650
1.040816326530612,0.3129251019166593,0.17905331872953534,0.38728599534875513,0.15612244897959182,0.014613135025458458,0.3256975550561147,650
1.0714285714285714,0.3003456412353723,0.18218312824102756,0.3914987795131326,0.1607142857142857,0.015258165296181915,0.32179890132361316,650
1.1020408163265305,0.2879136238872759,0.185252551792543,0.39560288119383447,0.16530612244897958,0.015924820677367096,0.3172925651002632,650
1.1326530612244896,0.27561979641952417,0.1882638754966802,0.399603767287042,0.16989795918367345,0.01661460161308019,0.31218160614864465,650
1.163265306122449,0.2634552733933582,0.1912192580514923,0.40350650229873986,0.17448979591836736,0.017329170338042297,0.30646837925349835,650
1.193877551020408,0.2514114654105537,0.1941207400365028,0.4073157868913676,0.1790816326530612,0.018070375008514734,0.3001545046228039,650
1.2244897959183672,0.23948000780672468,0.19697025237610263,0.4110359919225363,0.18367346938775508,0.018840278506881292,0.29324082588578526,650
1.2551020408163265,0.22765268817519477,0.1997696240582462,0.4146711885940094,0.18826530612244893,0.019641193050100758,0.28572735352600975,650
1.2857142857142856,0.21592137066020717,0.20252058918572025,0.4182251752324454,0.1928571428571428,0.020475722064484416,0.2776131908488378,650
1.316326530612245,0.204277914598392,0.2052247934280649,0.42170150114360855,0.19744897959183672,0.02134681123809791,0.2688964386040058,650
1.346938775510204,0.1927140845479775,0.20788379993425746,0.4251034879156201,0.2020408163265306,0.022257811275614423,0.25957407306462277,650
1.3775510204081631,0.18122144795774314,0.21049909475935444,0.42843424849176404,0.20663265306122444,0.023212555729913955,0.2496417905540339,650
1.4081632653061225,0.1697912555870943,0.21307209185226134,0.43169670428734264,0.21122448979591837,0.02421545847738347,0.2390938088879491,650
1.4387755102040816,0.15841429813234376,0.21560413764654524,0.43489360058645454,0.21581632653061225,0.0252716371040443,0.22792261261898436,650
1.4693877551020407,0.14708073008705927,0.21809651529160784,0.4380275204220377,0.22040816326530607,0.026387070933989124,0.21611862380139318,650
1.5,0.13577984825779182,0.22055044855750663,0.44110089711501327,0.225,0.02756880606968833,0.20366977238668774,650
