Temperature_C,Youngs_Modulus_GPa,Poissons_Ratio,CTE_1e-6_K,Density_kg_m3,Thermal_Conductivity_W_mK,Fracture_Toughness_MPa_m0.5,Creep_Exponent_n,Creep_Activation_Energy_kJ_mol
600.0,146.0,0.33000000000000007,11.400000000000002,6004.0,2.28,0.86,2.0999999999999996,445.0
612.5,144.3682723097214,0.3303494868651685,11.424996624712154,6002.797802586057,2.2720265096824686,0.854450787254117,2.147168366841895,443.2068178363625
625.0,142.7210509673296,0.33037523472825414,11.44999479659739,6001.570237682563,2.2643046152466155,0.8491447278514217,2.194698240045468,441.37022962746744
637.5,141.0581153260639,0.3301891863952742,11.474994224253143,6000.3231600934305,2.2567761602255354,0.8440387040840178,2.2428133854524663,439.50025013360613
650.0,139.37924473916348,0.3299032846722462,11.49999461627685,5999.062424622565,2.249382988152321,0.8390895982440091,2.291737568904637,437.6068941150699
662.5,137.68421855986762,0.3296294723651875,11.52499568126595,5997.7938860738805,2.2420669425600663,0.8342542926234994,2.341694556243729,435.7001763321498
675.0,135.97281614141556,0.3294796922801153,11.549997127817884,5996.523399251284,2.234769866981866,0.8294896695145919,2.392908113311488,433.7901115451372
687.5,134.24481683704664,0.329565887223047,11.574998664530087,5995.256818958688,2.2274336049508126,0.8247526112093909,2.445602005949662,431.88671451432367
700.0,132.5,0.33000000000000007,11.6,5994.0,2.2199999999999998,0.82,2.5,430.0
712.5,130.73832163094474,0.3308560220869869,11.625000904405665,5992.756845161903,2.2124303330858552,0.8151960520050333,2.5562801903975085,428.13664560286014
725.0,128.96044432026912,0.33205613964000064,11.650001394247552,5991.52344916217,2.2047636348581388,0.8103343186491488,2.6144379884502436,426.2899802852067
737.5,127.16720730579124,0.3334845874850299,11.675001547606744,5990.293954701349,2.1970583733899414,0.8054156851835153,2.6744231345595173,424.4499958497453
750.0,125.35944982532914,0.3350256004480628,11.70000144256432,5989.062504479983,2.1893730167543572,0.8004410368593003,2.7361853691266456,422.60668409918094
762.5,123.53801111670087,0.33656341335508794,11.725001157201353,5987.82324119862,2.1817660330244784,0.7954112589276731,2.7996744325529437,420.75003683621895
775.0,121.70373041772457,0.33798226103209356,11.750000769598925,5986.570307557804,2.1742958902733975,0.7903272366398015,2.8648400652397257,418.87004586356466
787.5,119.85744696621823,0.33916637830506813,11.775000357838115,5985.297846258082,2.167021056574207,0.7851898552468544,2.931632007588306,416.95670298392326
800.0,118.0,0.3400000000000001,11.8,5984.0,2.16,0.78,3.0,415.00000000000006
812.5,116.13254272899961,0.34040611228688433,11.824999757665188,5982.67286364133,2.153271689224109,0.774765004725749,3.069898371568068,412.9926935021972
825.0,114.25748425159385,0.3404627067117435,11.849999626412396,5981.320340668751,2.14679709532083,0.769517997551982,3.1412998061535573,410.9385992317055
837.5,112.37754763827112,0.3402865261646066,11.874999585319877,5979.948286726171,2.140517689964698,0.7642985551819211,3.2141815763094628,408.84429771741264
850.0,110.49545595951996,0.3399943135355027,11.899999613465871,5978.562557457499,2.13437494483025,0.759146254318789,3.288520954588778,406.71636948820634
862.5,108.61393228582881,0.339702811714461,11.924999689928637,5977.1690085066375,2.12831033159202,0.7541006716658084,3.3642952135444943,404.56139507297416
875.0,106.73569968768612,0.33952876359151046,11.949999793786414,5975.7734955174965,2.122265321924544,0.7492013839262016,3.441481625729608,402.38595500060393
887.5,104.86348123558035,0.3395889120566805,11.974999904117453,5974.381874133982,2.116181387502359,0.7444879678031913,3.5200574636971123,400.19662979998327
900.0,103.0,0.34,12.000000000000002,5973.000000000001,2.11,0.74,3.6000000000000005,398.0
