country_code,country_name,year,bank_capital,bank_zscore,domestic_credit,regulatory_quality,bank_zscore_source,bank_roa,bank_roa_source,bank_npl,bank_npl_source,domestic_credit_source,regulatory_quality_source,reg_mobile_money_regulation,reg_digital_lending_guidelines,reg_data_protection_act,reg_payment_services_act,total_fintech_regulations,reg_data_protection_regulation,reg_payment_services_banks,reg_payment_services_directive,reg_payment_systems_act,reg_data_protection_law,reg_payment_systems_law
GHA,Ghana,2010,12.4352584600057,12.12848,16.6607748086712,0.0535484589636326,worldbank,1.765145515262442,synthetic,6.088194883072646,synthetic,worldbank,worldbank,0,0,0.0,,0,,,0.0,,,
GHA,Ghana,2011,10.6664605489132,11.809,17.1952826473503,0.0817165300250053,worldbank,3.3689158031701822,synthetic,10.141795484764788,synthetic,worldbank,worldbank,0,0,0.0,,0,,,0.0,,,
GHA,Ghana,2012,11.1058718799713,13.40157,18.0717128637123,0.0985032916069031,worldbank,2.341182695078853,synthetic,6.937903842087739,synthetic,worldbank,worldbank,0,0,1.0,,1,,,0.0,,,
GHA,Ghana,2013,9.98225727157145,14.68872,15.2923716479322,0.0618107803165913,worldbank,2.397034652623766,synthetic,7.509639590356384,synthetic,worldbank,worldbank,0,0,1.0,,1,,,0.0,,,
GHA,Ghana,2014,10.6143601938163,13.386,16.5048906269026,-0.0476707369089127,worldbank,2.4963381216938307,synthetic,8.916876209500149,synthetic,worldbank,worldbank,0,0,1.0,,1,,,0.0,,,
GHA,Ghana,2015,10.5038444488751,13.37064,17.9335670472186,-0.107558235526085,worldbank,1.418936974488538,synthetic,5.995265249697623,synthetic,worldbank,worldbank,1,0,1.0,,2,,,0.0,,,
GHA,Ghana,2016,9.18021886788584,12.63036,17.4356386560413,-0.299607872962952,worldbank,1.866983913637627,synthetic,7.442797250805741,synthetic,worldbank,worldbank,1,0,1.0,,3,,,1.0,,,
GHA,Ghana,2017,8.90729617365833,13.94477,16.0995201444141,-0.188691198825836,worldbank,2.1026257312084344,synthetic,7.210004228173512,synthetic,worldbank,worldbank,1,0,1.0,,3,,,1.0,,,
GHA,Ghana,2018,12.2867438475838,13.92056,13.7141432192203,-0.141936391592026,worldbank,2.3811530611055516,synthetic,7.314467616351313,synthetic,worldbank,worldbank,1,0,1.0,,3,,,1.0,,,
GHA,Ghana,2019,10.6645401218628,14.12575,13.9372113856401,-0.185462951660156,worldbank,2.692405841729029,synthetic,8.034873410683712,synthetic,worldbank,worldbank,1,0,1.0,,3,,,1.0,,,
GHA,Ghana,2020,9.76057450178403,14.15553,13.058528858537,-0.130579710006714,worldbank,2.5920172767555485,synthetic,10.247812084139985,synthetic,worldbank,worldbank,1,1,1.0,,4,,,1.0,,,
GHA,Ghana,2021,9.01209167614904,13.92242,13.0544311231372,-0.215175911784172,worldbank,2.577659882285669,synthetic,10.798229398685349,synthetic,worldbank,worldbank,1,1,1.0,,4,,,1.0,,,
GHA,Ghana,2022,7.7381190171964,23.206435547305723,13.2885237880865,-0.178818702697754,synthetic,2.3942482436092574,synthetic,9.200233140737106,synthetic,worldbank,worldbank,1,1,1.0,,4,,,1.0,,,
GHA,Ghana,2023,5.22701121867012,19.32037745744915,9.44619497372883,-0.18065220117569,synthetic,1.8382222054381805,synthetic,6.844634084891608,synthetic,worldbank,worldbank,1,1,1.0,,4,,,1.0,,,
