Current_Density_A_cm2,Voltage_V,Overpotential_Anode_V,O2_Partial_Pressure_Anode_Pa,O2_Partial_Pressure_Cathode_Pa,O2_Chemical_Potential_Gradient_J_mol,ln_PO2_Ratio_Cathode_Anode,Oxidation_Risk_Factor,Ni_Fraction_Oxidized,Stress_Induced_MPa,Temperature_C
0.0,1.05,0.0,1e-20,21000,-0.0,-0.0,9.999999999999999e-06,0,0,800
0.015151515151515152,1.0444786412486486,0.005521131478624111,1.2697546657027017e-20,21000,-8771363.636363637,-983.0976680730738,1.2697546657027015e-05,0,0,800
0.030303030303030304,1.0391173380413068,0.010882207413238653,1.6011530087475056e-20,21000,-17542727.272727273,-1966.1953361461476,1.6011530087475054e-05,0,0,800
0.045454545454545456,1.0339070713221958,0.016092246859622225,2.0058963453909787e-20,21000,-26314090.909090906,-2949.293004219221,2.0058963453909785e-05,0,0,800
0.06060606060606061,1.0288395635214511,0.021159527387639925,2.4974814633275448e-20,21000,-35085454.54545455,-3932.390672292295,2.4974814633275447e-05,0,0,800
0.07575757575757576,1.0239071994384916,0.026091664197872077,3.0914146017775405e-20,21000,-43856818.18181818,-4915.4883403653685,3.09141460177754e-05,0,0,800
0.09090909090909091,1.0191029574039954,0.030895678959641102,3.8054440161030706e-20,21000,-52628181.81818181,-5898.586008438442,3.80544401610307e-05,0,0,800
0.10606060606060606,1.014420349158533,0.03557805993237602,4.659812173361545e-20,21000,-61399545.45454545,-6881.683676511516,4.659812173361545e-05,0,0,800
0.12121212121212122,1.009853367156012,0.040144814662169945,5.677528653875695e-20,21000,-70170909.0909091,-7864.78134458459,5.677528653875694e-05,0,0,800
0.13636363636363635,1.0053964382180651,0.0446015163273894,6.884664862567556e-20,21000,-78942272.72727272,-8847.879012657662,6.884664862567555e-05,0,0,800
0.15151515151515152,1.0010443826424749,0.04895334463025231,8.310671682472671e-20,21000,-87713636.36363636,-9830.976680730737,8.31067168247267e-05,0,0,800
0.16666666666666669,0.9967923780130955,0.05320512198690454,9.988721231519592e-20,21000,-96485000.0,-10814.074348803812,9.988721231519592e-05,0,0,800
0.18181818181818182,0.9926359270771669,0.057361345650105894,1.1956073912328372e-19,21000,-105256363.63636363,-11797.172016876884,0.00011956073912328371,0,0,800
0.19696969696969696,0.9885708291534983,0.061426216301047255,1.4254471973450808e-19,21000,-114027727.27272727,-12780.269684949959,0.00014254471973450806,0,0,800
0.21212121212121213,0.9845931546157922,0.06540366356602606,1.6930560829143572e-19,21000,-122799090.9090909,-13763.367353023032,0.00016930560829143571,0,0,800
0.2272727272727273,0.9806992220625641,0.06929736884652676,2.0036339413434436e-19,21000,-131570454.54545453,-14746.465021096104,0.00020036339413434434,0,0,800
0.24242424242424243,0.9768855778412071,0.07311078579515658,2.3629640872910423e-19,21000,-140341818.1818182,-15729.56268916918,0.0002362964087291042,0,0,800
0.25757575757575757,0.9731489776407768,0.07684715872285965,2.777464493132557e-19,21000,-149113181.8181818,-16712.660357242254,0.00027774644931325565,0,0,800
0.2727272727272727,0.9694863699076507,0.08050953918325848,3.254242328779461e-19,21000,-157884545.45454544,-17695.758025315325,0.0003254242328779461,0,0,800
0.2878787878787879,0.9658948808716362,0.08410080094654561,3.8011519439007875e-19,21000,-166655909.0909091,-18678.855693388403,0.00038011519439007873,0,0,800
0.30303030303030304,0.9623718009984363,0.08762365354701833,4.426856434457104e-19,21000,-175427272.72727272,-19661.953361461474,0.0004426856434457104,0,0,800
0.3181818181818182,0.9589145727084707,0.09108065456425661,5.140892938324303e-19,21000,-184198636.36363634,-20645.05102953455,0.0005140892938324303,0,0,800
0.33333333333333337,0.9555207792226118,0.09447422077738817,5.953741807651274e-19,21000,-192970000.0,-21628.148697607623,0.0005953741807651273,0,0,800
0.3484848484848485,0.9521881344129789,0.09780663831429393,6.876899808462545e-19,21000,-201741363.63636363,-22611.246365680694,0.0006876899808462545,0,0,800
0.36363636363636365,0.9489144735520391,0.10108007190250645,7.922957500883764e-19,21000,-210512727.27272725,-23594.34403375377,0.0007922957500883763,0,0,800
0.3787878787878788,0.9456977448662633,0.10429657331555489,9.105680956234826e-19,21000,-219284090.9090909,-24577.441701826843,0.0009105680956234825,0,0,800
0.3939393939393939,0.9425360018118009,0.10745808909729,1.044009797010219e-18,21000,-228055454.54545453,-25560.539369899918,0.001044009797010219,0,0,800
0.4090909090909091,0.9394273959993533,0.1105664676370104,1.194258893336918e-18,21000,-236826818.18181822,-26543.637037972996,0.0011942588933369178,0,0,800
0.42424242424242425,0.9363701707038523,0.11362346565978412,1.363098252604923e-18,21000,-245598181.8181818,-27526.734706046063,0.001363098252604923,0,0,800
0.4393939393939394,0.93336265490188,0.11663075418902913,1.5524656401634876e-18,21000,-254369545.4545454,-28509.832374119134,0.0015524656401634876,0,0,800
0.4545454545454546,0.9304032577861582,0.11958992403202379,1.7644643032541303e-18,21000,-263140909.09090906,-29492.93004219221,0.0017644643032541302,0,0,800
0.4696969696969697,0.9274904637120234,0.12250249083343127,2.0013740890090506e-18,21000,-271912272.72727275,-30476.02771026529,0.0020013740890090503,0,0,800
0.48484848484848486,0.924622827535698,0.12536989973702925,2.2656631135349193e-18,21000,-280683636.3636364,-31459.12537833836,0.002265663113534919,0,0,800
0.5,0.9217989703084611,0.1281935296915389,2.5599999999999995e-18,21000,-289455000.0,-32442.223046411436,0.0025599999999999993,0,0,800
