P1_time,P1_temperature,P1_stress,P1_stress_upper,P1_stress_lower,P2_time,P2_temperature,P2_stress,P2_stress_upper,P2_stress_lower,P3_time,P3_temperature,P3_stress,P3_stress_upper,P3_stress_lower
0.0,25.0,3502641.834297384,5601702.271253575,1403581.397341194,0.0,25.0,5256536.362846641,8294647.784016294,2218424.941676988,0.0,25.0,7010192.121389296,10963329.558874767,3057054.6839038255
0.9354677338669335,25.930854664567526,3499591.8447746746,5598652.281730864,1400531.4078184846,0.6953476738369184,26.03838645805244,5251529.431673628,8289640.852843281,2213418.010503975,0.5427713856928464,26.080946503323734,7003300.07643255,10956437.51391802,3050162.63894708
1.870935467733867,26.861393553240788,3495961.148565634,5595021.585521825,1396900.711609444,1.3906953476738368,27.076418808320554,5245649.604090548,8283761.025260201,2207538.182920895,1.0855427713856929,27.161527333031508,6995255.139675034,10948392.577160504,3042117.702189564
2.8064032016008005,27.791618379140797,3492346.9858864225,5591407.4228426125,1393286.5489302324,2.086043021510755,28.114098969680793,5239797.859786209,8277909.280955862,2201686.4386165556,1.6283141570785393,28.241744449423972,6987249.174732697,10940386.612218168,3034111.7372472268
3.741870935467734,28.721530847196302,3488749.25462579,5587809.691581979,1389688.8176695998,2.7813906953476737,29.151428851835636,5233974.014616895,8272085.435786547,2195862.5934472415,2.1710855427713858,29.321599803526716,6979281.920847817,10932419.358333288,3026144.483362347
4.6773386693346675,29.651132654180383,3485167.8533897465,5584228.290345937,1386107.4164335565,3.4767383691845923,30.1884103553546,5228177.885816915,8266289.3069865685,2190066.464647262,2.7138569284642324,30.40109533713131,6971353.119255669,10924490.55674114,3018215.681770199
5.612806403201601,30.580425488746908,3481602.6814955813,5580663.118451771,1382542.2445393912,4.17208604302151,31.225045371715037,5222409.291986489,8260520.713156141,2184297.8708168357,3.2566283141570787,31.48023298283616,6963462.513166556,10916599.950652026,3010325.0756810857
6.5482741370685345,31.509411031466808,3478053.6389660323,5577114.075922223,1378993.2020098423,4.867433716858429,32.26133578334281,5216668.053079851,8254779.4742495045,2178556.631910198,3.799399699849925,32.55901466408717,6955609.847748058,10908747.285233527,3002472.4102625875
7.483741870935468,32.438090954864236,3474520.62652343,5573581.06347962,1375460.18956724,5.562781390695347,33.29728346365275,5210953.9903931,8249065.411562754,2172842.5692234472,4.3421710855427715,33.63744229521827,6947794.87010747,10900932.30759294,2994657.4326219996
8.4192096048024,33.366466923452556,3471003.5455837916,5570063.982539982,1371943.1086276015,6.258129064532266,34.332890277088964,5205266.926552467,8243378.347722121,2167155.505382814,4.884942471235618,34.71551778149174,6940017.329274412,10893154.766759884,2986879.891788942
9.354677338669335,34.294540593770115,3467502.298251302,5566562.7352074925,1368441.861295112,6.953476738369185,35.36815807916494,5199606.685502677,8237718.10667233,2161495.264333024,5.427713856928465,35.793243019138366,6932276.976183578,10885414.41366905,2979139.538698108
10.29014507253627,35.222313614416024,3464016.787312547,5563077.224268737,1364956.3503563572,7.648824412206102,36.403088716503525,5193973.092495417,8232084.513665071,2155861.671325764,5.970485242621311,36.87061989539746,6924573.563657747,10877711.001143217,2971436.126172276
11.225612806403202,36.14978762608557,3460546.91623073,5559607.35318692,1361486.4792745397,8.34417208604302,37.43768402687671,5188365.974077778,8226477.3952474315,2150254.552908125,6.513256628314157,37.94765028855663,6916906.846390818,10870044.283876289,2963769.408905348
12.161080540270135,37.076964261605646,3457092.5891404026,5556153.026096593,1358032.1521842126,9.039519759879939,38.471945839245215,5182785.158080973,8220896.579250626,2144673.7369113197,7.056028014007004,39.02433606799152,6909276.580931384,10862414.018416855,2956139.1434459137
13.096548274137069,38.00384514596997,3453653.7108417903,5552714.14779798,1354593.2738856003,9.734867433716857,39.50587597379798,5177230.473609127,8215341.894778781,2139119.052439474,7.59879939969985,40.10067909420519,6901682.525665958,10854819.963151429,2948545.088180488
14.032016008004003,38.93043189637413,3450230.1867952836,5549290.623751474,1351169.7498390935,10.430215107553776,40.53947624199136,5171701.751028155,8209813.172197808,2133590.329858502,8.141570785392696,41.17668121886754,6894124.440802729,10847261.878288198,2940987.0033172583
14.967483741870936,39.85672612225052,3446821.9231161787,5545882.360072369,1347761.4861599887,11.125562781390695,41.57274844658832,5166198.821954867,8204310.24312452,2128087.400785214,8.684342171085543,42.252344284854395,6886602.088355403,10839739.525840875,2933464.650869933
15.902951475737868,40.782729425303096,3443428.8265692424,5542489.263525432,1344368.3896130524,11.820910455227613,42.605694381697326,5160721.5192459375,8198832.940415591,2122610.0980762844,9.22711355677839,43.327670126286485,6879115.232127156,10832252.669612627,2925977.7946416857
16.8384192096048,41.708443399542006,3440050.8045633696,5539111.241519559,1340990.3676071796,12.516258129064532,43.638315832811095,5155269.67698727,8193381.098156923,2117158.255817617,9.769884942471236,44.402660568568315,6871663.637694888,10824801.07518036,2918526.2002094174
17.773886943471737,42.63386963131804,3436687.765146385,5535748.202102575,1337627.328190195,13.21160580290145,44.67061457684526,5149843.1304833,8187954.551652953,2111731.7093136474,10.312656328164083,45.47731742842678,6864247.07239358,10817384.50987905,2911109.63490811
