Sample_ID,Gc_YSZ_GDC,Gc_GDC_LSCF,Temperature_C,Correlation_Coeff
S0001,1.9176371423139547,0.8764536364680118,25,0.0
S0002,1.949744809133115,1.1569466179864671,25,0.0
S0003,2.0486630301311615,1.0099315425619897,25,0.0
S0004,1.7987198959333028,0.6837204188148026,25,0.0
S0005,2.2999167769796593,0.7750243452044494,25,0.0
S0006,2.8764144554164153,1.0308158014196829,25,0.0
S0007,2.4338480318313813,1.2884822292929563,25,0.0
S0008,1.000828974762489,0.9128320610997152,25,0.0
S0009,2.0375533844768565,0.9493134321981357,25,0.0
S0010,1.5264896186604942,1.1218069350723012,25,0.0
S0011,2.483518059713755,1.4872382297236735,25,0.0
S0012,2.0655059687944313,0.9759577705814746,25,0.0
S0013,2.0232083187332086,1.1152205115461238,25,0.0
S0014,2.947433901138236,1.0291411162931652,25,0.0
S0015,1.6643433995799697,1.1696441847627845,25,0.0
S0016,2.1275437637898906,1.1862126751860653,25,0.0
S0017,0.980923026116153,1.5064376131760637,25,0.0
S0018,2.002742061272711,1.2670789545094985,25,0.0
S0019,2.558996399648857,1.402413359451309,25,0.0
S0020,2.3570007357971465,0.941028356560319,25,0.0
S0021,2.099825026921618,0.7151683926221626,25,0.0
S0022,2.828459498980728,1.2595334964831242,25,0.0
S0023,2.3695876534949787,1.2325189824989835,25,0.0
S0024,2.498180318311514,1.203544000532443,25,0.0
S0025,2.4510208003495957,0.7310161335105654,25,0.0
S0026,2.7639473313903884,1.3569103803080167,25,0.0
S0027,3.276842687674762,1.3166729157663082,25,0.0
S0028,2.2357335159176013,0.4953041704867932,25,0.0
S0029,1.738856975940208,0.8932056824169852,25,0.0
S0030,1.5625190851659467,0.6388512587827692,25,0.0
S0031,2.3983249492105294,0.7846910489972418,25,0.0
S0032,2.2603285790828496,0.9531287391243988,25,0.0
S0033,1.9412011804072526,1.2806793449980063,25,0.0
S0034,2.3617903378564677,1.1284314197064633,25,0.0
S0035,2.3489491579392756,1.1447263043823295,25,0.0
S0036,1.949992251058659,0.7756380964008723,25,0.0
S0037,2.336306775259982,0.9394101368701057,25,0.0
S0038,2.157716706128291,0.9131407540714148,25,0.0
S0039,2.44759672477682,1.2616002005607698,25,0.0
S0040,2.638935778978407,1.0615722875285252,25,0.0
S0041,1.4418332516705163,0.8623871917334655,25,0.0
S0042,1.3254197772110659,1.0119365869968049,25,0.0
S0043,2.5715836491404365,0.9736944968708071,25,0.0
S0044,2.064553241591055,0.9743507720712987,25,0.0
S0045,2.461793207916676,0.8341822728616382,25,0.0
S0046,2.3953725311156884,0.9462699062126728,25,0.0
S0047,1.8595392906249557,0.8267149251283562,25,0.0
S0048,2.134041515490643,0.9195994427754808,25,0.0
S0049,1.997730052172713,1.0478563828533312,25,0.0
S0050,2.319977153406653,1.3709098042176588,25,0.0
S0051,2.2952888013021737,1.1440158535519123,25,0.0
S0052,2.3137580696412354,0.8509548520828678,25,0.0
S0053,1.5618551800329805,0.7772238014222917,25,0.0
S0054,3.056047320516019,0.9538334257483522,25,0.0
S0055,1.3289949202887876,0.9522862160799859,25,0.0
S0056,2.42018841913745,0.8875857474609421,25,0.0
S0057,2.33075607751122,0.8738919651307749,25,0.0
S0058,2.2490729023936726,0.914670227750013,25,0.0
S0059,2.1577747755716015,0.9606472817939886,25,0.0
S0060,2.4535909891040197,0.945347644043012,25,0.0
S0061,1.993472165885621,0.9017457995930687,25,0.0
S0062,2.1777171004022993,0.9948228610209743,25,0.0
S0063,2.3960699519392783,0.8656775642033232,25,0.0
S0064,1.6736635959306962,0.9710755199908628,25,0.0
S0065,1.6721351856727553,0.5074637368520417,25,0.0
S0066,2.133282762445454,1.3255457448822494,25,0.0
S0067,2.8162495629768074,1.397639540321307,25,0.0
S0068,2.2158705858562437,0.9544544388757761,25,0.0
S0069,1.566987057901499,1.051347226348241,25,0.0
S0070,1.6330129433110483,1.2673581782543437,25,0.0
S0071,2.4324811584554134,1.2893924996921449,25,0.0
S0072,1.9867566712759506,1.1481508820913457,25,0.0
S0073,1.8756807190464957,1.2063599479027887,25,0.0
S0074,2.276880041051245,0.7314922663170842,25,0.0
S0075,2.3665562585139273,1.039570953817303,25,0.0
S0076,1.5458584750511752,1.198488815224632,25,0.0
S0077,2.2470457289067696,1.2879292769929234,25,0.0
S0078,2.836646179194115,1.328413601392412,25,0.0
S0079,2.226962988674958,0.8935063797479287,25,0.0
S0080,1.8596466431327987,1.1478132382008446,25,0.0
S0081,2.1782729476686957,1.34250602907904,25,0.0
S0082,2.605004965752454,1.045855985901127,25,0.0
S0083,2.3906455711561874,0.9759119561435128,25,0.0
S0084,2.047424367814929,0.9806443236911327,25,0.0
S0085,2.9503578738267326,0.5731826313718867,25,0.0
S0086,2.196870772978186,0.6758559395169363,25,0.0
S0087,2.0198157318270074,1.0810371055140109,25,0.0
S0088,2.3821257283785853,0.782452811804217,25,0.0
S0089,2.198360430672377,0.850568443217238,25,0.0
S0090,1.784956573622316,0.9003319116654954,25,0.0
S0091,2.4130435476234204,1.1712855335908208,25,0.0
S0092,2.436229333294916,1.2395317571066864,25,0.0
S0093,2.315712730708625,1.3782932244461175,25,0.0
S0094,1.8731160219447445,1.0042138341455855,25,0.0
S0095,1.9162639589177797,0.8607029589683807,25,0.0
S0096,2.5212560900025176,1.3196940637756704,25,0.0
S0097,1.7758001656141298,1.0734095863897437,25,0.0
S0098,2.350944997483228,1.1103283449826848,25,0.0
S0099,2.7194157709288675,0.6983608025966899,25,0.0
S0100,2.055701807201967,1.1934317918520951,25,0.0
S0101,3.0739868740615095,1.0208219694522778,25,0.0
S0102,2.971578261808629,1.1451816017477192,25,0.0
S0103,2.194403265691196,0.9007985712615674,25,0.0
S0104,3.1001599655991106,1.071628484139428,25,0.0
S0105,1.7470835044046358,1.4618390371775767,25,0.0
S0106,2.1360267100119668,1.3216295652818826,25,0.0
S0107,1.3699878584050658,1.5300758232108507,25,0.0
S0108,1.7322994050296652,1.4181870329870203,25,0.0
S0109,2.008226270615257,0.7384718132636965,25,0.0
S0110,1.7140089525497486,0.7392480924889776,25,0.0
S0111,2.2622945786724498,1.3098881421975945,25,0.0
S0112,1.8787866987221067,0.9562553444001461,25,0.0
S0113,2.1468892769464407,1.0721452567114393,25,0.0
S0114,2.001073736470598,1.0870651471850041,25,0.0
S0115,2.0174566537225442,0.9124340366819081,25,0.0
S0116,2.0091891169143166,0.8366467277025693,25,0.0
S0117,1.7240583101582805,0.9557153425020694,25,0.0
S0118,2.562008397201109,1.1750199373275518,25,0.0
S0119,1.804647063656143,1.1758848429003526,25,0.0
S0120,1.5376618245688316,1.0812100706973824,25,0.0
S0121,1.6299359705346388,1.0265024496600585,25,0.0
S0122,2.6427697005803514,1.1598637924410504,25,0.0
S0123,1.8029729313187615,0.9773724704746072,25,0.0
S0124,1.9945601338110204,0.8238741661807352,25,0.0
S0125,1.9987064031770316,1.1395166388445153,25,0.0
S0126,2.4152642776615436,1.367497323391659,25,0.0
S0127,2.68045103653639,1.0195268935609787,25,0.0
S0128,2.0087721149200286,0.7490213787209816,25,0.0
S0129,1.8707786609414958,0.9676488879172763,25,0.0
S0130,1.706522482663367,0.6176308038951976,25,0.0
S0131,1.5438980722309728,1.1085595237716794,25,0.0
S0132,2.320612475499018,1.0712204835166905,25,0.0
S0133,2.0956889871596767,0.752555108612107,25,0.0
S0134,2.0355906676688953,1.064887633226355,25,0.0
S0135,1.8239349279508277,0.9400822004502563,25,0.0
S0136,1.7149968231017014,1.0237662834732355,25,0.0
S0137,1.774140872100309,0.7517294590200696,25,0.0
S0138,1.8570916683076846,0.48225274801087714,25,0.0
S0139,3.0002122967759837,0.7255388861149938,25,0.0
S0140,1.7139650755557896,0.8759838988202306,25,0.0
S0141,1.8350142921303836,1.2975739316474153,25,0.0
S0142,2.406713843514864,1.0065733303520668,25,0.0
S0143,1.8698491394858197,0.7510449529553409,25,0.0
S0144,2.1184112316065726,1.422808621131715,25,0.0
S0145,2.5854043218619354,0.9834073730909012,25,0.0
S0146,1.771892780215289,1.2183896648772368,25,0.0
S0147,1.6645915411810122,0.9327074699769301,25,0.0
S0148,1.9944153263068003,1.0545498881184283,25,0.0
S0149,2.1033379105498824,0.9661215751684404,25,0.0
S0150,1.9723638888199633,1.045854377343267,25,0.0
S0151,3.1945974882461377,0.7938360417179117,25,0.0
S0152,2.1943949681031207,0.7856999979292314,25,0.0
S0153,1.7218314143214466,1.3843363185343238,25,0.0
S0154,1.6514151459980164,1.4750496045365995,25,0.0
S0155,2.4510470607289414,0.941784257033068,25,0.0
S0156,2.027564616566039,0.9253177409145228,25,0.0
S0157,2.1993155011546746,1.037751610879308,25,0.0
S0158,2.2527333237828993,1.1902039002811593,25,0.0
S0159,2.121773303308359,1.1245047122836191,25,0.0
S0160,1.9617159504838753,0.7152166910262664,25,0.0
S0161,1.4562137755903004,1.2242217698252775,25,0.0
S0162,2.6083551873943795,0.7969641400564906,25,0.0
S0163,1.8474135273592032,1.0221714304018978,25,0.0
S0164,2.118105861669985,0.8310722183141788,25,0.0
S0165,1.35752622722387,0.6506312848862399,25,0.0
S0166,2.650003476723008,0.9605162749560658,25,0.0
S0167,2.3670772338567736,0.913661024870688,25,0.0
S0168,1.716464121759616,1.172789850985405,25,0.0
S0169,1.479750771091401,0.7906898605610255,25,0.0
S0170,2.085736420431366,0.6400837975903924,25,0.0
S0171,1.5067367376744838,0.9521981151592341,25,0.0
S0172,1.5166557955046496,1.3014036103029403,25,0.0
S0173,2.4296702238948185,1.4831334310926994,25,0.0
S0174,2.1577328697760705,1.2094827005554354,25,0.0
S0175,2.457782097058214,1.1092430221140084,25,0.0
S0176,2.4417068597066276,1.2991569008706685,25,0.0
S0177,2.220064726019965,0.9202321618711655,25,0.0
S0178,2.0099608544822636,1.0899821620141525,25,0.0
S0179,2.438458266750364,1.2737408600025686,25,0.0
S0180,1.9913233607321448,0.9058245245450598,25,0.0
S0181,1.3953538027751287,0.9868865897259084,25,0.0
S0182,2.512791651134355,0.6815911382480164,25,0.0
S0183,2.042912193791533,1.1164148452980962,25,0.0
S0184,2.7297415888816636,0.8366171306980131,25,0.0
S0185,1.6537034320645392,0.9190284191310357,25,0.0
S0186,2.9340128722948116,1.4278713533752079,25,0.0
S0187,1.8039680637894038,0.5725948384438142,25,0.0
S0188,2.0455204871562755,0.5430155397388172,25,0.0
S0189,1.8074936787129001,0.8427572098482204,25,0.0
S0190,2.927592224756787,0.924009150714561,25,0.0
S0191,2.711544566499246,1.0378808933469288,25,0.0
S0192,2.151532863850732,1.1074527870589657,25,0.0
S0193,1.6574360094263336,0.7790185050081291,25,0.0
S0194,1.8064019289121664,0.8880207572526622,25,0.0
S0195,1.792808542508565,1.287138733476684,25,0.0
S0196,2.2368254570308177,1.029809555324314,25,0.0
S0197,2.3227038576899006,0.7515664139432825,25,0.0
S0198,2.918713704750401,1.0416357265012581,25,0.0
S0199,2.3460885880610993,1.0594561362889696,25,0.0
S0200,2.070176970082898,0.7781230231442166,25,0.0
S0201,1.7914026424549958,1.2590995573927786,25,0.0
S0202,2.3604112476215966,0.7883164841089936,25,0.0
S0203,2.3764569414683065,1.303200126193788,25,0.0
S0204,1.6793720757341857,1.0263503881881377,25,0.0
S0205,2.239701846838773,1.2120726649279456,25,0.0
S0206,2.389871395277964,1.2730142788576284,25,0.0
