country,year,date,gdp_per_capita_usd,inflation_rate_pct,unemployment_rate_pct,mobile_penetration_pct,internet_penetration_pct,financial_inclusion_pct
Nigeria,2020,2020-10-12,728.8709103471044,8.386196980742174,13.39239337783957,72.1010826071926,33.60648211386503,32.968962800521865
Nigeria,2021,2021-10-12,786.6747330159016,11.297378640904803,11.437143096014527,76.2479695483078,21.226760763176312,48.104349412714996
Nigeria,2022,2022-10-12,839.5103337153561,13.671249247576576,12.176922628270287,119.22852796515167,64.76067242516646,44.48510272365528
Nigeria,2023,2023-10-12,888.6573952782259,14.210907730206294,12.192782817203224,109.97561574315401,52.06044117768792,49.636249360421026
Nigeria,2024,2024-10-11,951.5182603853419,12.578758747931692,12.823892151431032,107.1260366995576,23.0744739771983,44.062184988471856
Kenya,2020,2020-10-12,3655.5333849917884,25.00215675576703,20.232526589878475,99.72115669363254,47.145497332935975,35.85671282515294
Kenya,2021,2021-10-12,3830.714880927787,24.640615759925453,19.672572597668772,72.87419647403134,68.25608479659618,39.60144185465084
Kenya,2022,2022-10-12,3747.8517241138893,24.67402855393133,18.26786776880622,66.76820113549219,51.30146298202818,87.2136086926142
Kenya,2023,2023-10-12,3951.102018820133,23.559575331486638,18.618257823263583,107.61370475811569,28.69625352830983,34.91490281074553
Kenya,2024,2024-10-11,4211.25694216406,22.78479456809767,18.60976958835626,72.52472706460838,22.859391914155673,60.79262544859553
South Africa,2020,2020-10-12,6593.59002687674,17.56737224067694,28.23639766704072,85.07693041083857,77.16234176119355,50.305659100572285
South Africa,2021,2021-10-12,6561.946619454173,19.102288032261896,26.624260163771357,84.77806068959381,42.82890072731134,32.12040527111606
South Africa,2022,2022-10-12,6500.528849822417,19.09483365214851,24.856233363183904,61.20845507292268,55.991870331134294,42.3503420155878
South Africa,2023,2023-10-12,6481.900346244829,17.495130475469587,23.259822232107602,69.266356341796,21.788638919222393,75.74302275023939
South Africa,2024,2024-10-11,6921.3749473983435,18.1058440664787,24.52554421735667,68.13319217454385,46.95652780262763,38.57962202119551
Ghana,2020,2020-10-12,14402.973352974668,1.680355894545191,17.039779622808854,64.80765776981163,21.437270869281292,86.97881977098274
Ghana,2021,2021-10-12,14028.777111045445,3.902545164205997,18.851702438668898,105.11833810906626,26.22862613665699,40.22844624685494
Ghana,2022,2022-10-12,13654.030749051783,5.172252700625193,17.569963000182018,61.79862834683143,47.51354173069667,65.34461346965224
Ghana,2023,2023-10-12,13788.562861856357,5.617984974571244,17.397260877175047,75.92614983684696,77.35371949275621,80.28514652615675
Ghana,2024,2024-10-11,13677.851941338171,3.816348618062679,18.829250819707045,104.5336947520459,24.874942020608636,71.8808805754548
Uganda,2020,2020-10-12,7036.359953125107,7.550274369553341,21.289393999891146,116.23959324037725,25.27871267087987,32.16906841897312
Uganda,2021,2021-10-12,7216.726660424894,8.603056968503132,20.079989720955446,112.55927108813306,68.12157744535133,46.95471032879219
Uganda,2022,2022-10-12,7271.572187126992,10.519631612615033,21.413437178321438,107.77618576421838,36.07532443285312,75.91908265854235
Uganda,2023,2023-10-12,7505.996378294646,11.150809878360334,23.267772313086848,95.88193767567405,72.12427132229766,75.14028836678432
Uganda,2024,2024-10-11,7174.688796718901,10.485470261543256,23.704420436154468,86.29774153247375,77.3296311769225,65.0170827055754
Tanzania,2020,2020-10-12,14248.760653723642,5.805834871536223,27.00495109379436,118.12972259701561,77.56875627423378,31.318752437533803
Tanzania,2021,2021-10-12,14105.749032483274,8.302510092152186,25.135028986268647,117.41613480479529,43.278883374550134,36.88859322911881
Tanzania,2022,2022-10-12,13952.682241996588,10.343323360650604,27.12878894083504,68.02858144999591,58.253790623915705,85.51855588618214
Tanzania,2023,2023-10-12,14886.989087237844,10.26011472079848,28.59188510231794,71.49525858390766,57.927328251939215,65.87998934643882
Tanzania,2024,2024-10-11,15657.76273042189,9.405095256529352,29.107290881622827,96.62549581878471,25.053423064264422,49.83551829102841
Ethiopia,2020,2020-10-12,3447.573461434792,27.033219269558415,31.03084388320001,116.15420675158593,27.750280018616998,70.05576228547586
Ethiopia,2021,2021-10-12,3367.4696148391736,28.321516313735582,32.51955430840396,64.87465747960833,58.21964776206966,62.25632894186134
Ethiopia,2022,2022-10-12,3275.9673062101565,27.50929866153417,32.6015585657533,111.62952584163216,60.51089945962659,31.646939991253188
Ethiopia,2023,2023-10-12,3165.9124498974606,29.922607098108642,33.21208557139175,61.083770681302454,55.7687526101513,40.114606406632795
Ethiopia,2024,2024-10-11,3386.2299101714225,28.534705426637423,31.519985059704545,98.68841012600288,67.56472172326393,46.42865286337733
Angola,2020,2020-10-12,4791.819735206991,8.646919412800607,23.381895957568037,117.96199003912993,46.07224851656262,63.59870792634421
Angola,2021,2021-10-12,5027.0948302588395,9.439560799880038,24.009286792355716,112.82093191321482,42.37769895140029,36.68875545326729
Angola,2022,2022-10-12,4837.473215852651,11.352794884273402,24.62897346380612,93.98855782465867,75.7998628326769,67.61063719628233
Angola,2023,2023-10-12,4625.585127673098,11.696057421082172,23.488534476329974,97.27803607719409,31.26156684349608,68.69923078639503
Angola,2024,2024-10-11,4925.474906604417,10.081891877708518,22.524434024144785,100.40967744585534,62.672892912176366,65.20779575018226
Mozambique,2020,2020-10-12,2659.088939352046,10.330701145478645,27.32005197911831,86.37363561523928,35.531902489347196,61.47186403477458
Mozambique,2021,2021-10-12,2812.9986399557283,9.569105539931961,25.88260126873694,105.03184183000755,61.603936079881926,79.75323434424841
Mozambique,2022,2022-10-12,2947.17854934918,9.665589403415021,24.509782060847517,102.8712844530042,72.70414159137741,39.16841471912869
Mozambique,2023,2023-10-12,2998.5373295242757,9.309883040346639,24.587630267425435,61.87963222349637,41.21139438505956,59.0536162356367
Mozambique,2024,2024-10-11,2907.421008422841,9.347325955741026,23.291725372893808,72.93943553162582,78.659839188183,66.10859540863561
Zambia,2020,2020-10-12,6320.105810601065,11.991757709313754,13.521130965989828,119.33514192356155,26.740643670272533,34.73581309286499
Zambia,2021,2021-10-12,6409.291125202722,11.445911543502142,13.656284336157622,117.64355971904959,27.57003859832784,56.39849431118087
Zambia,2022,2022-10-12,6721.07446855671,10.249615663651653,14.504700258100929,84.01203835935586,57.248361613779345,61.53679157986383
Zambia,2023,2023-10-12,6778.689242261809,10.644788493950944,13.093682187955807,86.05099321742415,65.18438462301832,83.7991005424567
Zambia,2024,2024-10-11,6992.0091799644115,12.781316371629789,13.123920953689014,72.96982673608825,63.43697531927979,72.11094853309058
Zimbabwe,2020,2020-10-12,652.6210387601951,13.312908141267574,29.305705807367925,61.058632638436414,36.08509664561271,73.30592621051008
Zimbabwe,2021,2021-10-12,675.3906860897238,14.615744147180331,30.09168668538234,85.76062059782763,76.27361299433996,51.96877981930865
Zimbabwe,2022,2022-10-12,720.8251143424545,12.917224769519612,31.48844551255151,78.1970523307437,59.58566444417791,33.298767072087955
Zimbabwe,2023,2023-10-12,692.2848233118995,11.202177686048028,31.42804421183131,84.97146468930015,39.14928301508303,56.757399434979135
Zimbabwe,2024,2024-10-11,685.891839149601,13.559599345965147,31.67925781815922,78.61330179381712,47.28118376451245,82.02920731770371
Rwanda,2020,2020-10-12,6328.450628116718,12.183746881614466,14.388772562245357,82.07855034093788,33.60715737166666,69.6000676433516
Rwanda,2021,2021-10-12,6677.229109329638,10.2927814832525,14.918439371106672,114.05560148996982,25.304531021624662,83.95549304101976
