frequency_hz,psd
0.0,6.08703e-07
9.765625,6.2568284e-07
19.53125,6.7935963e-07
29.296875,7.783601e-07
39.0625,9.3987103e-07
48.828125,1.1950478e-06
58.59375,1.5963711e-06
68.359375,2.2416095e-06
78.125,3.3057713e-06
87.890625,5.126705e-06
97.65625,8.375403e-06
107.421875,1.4457173e-05
117.1875,2.6460322e-05
126.953125,5.1544794e-05
136.71875,0.00010719853
146.48438,0.00023829707
156.25,0.00056493434
166.01562,0.0014185804
175.78125,0.003728317
185.54688,0.010087837
195.3125,0.027543657
205.07812,0.07423362
214.84375,0.19302109
224.60938,0.4733601
234.375,1.0715473
244.14062,2.1967764
253.90625,4.0213237
263.67188,6.5404444
273.4375,9.543052
283.20312,12.80863
292.96875,16.256721
302.73438,19.742205
312.5,22.97584
322.26562,25.849726
332.03125,28.314793
341.79688,30.205402
351.5625,31.547718
361.32812,32.312897
371.09375,32.51299
380.85938,32.21288
390.625,31.443405
400.39062,30.296644
410.15625,28.829767
419.92188,27.133486
429.6875,25.284678
439.45312,23.363543
449.21875,21.452639
458.98438,19.616718
468.75,17.912294
478.51562,16.373968
488.28125,15.0219555
498.04688,13.8689785
507.8125,12.932444
517.5781,12.22355
527.34375,11.728298
537.1094,11.421907
546.875,11.29217
556.6406,11.330343
566.40625,11.5077
576.1719,11.789383
585.9375,12.161342
595.7031,12.607608
605.46875,13.094251
615.2344,13.6019335
625.0,14.116253
634.7656,14.612414
644.53125,15.082771
654.2969,15.51557
664.0625,15.89633
673.8281,16.221918
683.59375,16.48071
693.3594,16.671534
703.125,16.790462
712.8906,16.837896
722.65625,16.81488
732.4219,16.724371
742.1875,16.569044
751.9531,16.35455
761.71875,16.083439
771.4844,15.763668
781.25,15.397203
791.0156,14.993371
800.78125,14.554661
810.5469,14.0893
820.3125,13.603622
830.0781,13.100293
839.84375,12.592948
849.6094,12.076682
859.375,11.567622
869.1406,11.063344
878.90625,10.565219
888.6719,10.0889015
898.4375,9.619834
908.2031,9.173499
917.96875,8.7597885
927.7344,8.358842
937.5,7.993008
947.2656,7.6639686
957.03125,7.337923
966.7969,7.0476665
976.5625,6.8222876
986.3281,6.606512
996.09375,6.38809
1005.8594,6.229487
1015.625,6.1223235
1025.3906,6.0116973
1035.1562,5.922719
1044.9219,5.861343
1054.6875,5.8857822
1064.4531,7.2864437
1074.2188,108.01006
1083.9844,1065.2316
1093.75,559.09393
1103.5156,4.0332446
1113.2812,6.90127
1123.0469,6.7841725
1132.8125,6.131855
1142.5781,6.342864
1152.3438,6.58193
1162.1094,6.6239047
1171.875,6.7923875
1181.6406,6.9575353
1191.4062,7.047068
1201.1719,7.200147
1210.9375,7.3432136
1220.7031,7.4598975
1230.4688,7.6087976
1240.2344,7.729977
1250.0,7.848698
1259.7656,7.9733
1269.5312,8.072662
1279.2969,8.181061
1289.0625,8.272343
1298.8281,8.356596
1308.5938,8.437747
1318.3594,8.500145
1328.125,8.564465
1337.8906,8.608565
1347.6562,8.651499
1357.4219,8.678754
1367.1875,8.69889
1376.9531,8.709272
1386.7188,8.7071
