Temperature_C,Rubber_Content_%,Scan_ID,Crack_Volume_Fraction,Avg_Crack_Width_um,Max_Crack_Width_um,Total_Crack_Count,Avg_Crack_Length_um,Max_Crack_Length_um,Primary_Orientation_deg,Orientation_Spread_deg,Branching_Points,Connected_Crack_Fraction,Percolation_Achieved,Fractal_Dimension,Crack_Surface_Area_m2_m3,Avg_Crack_Spacing_um,Primary_Crack_Type,Secondary_Crack_Type,Timestamp
20,0,CT_Crack_20_0_1,0.0009384902449651819,6.338466802848029,17.06669790015998,8,96.25186941358324,745.3459867522606,85.38805743813627,10,0,0.22261403601276886,False,1.4759465756482992,296125.31678591267,4999.999999999999,Shrinkage,Mechanical,2025-10-18T18:00:17.080233
20,0,CT_Crack_20_0_2,0.0008317305142788263,5.871563307412581,18.460751260890014,5,110.53270357364234,883.1733345583312,86.4866949483014,10,0,0.10250655029270733,False,1.4587979046111648,283308.02913384396,5848.035476425731,Shrinkage,Mechanical,2025-10-18T18:00:17.080254
20,0,CT_Crack_20_0_3,0.0007693407231857185,5.011753625844245,17.23774927463792,9,124.24162920387239,512.0011188259465,87.42946509194076,10,0,0.1472476835340478,False,1.580520465379402,307014.58236831054,4807.498567691361,Shrinkage,Mechanical,2025-10-18T18:00:17.080269
20,0,CT_Crack_20_0_4,0.0014306258298082816,5.012256341908153,18.54698249749559,2,118.7258497029243,824.0564894264644,90.95769407677662,10,0,0.05175584474564705,False,1.3759628888804094,570851.0228603535,7937.005259840997,Shrinkage,Mechanical,2025-10-18T18:00:17.080281
20,0,CT_Crack_20_0_5,0.0008558119014553514,4.257341735116061,21.12982299508574,0,115.78669605434538,737.7188861148752,93.91353920951576,10,0,0.1199795869025501,False,1.442604378452169,402040.50071729603,10000.0,Shrinkage,Mechanical,2025-10-18T18:00:17.080294
20,0,CT_Crack_20_0_6,0.0011239785610977504,3.9555524525506747,21.122527551246954,4,110.50032773037606,574.8383085112921,92.09252561236393,10,0,0.1838649898913802,False,1.5135142488916757,568304.2126633769,6299.605249474365,Shrinkage,Mechanical,2025-10-18T18:00:17.080305
20,0,CT_Crack_20_0_7,0.0016100330417019402,4.356643392036119,12.568186185570276,2,93.25458369013795,433.1850669830123,90.41030138359886,10,0,0.0773347930111352,False,1.5147473565550926,739116.2860127855,7937.005259840997,Shrinkage,Mechanical,2025-10-18T18:00:17.080316
20,0,CT_Crack_20_0_8,0.0010018396260359982,5.685420435009893,19.181292542549112,4,101.59365174423016,375.7472796708305,94.29132633929784,10,0,0.09069844281111014,False,1.5729849084792193,352424.11268895195,6299.605249474365,Shrinkage,Mechanical,2025-10-18T18:00:17.080327
20,0,CT_Crack_20_0_9,0.0008225466385267224,5.265848175635201,21.339850815962347,5,124.74228117966307,873.7354743424609,91.19072747774688,10,0,0.03395513782215204,False,1.4808597348392258,312408.0342204327,5848.035476425731,Shrinkage,Mechanical,2025-10-18T18:00:17.080337
20,0,CT_Crack_20_0_10,0.0006977512238277998,3.6463342283704363,27.17187347672169,3,108.13938975716424,532.1392165668834,86.27833470471693,10,0,0.17559272680628812,False,1.4728804780504232,382713.80522329576,6933.612743506346,Shrinkage,Mechanical,2025-10-18T18:00:17.080348
