Temperature_C,Rubber_Content_%,Voxel_Size_um,Sample_Volume_mm3,Scan_ID,Total_Porosity_%,Gel_Pores_Fraction,Capillary_Pores_Fraction,Macro_Pores_Fraction,Cracks_Fraction,Mean_Pore_Diameter_um,Std_Pore_Diameter_um,Pore_Connectivity,Tortuosity,Specific_Surface_Area_m2_g,Pore_Sphericity,Pore_Elongation,Anisotropy_Degree,Total_Pore_Count,Timestamp
20,0,5,1000,CT_20_0_5_1000,13.038644409454333,0.2855288773523686,0.3932511356262168,0.20441271901362754,0.11680726800778718,50,20,0.3292598658133173,1.465807819097979,19.277795020508893,0.6900238762734748,1.1696918580940472,0.1189410538168131,1043091,2025-10-18T18:00:17.077332
20,0,5,2000,CT_20_0_5_2000,10.91346845856683,0.28552887735236854,0.3932511356262167,0.2044127190136275,0.11680726800778715,50,20,0.3339837773352603,1.5943337727988183,19.368770379162374,0.6814734112532373,1.20295927794392,0.08534650436584884,1746154,2025-10-18T18:00:17.077354
20,0,5,5000,CT_20_0_5_5000,12.792015392633276,0.28552887735236854,0.3932511356262168,0.2044127190136275,0.11680726800778715,50,20,0.3341013386648128,1.6583232240548536,20.18314796671797,0.7103462774584639,1.2461697502537397,0.0950111104072439,5116806,2025-10-18T18:00:17.077365
20,0,10,1000,CT_20_0_10_1000,13.527931699956463,0.28552887735236854,0.3932511356262167,0.2044127190136275,0.11680726800778717,50,20,0.300867301478477,1.428772075363571,21.827103791666012,0.7133659248153155,1.2474479937987462,0.11804550491829365,135279,2025-10-18T18:00:17.077373
20,0,10,2000,CT_20_0_10_2000,11.617026466816343,0.2855288773523686,0.3932511356262167,0.2044127190136275,0.11680726800778715,50,20,0.308926347571904,1.334837365563967,20.417117214713603,0.7018422664341353,1.1763539594234236,0.0981098997449764,232340,2025-10-18T18:00:17.077382
20,0,10,5000,CT_20_0_10_5000,12.928837305645475,0.28552887735236865,0.39325113562621683,0.20441271901362754,0.11680726800778717,50,20,0.3012460955046543,1.4143680837064068,20.127695560347483,0.6943748810150494,1.2395561711526035,0.0898056561395741,646441,2025-10-18T18:00:17.077388
20,0,20,1000,CT_20_0_20_1000,11.712252508784033,0.2855288773523686,0.3932511356262168,0.2044127190136275,0.11680726800778715,50,20,0.32932186782719663,1.5298666513082682,17.54094205781046,0.6919976295102618,1.1848060777731635,0.10190447096916694,14640,2025-10-18T18:00:17.077395
20,0,20,2000,CT_20_0_20_2000,11.09559271714493,0.2855288773523686,0.3932511356262168,0.2044127190136275,0.11680726800778715,50,20,0.3094076134455115,1.4767589612282148,19.317572652662957,0.6888502487807215,1.1964112831337401,0.11512689680152313,27738,2025-10-18T18:00:17.077401
20,0,20,5000,CT_20_0_20_5000,11.499099568352941,0.2855288773523686,0.3932511356262168,0.20441271901362754,0.11680726800778717,50,20,0.3338778341865276,1.432063445375431,20.269449576073328,0.6864021688337378,1.209012864924511,0.0879704093689429,71869,2025-10-18T18:00:17.077407
20,5,5,1000,CT_20_5_5_1000,15.45077932124313,0.27227722772277224,0.375,0.19492574257425743,0.1577970297029703,75,30,0.44578928173932386,1.367586011812973,16.00892888710526,0.691618107996814,1.2623747806787324,0.09394994117503952,1236062,2025-10-18T18:00:17.077414
20,5,5,2000,CT_20_5_5_2000,13.939964421711032,0.27227722772277224,0.375,0.1949257425742574,0.1577970297029703,75,30,0.44559069510041854,1.5894342899992435,18.628158888902874,0.6661131703976038,1.252920539342624,0.11108991727893963,2230394,2025-10-18T18:00:17.077427
20,5,5,5000,CT_20_5_5_5000,14.76756385151839,0.2722772277227723,0.37500000000000006,0.19492574257425743,0.1577970297029703,75,30,0.40544292440058205,1.3958356946347072,17.00201349412776,0.6323525522173292,1.3317012214192245,0.1256976385364653,5907025,2025-10-18T18:00:17.077436
20,5,10,1000,CT_20_5_10_1000,18.12339448366059,0.27227722772277224,0.37499999999999994,0.19492574257425743,0.15779702970297027,75,30,0.4116201144143281,1.5363425269388302,17.345124710570573,0.6623289742921141,1.3008190157393744,0.1389465297949343,181233,2025-10-18T18:00:17.077442
20,5,10,2000,CT_20_5_10_2000,16.964567765311237,0.27227722772277224,0.37500000000000006,0.19492574257425743,0.1577970297029703,75,30,0.4162536489007343,1.5346802099324246,17.60418965576779,0.6315542874445522,1.2691695101454112,0.08790618703774802,339291,2025-10-18T18:00:17.077449
20,5,10,5000,CT_20_5_10_5000,16.620037633102452,0.2722772277227723,0.375,0.19492574257425746,0.15779702970297033,75,30,0.4312783508918273,1.4301589285745953,16.881753019921142,0.6572194361688596,1.2349642718179636,0.13835490867160355,831001,2025-10-18T18:00:17.077455
20,5,20,1000,CT_20_5_20_1000,15.561340649448493,0.27227722772277224,0.375,0.1949257425742574,0.15779702970297027,75,30,0.39337693149757297,1.6146523360763394,17.823832027971438,0.6325821164070309,1.3306460990286664,0.07180855699436312,19451,2025-10-18T18:00:17.077461
20,5,20,2000,CT_20_5_20_2000,14.843425350403052,0.27227722772277224,0.37499999999999994,0.19492574257425743,0.15779702970297027,75,30,0.40635734056495915,1.542800959598214,17.51820957708281,0.669682654692237,1.262732891181227,0.13127473475695892,37108,2025-10-18T18:00:17.077468
