Temperature_C,Rubber_Content_%,Damage_Parameter_D,Damage_Rate_per_C,Total_Volume_Change_%,Solid_Volume_Change_%,Void_Volume_Increase_%,Relative_Density,Estimated_Modulus_Ratio,Estimated_Porosity,Estimated_Permeability_m2,Fracture_Process_Zone_mm,Critical_Crack_Length_mm,Damage_Localization_Factor,Damage_Tensor_XX,Damage_Tensor_YY,Damage_Tensor_ZZ,Damage_Anisotropy,Timestamp
20,0,0.04546239873667866,0.0,-0.22731199368339328,-0.36369918989342925,1.3638719621003597,0.9863612803789964,0.9729085754308932,0.16591183955783753,6.5645993083243614e-18,14.546239873667865,7.2731199368339325,0.2935471087823532,0.0441226442127932,0.04228859072936581,0.052403767581673845,0.010115176852308033,2025-10-18T18:00:17.085540
200,0,0.024528875591816646,-0.00011629735080478895,-0.12264437795908323,-0.19623100473453317,0.7358662677544994,0.992641337322455,0.9853368245613118,0.15858510645713583,5.6333508999551336e-18,12.452887559181665,6.2264437795908325,0.32816101079251647,0.023503531348422025,0.023981516136112737,0.027544061155415578,0.004040529806993553,2025-10-18T18:00:17.085552
400,0,0.12867662027710572,0.0005207387234264453,-0.6433831013855286,-1.0294129622168458,3.8602986083131716,0.9613970139168683,0.924284218368271,0.195036817096987,1.1449796505609172e-17,22.867662027710573,11.433831013855286,0.22307025821202556,0.12961467454348483,0.1375334202562335,0.15723292740423178,0.027618252860746956,2025-10-18T18:00:17.085560
600,0,0.40187451131073193,0.0013659894551681312,-2.0093725565536595,-3.2149960904858554,12.056235339321958,0.8794376466067804,0.7734105742692723,0.29065607895875617,4.8800528904461143e-17,50.187451131073196,25.093725565536598,0.4118915376464764,0.410374773964999,0.36880169489650194,0.45999737819871983,0.09119568330221789,2025-10-18T18:00:17.085566
800,0,0.7376596578714834,0.001678925732803757,-3.6882982893574168,-5.901277262971867,22.129789736144502,0.778702102638555,0.6063769646537066,0.4081808802550192,1.9416904311314173e-16,83.76596578714833,41.882982893574166,0.606201564052123,0.7516861245486469,0.746070839941142,0.7667914431530295,0.02072060321188751,2025-10-18T18:00:17.085573
20,5,0.07061433685035509,0.0,-0.8530716842517755,-1.3149146948028407,4.618430105510653,0.9788156989448935,0.9580801725009804,0.17471501789762428,7.830379787945408e-18,42.06143368503551,18.530716842517755,0.30448778217602523,0.07204599272979013,0.06812392131670673,0.08008209612637361,0.011958174809666877,2025-10-18T18:00:17.085579
200,5,0.060237293361925945,-5.765024160238415e-05,-0.8011864668096298,-1.2318983468954077,4.307118800857778,0.9819288119914222,0.9641841918188858,0.17108305267667406,7.287841767830135e-18,41.023729336192595,18.011864668096297,0.27255879104041614,0.06356863343815737,0.060673397072231364,0.07081901523699755,0.010145618164766182,2025-10-18T18:00:17.085585
400,5,0.1808417949267329,0.0006030225078240348,-1.4042089746336646,-2.1967343594138633,7.925253847801987,0.9457474615219801,0.8944382609752692,0.21329462822435652,1.5678897563161524e-17,53.08417949267329,24.042089746336647,0.2721708788271057,0.18025904410157823,0.18205083354324886,0.2146577313391184,0.034398687237540165,2025-10-18T18:00:17.085591
600,5,0.4636524834365886,0.0014140534425492784,-2.818262417182943,-4.459219867492709,16.40957450309766,0.8609042549690235,0.7411561362237693,0.312278369202806,6.438731860933126e-17,81.36524834365886,38.18262417182943,0.4829280424946669,0.44258648016651353,0.4708615566828567,0.551981007961429,0.10939452779491549,2025-10-18T18:00:17.085596
800,5,0.8427814291303584,0.0018956447284688488,-4.713907145651792,-7.492251433042867,27.78344287391075,0.7471655712608924,0.5582563908776158,0.4449735001956254,2.8600590881791884e-16,119.27814291303584,57.13907145651792,0.714742980173193,0.8391172915360302,0.936372494474268,0.9891171209232977,0.14999982938726752,2025-10-18T18:00:17.085602
20,10,0.05107714847740872,0.0,-1.2553857423870436,-1.9086171878192697,6.532314454322261,0.9846768554567774,0.9695885096722473,0.16787700196709304,6.832797721675445e-18,65.10771484774088,27.553857423870436,0.22945321024714121,0.052258843591221876,0.051515728574248194,0.0624103715433947,0.010894642969146509,2025-10-18T18:00:17.085607
200,10,0.10395279858936692,0.0002937536117331011,-1.5197639929468347,-2.331622388714935,8.118583957681007,0.9688141604231899,0.9386008774364903,0.18638347950627843,9.780988057229854e-18,70.39527985893669,30.197639929468345,0.18496858582879855,0.10187329768576846,0.10461110017459178,0.13709271894808062,0.03521942126231216,2025-10-18T18:00:17.085613
400,10,0.22352270654156556,0.0005978495397609932,-2.1176135327078276,-3.2881816523325247,11.705681196246967,0.9329431880375303,0.8703829921056306,0.22823294728954793,1.9960092386371388e-17,82.35227065415656,36.17613532707828,0.2931211884154429,0.22655807342589573,0.22173661879272874,0.25017847509744956,0.02844185630472082,2025-10-18T18:00:17.085618
600,10,0.5067186117504937,0.0014159795260446405,-3.5335930587524684,-5.55374889400395,20.20155835251481,0.8479844164748519,0.7190775705841951,0.32735151411267277,7.752945376922013e-17,110.67186117504937,50.335930587524686,0.4966431898665378,0.5188201966178504,0.46897531423425703,0.604098468017643,0.13512315378338596,2025-10-18T18:00:17.085623
800,10,0.8985373141369425,0.001959093511932244,-5.492686570684713,-8.688298513095539,31.956119424108273,0.7304388057589173,0.5335408489585133,0.46448805994792985,3.4945024287587777e-16,149.85373141369425,69.92686570684712,0.6128404405779764,0.8417492026675467,0.9329535435187682,1.0,0.28738519508350857,2025-10-18T18:00:17.085629
20,15,0.09359783204674559,0.0,-1.9679891602337278,-2.998782656373965,10.307934961402367,0.9719206503859763,0.9446297506466992,0.18275924121636095,9.139827561797686e-18,94.35978320467456,39.67989160233728,0.30286545268400183,0.08338825756347121,0.10084060806337981,0.10663032600207269,0.02324206843860148,2025-10-18T18:00:17.085634
200,15,0.07768673193496795,-8.839500062098689e-05,-1.8884336596748397,-2.8714938554797436,9.830601958049039,0.9766939804195096,0.9539311313877055,0.17719035617723877,8.217155336365366e-18,92.7686731934968,38.8843365967484,0.22528113660897536,0.07855707260772075,0.07575916731416302,0.09624128838322764,0.02048212106906462,2025-10-18T18:00:17.085638
400,15,0.2348977523617762,0.0007860551021340413,-2.674488761808881,-4.12918201889421,14.546932570853286,0.9295306742914672,0.8640272744487496,0.23221421332662168,2.1241552684409384e-17,108.48977523617762,46.74488761808881,0.30136709292889075,0.21352275828438297,0.2553264088267967,0.26747651287928825,0.053953754594905284,2025-10-18T18:00:17.085644
600,15,0.5715092176344051,0.0016830573263631444,-4.357546088172025,-6.822073741075241,24.645276529032152,0.8285472347096785,0.6864905201450551,0.35002822617204177,1.0151265983873363e-16,142.15092176344052,63.575460881720254,0.4509550529961948,0.557312355334355,0.5805999976622804,0.7220114863974938,0.16469913106313883,2025-10-18T18:00:17.085649
800,15,0.9716514494903188,0.0020007111592795683,-6.3582572474515935,-10.02321159592255,36.64954348470957,0.7085045651529044,0.5019787188425061,0.49007800732161155,4.526767135898928e-16,182.16514494903188,83.58257247451594,0.7471258522903937,0.9711636357275173,0.975693573428158,1.0,0.08164548867552135,2025-10-18T18:00:17.085654
20,20,0.0656314625178768,0.0,-2.3281573125893837,-3.525051700143014,11.968943875536304,0.980310561244637,0.9610087964877752,0.17297101188125688,7.566212137924058e-18,116.56314625178769,48.28157312589384,0.19152920594462564,0.06708351417758966,0.06480756870983605,0.07808728821907686,0.013279719509240812,2025-10-18T18:00:17.085659
200,20,0.06167172494964651,-2.199854204572382e-05,-2.3083586247482324,-3.493373799597172,11.850151748489395,0.9814984825151061,0.963339271179456,0.1715851037323763,7.361103863363304e-18,116.16717249496466,48.08358624748233,0.20962931372949378,0.0603257163250124,0.06412668341919597,0.07660117218075935,0.016275455855746947,2025-10-18T18:00:17.085664
400,20,0.28086465890545936,0.0010959646697790643,-3.4043232945272965,-5.2469172712436745,18.425939767163783,0.9157406023283622,0.8385808507527116,0.24830263061691077,2.709305016889522e-17,138.08646589054592,59.04323294527297,0.3267431422061782,0.27492539202677313,0.2661507419715981,0.33663291358597536,0.07048217161437725,2025-10-18T18:00:17.085669
600,20,0.6006214063823688,0.0015987837373845474,-5.003107031911844,-7.804971251058951,28.018642191471066,0.8198135780852893,0.6720943028130048,0.36021749223382904,1.1419042029845205e-16,170.06214063823688,75.03107031911844,0.5147087037767912,0.5672538537678451,0.6228093043963631,0.7615548568017929,0.19430100303394782,2025-10-18T18:00:17.085673
800,20,1.0,0.0019968929680881558,-7.0,-11.0,40.0,0.7,0.48999999999999994,0.5,5e-16,210.0,95.0,0.744030872790346,0.9951428041265663,1.0,1.0,0.21528581688052084,2025-10-18T18:00:17.085680
