timestamp,electricity_kwh,gas_kwh,water_m3,district_cooling_kwh,district_heating_kwh
2024-01-01 00:00:00+00:00,193.12665812902003,0.0,0.12628546608598643,0.0,0.0
2024-01-01 00:15:00+00:00,188.38860973241353,0.0,0.13307139660148937,0.0,0.0
2024-01-01 00:30:00+00:00,194.16447487780937,0.0,0.125,0.0,0.0
2024-01-01 00:45:00+00:00,186.89783657122598,0.0,0.125,0.0,0.0
2024-01-01 01:00:00+00:00,190.64613487982012,0.0,0.21508641540772722,0.0,0.0
2024-01-01 01:15:00+00:00,184.38930168057374,0.0,0.175,0.0,0.0
2024-01-01 01:30:00+00:00,179.27032619476682,0.0,0.20677923044038482,0.0,0.0
2024-01-01 01:45:00+00:00,179.0862293562958,0.0,0.175,0.0,0.0
2024-01-01 02:00:00+00:00,170.1197741607013,0.0,0.18379010311641314,0.0,0.0
2024-01-01 02:15:00+00:00,193.12687156370217,0.0,0.18210863619082163,0.0,0.0
2024-01-01 02:30:00+00:00,194.3909012612965,0.0,0.21749893615267518,0.0,0.0
2024-01-01 02:45:00+00:00,182.63402075061794,0.0,0.1961959005323538,0.0,0.0
2024-01-01 03:00:00+00:00,185.2527840368158,0.0,0.18388834372316304,0.0,0.0
2024-01-01 03:15:00+00:00,197.45236806960597,0.0,0.21457626211702013,0.0,0.0
2024-01-01 03:30:00+00:00,187.32939938684623,0.0,0.2040457444276546,0.0,0.0
2024-01-01 03:45:00+00:00,185.09595160027513,0.0,0.234063290331261,0.0,0.0
2024-01-01 04:00:00+00:00,171.84995276063597,0.0,0.21058340962874722,0.0,0.0
2024-01-01 04:15:00+00:00,202.3541183614258,0.0,0.22342597586140006,0.0,0.0
2024-01-01 04:30:00+00:00,197.7031044790722,0.0,0.2295099482994249,0.0,0.0
2024-01-01 04:45:00+00:00,189.76925233726175,0.0,0.22544598474077643,0.0,0.0
2024-01-01 05:00:00+00:00,221.22628641500313,0.0,0.2676955911935344,0.0,0.0
2024-01-01 05:15:00+00:00,205.8340582913265,0.0,0.27931298112009056,0.0,0.0
2024-01-01 05:30:00+00:00,193.1247555795893,0.0,0.29817021974563007,0.0,0.0
2024-01-01 05:45:00+00:00,215.08774393825078,0.0,0.2977557799591885,0.0,0.0
2024-01-01 06:00:00+00:00,209.48797215236655,0.0,0.33762715582583275,0.0,0.0
2024-01-01 06:15:00+00:00,214.53311200276778,0.0,0.36032086317163364,0.0,0.0
2024-01-01 06:30:00+00:00,225.1134984084352,0.0,0.36628015616239123,0.0,0.0
2024-01-01 06:45:00+00:00,232.96882566920536,0.0,0.3793918779685826,0.0,0.0
2024-01-01 07:00:00+00:00,234.69962843869263,0.0,0.41558143008421594,0.0,0.0
2024-01-01 07:15:00+00:00,250.87499404545727,0.0,0.4230794986305729,0.0,0.0
2024-01-01 07:30:00+00:00,244.42611078808648,0.0,0.45223262754155963,0.0,0.0
2024-01-01 07:45:00+00:00,230.78754199538267,0.0,0.5146179982576846,0.0,0.0
2024-01-01 08:00:00+00:00,242.6681902458612,0.0,0.5076345938612795,0.0,0.0
2024-01-01 08:15:00+00:00,262.93491115789277,0.0,0.5354054209171542,0.0,0.0
2024-01-01 08:30:00+00:00,273.89031528857595,0.0,0.5990949627228693,0.0,0.0
2024-01-01 08:45:00+00:00,276.97990584024114,0.0,0.6221727264073595,0.0,0.0
2024-01-01 09:00:00+00:00,272.60491571803254,0.0,0.6190538904291922,0.0,0.0
2024-01-01 09:15:00+00:00,284.8333398570453,0.0,0.6860819505408438,0.0,0.0
2024-01-01 09:30:00+00:00,283.4847181439388,0.0,0.6963472087706133,0.0,0.0
2024-01-01 09:45:00+00:00,295.24480326622563,0.0,0.7343354514094949,0.0,0.0
2024-01-01 10:00:00+00:00,283.66081148632645,0.0,0.7296218489612989,0.0,0.0
2024-01-01 10:15:00+00:00,312.0587043463888,0.0,0.7530593901297102,0.0,0.0
2024-01-01 10:30:00+00:00,300.3947800582405,0.0,0.7340284689650121,0.0,0.0
2024-01-01 10:45:00+00:00,298.37684784041573,0.0,0.756811940630239,0.0,0.0
2024-01-01 11:00:00+00:00,313.2053121653668,0.0,0.7826448568085238,0.0,0.0
2024-01-01 11:15:00+00:00,309.3650617554941,0.0,0.7499202812268466,0.0,0.0
2024-01-01 11:30:00+00:00,305.42961035262715,0.0,0.7703651067893525,0.0,0.0
2024-01-01 11:45:00+00:00,302.3032209532811,0.0,0.7549344976540239,0.0,0.0
2024-01-01 12:00:00+00:00,306.66567849166756,0.0,0.7207168394112514,0.0,0.0
2024-01-01 12:15:00+00:00,291.6065492037777,0.0,0.7452012746728521,0.0,0.0
2024-01-01 12:30:00+00:00,296.15220164842896,0.0,0.7057339020426792,0.0,0.0
2024-01-01 12:45:00+00:00,290.08109580555464,0.0,0.68406299897143,0.0,0.0
2024-01-01 13:00:00+00:00,275.5963468174331,0.0,0.6108233559697982,0.0,0.0
2024-01-01 13:15:00+00:00,269.0950367929518,0.0,0.5409215726687285,0.0,0.0
2024-01-01 13:30:00+00:00,271.915335615335,0.0,0.5446315743943115,0.0,0.0
2024-01-01 13:45:00+00:00,259.9155181784063,0.0,0.5258851201564831,0.0,0.0
2024-01-01 14:00:00+00:00,241.78548885043634,0.0,0.48285409835643905,0.0,0.0
2024-01-01 14:15:00+00:00,256.8908615013146,0.0,0.4675718908723278,0.0,0.0
2024-01-01 14:30:00+00:00,248.3877556923578,0.0,0.42598713367702057,0.0,0.0
2024-01-01 14:45:00+00:00,248.26407040325955,0.0,0.4013840325136892,0.0,0.0
2024-01-01 15:00:00+00:00,236.21567370480716,0.0,0.37481838632817577,0.0,0.0
2024-01-01 15:15:00+00:00,226.06257990473713,0.0,0.34518300560260773,0.0,0.0
2024-01-01 15:30:00+00:00,212.21186112489823,0.0,0.30872366698544473,0.0,0.0
2024-01-01 15:45:00+00:00,213.59656583525083,0.0,0.3122246824742171,0.0,0.0
2024-01-01 16:00:00+00:00,218.9185463294022,0.0,0.2755065792725083,0.0,0.0
2024-01-01 16:15:00+00:00,225.6627881279615,0.0,0.25371500258908697,0.0,0.0
2024-01-01 16:30:00+00:00,209.54830327279862,0.0,0.23597915973540085,0.0,0.0
2024-01-01 16:45:00+00:00,207.6525297294754,0.0,0.2112989396449037,0.0,0.0
2024-01-01 17:00:00+00:00,206.1072366014327,0.0,0.18394082844995102,0.0,0.0
2024-01-01 17:15:00+00:00,191.55663554597868,0.0,0.1682930597178277,0.0,0.0
2024-01-01 17:30:00+00:00,193.67363764269567,0.0,0.17858720736177078,0.0,0.0
2024-01-01 17:45:00+00:00,182.46021737712528,0.0,0.15743416500471913,0.0,0.0
2024-01-01 18:00:00+00:00,199.5421608924928,0.0,0.17091812443195442,0.0,0.0
2024-01-01 18:15:00+00:00,208.85706676260313,0.0,0.1644335039969314,0.0,0.0
2024-01-01 18:30:00+00:00,195.53808710767902,0.0,0.1668422275202543,0.0,0.0
2024-01-01 18:45:00+00:00,208.4060874337099,0.0,0.14458286694028852,0.0,0.0
2024-01-01 19:00:00+00:00,186.6526813207051,0.0,0.1410717151185642,0.0,0.0
2024-01-01 19:15:00+00:00,187.64166559443163,0.0,0.14522827999996704,0.0,0.0
2024-01-01 19:30:00+00:00,186.56582573898504,0.0,0.125,0.0,0.0
2024-01-01 19:45:00+00:00,190.5964069349948,0.0,0.125,0.0,0.0
2024-01-01 20:00:00+00:00,200.91479005714703,0.0,0.13713765007111733,0.0,0.0
2024-01-01 20:15:00+00:00,188.42037080722034,0.0,0.13463206995676563,0.0,0.0
