timestamp,hvac_chiller_kwh,hvac_fans_kwh,hvac_pumps_kwh,lighting_kwh,plug_kwh
2024-01-01 00:00:00+00:00,0.0,100.0,10.0,30.894890335782264,52.23176779323775
2024-01-01 00:15:00+00:00,0.0,100.0,10.0,28.858347070571543,49.53026266184199
2024-01-01 00:30:00+00:00,0.0,93.59071662658987,10.0,32.34331162529658,58.23044662592292
2024-01-01 00:45:00+00:00,0.0,100.0,10.0,29.26258326642256,47.635253304803406
2024-01-01 01:00:00+00:00,0.0,94.74916350176998,10.0,29.072753976878097,56.82421740117205
2024-01-01 01:15:00+00:00,0.0,100.0,10.0,28.76474737967961,45.62455430089413
2024-01-01 01:30:00+00:00,0.0,90.18542200739587,10.0,30.568599581156075,48.516304606214895
2024-01-01 01:45:00+00:00,0.0,100.0,10.0,28.285638813847395,40.80059054244841
2024-01-01 02:00:00+00:00,0.0,80.65294669234179,10.0,34.93012781506424,44.53669965329529
2024-01-01 02:15:00+00:00,0.0,100.0,10.0,31.006118843518998,52.12075272018317
2024-01-01 02:30:00+00:00,0.0,100.0,10.0,29.737201051127474,54.65370021016902
2024-01-01 02:45:00+00:00,0.0,100.0,10.0,31.81008593713104,40.823934813486915
2024-01-01 03:00:00+00:00,0.0,88.33186538214585,10.0,31.34055133483549,55.580367319834465
2024-01-01 03:15:00+00:00,0.0,100.0,10.0,33.6856193451142,53.76674872449176
2024-01-01 03:30:00+00:00,0.0,100.0,10.0,28.539665757432388,48.78973362941385
2024-01-01 03:45:00+00:00,0.0,85.2420497997463,10.0,33.72840711673343,56.1254946837954
2024-01-01 04:00:00+00:00,0.0,81.69723802570853,10.0,27.073963481321567,53.07875125360589
2024-01-01 04:15:00+00:00,0.0,99.568171732474,10.0,33.993176847703936,58.79276978124787
2024-01-01 04:30:00+00:00,0.0,97.7167157795506,10.0,31.570654032235392,58.41573466728622
2024-01-01 04:45:00+00:00,0.0,100.0,10.0,29.64730952703272,50.12194281022902
2024-01-01 05:00:00+00:00,0.0,100.0,10.0,42.820621305588986,68.40566510941413
2024-01-01 05:15:00+00:00,0.0,85.98340011972,10.0,34.96645474830822,74.88420342329827
