timestamp,outdoor_temp_c,outdoor_rh_pct,wind_speed_ms,wind_dir_deg,rain_mm,irradiance_wm2
2024-01-01 00:00:00+00:00,3.6,65.0,5.7,235.0,0.0,0.0
2024-01-01 00:15:00+00:00,3.6,63.75,5.775,237.5,0.0,0.0
2024-01-01 00:30:00+00:00,3.6,62.5,5.85,240.0,0.0,0.0
2024-01-01 00:45:00+00:00,3.6,61.25,5.925,242.5,0.0,0.0
2024-01-01 01:00:00+00:00,3.6,60.0,6.0,245.0,0.0,0.0
2024-01-01 01:15:00+00:00,3.425,61.25,6.2,243.25,0.0,0.0
2024-01-01 01:30:00+00:00,3.25,62.5,6.4,241.5,0.0,0.0
2024-01-01 01:45:00+00:00,3.075,63.75,6.6,239.75,0.0,0.0
2024-01-01 02:00:00+00:00,2.9,65.0,6.8,238.0,0.0,0.0
2024-01-01 02:15:00+00:00,2.775,65.75,7.2,239.75,0.0,0.0
2024-01-01 02:30:00+00:00,2.65,66.5,7.6,241.5,0.0,0.0
2024-01-01 02:45:00+00:00,2.525,67.25,8.0,243.25,0.0,0.0
2024-01-01 03:00:00+00:00,2.4,68.0,8.4,245.0,0.0,0.0
2024-01-01 03:15:00+00:00,2.225,69.5,7.875,245.25,0.0,0.0
2024-01-01 03:30:00+00:00,2.05,71.0,7.35,245.5,0.0,0.0
2024-01-01 03:45:00+00:00,1.875,72.5,6.825,245.75,0.0,0.0
2024-01-01 04:00:00+00:00,1.7,74.0,6.3,246.0,0.0,0.0
2024-01-01 04:15:00+00:00,1.7,74.5,6.95,245.25,0.0,0.0
2024-01-01 04:30:00+00:00,1.7,75.0,7.6,244.5,0.0,0.0
2024-01-01 04:45:00+00:00,1.7,75.5,8.25,243.75,0.0,0.0
2024-01-01 05:00:00+00:00,1.7,76.0,8.9,243.0,0.0,0.0
2024-01-01 05:15:00+00:00,1.95,75.5,9.525,241.0,0.0,0.0
2024-01-01 05:30:00+00:00,2.2,75.0,10.15,239.0,0.0,0.0
2024-01-01 05:45:00+00:00,2.45,74.5,10.775,237.0,0.0,0.0
2024-01-01 06:00:00+00:00,2.7,74.0,11.4,235.0,0.0,0.0
2024-01-01 06:15:00+00:00,2.725,74.0,10.975,236.0,0.0,0.0
2024-01-01 06:30:00+00:00,2.75,74.0,10.55,237.0,0.0,0.0
2024-01-01 06:45:00+00:00,2.775,74.0,10.125,238.0,0.0,0.0
2024-01-01 07:00:00+00:00,2.8,74.0,9.7,239.0,0.0,0.0
2024-01-01 07:15:00+00:00,2.75,74.5,9.299999999999999,241.5,0.0,0.0
2024-01-01 07:30:00+00:00,2.7,75.0,8.899999999999999,244.0,0.0,0.0
2024-01-01 07:45:00+00:00,2.65,75.5,8.5,246.5,0.0,0.0
2024-01-01 08:00:00+00:00,2.6,76.0,8.1,249.0,0.0,0.0
2024-01-01 08:15:00+00:00,2.1,79.0,7.949999999999999,250.0,0.0,0.0
2024-01-01 08:30:00+00:00,1.6,82.0,7.8,251.0,0.0,0.0
2024-01-01 08:45:00+00:00,1.1,85.0,7.65,252.0,0.0,0.0
2024-01-01 09:00:00+00:00,0.6,88.0,7.5,253.0,0.0,0.0
2024-01-01 09:15:00+00:00,0.475,88.75,7.775,253.5,0.0,0.0
2024-01-01 09:30:00+00:00,0.35,89.5,8.05,254.0,0.0,0.0
2024-01-01 09:45:00+00:00,0.22499999999999998,90.25,8.325,254.5,0.0,0.0
2024-01-01 10:00:00+00:00,0.1,91.0,8.6,255.0,0.0,0.0
2024-01-01 10:15:00+00:00,0.4,90.25,7.375,261.5,0.0,0.0
2024-01-01 10:30:00+00:00,0.7,89.5,6.15,268.0,0.0,0.0
2024-01-01 10:45:00+00:00,1.0,88.75,4.925000000000001,274.5,0.0,0.0
2024-01-01 11:00:00+00:00,1.3,88.0,3.7,281.0,0.0,0.0
2024-01-01 11:15:00+00:00,1.425,87.5,4.025,293.25,0.0,0.0
2024-01-01 11:30:00+00:00,1.55,87.0,4.35,305.5,0.0,0.0
2024-01-01 11:45:00+00:00,1.675,86.5,4.675,317.75,0.0,0.0
2024-01-01 12:00:00+00:00,1.8,86.0,5.0,330.0,0.0,0.0
2024-01-01 12:15:00+00:00,2.125,84.75,4.925,323.0,0.0,1.0
2024-01-01 12:30:00+00:00,2.45,83.5,4.85,316.0,0.0,2.0
2024-01-01 12:45:00+00:00,2.7750000000000004,82.25,4.775,309.0,0.0,3.0
2024-01-01 13:00:00+00:00,3.1,81.0,4.7,302.0,0.0,4.0
2024-01-01 13:15:00+00:00,3.25,80.0,4.775,311.25,0.0,11.75
2024-01-01 13:30:00+00:00,3.4000000000000004,79.0,4.85,320.5,0.0,19.5
2024-01-01 13:45:00+00:00,3.5500000000000003,78.0,4.925,329.75,0.0,27.25
2024-01-01 14:00:00+00:00,3.7,77.0,5.0,339.0,0.0,35.0
2024-01-01 14:15:00+00:00,3.925,75.75,5.45,343.5,0.0,48.75
2024-01-01 14:30:00+00:00,4.15,74.5,5.9,348.0,0.0,62.5
2024-01-01 14:45:00+00:00,4.375,73.25,6.35,352.5,0.0,76.25
2024-01-01 15:00:00+00:00,4.6,72.0,6.8,357.0,0.0,90.0
2024-01-01 15:15:00+00:00,4.8,71.25,6.725,269.25,0.0,106.0
2024-01-01 15:30:00+00:00,5.0,70.5,6.65,181.5,0.0,122.0
2024-01-01 15:45:00+00:00,5.2,69.75,6.575,93.75,0.0,138.0
2024-01-01 16:00:00+00:00,5.4,69.0,6.5,6.0,0.0,154.0
2024-01-01 16:15:00+00:00,5.7,67.75,6.425,6.25,0.0,199.25
2024-01-01 16:30:00+00:00,6.0,66.5,6.35,6.5,0.0,244.5
2024-01-01 16:45:00+00:00,6.3,65.25,6.275,6.75,0.0,289.75
2024-01-01 17:00:00+00:00,6.6,64.0,6.2,7.0,0.0,335.0
2024-01-01 17:15:00+00:00,6.824999999999999,62.75,6.7,91.5,0.0,346.25
2024-01-01 17:30:00+00:00,7.05,61.5,7.199999999999999,176.0,0.0,357.5
2024-01-01 17:45:00+00:00,7.275,60.25,7.699999999999999,260.5,0.0,368.75
2024-01-01 18:00:00+00:00,7.5,59.0,8.2,345.0,0.0,380.0
2024-01-01 18:15:00+00:00,7.475,59.0,8.299999999999999,343.25,0.0,332.25
2024-01-01 18:30:00+00:00,7.45,59.0,8.399999999999999,341.5,0.0,284.5
2024-01-01 18:45:00+00:00,7.425000000000001,59.0,8.5,339.75,0.0,236.75
2024-01-01 19:00:00+00:00,7.4,59.0,8.6,338.0,0.0,189.0
2024-01-01 19:15:00+00:00,7.3500000000000005,58.75,8.675,338.25,0.0,164.5
2024-01-01 19:30:00+00:00,7.300000000000001,58.5,8.75,338.5,0.0,140.0
2024-01-01 19:45:00+00:00,7.25,58.25,8.825,338.75,0.0,115.5
2024-01-01 20:00:00+00:00,7.2,58.0,8.9,339.0,0.0,91.0
2024-01-01 20:15:00+00:00,7.125,58.25,8.675,339.75,0.0,77.5
2024-01-01 20:30:00+00:00,7.050000000000001,58.5,8.45,340.5,0.0,64.0
2024-01-01 20:45:00+00:00,6.9750000000000005,58.75,8.225,341.25,0.0,50.5
2024-01-01 21:00:00+00:00,6.9,59.0,8.0,342.0,0.0,37.0
2024-01-01 21:15:00+00:00,6.3500000000000005,62.25,7.7,342.0,0.0,30.0
2024-01-01 21:30:00+00:00,5.800000000000001,65.5,7.4,342.0,0.0,23.0
2024-01-01 21:45:00+00:00,5.25,68.75,7.1,342.0,0.0,16.0
2024-01-01 22:00:00+00:00,4.7,72.0,6.8,342.0,0.0,9.0
2024-01-01 22:15:00+00:00,4.325,73.75,6.875,342.75,0.0,6.75
2024-01-01 22:30:00+00:00,3.95,75.5,6.949999999999999,343.5,0.0,4.5
2024-01-01 22:45:00+00:00,3.575,77.25,7.0249999999999995,344.25,0.0,2.25
2024-01-01 23:00:00+00:00,3.2,79.0,7.1,345.0,0.0,0.0
2024-01-01 23:15:00+00:00,2.875,81.0,7.1,345.0,0.0,0.0
2024-01-01 23:30:00+00:00,2.55,83.0,7.1,345.0,0.0,0.0
2024-01-01 23:45:00+00:00,2.225,85.0,7.1,345.0,0.0,0.0
2024-01-02 00:00:00+00:00,1.9,87.0,7.1,345.0,0.0,0.0
2024-01-02 00:15:00+00:00,1.9249999999999998,85.0,8.125,340.5,0.0,0.0
2024-01-02 00:30:00+00:00,1.95,83.0,9.149999999999999,336.0,0.0,0.0
2024-01-02 00:45:00+00:00,1.975,81.0,10.174999999999999,331.5,0.0,0.0
2024-01-02 01:00:00+00:00,2.0,79.0,11.2,327.0,0.0,0.0
2024-01-02 01:15:00+00:00,1.9,76.75,11.825,328.5,0.0,0.0
2024-01-02 01:30:00+00:00,1.8,74.5,12.45,330.0,0.0,0.0
2024-01-02 01:45:00+00:00,1.7000000000000002,72.25,13.075,331.5,0.0,0.0
2024-01-02 02:00:00+00:00,1.6,70.0,13.7,333.0,0.0,0.0
2024-01-02 02:15:00+00:00,1.35,70.75,13.85,335.25,0.0,0.0
2024-01-02 02:30:00+00:00,1.1,71.5,14.0,337.5,0.0,0.0
2024-01-02 02:45:00+00:00,0.8500000000000001,72.25,14.15,339.75,0.0,0.0
2024-01-02 03:00:00+00:00,0.6,73.0,14.3,342.0,0.0,0.0
2024-01-02 03:15:00+00:00,0.32499999999999996,74.25,14.15,343.0,0.0,0.0
2024-01-02 03:30:00+00:00,0.04999999999999993,75.5,14.0,344.0,0.0,0.0
2024-01-02 03:45:00+00:00,-0.2250000000000001,76.75,13.85,345.0,0.0,0.0
2024-01-02 04:00:00+00:00,-0.5,78.0,13.7,346.0,0.0,0.0
2024-01-02 04:15:00+00:00,-0.7,78.0,13.475,345.5,0.0,0.0
2024-01-02 04:30:00+00:00,-0.9,78.0,13.25,345.0,0.0,0.0
2024-01-02 04:45:00+00:00,-1.1,78.0,13.025,344.5,0.0,0.0
2024-01-02 05:00:00+00:00,-1.3,78.0,12.8,344.0,0.0,0.0
2024-01-02 05:15:00+00:00,-1.45,78.25,12.700000000000001,343.75,0.0,0.0
2024-01-02 05:30:00+00:00,-1.6,78.5,12.600000000000001,343.5,0.0,0.0
2024-01-02 05:45:00+00:00,-1.75,78.75,12.5,343.25,0.0,0.0
2024-01-02 06:00:00+00:00,-1.9,79.0,12.4,343.0,0.0,0.0
2024-01-02 06:15:00+00:00,-2.025,79.0,12.0,343.5,0.0,0.0
2024-01-02 06:30:00+00:00,-2.15,79.0,11.600000000000001,344.0,0.0,0.0
2024-01-02 06:45:00+00:00,-2.275,79.0,11.200000000000001,344.5,0.0,0.0
2024-01-02 07:00:00+00:00,-2.4,79.0,10.8,345.0,0.0,0.0
2024-01-02 07:15:00+00:00,-2.525,79.25,10.525,345.0,0.0,0.0
2024-01-02 07:30:00+00:00,-2.65,79.5,10.25,345.0,0.0,0.0
2024-01-02 07:45:00+00:00,-2.775,79.75,9.975,345.0,0.0,0.0
2024-01-02 08:00:00+00:00,-2.9,80.0,9.7,345.0,0.0,0.0
2024-01-02 08:15:00+00:00,-3.05,80.75,9.475,345.75,0.0,0.0
2024-01-02 08:30:00+00:00,-3.2,81.5,9.25,346.5,0.0,0.0
2024-01-02 08:45:00+00:00,-3.35,82.25,9.025,347.25,0.0,0.0
2024-01-02 09:00:00+00:00,-3.5,83.0,8.8,348.0,0.0,0.0
2024-01-02 09:15:00+00:00,-3.625,84.0,8.700000000000001,348.5,0.0,0.0
2024-01-02 09:30:00+00:00,-3.75,85.0,8.600000000000001,349.0,0.0,0.0
2024-01-02 09:45:00+00:00,-3.875,86.0,8.5,349.5,0.0,0.0
2024-01-02 10:00:00+00:00,-4.0,87.0,8.4,350.0,0.0,0.0
2024-01-02 10:15:00+00:00,-4.1,87.25,8.05,349.5,0.0,0.0
2024-01-02 10:30:00+00:00,-4.2,87.5,7.7,349.0,0.0,0.0
2024-01-02 10:45:00+00:00,-4.300000000000001,87.75,7.35,348.5,0.0,0.0
2024-01-02 11:00:00+00:00,-4.4,88.0,7.0,348.0,0.0,0.0
2024-01-02 11:15:00+00:00,-4.4750000000000005,88.25,6.85,347.0,0.0,0.0
2024-01-02 11:30:00+00:00,-4.550000000000001,88.5,6.7,346.0,0.0,0.0
2024-01-02 11:45:00+00:00,-4.625,88.75,6.550000000000001,345.0,0.0,0.0
2024-01-02 12:00:00+00:00,-4.7,89.0,6.4,344.0,0.0,0.0
2024-01-02 12:15:00+00:00,-4.25,86.75,6.825,336.75,0.0,4.0
2024-01-02 12:30:00+00:00,-3.8,84.5,7.25,329.5,0.0,8.0
2024-01-02 12:45:00+00:00,-3.3499999999999996,82.25,7.675,322.25,0.0,12.0
2024-01-02 13:00:00+00:00,-2.9,80.0,8.1,315.0,0.0,16.0
2024-01-02 13:15:00+00:00,-2.4499999999999997,76.75,8.325,317.0,0.0,46.25
2024-01-02 13:30:00+00:00,-2.0,73.5,8.55,319.0,0.0,76.5
2024-01-02 13:45:00+00:00,-1.55,70.25,8.775,321.0,0.0,106.75
2024-01-02 14:00:00+00:00,-1.1,67.0,9.0,323.0,0.0,137.0
2024-01-02 14:15:00+00:00,-0.7000000000000001,65.5,9.15,323.75,0.0,172.25
2024-01-02 14:30:00+00:00,-0.30000000000000004,64.0,9.3,324.5,0.0,207.5
2024-01-02 14:45:00+00:00,0.10000000000000009,62.5,9.45,325.25,0.0,242.75
2024-01-02 15:00:00+00:00,0.5,61.0,9.6,326.0,0.0,278.0
2024-01-02 15:15:00+00:00,0.9,60.5,9.5,322.5,0.0,304.5
2024-01-02 15:30:00+00:00,1.3,60.0,9.399999999999999,319.0,0.0,331.0
2024-01-02 15:45:00+00:00,1.7000000000000002,59.5,9.299999999999999,315.5,0.0,357.5
2024-01-02 16:00:00+00:00,2.1,59.0,9.2,312.0,0.0,384.0
2024-01-02 16:15:00+00:00,2.475,57.75,9.375,309.75,0.0,398.0
2024-01-02 16:30:00+00:00,2.85,56.5,9.55,307.5,0.0,412.0
2024-01-02 16:45:00+00:00,3.225,55.25,9.725,305.25,0.0,426.0
2024-01-02 17:00:00+00:00,3.6,54.0,9.9,303.0,0.0,440.0
2024-01-02 17:15:00+00:00,3.875,53.0,10.125,302.25,0.0,439.75
2024-01-02 17:30:00+00:00,4.15,52.0,10.350000000000001,301.5,0.0,439.5
2024-01-02 17:45:00+00:00,4.425,51.0,10.575000000000001,300.75,0.0,439.25
2024-01-02 18:00:00+00:00,4.7,50.0,10.8,300.0,0.0,439.0
2024-01-02 18:15:00+00:00,4.875,49.5,11.100000000000001,300.75,0.0,424.5
2024-01-02 18:30:00+00:00,5.050000000000001,49.0,11.4,301.5,0.0,410.0
2024-01-02 18:45:00+00:00,5.2250000000000005,48.5,11.7,302.25,0.0,395.5
2024-01-02 19:00:00+00:00,5.4,48.0,12.0,303.0,0.0,381.0
2024-01-02 19:15:00+00:00,5.45,47.75,11.95,302.5,0.0,354.25
2024-01-02 19:30:00+00:00,5.5,47.5,11.9,302.0,0.0,327.5
2024-01-02 19:45:00+00:00,5.55,47.25,11.850000000000001,301.5,0.0,300.75
2024-01-02 20:00:00+00:00,5.6,47.0,11.8,301.0,0.0,274.0
2024-01-02 20:15:00+00:00,5.3999999999999995,48.5,10.775,300.25,0.0,239.0
2024-01-02 20:30:00+00:00,5.199999999999999,50.0,9.75,299.5,0.0,204.0
2024-01-02 20:45:00+00:00,5.0,51.5,8.725,298.75,0.0,169.0
2024-01-02 21:00:00+00:00,4.8,53.0,7.7,298.0,0.0,134.0
2024-01-02 21:15:00+00:00,3.9499999999999997,57.0,8.175,294.25,0.0,104.5
2024-01-02 21:30:00+00:00,3.0999999999999996,61.0,8.65,290.5,0.0,75.0
2024-01-02 21:45:00+00:00,2.2499999999999996,65.0,9.125,286.75,0.0,45.5
2024-01-02 22:00:00+00:00,1.4,69.0,9.6,283.0,0.0,16.0
2024-01-02 22:15:00+00:00,1.125,70.75,9.625,279.25,0.0,12.0
2024-01-02 22:30:00+00:00,0.85,72.5,9.649999999999999,275.5,0.0,8.0
2024-01-02 22:45:00+00:00,0.5750000000000001,74.25,9.674999999999999,271.75,0.0,4.0
2024-01-02 23:00:00+00:00,0.3,76.0,9.7,268.0,0.0,0.0
2024-01-02 23:15:00+00:00,0.19999999999999998,76.75,9.174999999999999,266.5,0.0,0.0
