x_mm,y_mm,z_m
-22.038610,-21.948791,-1.305096574e-07
-21.338972,-21.948791,-1.992235569e-07
-20.639333,-21.948791,-1.095456543e-08
-19.939695,-21.948791,-6.751274582e-08
-19.240056,-21.948791,6.003953316e-08
-18.540418,-21.948791,1.938945535e-07
-17.840779,-21.948791,1.931526058e-07
-17.141141,-21.948791,7.488586428e-08
-16.441503,-21.948791,1.131299968e-07
-15.741864,-21.948791,1.701489817e-09
-15.042226,-21.948791,1.192804974e-07
-14.342587,-21.948791,3.003524095e-08
-13.642949,-21.948791,4.721611644e-08
-12.943311,-21.948791,3.132370747e-08
-12.243672,-21.948791,3.315551490e-07
-11.544034,-21.948791,1.600024860e-07
-10.844395,-21.948791,3.446925790e-08
-10.144757,-21.948791,1.550426229e-07
-9.445119,-21.948791,-1.037073194e-07
-8.745480,-21.948791,-3.468398833e-08
-8.045842,-21.948791,-6.918334001e-08
-7.346203,-21.948791,-1.935485943e-07
-6.646565,-21.948791,-1.609769697e-07
-5.946926,-21.948791,-2.844916088e-07
-5.247288,-21.948791,-1.145875268e-07
-4.547650,-21.948791,-1.032048397e-07
-3.848011,-21.948791,-5.563904389e-08
-3.148373,-21.948791,-2.489962109e-07
-2.448734,-21.948791,-5.855264239e-08
-1.749096,-21.948791,-2.050441745e-07
-1.049458,-21.948791,-1.430124582e-08
-0.349819,-21.948791,-2.430351806e-07
0.349819,-21.948791,-1.741106212e-07
1.049458,-21.948791,-5.669705174e-08
1.749096,-21.948791,-1.392383874e-07
2.448734,-21.948791,-3.052063596e-07
3.148373,-21.948791,-1.391954871e-07
3.848011,-21.948791,-2.813396523e-07
4.547650,-21.948791,-1.762784662e-07
5.247288,-21.948791,-2.326723780e-07
5.946926,-21.948791,-1.535797488e-07
6.646565,-21.948791,-2.346196781e-07
7.346203,-21.948791,-1.823784799e-07
8.045842,-21.948791,-1.531772102e-07
8.745480,-21.948791,-1.865337048e-08
9.445119,-21.948791,-4.797222404e-08
10.144757,-21.948791,1.126287538e-08
10.844395,-21.948791,-1.720278868e-07
11.544034,-21.948791,8.882062178e-08
12.243672,-21.948791,-2.311937523e-07
12.943311,-21.948791,-2.518986848e-08
13.642949,-21.948791,5.289159693e-08
14.342587,-21.948791,2.345774486e-07
15.042226,-21.948791,1.011623153e-07
15.741864,-21.948791,-1.443538400e-07
16.441503,-21.948791,9.619922136e-08
17.141141,-21.948791,1.312910774e-07
17.840779,-21.948791,1.350824284e-07
18.540418,-21.948791,-8.441704221e-08
19.240056,-21.948791,1.829564720e-08
19.939695,-21.948791,1.564101159e-07
20.639333,-21.948791,2.210030024e-07
21.338972,-21.948791,5.407965296e-08
22.038610,-21.948791,8.761726089e-08
-22.038610,-21.252004,-4.330700185e-08
-21.338972,-21.252004,1.239865961e-08
-20.639333,-21.252004,-1.213396267e-07
-19.939695,-21.252004,1.476944170e-08
-19.240056,-21.252004,-1.331313510e-08
-18.540418,-21.252004,1.208411684e-07
-17.840779,-21.252004,1.671379141e-07
-17.141141,-21.252004,2.631885090e-07
-16.441503,-21.252004,1.045893126e-07
-15.741864,-21.252004,1.191756159e-07
-15.042226,-21.252004,2.188695049e-07
-14.342587,-21.252004,7.550799437e-08
-13.642949,-21.252004,2.210642374e-07
-12.943311,-21.252004,2.052420168e-07
-12.243672,-21.252004,7.924516962e-08
-11.544034,-21.252004,1.396913962e-07
-10.844395,-21.252004,7.703407673e-08
-10.144757,-21.252004,-8.968993959e-08
-9.445119,-21.252004,-6.770253793e-08
-8.745480,-21.252004,-6.350407185e-08
-8.045842,-21.252004,-8.857495541e-08
-7.346203,-21.252004,3.580589469e-08
-6.646565,-21.252004,-1.967437188e-07
-5.946926,-21.252004,2.851751439e-08
-5.247288,-21.252004,-2.196016563e-07
-4.547650,-21.252004,-2.527657367e-08
-3.848011,-21.252004,-1.516879214e-07
-3.148373,-21.252004,-2.128679169e-07
-2.448734,-21.252004,-9.874226334e-08
-1.749096,-21.252004,-1.370231072e-07
-1.049458,-21.252004,-1.201028572e-07
-0.349819,-21.252004,-1.174376718e-07
0.349819,-21.252004,-1.214540953e-07
1.049458,-21.252004,-5.294528840e-08
1.749096,-21.252004,-1.290068975e-07
2.448734,-21.252004,-1.493822127e-07
3.148373,-21.252004,-9.171186448e-08
3.848011,-21.252004,-2.128402044e-07
4.547650,-21.252004,-1.778879533e-07
5.247288,-21.252004,-2.360047942e-07
5.946926,-21.252004,5.808675968e-09
6.646565,-21.252004,-1.567737181e-07
7.346203,-21.252004,-1.134894949e-07
8.045842,-21.252004,-3.871386687e-07
8.745480,-21.252004,-1.202893360e-07
9.445119,-21.252004,-1.417030298e-07
10.144757,-21.252004,-1.924520099e-07
10.844395,-21.252004,-1.235312013e-07
11.544034,-21.252004,-2.239393097e-07
12.243672,-21.252004,1.240791412e-07
12.943311,-21.252004,2.042728143e-08
13.642949,-21.252004,-7.315662191e-08
14.342587,-21.252004,7.052216580e-08
15.042226,-21.252004,-4.562523195e-08
15.741864,-21.252004,-2.249779324e-08
16.441503,-21.252004,1.792676214e-07
17.141141,-21.252004,-1.490561852e-07
17.840779,-21.252004,3.877135193e-08
18.540418,-21.252004,8.850942708e-08
19.240056,-21.252004,1.378061422e-07
19.939695,-21.252004,3.105139062e-08
20.639333,-21.252004,4.651894090e-09
21.338972,-21.252004,-1.324806522e-07
22.038610,-21.252004,1.601552342e-07
-22.038610,-20.555217,1.678366194e-08
-21.338972,-20.555217,-1.792097396e-07
-20.639333,-20.555217,1.427240917e-07
-19.939695,-20.555217,-8.225356809e-08
-19.240056,-20.555217,1.800978791e-07
-18.540418,-20.555217,-6.406901193e-08
-17.840779,-20.555217,1.784066362e-07
-17.141141,-20.555217,-1.293309625e-08
-16.441503,-20.555217,2.222873268e-08
-15.741864,-20.555217,2.004300614e-07
-15.042226,-20.555217,8.214361463e-08
-14.342587,-20.555217,-8.820993361e-08
-13.642949,-20.555217,2.377025194e-07
-12.943311,-20.555217,1.623554428e-07
-12.243672,-20.555217,2.418247164e-07
-11.544034,-20.555217,1.919062185e-07
-10.844395,-20.555217,9.364717178e-08
-10.144757,-20.555217,-8.498832306e-08
-9.445119,-20.555217,2.834367283e-08
-8.745480,-20.555217,5.197570447e-08
-8.045842,-20.555217,-1.031163263e-07
-7.346203,-20.555217,-4.979828603e-09
-6.646565,-20.555217,-9.161662804e-08
-5.946926,-20.555217,-1.575197025e-07
-5.247288,-20.555217,5.988248978e-08
-4.547650,-20.555217,-1.123534338e-08
-3.848011,-20.555217,-1.100999733e-07
-3.148373,-20.555217,-1.289281626e-07
-2.448734,-20.555217,-1.301031184e-07
-1.749096,-20.555217,-1.295809892e-07
-1.049458,-20.555217,-2.365047656e-07
-0.349819,-20.555217,-2.676802275e-07
0.349819,-20.555217,-6.012816389e-08
1.049458,-20.555217,-9.059552460e-08
1.749096,-20.555217,-2.329077303e-08
2.448734,-20.555217,-3.646928165e-07
3.148373,-20.555217,-8.721987986e-08
3.848011,-20.555217,-1.496184869e-07
4.547650,-20.555217,-1.382249326e-07
5.247288,-20.555217,-2.207798902e-07
5.946926,-20.555217,-1.967083331e-07
6.646565,-20.555217,-1.288297927e-07
7.346203,-20.555217,1.052905815e-07
8.045842,-20.555217,-1.200616241e-07
8.745480,-20.555217,-1.111850873e-07
9.445119,-20.555217,-1.621474241e-07
10.144757,-20.555217,1.992183980e-08
10.844395,-20.555217,-1.297740208e-07
11.544034,-20.555217,-6.227492558e-08
12.243672,-20.555217,7.599103840e-09
12.943311,-20.555217,-7.733412869e-08
13.642949,-20.555217,1.185046178e-07
14.342587,-20.555217,-5.224091728e-08
15.042226,-20.555217,1.003347525e-07
15.741864,-20.555217,1.486411572e-07
