temperature_C,cte_1_per_C
20.0,8e-06
20.90452261306533,8.018090452261305e-06
21.809045226130653,8.036180904522613e-06
22.71356783919598,8.054271356783919e-06
23.618090452261306,8.072361809045226e-06
24.522613065326635,8.090452261306532e-06
25.42713567839196,8.10854271356784e-06
26.331658291457288,8.126633165829145e-06
27.236180904522612,8.144723618090451e-06
28.14070351758794,8.162814070351759e-06
29.04522613065327,8.180904522613065e-06
29.949748743718594,8.198994974874372e-06
30.85427135678392,8.217085427135678e-06
31.758793969849247,8.235175879396984e-06
32.663316582914575,8.253266331658291e-06
33.5678391959799,8.271356783919597e-06
34.472361809045225,8.289447236180905e-06
35.37688442211055,8.30753768844221e-06
36.28140703517588,8.325628140703518e-06
37.185929648241206,8.343718592964824e-06
38.09045226130654,8.36180904522613e-06
38.99497487437186,8.379899497487437e-06
39.89949748743719,8.397989949748743e-06
40.80402010050251,8.41608040201005e-06
41.70854271356784,8.434170854271356e-06
42.61306532663316,8.452261306532662e-06
43.517587939698494,8.47035175879397e-06
44.42211055276382,8.488442211055275e-06
45.32663316582915,8.506532663316583e-06
46.231155778894475,8.524623115577889e-06
47.1356783919598,8.542713567839196e-06
48.040201005025125,8.560804020100502e-06
48.94472361809045,8.578894472361808e-06
49.84924623115578,8.596984924623116e-06
50.753768844221106,8.615075376884421e-06
51.65829145728644,8.633165829145729e-06
52.56281407035176,8.651256281407035e-06
53.46733668341709,8.669346733668342e-06
54.37185929648241,8.687437185929648e-06
55.27638190954774,8.705527638190954e-06
56.18090452261307,8.723618090452261e-06
57.085427135678394,8.741708542713567e-06
57.98994974874372,8.759798994974875e-06
58.89447236180904,8.77788944723618e-06
59.798994974874375,8.795979899497488e-06
60.7035175879397,8.814070351758794e-06
61.608040201005025,8.8321608040201e-06
62.51256281407035,8.850251256281407e-06
63.41708542713568,8.868341708542713e-06
64.321608040201,8.886432160804019e-06
65.22613065326632,8.904522613065326e-06
66.13065326633166,8.922613065326632e-06
67.03517587939699,8.94070351758794e-06
67.93969849246231,8.958793969849246e-06
68.84422110552764,8.976884422110553e-06
69.74874371859298,8.994974874371859e-06
70.6532663316583,9.013065326633166e-06
71.55778894472363,9.031155778894472e-06
72.46231155778895,9.049246231155778e-06
73.36683417085428,9.067336683417086e-06
74.2713567839196,9.085427135678391e-06
75.17587939698493,9.103517587939699e-06
76.08040201005025,9.121608040201005e-06
76.98492462311557,9.13969849246231e-06
77.8894472361809,9.157788944723618e-06
78.79396984924622,9.175879396984924e-06
79.69849246231156,9.193969849246231e-06
80.60301507537689,9.212060301507537e-06
81.50753768844221,9.230150753768845e-06
82.41206030150754,9.24824120603015e-06
83.31658291457288,9.266331658291456e-06
84.22110552763819,9.284422110552764e-06
85.12562814070353,9.30251256281407e-06
86.03015075376885,9.320603015075377e-06
86.93467336683418,9.338693467336683e-06
87.8391959798995,9.35678391959799e-06
88.74371859296483,9.374874371859296e-06
89.64824120603015,9.392964824120602e-06
90.55276381909547,9.41105527638191e-06
91.4572864321608,9.429145728643216e-06
92.36180904522614,9.447236180904523e-06
93.26633165829146,9.465326633165829e-06
94.17085427135679,9.483417085427135e-06
95.07537688442211,9.501507537688442e-06
95.97989949748744,9.519597989949748e-06
96.88442211055276,9.537688442211056e-06
97.78894472361809,9.555778894472361e-06
98.69346733668343,9.573869346733669e-06
99.59798994974875,9.591959798994975e-06
100.50251256281408,9.61005025125628e-06
101.4070351758794,9.628140703517588e-06
102.31155778894473,9.646231155778894e-06
103.21608040201005,9.664321608040201e-06
104.12060301507537,9.682412060301507e-06
105.0251256281407,9.700502512562813e-06
105.92964824120604,9.71859296482412e-06
106.83417085427136,9.736683417085426e-06
107.73869346733669,9.754773869346734e-06
108.64321608040201,9.77286432160804e-06
109.54773869346734,9.790954773869347e-06
110.45226130653266,9.809045226130653e-06
111.35678391959799,9.827135678391959e-06
112.26130653266333,9.845226130653266e-06
113.16582914572865,9.863316582914572e-06
114.07035175879398,9.88140703517588e-06
114.9748743718593,9.899497487437186e-06
115.87939698492463,9.917587939698493e-06
116.78391959798995,9.935678391959799e-06
117.68844221105527,9.953768844221105e-06
118.5929648241206,9.971859296482412e-06
119.49748743718594,9.989949748743718e-06
120.40201005025126,1.0008040201005024e-05
121.30653266331659,1.0026130653266331e-05
122.21105527638191,1.0044221105527639e-05
123.11557788944724,1.0062311557788945e-05
124.02010050251256,1.008040201005025e-05
124.92462311557789,1.0098492462311558e-05
125.82914572864323,1.0116582914572864e-05
126.73366834170855,1.013467336683417e-05
127.63819095477388,1.0152763819095477e-05
128.5427135678392,1.0170854271356783e-05
129.44723618090453,1.018894472361809e-05
130.35175879396985,1.0207035175879396e-05
131.25628140703517,1.0225125628140704e-05
132.1608040201005,1.024321608040201e-05
133.06532663316585,1.0261306532663317e-05
133.96984924623115,1.0279396984924623e-05
134.8743718592965,1.029748743718593e-05
135.7788944723618,1.0315577889447235e-05
136.68341708542715,1.0333668341708542e-05
137.58793969849245,1.0351758793969848e-05
138.4924623115578,1.0369849246231156e-05
139.39698492462313,1.0387939698492461e-05
140.30150753768845,1.0406030150753769e-05
141.20603015075378,1.0424120603015075e-05
142.1105527638191,1.0442211055276382e-05
143.01507537688443,1.0460301507537688e-05
143.91959798994975,1.0478391959798996e-05
144.82412060301507,1.0496482412060301e-05
145.7286432160804,1.0514572864321607e-05
146.63316582914575,1.0532663316582915e-05
147.53768844221105,1.055075376884422e-05
148.44221105527637,1.0568844221105526e-05
149.3467336683417,1.0586934673366834e-05
150.25125628140705,1.0605025125628142e-05
151.15577889447238,1.0623115577889447e-05
152.0603015075377,1.0641206030150753e-05
152.96482412060303,1.065929648241206e-05
153.86934673366835,1.0677386934673366e-05
154.77386934673368,1.0695477386934672e-05
155.678391959799,1.071356783919598e-05
156.58291457286433,1.0731658291457286e-05
157.48743718592965,1.0749748743718593e-05
158.39195979899498,1.0767839195979899e-05
159.2964824120603,1.0785929648241207e-05
160.20100502512562,1.0804020100502512e-05
161.10552763819095,1.0822110552763818e-05
162.01005025125627,1.0840201005025126e-05
162.9145728643216,1.0858291457286432e-05
163.81909547738695,1.0876381909547739e-05
164.72361809045228,1.0894472361809045e-05
165.6281407035176,1.0912562814070352e-05
166.53266331658293,1.0930653266331658e-05
167.43718592964825,1.0948743718592964e-05
168.34170854271358,1.0966834170854272e-05
169.2462311557789,1.0984924623115577e-05
170.15075376884423,1.1003015075376883e-05
171.05527638190955,1.102110552763819e-05
171.95979899497488,1.1039195979899498e-05
172.8643216080402,1.1057286432160804e-05
173.76884422110552,1.107537688442211e-05
174.67336683417085,1.1093467336683417e-05
175.57788944723617,1.1111557788944723e-05
176.4824120603015,1.1129648241206029e-05
177.38693467336685,1.1147738693467337e-05
178.29145728643218,1.1165829145728644e-05
179.1959798994975,1.118391959798995e-05
180.10050251256283,1.1202010050251256e-05
181.00502512562815,1.1220100502512563e-05
181.90954773869348,1.1238190954773869e-05
182.8140703517588,1.1256281407035175e-05
183.71859296482413,1.1274371859296482e-05
184.62311557788945,1.1292462311557788e-05
185.52763819095478,1.1310552763819096e-05
