time,temperature,acoustic_activity,dominant_frequency_Hz,acoustic_amplitude_dB
0.0,0.0,0.0,0.0,-120.0
1.0012515644555695,1.0012515644555695,0.0,0.0,-120.0
2.002503128911139,2.002503128911139,0.0,0.0,-120.0
3.0037546933667088,3.0037546933667088,0.0,0.0,-120.0
4.005006257822278,4.005006257822278,0.0,0.0,-120.0
5.006257822277847,5.006257822277847,0.0,0.0,-120.0
6.0075093867334175,6.0075093867334175,0.0,0.0,-120.0
7.008760951188987,7.008760951188987,0.1,0.0,-19.99991314153791
8.010012515644556,8.010012515644556,0.0,0.0,-120.0
9.011264080100126,9.011264080100126,0.0,0.0,-120.0
10.012515644555695,10.012515644555695,0.0,0.0,-120.0
11.013767209011265,11.013767209011265,0.0,0.0,-120.0
12.015018773466835,12.015018773466835,0.0,0.0,-120.0
13.016270337922403,13.016270337922403,0.0,0.0,-120.0
14.017521902377974,14.017521902377974,0.0,0.0,-120.0
15.018773466833542,15.018773466833542,0.0,0.0,-120.0
16.020025031289112,16.020025031289112,0.0,0.0,-120.0
17.02127659574468,17.02127659574468,0.0,0.0,-120.0
18.022528160200253,18.022528160200253,0.0,0.0,-120.0
19.02377972465582,19.02377972465582,0.0,0.0,-120.0
20.02503128911139,20.02503128911139,0.0,0.0,-120.0
21.02628285356696,21.02628285356696,0.0,0.0,-120.0
22.02753441802253,22.02753441802253,0.0,0.0,-120.0
23.028785982478098,23.028785982478098,0.0,0.0,-120.0
24.03003754693367,24.03003754693367,0.2,0.0,-13.979356657380759
25.03128911138924,25.03128911138924,0.0,0.0,-120.0
26.032540675844807,26.032540675844807,0.1,0.0,-19.99991314153791
27.033792240300375,27.033792240300375,0.0,0.0,-120.0
28.035043804755947,28.035043804755947,0.1,0.0,-19.99991314153791
29.036295369211516,29.036295369211516,0.0,0.0,-120.0
30.037546933667084,30.037546933667084,0.1,0.0,-19.99991314153791
31.038798498122656,31.038798498122656,0.1,0.0,-19.99991314153791
32.040050062578224,32.040050062578224,0.1,0.0,-19.99991314153791
33.041301627033796,33.041301627033796,0.0,0.0,-120.0
34.04255319148936,34.04255319148936,0.0,0.0,-120.0
35.04380475594493,35.04380475594493,0.0,0.0,-120.0
36.045056320400505,36.045056320400505,0.0,0.0,-120.0
37.04630788485607,37.04630788485607,0.0,0.0,-120.0
38.04755944931164,38.04755944931164,0.0,0.0,-120.0
39.048811013767214,39.048811013767214,0.0,0.0,-120.0
40.05006257822278,40.05006257822278,0.0,0.0,-120.0
41.05131414267835,41.05131414267835,0.0,0.0,-120.0
42.05256570713392,42.05256570713392,0.0,0.0,-120.0
43.05381727158949,43.05381727158949,0.0,0.0,-120.0
44.05506883604506,44.05506883604506,0.0,0.0,-120.0
45.05632040050063,45.05632040050063,0.0,0.0,-120.0
46.057571964956196,46.057571964956196,0.0,0.0,-120.0
47.05882352941177,47.05882352941177,0.0,0.0,-120.0
48.06007509386734,48.06007509386734,0.0,0.0,-120.0
49.061326658322905,49.061326658322905,0.0,0.0,-120.0
50.06257822277848,50.06257822277848,0.0,0.0,-120.0
51.06382978723404,51.06382978723404,0.0,0.0,-120.0
52.065081351689614,52.065081351689614,0.0,0.0,-120.0
53.066332916145186,53.066332916145186,0.0,0.0,-120.0
54.06758448060075,54.06758448060075,0.0,0.0,-120.0
55.06883604505632,55.06883604505632,0.0,0.0,-120.0
56.070087609511894,56.070087609511894,0.0,0.0,-120.0
57.07133917396746,57.07133917396746,0.0,0.0,-120.0
58.07259073842303,58.07259073842303,0.0,0.0,-120.0
59.0738423028786,59.0738423028786,0.0,0.0,-120.0
60.07509386733417,60.07509386733417,0.0,0.0,-120.0
61.07634543178974,61.07634543178974,0.0,0.0,-120.0
62.07759699624531,62.07759699624531,0.0,0.0,-120.0
63.07884856070088,63.07884856070088,0.0,0.0,-120.0
64.08010012515645,64.08010012515645,0.0,0.0,-120.0
65.08135168961202,65.08135168961202,0.0,0.0,-120.0
66.08260325406759,66.08260325406759,0.0,0.0,-120.0
67.08385481852315,67.08385481852315,0.0,0.0,-120.0
68.08510638297872,68.08510638297872,0.0,0.0,-120.0
69.0863579474343,69.0863579474343,0.0,0.0,-120.0
70.08760951188987,70.08760951188987,0.1,0.0,-19.99991314153791
71.08886107634544,71.08886107634544,0.0,0.0,-120.0
72.09011264080101,72.09011264080101,0.0,0.0,-120.0
73.09136420525657,73.09136420525657,0.0,0.0,-120.0
74.09261576971214,74.09261576971214,0.1,0.0,-19.99991314153791
75.09386733416771,75.09386733416771,0.0,0.0,-120.0
76.09511889862328,76.09511889862328,0.0,0.0,-120.0
77.09637046307886,77.09637046307886,0.0,0.0,-120.0
78.09762202753443,78.09762202753443,0.1,0.0,-19.99991314153791
79.09887359198999,79.09887359198999,0.0,0.0,-120.0
80.10012515644556,80.10012515644556,0.0,0.0,-120.0
81.10137672090113,81.10137672090113,0.0,0.0,-120.0
82.1026282853567,82.1026282853567,0.0,0.0,-120.0
83.10387984981227,83.10387984981227,0.0,0.0,-120.0
84.10513141426785,84.10513141426785,0.0,0.0,-120.0
85.1063829787234,85.1063829787234,0.0,0.0,-120.0
86.10763454317897,86.10763454317897,0.0,0.0,-120.0
87.10888610763455,87.10888610763455,0.0,0.0,-120.0
88.11013767209012,88.11013767209012,0.0,0.0,-120.0
89.11138923654569,89.11138923654569,0.0,0.0,-120.0
90.11264080100126,90.11264080100126,0.0,0.0,-120.0
91.11389236545682,91.11389236545682,0.0,0.0,-120.0
92.11514392991239,92.11514392991239,0.0,0.0,-120.0
93.11639549436796,93.11639549436796,0.0,0.0,-120.0
94.11764705882354,94.11764705882354,0.0,0.0,-120.0
95.11889862327911,95.11889862327911,0.0,0.0,-120.0
96.12015018773468,96.12015018773468,0.0,0.0,-120.0
