timestamp,replicate_id,medium,frequency_hz,attenuation_db_per_m,sound_speed_m_per_s,temperature_c,rel_humidity,pressure_kpa
2025-10-13T07:49:59.781362Z,1,air,1000.0,0.0568998469834972,337.36,10.0,0.3,101.325
2025-10-13T07:49:59.781375Z,1,air,8666.666666666668,2.230904282788474,337.36,10.0,0.3,101.325
2025-10-13T07:49:59.781379Z,1,air,16333.333333333334,7.443839781379151,337.36,10.0,0.3,101.325
2025-10-13T07:49:59.781382Z,1,air,24000.0,15.70431852643041,337.36,10.0,0.3,101.325
2025-10-13T07:49:59.781384Z,1,air,31666.666666666668,27.03129988762905,337.36,10.0,0.3,101.325
2025-10-13T07:49:59.781386Z,1,air,39333.333333333336,41.41771073824105,337.36,10.0,0.3,101.325
2025-10-13T07:49:59.781388Z,1,air,47000.0,58.82549860378303,337.36,10.0,0.3,101.325
2025-10-13T07:49:59.781390Z,1,air,54666.66666666667,79.31658365907795,337.36,10.0,0.3,101.325
2025-10-13T07:49:59.781392Z,1,air,62333.333333333336,102.85907190351575,337.36,10.0,0.3,101.325
2025-10-13T07:49:59.781394Z,1,air,70000.0,129.43534029798866,337.36,10.0,0.3,101.325
2025-10-13T07:49:59.781396Z,1,air,77666.66666666667,159.0761291247975,337.36,10.0,0.3,101.325
2025-10-13T07:49:59.781398Z,1,air,85333.33333333334,191.77181734404425,337.36,10.0,0.3,101.325
2025-10-13T07:49:59.781400Z,1,air,93000.0,227.52543294813063,337.36,10.0,0.3,101.325
2025-10-13T07:49:59.781402Z,1,air,100666.66666666667,266.3133843789055,337.36,10.0,0.3,101.325
2025-10-13T07:49:59.781404Z,1,air,108333.33333333334,308.1658796457574,337.36,10.0,0.3,101.325
2025-10-13T07:49:59.781408Z,1,air,116000.0,353.07036624362195,337.36,10.0,0.3,101.325
2025-10-13T07:49:59.781410Z,1,air,123666.66666666667,401.04092387263586,337.36,10.0,0.3,101.325
2025-10-13T07:49:59.781411Z,1,air,131333.33333333334,452.05110215266717,337.36,10.0,0.3,101.325
2025-10-13T07:49:59.781414Z,1,air,139000.0,506.1083802694895,337.36,10.0,0.3,101.325
2025-10-13T07:49:59.781417Z,1,air,146666.6666666667,563.2214004875516,337.36,10.0,0.3,101.325
