experiment_id,snr_db,attenuation_coefficient
0,1.2468175494454343,"[0.22289212855363721, 0.18677527483703654, 0.18726793552430748, 0.1737900301191674, 0.21591584281279233, 0.16608789108231564, 0.16775375926183453, 0.16273879652736645, 0.1895211535606996, 0.18848180508567586, 0.19347346624562156, 0.22220968774363867, 0.17160165927841953, 0.22078819574872394, 0.18589648393146463, 0.22637319678326376, 0.18002982219243005, 0.21212785089041902, 0.22670645816743545, 0.18945801169484364, 0.14044149093154878, 0.2019508493917357, 0.18011820142056795, 0.19559417533969256, 0.18634670878447668, 0.1951316968860909, 0.21096744001762197, 0.17504017395989513, 0.2134351220096457, 0.2192560446795439, 0.18027426810875602, 0.19010550174306018, 0.23358786815990612, 0.21147418365237156, 0.1927787733212912, 0.2024073087223922, 0.18109928634205794, 0.22418089463234048, 0.16300362667309487, 0.200864670191971, 0.21634001571961137, 0.1635035103227938, 0.23400305230378182, 0.20257217263721924, 0.19406284016680084, 0.19195795268004978, 0.21771444131895737, 0.17820990502373749, 0.1980300191733706, 0.20465040324073439, 0.19902145102346697, 0.15429276982088536, 0.19614579163979312, 0.23303021529123644, 0.21503818891112306, 0.19517662739275837, 0.24220041276608933, 0.20874930384464382, 0.24769774884680532, 0.2195158395350168, 0.2340854635375515, 0.2577088947182582, 0.2112873411411496, 0.18708745796249063, 0.23283663119649328, 0.23618010986486349, 0.20749373884041114, 0.234895950150713, 0.20862748377227117, 0.2345442054171037, 0.21694135123956654, 0.2383379558541803, 0.21460200330624765, 0.255004481242628, 0.2402935958809751, 0.22795662560298027, 0.240552072541484, 0.23220460727837797, 0.22866157868617046, 0.2363547511416922, 0.20722702131918028, 0.22255898716279052, 0.2555728641360748, 0.220459151702585, 0.2560179954191273, 0.28347441022382963, 0.24734441428416523, 0.2990681028317059, 0.23043249721334666, 0.2552901680913238, 0.27307478356658066, 0.2812878152744129, 0.2804420580874068, 0.2811541297656445, 0.2504036678473961, 0.28304986366257595, 0.2940645099497223, 0.24768763765732332, 0.25148445841436073, 0.27815657687302836]"
1,1.4256923364366216,"[0.16208036436126116, 0.15525323140483405, 0.20922326973268918, 0.1777709264256463, 0.16503169686096442, 0.1876077814759991, 0.18216246216052284, 0.1620935753234332, 0.18475641154332423, 0.21479263841028085, 0.1851459082987277, 0.12520055045682782, 0.18462523648898443, 0.19841124442753102, 0.17033491604137024, 0.2132908017413778, 0.18908281198256083, 0.1759109236069264, 0.19311645506040948, 0.1616504399272783, 0.17645823395563873, 0.17871079838805387, 0.20886211901717117, 0.1574888604804953, 0.17320863214475835, 0.1381356042947634, 0.1491627220157014, 0.14867296249868686, 0.1796003740480425, 0.1643530104571544, 0.1978778186926155, 0.16307039864849934, 0.20535457663435186, 0.16879122382582867, 0.18517963833947487, 0.16778620893721596, 0.18207613185807353, 0.1577958842000991, 0.18156377615280797, 0.15874393122894775, 0.13761815789185555, 0.17463575079772473, 0.2213648501783474, 0.1943865770288567, 0.18255447288456347, 0.17483846842872822, 0.18867434679576278, 0.17461712470673657, 0.17271142881821053, 0.19002345883801078, 0.197966997772884, 0.24843211023081666, 0.22158100734282724, 0.18259833589232335, 0.19559469655501852, 0.1869146673632324, 0.19196300901796648, 0.17394422760222, 0.20368268804111916, 0.20559272680111854, 0.21331280331663843, 0.17873057095437422, 0.2331519825092221, 0.22392173953749456, 0.18213670699324758, 0.23350877914337922, 0.19773539740849855, 0.2034744675477175, 0.2086378132223946, 0.18768087204875114, 0.226012876334926, 0.210521246218089, 0.19167563804065607, 0.22386063105274928, 0.20807378927410114, 0.21935404742711925, 0.19602977157366874, 0.23198593360169958, 0.21790761784413634, 0.20337365843915994, 0.17859223508155603, 0.18831588764999352, 0.21243680612297497, 0.22054840360624348, 0.2607914624352631, 0.19954794806400705, 0.2308874057484954, 0.24017369033494437, 0.24251838993389455, 0.2433579193403252, 0.25958462074278243, 0.24638641087367383, 0.2523229113428834, 0.2437039959150127, 0.22556549015550864, 0.2403019127557505, 0.2747818139521767, 0.2539275993164931, 0.2801362280582675, 0.26675938799750504]"
2,4.09264100769091,"[0.060490054559780786, 0.04931929364111462, 0.12406389902111842, 0.0690249467524801, 0.07591893078153139, 0.07715014922810215, 0.11089161237292743, 0.08837322213872705, 0.11893714211406288, 0.08049205976003213, 0.1259778461293165, 0.08522017852682229, 0.09020945124033139, 0.06944399467637782, 0.1258988854977664, 0.09070010746680077, 0.10989124346483288, 0.09129386722872584, 0.08198179388175877, 0.09145824618144792, 0.10381383276525963, 0.09359528528928357, 0.0821196160844068, 0.11398765037647132, 0.07554733588105725, 0.0902731513251193, 0.10986208390920799, 0.05323191113689482, 0.10295088579632647, 0.061823121038313354, 0.12000294288448983, 0.05442055010062059, 0.11956941418403666, 0.14785159975718515, 0.10357507754771389, 0.08877269272489159, 0.13591046803125093, 0.11414740181287274, 0.08766720630605426, 0.05832150210118556, 0.08309716416736285, 0.0998563548504972, 0.0813689684585533, 0.10914997567925189, 0.10460758214982611, 0.11736385511515328, 0.12159427853776426, 0.09356808181837883, 0.12664391993433327, 0.07103137451185453, 0.0835040516858867, 0.11899114767833131, 0.08569628278913519, 0.08981744857911825, 0.11746782274808615, 0.07798648038180718, 0.09584844827758775, 0.1279622863811949, 0.08647335575686316, 0.10430703250016496, 0.08807922554875512, 0.1129843583081088, 0.10504577980225831, 0.11108328144731114, 0.12041658737487329, 0.12236129036485509, 0.12765025725440285, 0.14650123492302788, 0.15095135900372636, 0.10106094057823677, 0.1668428912145109, 0.11920929346371642, 0.1506499175046053, 0.10726870343263316, 0.13333966352616045, 0.13200179177606136, 0.12916955308724057, 0.11130649258268352, 0.1458995056774964, 0.16608897348984353, 0.16372561810797318, 0.11459038146660962, 0.1223621800701672, 0.15143230810634178, 0.13685986332122393, 0.15607956588830485, 0.14593731126775028, 0.154953085694423, 0.13485176832210835, 0.18512544116474655, 0.16022350202934407, 0.1817646860034965, 0.1916538098043987, 0.14923929444184847, 0.19690109851133566, 0.15876634021116023, 0.17241137454458594, 0.188886019658102, 0.1846831638981741, 0.17350317112096242]"
3,1.1841404169317082,"[0.19588569735951034, 0.16830786342805734, 0.17126604976853924, 0.1837567181939398, 0.2280032131442493, 0.1799135851142332, 0.23493222370598318, 0.1678532612430523, 0.2112866520001273, 0.17942685931919475, 0.19865077510002446, 0.2017231437060852, 0.20092367349449153, 0.18013271593143013, 0.23671587804119912, 0.1719856692705996, 0.1967952935099526, 0.1823021494212463, 0.20531220005722747, 0.21232105945197463, 0.1810897048921145, 0.1839582241171453, 0.14822519873916168, 0.2130832091939369, 0.17133627591025122, 0.19414125687650138, 0.20380187984100429, 0.19182158241029099, 0.19632295729810795, 0.18691785038625874, 0.1798766363306129, 0.2491395708930155, 0.18072878486384325, 0.20431132908550645, 0.2011823789561436, 0.23401647718604485, 0.21027094374180494, 0.1951461005447047, 0.20165672359005313, 0.1923886310341652, 0.18524442150605774, 0.19399528408467515, 0.18114003243637194, 0.23357161555548941, 0.167361703257162, 0.2246338407442561, 0.2001180358908361, 0.19362204271840872, 0.20775303881668356, 0.17140493784881122, 0.21638909250219104, 0.23785058166950013, 0.1810706121803879, 0.20037754803831218, 0.2580915266891718, 0.22911766608259343, 0.18905369634004762, 0.20582087222834247, 0.23061465100782527, 0.22824473583829571, 0.18469020987484208, 0.20124528765764252, 0.2357572082255428, 0.23983015451153877, 0.24079658997313724, 0.22112871796401448, 0.1981983754323489, 0.2494823432442221, 0.22946138863734405, 0.24565134028750868, 0.22581031302251484, 0.21252104583042636, 0.22302845440934466, 0.25917594327702326, 0.2266430750435723, 0.27806423770900407, 0.2071597715142922, 0.24301987554285143, 0.22461703383197934, 0.22082646922434923, 0.27365691064539466, 0.26277166320620776, 0.25848168031041635, 0.21445152906841722, 0.23489376107795107, 0.24712552884456157, 0.24699025763401913, 0.2498253231742442, 0.25598120092906695, 0.25361984567505325, 0.2886253436893993, 0.25376869189580975, 0.29955740439856415, 0.2563086547016256, 0.29638673182719755, 0.25316362477506976, 0.27065324503513455, 0.25750027750107624, 0.29680365826704325, 0.31136304470794207]"
4,-3.1758832431958526,"[0.16765575712641997, 0.2044669277293526, 0.1835067166599388, 0.21161589077455178, 0.20753897838615723, 0.210719507485978, 0.1751432897868088, 0.2177064914177042, 0.19122290665148625, 0.22029397809697235, 0.20329703881808964, 0.1875878614882088, 0.182099231324864, 0.17964230775972637, 0.2123841259138865, 0.22110667834888115, 0.21273060093667195, 0.23314300386989867, 0.22623105206652808, 0.20430337953295816, 0.19440626400552286, 0.18013325722301135, 0.21692346902874887, 0.19137726953887255, 0.21602926496262018, 0.2103331317066657, 0.19018473107006872, 0.2127512285861704, 0.25486898550706133, 0.17776256416502795, 0.21320651490144557, 0.20994571926071512, 0.20054587013361977, 0.22468186275360066, 0.22711126724364877, 0.1852975282584756, 0.23254479265039157, 0.1833214373653009, 0.17994347403605945, 0.20371510514688584, 0.209098897851825, 0.2098985235131894, 0.16589358351012004, 0.17184326116596815, 0.17173678943749143, 0.20029552067065162, 0.1924942927548023, 0.22278833382528299, 0.21468674712774782, 0.19593300236734967, 0.14135419128448906, 0.2656278799219068, 0.22152250658965902, 0.2138575521127068, 0.24869798416993288, 0.18976080776189733, 0.20956990020633523, 0.21225637562049296, 0.1678955088597037, 0.19271028430091158, 0.2403084109977719, 0.21708255556680114, 0.22527189680502735, 0.23211588772431777, 0.23578909855347416, 0.2442555346383917, 0.23203092791021748, 0.22806903476921608, 0.20767922263119842, 0.24232404424412166, 0.21078317730029797, 0.23484184545106998, 0.23178215968621768, 0.22420931275006278, 0.2348405480384359, 0.24065526463770123, 0.22054848298148827, 0.2501208129755244, 0.2219359536415783, 0.2583011001383588, 0.24653136834953748, 0.2382583853523711, 0.25164419960413525, 0.23272251617307146, 0.28205309844101706, 0.2522918493155668, 0.2589963651221055, 0.26904316996734445, 0.28098705799564, 0.26471238897577937, 0.29046039853557754, 0.2685966109236309, 0.24650733875337041, 0.27320870037454714, 0.261750108492215, 0.2721933269046869, 0.29608758351188724, 0.3020075954066257, 0.3270896791487083, 0.2898255493376916]"
5,-2.5531622543915606,"[0.2858167026012776, 0.3307309744958497, 0.2816770140007026, 0.3031689136726407, 0.29800792089639927, 0.3245705585032579, 0.3315901039616012, 0.3419670075846889, 0.33782649736236064, 0.3008012804466104, 0.30482596959164604, 0.3162465319730004, 0.3209635411975331, 0.3249152411080892, 0.35440025550130516, 0.3609991150659816, 0.2922259240228941, 0.2909154511046958, 0.32450667505615405, 0.31762008407945275, 0.31024860347039374, 0.36433464516224434, 0.3507313868964011, 0.3044728593615913, 0.33395439137059907, 0.3610355610944968, 0.3410736472957944, 0.3127309318199266, 0.3329991306363549, 0.32525040324079224, 0.34273299718505007, 0.34573600642847585, 0.28976426022649404, 0.3253572769638355, 0.3274648042709888, 0.34786501655474983, 0.3315232844430021, 0.32374887007803804, 0.33206683097226114, 0.3163000617456122, 0.3222866205362674, 0.32996276990033324, 0.3484228093900289, 0.3430706416920017, 0.35992272927658653, 0.3288817399222278, 0.35456408462677796, 0.3414441038207549, 0.34992717855537836, 0.3243017495556166, 0.34164584066608544, 0.32981369815880485, 0.3366245872537218, 0.3433546772357729, 0.3505403565350143, 0.340841465378425, 0.3273796956023128, 0.34810651298985795, 0.33476493575566546, 0.3535121834169128, 0.3593663160304205, 0.36437370910877637, 0.33601695482136157, 0.32826565989117684, 0.3450711587343512, 0.3356572726505202, 0.3580932392958197, 0.3608794661570458, 0.3530135651161095, 0.37357024903331437, 0.3663935845433132, 0.41221178533210007, 0.3951696114482506, 0.3483585560715781, 0.3853178361168519, 0.39144206091220535, 0.3908085237573775, 0.36666828806581775, 0.384961997681627, 0.3326595701060233, 0.38294885527235406, 0.40314600470355094, 0.3925834302352018, 0.36899665073092147, 0.36820967324725173, 0.3886443261780835, 0.39535734739030537, 0.39530015750039266, 0.3998351048964847, 0.36649231219729084, 0.40031565780056383, 0.410507226484541, 0.3813983090433573, 0.3983254280712833, 0.4159917507826101, 0.45575260243962995, 0.43151826821073247, 0.392766379453053, 0.4558051425603549, 0.4128205124790885]"
6,5.818705825848084,"[0.050635360949914054, 0.05444346644368592, 0.0644354789663415, 0.07243918069952285, 0.09615561086181909, 0.0963125270751141, 0.07995892536960256, 0.07280628564833468, 0.07647350901025057, 0.07984828109745294, 0.07231104481923165, 0.045085654809697805, 0.09623962070846559, 0.093311566235177, 0.11151872916343417, 0.06167416227226702, 0.09418730321479456, 0.10892465112237235, 0.06779899010790193, 0.052627950705711385, 0.0777436526044527, 0.05492957680764948, 0.08183316264736633, 0.08263437366144769, 0.05625587524265238, 0.09731288389445494, 0.06679944101157885, 0.09822804673617284, 0.09060936960615873, 0.06882371684559759, 0.09680559795812552, 0.03550101555319252, 0.06771230143198402, 0.08731571243913668, 0.07925128211789473, 0.0770755061156772, 0.06818643203666533, 0.06909114325596281, 0.07480410972093574, 0.055544185219772, 0.08738183604321098, 0.03688901280186114, 0.06874226970747604, 0.08413737823989877, 0.08148186298024822, 0.07845656139097583, 0.04458526892612864, 0.10928992168983674, 0.08938562900506285, 0.08414856147836797, 0.09089821189129266, 0.05857608330637089, 0.08243473919196376, 0.07222051706132906, 0.04109412132781937, 0.05958274999086488, 0.0614709462681888, 0.08371509249938433, 0.10940131165811448, 0.07114451749795794, 0.06373538281793002, 0.06920923153916761, 0.07845485419415746, 0.10665569273505278, 0.06768319076187733, 0.10787863796108334, 0.07092216979267968, 0.11753339888980815, 0.1103692352390118, 0.09196261699577524, 0.074909675946111, 0.08024975183523696, 0.08306392394661177, 0.13251960056966955, 0.12190274397836184, 0.08555097317249435, 0.12811279992568575, 0.10034437331021492, 0.10313314578946864, 0.1427729940398432, 0.09832060142215798, 0.13593596112680498, 0.11854683375507492, 0.12221286216144749, 0.14127721673131796, 0.11704446231945652, 0.12336963334299819, 0.141536018157298, 0.15015921775818805, 0.13495176609105708, 0.15120750591101997, 0.14963441781099548, 0.11589554443391267, 0.16864965049276825, 0.1545747213768795, 0.16266761804809451, 0.14508799622190316, 0.1285217980978725, 0.1542703915733741, 0.17185334350079387]"
7,0.4425356574106263,"[0.29609077805441514, 0.32281797295003745, 0.24663994759283836, 0.3176114900708449, 0.2670659703571749, 0.2918946476281896, 0.26757366865094145, 0.30447048198321347, 0.29451845652375436, 0.27086707667719395, 0.27972264441469713, 0.2993489053997591, 0.2683138141548878, 0.27525359901229407, 0.2866442460764534, 0.26873782081587666, 0.3020336258671305, 0.2935093408752412, 0.2937038708080463, 0.3178223628753109, 0.26642313174114957, 0.2776537578550868, 0.27431842277628754, 0.29459924296834217, 0.2958474105327445, 0.30348676618737247, 0.3031435759935264, 0.27621107161830133, 0.27581555107595906, 0.28783128614044257, 0.3175923672552007, 0.2757211259094356, 0.296574712897526, 0.27145184549108836, 0.3159950116185553, 0.2668941859245368, 0.2931915848166447, 0.26502244744177805, 0.26689426178224573, 0.28390840633541536, 0.3046327980845084, 0.2794939539013448, 0.281048208068627, 0.2745908147614675, 0.26794879840554514, 0.270214625860278, 0.25744325257157974, 0.27716806293097535, 0.31008159591964757, 0.2904014859701233, 0.3256246555789065, 0.30835562015115575, 0.30501636765078016, 0.3560107108134384, 0.3375982264485967, 0.3199995043994269, 0.3176770537411454, 0.3111612251182746, 0.28433023297632853, 0.30441346571401046, 0.27453055814366, 0.32926921781337226, 0.31743338709413177, 0.30337341497554415, 0.3058527875464229, 0.30339871247825784, 0.30665295851136953, 0.3218340446045737, 0.269478534558246, 0.33298353680051546, 0.3047952238329755, 0.34815329772127385, 0.3278579331200479, 0.32222745075877707, 0.3077731237150521, 0.32295975989046866, 0.3011047239977514, 0.34104257365780977, 0.36031733866991505, 0.30745096325226023, 0.3261181604734849, 0.29812310132727804, 0.31207143957659295, 0.30948978460675475, 0.3499310657051977, 0.3430670584067555, 0.3473716286537797, 0.38002733113032017, 0.32286900573299393, 0.35257231108437254, 0.33620629188809564, 0.321270309717695, 0.3679086801067187, 0.3503449044902453, 0.35994504116866793, 0.4052712599909153, 0.40230311542175645, 0.3584533145248422, 0.3873083827807729, 0.39050343866358456]"
8,0.4318138706614596,"[0.3095916420389446, 0.26845506486034537, 0.288274609346082, 0.28222800698402095, 0.276625080593809, 0.290104768328386, 0.2803310912434311, 0.28734855139149046, 0.3419043570602329, 0.2842858715716827, 0.2921007651228224, 0.2715624748783975, 0.25632751540283255, 0.31986475601485154, 0.28576553443326125, 0.2682563065107065, 0.29385070950972036, 0.2839284028245085, 0.3111658959327409, 0.2727732634217389, 0.323600501133803, 0.31004288555302617, 0.29726984039821, 0.296601135532471, 0.284960942345137, 0.29102258953659016, 0.3100181348172887, 0.30229875949781787, 0.3033422151422778, 0.3003032459268468, 0.2826480752178739, 0.31255605736384473, 0.2936594575035163, 0.2783601285184365, 0.2636748344492633, 0.3220654732602853, 0.3300882865684934, 0.30862747772290156, 0.2913653775984323, 0.2975420225590776, 0.32815727803446215, 0.3162294227735188, 0.2799283155900959, 0.30052920251884474, 0.3168854822257269, 0.2917591999832236, 0.3082066436478774, 0.3020897493168553, 0.2994957604140479, 0.34971434327346423, 0.26507877363133686, 0.3090484540537474, 0.30419474161301263, 0.32460002617378947, 0.2970800802970945, 0.3285197479145953, 0.27624561881052084, 0.29951618436614075, 0.3347890348388476, 0.31588701089803184, 0.3077038525196677, 0.3349289437239387, 0.31264397368816693, 0.3270664012273782, 0.320119618216878, 0.28339454733615993, 0.3010555652409129, 0.2935877187063247, 0.3204396878702723, 0.323586264240025, 0.33855330814978707, 0.3073855054004845, 0.3256934537276826, 0.2911567941346393, 0.31659639650293764, 0.32429824326314816, 0.3072669484317776, 0.32162714910658163, 0.34843680869492266, 0.3355966660837379, 0.3119790540172044, 0.3629306041627481, 0.32185621733489717, 0.3320285501730599, 0.36809667052832223, 0.3931431042008655, 0.35493135072181636, 0.32118745502092344, 0.3863621611609702, 0.38185056925976246, 0.33979119069642977, 0.33885398091966096, 0.3592084753236741, 0.3557866718247693, 0.35892765798132836, 0.3962706318897754, 0.35887180547966124, 0.3491953619962186, 0.3769893905871064, 0.41499645814852454]"
9,0.5081100706998912,"[0.2892283116805981, 0.2805818897098679, 0.26513427043765314, 0.24370241097604506, 0.27264946211682173, 0.28666449289771945, 0.22376435760151508, 0.29113868072712296, 0.2583241915442552, 0.30369410174147904, 0.2716642628444369, 0.3015872288596343, 0.3097487908401805, 0.2685617857939814, 0.2692401020707635, 0.2653956485470947, 0.26936086025128997, 0.25580458330969236, 0.28185991592916326, 0.31816321733568925, 0.33013865612691257, 0.29900282668617423, 0.3127906510093569, 0.29440394276078186, 0.2837810967778578, 0.2999999595687558, 0.30669566119054054, 0.27268352671604823, 0.2973644301896585, 0.28504824730218903, 0.27448355526527, 0.27397285035056773, 0.2970507488515016, 0.2590467531065081, 0.27979131463163576, 0.2958591878116029, 0.3026147304295437, 0.2923227539281521, 0.2694948890773999, 0.33017825804328665, 0.3046568169110624, 0.2990363786589319, 0.29100909137562175, 0.33594736787994506, 0.28530375002726427, 0.2847899947766666, 0.2618664325549958, 0.26801344049874026, 0.25938929586645826, 0.2858342667465999, 0.2866856956601129, 0.2747050492299443, 0.30103283528169195, 0.29555001957933064, 0.29381737526235496, 0.3004808267103182, 0.30743796009752966, 0.31390761555707913, 0.31552489355638347, 0.23967391828565304, 0.2990016912216756, 0.29132430536857556, 0.2578971609545726, 0.2856100880416705, 0.25551167865572266, 0.2815048202199687, 0.3029622260868715, 0.30393680975501697, 0.29886202299423553, 0.31128493975289656, 0.31782452476693934, 0.28802153279174736, 0.33097563281518133, 0.3138909829297639, 0.31624568804942677, 0.35284620582497683, 0.31701312672030113, 0.3343836563739527, 0.3370955629678044, 0.3539015588275102, 0.3311984345331173, 0.3207255968230621, 0.3131240083310211, 0.3119634809766677, 0.3533495611784033, 0.34132054966295067, 0.37003391754568715, 0.3195042768767463, 0.3379295695568996, 0.34778782208488396, 0.309037877160576, 0.3605947090445242, 0.3614880533335249, 0.3425329675332606, 0.393077539065444, 0.4011086391726713, 0.3648454745041133, 0.36376663793082314, 0.357935158913196, 0.4152007910227135]"
