experiment_id,void_fraction,superficial_gas_velocity,superficial_liquid_velocity,flow_pattern,interface_height,wave_amplitude,temperature,pressure,liquid_density,gas_density,liquid_viscosity,gas_viscosity,snr_db,average_attenuation,turbulent_kinetic_energy_gas,turbulent_kinetic_energy_liquid,shear_stress_interface
0,0.18420220392751502,3.1383020200464835,0.19340316306896344,turbulent_interface,0.018420220392751502,0.0032768334522956114,22.91182866320524,121511.05206280123,999.417634267359,1.430050805862063,0.0009445608880230793,1.834455412583444e-05,1.2468175494454343,0.2137327137118876,1.451342232169137,0.0002810166770931653,8.312909258821431
1,0.12011344747586189,2.836582536713159,0.324904550594995,turbulent_interface,0.01201134474758619,0.0031420043811723735,15.231585619745733,281412.81886083004,1000.9536828760508,3.400121640191248,0.0011006360838440277,1.8010125376210758e-05,1.4256923364366216,0.20244389480259392,2.7885445657144485,0.000681754843151635,11.510364371918167
2,0.3835451687603456,0.759029189804023,0.1344461835510693,wavy_interface,0.03835451687603456,0.001333745863745433,30.45340532918967,428035.5728864926,997.909318934162,4.912372917322403,0.0008190019740505838,1.8670421184924698e-05,4.09264100769091,0.11066434233970501,0.019581859340470183,0.00023782879778946387,0.9446472128018849
3,0.6601499207703685,0.7880984038748882,1.68861412819008,turbulent_interface,0.06601499207703686,0.0007587052088980485,33.76142694532752,354855.20158012223,997.2477146109345,4.028619221201529,0.0007710349280016946,1.8812590806950558e-05,1.1841404169317082,0.21937627670332044,0.007125998871138094,0.12344005043094462,0.009053767559232226
4,0.1829659937100486,2.557243034057608,0.9388944784622484,turbulent_interface,0.01829659937100486,0.0013508183192428675,19.809743910367843,224954.9045080577,1000.0380512179263,2.6755041079149993,0.0010037731814671392,1.8209793943818107e-05,-3.1758832431958526,0.22156346167624125,0.9767271398889323,0.00660272650465228,6.791992546371878
5,0.25060998231618187,4.979168389459688,0.9217337089376646,turbulent_interface,0.025060998231618187,0.0052348606910685765,23.604836934816,193799.92391673743,999.2790326130369,2.275484591651867,0.000931979500801334,1.8374601660346192e-05,-2.5531622543915606,0.35311474075849925,1.9737261734503972,0.007564237178385394,9.661420675279484
6,0.13440567423151184,0.6730541529674635,0.36338231834589346,smooth_interface,0.013440567423151185,0.0010723024823667431,18.72662125765528,231120.6241172102,1000.2546757484689,2.75903680946386,0.0010256225692317827,1.8162640444042387e-05,5.818705825848084,0.08975700333832481,0.1253818903817488,0.0008811884282184239,2.424920499665005
7,0.20964890249493112,4.977429130797197,0.21028045859094552,turbulent_interface,0.020964890249493114,0.006669535772807871,17.452217048934017,238325.9755194637,1000.5095565902132,2.8575284260367595,0.001052156627133729,1.8107092269215124e-05,0.4425356574106263,0.3072481812542956,2.818350407677196,0.0003539384249279737,11.612260847431562
8,0.3668985549762236,4.399261591343232,0.6407911995413781,turbulent_interface,0.03668985549762236,0.004322149655746307,15.983823779348995,101624.72987174428,1000.8032352441303,1.2246686700752176,0.0010838845147689198,1.804299788442312e-05,0.4318138706614596,0.31648785207913077,0.7188488391597136,0.005122199295095936,5.794935669389817
9,0.11685621450055145,4.792320223892404,0.4432459606454245,turbulent_interface,0.011685621450055146,0.003984938586875042,17.405439024842945,167729.20123225753,1000.5189121950314,2.0113968814577214,0.0010531480245529047,1.810505194026674e-05,0.5081100706998912,0.30122996328652857,8.409264978568412,0.0012594958558812654,19.764961371957455
10,0.6145301595858623,4.530653079404447,1.0250409977093253,turbulent_interface,0.06145301595858624,0.004439648145601285,27.7424345385823,176568.0156812952,998.4515130922836,2.044649503325727,0.000861380105190215,1.8553564404091846e-05,0.27059551501686235,0.3660092302416619,0.2717723177113003,0.03535669547317916,0.04670993788112808
11,0.7197820296995042,0.3618936392720289,0.6939670816031753,turbulent_interface,0.07197820296995043,0.00019836287861082257,30.075671149105432,437388.7964924487,997.9848657701789,5.02596884181885,0.0008247347252878677,1.8654157727089122e-05,2.1607320619656925,0.15377042216105516,0.0012639500305054688,0.030665904479371547,0.004364823029287278
12,0.6244297841001771,0.22133799684097374,0.3804103766059698,turbulent_interface,0.06244297841001772,0.00023375399382570902,30.390811936291932,416377.1021419402,997.9218376127417,4.779559254016588,0.0008199481880917103,1.8667726627510327e-05,-5.974544445300709,0.11910596824264498,0.0006282243054660763,0.00512970542611102,0.0023551123252240893
13,0.6799419196675927,3.3311718835208093,1.4287657507722302,turbulent_interface,0.06799419196675927,0.0060758258918315764,22.360598604177717,244165.7265791055,999.5278802791645,2.8789209746548408,0.0009547323695180119,1.8320638759020728e-05,0.3497379737999191,0.3316255107897736,0.12001083423226452,0.0996401733473724,0.0392180956833883
14,0.1011945679461512,2.4199156858515365,1.877153773434921,turbulent_interface,0.01011945679461512,0.0031211845643406067,32.27771340922906,287267.7507304653,997.5444573181542,3.277151631729429,0.0007920633933758411,1.8748882050861008e-05,0.8038975381161406,0.2522861438019547,2.859275958571818,0.021809129383394833,11.561484044981366
15,0.1660512244787934,4.6657732214420395,1.409914875076388,turbulent_interface,0.01660512244787934,0.008303362893005742,34.73958754293527,489092.42312092194,997.052082491413,5.534954260691948,0.000757585326016476,1.8854541232471966e-05,0.19124888027767034,0.34552672621333363,3.947599559188814,0.014291474497562498,13.64756107220868
16,0.5234034196259082,1.6736175030846636,0.6348946558464049,turbulent_interface,0.052340341962590825,0.002966476202640247,25.35180781368826,208019.5026942744,998.9296384372624,2.428148207561837,0.0009012513588107805,1.8450253786861868e-05,-22.91768122535965,0.1956882582203772,0.05112217364642277,0.008873020878564841,0.0066543340379113395
