temperature,rubber_content,specimen_type,initial_ch_content_wt_percent,remaining_ch_content_wt_percent,decomposition_fraction,decomposition_rate_per_degree,peak_position_2theta,peak_intensity_counts,peak_fwhm_degrees,peak_area_counts_deg,integrated_intensity,d_spacing_angstrom,miller_indices,peak_asymmetry,background_counts,signal_to_noise,specimen_id,measurement_conditions
20,0,control,18.0,18.0,0.0,0.0,18.1,920.6758017778639,0.15,69.05068513333978,69.05068513333978,4.897126457978942,(001),1.0,38.27056594072744,18.413626734553674,CH_0_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,0,control,18.0,18.0,0.0,0.0,28.7,1168.4265705303037,0.15,87.63199278977278,87.63199278977278,3.107996595712325,(100),1.0,44.33232337241135,24.306874413407233,CH_0_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,0,control,18.0,18.0,0.0,0.0,34.1,1128.8786688424582,0.15,84.66590016318436,84.66590016318436,2.6271620203650263,(101),1.0,75.90706756568298,19.897242100178754,CH_0_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,0,control,18.0,18.0,0.0,0.0,47.1,909.9556137645361,0.15,68.2466710323402,68.2466710323402,1.9279227550729845,(102),1.0,48.66465654790902,18.17111985935979,CH_0_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,0,control,18.0,18.0,0.0,0.0,50.8,1110.2420645987966,0.15,83.26815484490974,83.26815484490974,1.795842634499267,(110),1.0,46.13058509668029,24.72588310357492,CH_0_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,5,control,18.5,18.5,0.0,0.0,18.1,1075.5736156560322,0.15,80.66802117420241,80.66802117420241,4.897126457978942,(001),1.0,70.38521189821319,27.966377306643736,CH_5_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,5,control,18.5,18.5,0.0,0.0,28.7,1070.5105071418775,0.15,80.2882880356408,80.2882880356408,3.107996595712325,(100),1.0,68.5177144974397,24.884101064040323,CH_5_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,5,control,18.5,18.5,0.0,0.0,34.1,869.7591224249344,0.15,65.23193418187007,65.23193418187007,2.6271620203650263,(101),1.0,47.05046341968655,18.031924648343605,CH_5_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,5,control,18.5,18.5,0.0,0.0,47.1,1147.507547676028,0.15,86.0630660757021,86.0630660757021,1.9279227550729845,(102),1.0,31.47700996918679,24.410816900151925,CH_5_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,5,control,18.5,18.5,0.0,0.0,50.8,1063.4836650129896,0.15,79.76127487597422,79.76127487597422,1.795842634499267,(110),1.0,59.869724077024614,22.139724174174756,CH_5_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,10,control,19.0,19.0,0.0,0.0,18.1,924.2702957513766,0.15,69.32027218135325,69.32027218135325,4.897126457978942,(001),1.0,26.875155218981842,21.15964652900281,CH_10_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,10,control,19.0,19.0,0.0,0.0,28.7,908.4422584982192,0.15,68.13316938736644,68.13316938736644,3.107996595712325,(100),1.0,61.67921431917197,16.0835620816251,CH_10_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,10,control,19.0,19.0,0.0,0.0,34.1,1034.1628351686747,0.15,77.5622126376506,77.5622126376506,2.6271620203650263,(101),1.0,54.33280371651581,20.448963753396324,CH_10_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,10,control,19.0,19.0,0.0,0.0,47.1,989.8824508821884,0.15,74.24118381616412,74.24118381616412,1.9279227550729845,(102),1.0,50.31653488501552,19.868186188477985,CH_10_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,10,control,19.0,19.0,0.0,0.0,50.8,936.8877205826047,0.15,70.26657904369536,70.26657904369536,1.795842634499267,(110),1.0,49.65030472059919,17.050062176690428,CH_10_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,15,control,19.5,19.5,0.0,0.0,18.1,1093.4010108029734,0.15,82.005075810223,82.005075810223,4.897126457978942,(001),1.0,42.809750946642616,25.395206851739054,CH_15_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,15,control,19.5,19.5,0.0,0.0,28.7,1031.2681896837676,0.15,77.34511422628256,77.34511422628256,3.107996595712325,(100),1.0,53.92253667659826,31.133273797037347,CH_15_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,15,control,19.5,19.5,0.0,0.0,34.1,995.1542805702609,0.15,74.63657104276956,74.63657104276956,2.6271620203650263,(101),1.0,47.87634447117592,19.731371577371466,CH_15_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,15,control,19.5,19.5,0.0,0.0,47.1,970.7920303095142,0.15,72.80940227321356,72.80940227321356,1.9279227550729845,(102),1.0,46.852471395151774,22.937346525149433,CH_15_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,15,control,19.5,19.5,0.0,0.0,50.8,1074.1652192699955,0.15,80.56239144524966,80.56239144524966,1.795842634499267,(110),1.0,67.42813570593877,17.318753836170053,CH_15_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,20,control,20.0,20.0,0.0,0.0,18.1,1007.5333271685342,0.15,75.56499953764006,75.56499953764006,4.897126457978942,(001),1.0,59.318826410511065,25.26263271884639,CH_20_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,20,control,20.0,20.0,0.0,0.0,28.7,1057.8179151570982,0.15,79.33634363678236,79.33634363678236,3.107996595712325,(100),1.0,52.2228931505855,18.18017202555399,CH_20_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,20,control,20.0,20.0,0.0,0.0,34.1,1095.8227292057302,0.15,82.18670469042976,82.18670469042976,2.6271620203650263,(101),1.0,66.26083672881187,23.84285883749469,CH_20_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,20,control,20.0,20.0,0.0,0.0,47.1,1067.91329818103,0.15,80.09349736357726,80.09349736357726,1.9279227550729845,(102),1.0,54.6963942932571,24.809300581840564,CH_20_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,20,control,20.0,20.0,0.0,0.0,50.8,1207.6360035593423,0.15,90.57270026695066,90.57270026695066,1.795842634499267,(110),1.0,46.2803681108802,24.164315666754153,CH_20_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,25,control,20.5,20.5,0.0,0.0,18.1,1019.2947425322695,0.15,76.4471056899202,76.4471056899202,4.897126457978942,(001),1.0,41.74336777334236,23.889780136820967,CH_25_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,25,control,20.5,20.5,0.0,0.0,28.7,1113.455351818578,0.15,83.50915138639336,83.50915138639336,3.107996595712325,(100),1.0,46.75889831869044,31.282650846409293,CH_25_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,25,control,20.5,20.5,0.0,0.0,34.1,955.5062527938536,0.15,71.66296895953901,71.66296895953901,2.6271620203650263,(101),1.0,46.549547072206515,21.005992136231495,CH_25_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,25,control,20.5,20.5,0.0,0.0,47.1,1052.3530784995962,0.15,78.92648088746971,78.92648088746971,1.9279227550729845,(102),1.0,39.708931924138625,20.96118771551487,CH_25_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
20,25,control,20.5,20.5,0.0,0.0,50.8,1126.1277719208874,0.15,84.45958289406656,84.45958289406656,1.795842634499267,(110),1.0,34.77043190762249,23.105005852844194,CH_25_20_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,0,control,18.0,18.0,0.0,0.0,18.1,1082.8220451018258,0.19,102.86809428467345,102.86809428467345,4.897126457978942,(001),1.008,60.705935203407996,30.670711705668595,CH_0_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,0,control,18.0,18.0,0.0,0.0,28.7,935.1016140989578,0.19,88.834653339401,88.834653339401,3.107996595712325,(100),1.008,53.82106153211451,17.0560356919544,CH_0_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,0,control,18.0,18.0,0.0,0.0,34.1,959.3390090287166,0.19,91.13720585772808,91.13720585772808,2.6271620203650263,(101),1.008,35.5749220345812,17.54366841780292,CH_0_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,0,control,18.0,18.0,0.0,0.0,47.1,1326.7995833726648,0.19,126.04596042040315,126.04596042040315,1.9279227550729845,(102),1.008,35.89233806688419,29.708535442203654,CH_0_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,0,control,18.0,18.0,0.0,0.0,50.8,922.7636615845162,0.19,87.66254785052904,87.66254785052904,1.795842634499267,(110),1.008,55.88934712351407,17.526052914807735,CH_0_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,0,heated,18.0,18.0,0.0,0.0,18.1,891.2660590308279,0.19,84.67027560792866,84.67027560792866,4.897126457978942,(001),1.008,48.11819486800138,15.645697745619884,CH_0_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,0,heated,18.0,18.0,0.0,0.0,28.7,1042.4851149411302,0.19,99.03608591940737,99.03608591940737,3.107996595712325,(100),1.008,53.14136670338927,21.714493461517655,CH_0_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,0,heated,18.0,18.0,0.0,0.0,34.1,964.2163913021686,0.19,91.60055717370602,91.60055717370602,2.6271620203650263,(101),1.008,53.46837859143957,16.39004776412741,CH_0_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,0,heated,18.0,18.0,0.0,0.0,47.1,1026.2796093792933,0.19,97.49656289103287,97.49656289103287,1.9279227550729845,(102),1.008,45.391980039366345,18.21049090635709,CH_0_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,0,heated,18.0,18.0,0.0,0.0,50.8,1042.1053701087826,0.19,99.00001016033436,99.00001016033436,1.795842634499267,(110),1.008,51.027464677115105,19.548526473102,CH_0_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,5,control,18.5,18.5,0.0,0.0,18.1,1143.9523850854835,0.19,108.67547658312093,108.67547658312093,4.897126457978942,(001),1.008,38.14342457651624,21.120474485846213,CH_5_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,5,control,18.5,18.5,0.0,0.0,28.7,875.8911782352997,0.19,83.20966193235347,83.20966193235347,3.107996595712325,(100),1.008,56.745301393141794,20.226461560766868,CH_5_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,5,control,18.5,18.5,0.0,0.0,34.1,960.4779343290169,0.19,91.24540376125661,91.24540376125661,2.6271620203650263,(101),1.008,44.95102181499899,17.226235070759476,CH_5_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,5,control,18.5,18.5,0.0,0.0,47.1,1030.196710800891,0.19,97.86868752608464,97.86868752608464,1.9279227550729845,(102),1.008,45.243769461540296,38.628049326903806,CH_5_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,5,control,18.5,18.5,0.0,0.0,50.8,1018.3501917098358,0.19,96.7432682124344,96.7432682124344,1.795842634499267,(110),1.008,44.241433883839875,19.802645398076084,CH_5_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,5,heated,18.5,18.5,0.0,0.0,18.1,1240.0360698184809,0.19,117.80342663275569,117.80342663275569,4.897126457978942,(001),1.008,35.4436406017323,20.825599662410298,CH_5_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,5,heated,18.5,18.5,0.0,0.0,28.7,1110.56596720128,0.19,105.5037668841216,105.5037668841216,3.107996595712325,(100),1.008,43.850314820905304,37.785245147769174,CH_5_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,5,heated,18.5,18.5,0.0,0.0,34.1,892.2036981512788,0.19,84.75935132437148,84.75935132437148,2.6271620203650263,(101),1.008,44.456899261357954,27.783542908211395,CH_5_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,5,heated,18.5,18.5,0.0,0.0,47.1,1030.6358076335914,0.19,97.91040172519118,97.91040172519118,1.9279227550729845,(102),1.008,51.28929357848438,23.78255603176947,CH_5_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,5,heated,18.5,18.5,0.0,0.0,50.8,1140.3647057197877,0.19,108.33464704337983,108.33464704337983,1.795842634499267,(110),1.008,43.61286294093826,28.109592638783035,CH_5_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,10,control,19.0,19.0,0.0,0.0,18.1,1126.9383696027035,0.19,107.05914511225683,107.05914511225683,4.897126457978942,(001),1.008,47.81287260917683,28.237562653479824,CH_10_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,10,control,19.0,19.0,0.0,0.0,28.7,1001.9890305998023,0.19,95.18895790698122,95.18895790698122,3.107996595712325,(100),1.008,55.22943303159621,30.847224209857078,CH_10_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,10,control,19.0,19.0,0.0,0.0,34.1,865.1873762443787,0.19,82.19280074321598,82.19280074321598,2.6271620203650263,(101),1.008,61.12838302028677,21.59806209966894,CH_10_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,10,control,19.0,19.0,0.0,0.0,47.1,1011.3859475364324,0.19,96.08166501596108,96.08166501596108,1.9279227550729845,(102),1.008,40.13712506340764,20.89553177456386,CH_10_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,10,control,19.0,19.0,0.0,0.0,50.8,926.7251549578436,0.19,88.03888972099514,88.03888972099514,1.795842634499267,(110),1.008,62.49444741280615,25.940182548652096,CH_10_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,10,heated,19.0,19.0,0.0,0.0,18.1,884.3100471273555,0.19,84.00945447709877,84.00945447709877,4.897126457978942,(001),1.008,59.24162794076244,15.894633621289357,CH_10_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,10,heated,19.0,19.0,0.0,0.0,28.7,1085.6401821656627,0.19,103.13581730573796,103.13581730573796,3.107996595712325,(100),1.008,57.77366067119453,18.754935435257597,CH_10_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,10,heated,19.0,19.0,0.0,0.0,34.1,1117.143402168384,0.19,106.12862320599648,106.12862320599648,2.6271620203650263,(101),1.008,52.373230631094394,24.91857543458526,CH_10_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,10,heated,19.0,19.0,0.0,0.0,47.1,1021.4451365272155,0.19,97.03728797008547,97.03728797008547,1.9279227550729845,(102),1.008,42.978042682753895,21.114741407782006,CH_10_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,10,heated,19.0,19.0,0.0,0.0,50.8,919.5570577509086,0.19,87.35792048633631,87.35792048633631,1.795842634499267,(110),1.008,71.02007619246572,15.365295389420655,CH_10_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,15,control,19.5,19.5,0.0,0.0,18.1,994.5624380652644,0.19,94.48343161620012,94.48343161620012,4.897126457978942,(001),1.008,46.1975933904935,17.083314942915653,CH_15_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,15,control,19.5,19.5,0.0,0.0,28.7,990.3376685618051,0.19,94.08207851337148,94.08207851337148,3.107996595712325,(100),1.008,44.31681522230055,23.91148009318474,CH_15_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,15,control,19.5,19.5,0.0,0.0,34.1,927.2075765751508,0.19,88.08471977463932,88.08471977463932,2.6271620203650263,(101),1.008,48.39191109359317,13.346671606222268,CH_15_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,15,control,19.5,19.5,0.0,0.0,47.1,884.9718922721962,0.19,84.07232976585864,84.07232976585864,1.9279227550729845,(102),1.008,77.5831108757288,16.089926265869885,CH_15_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,15,control,19.5,19.5,0.0,0.0,50.8,1124.9193627960228,0.19,106.86733946562217,106.86733946562217,1.795842634499267,(110),1.008,40.145026093362716,26.977412461998156,CH_15_100_control,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,15,heated,19.5,19.5,0.0,0.0,18.1,977.4744770998647,0.19,92.86007532448714,92.86007532448714,4.897126457978942,(001),1.008,46.65012848341918,21.21098754908046,CH_15_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,15,heated,19.5,19.5,0.0,0.0,28.7,981.2654253276966,0.19,93.22021540613117,93.22021540613117,3.107996595712325,(100),1.008,51.987782364164026,25.82119755553893,CH_15_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
100,15,heated,19.5,19.5,0.0,0.0,34.1,1127.7802196090565,0.19,107.13912086286037,107.13912086286037,2.6271620203650263,(101),1.008,57.38144525553485,17.581743770605552,CH_15_100_heated,"{'step_size_deg': 0.02, 'counting_time_s': 2, 'detector': 'Lynxeye', 'monochromator': 'Ge(111)'}"
