temperature,rubber_content,specimen_type,phase_name,chemical_formula,weight_percent,volume_percent,crystallite_size_nm,lattice_strain,preferred_orientation,rwp_percent,gof,amorphous_content_percent,measurement_time_min,specimen_id,refinement_method,software,analysis_date
20,0,control,C3S,3CaO·SiO₂,37.209454327124256,33.48850889441183,80.38771014029983,0.001041119819996256,0.9592209339913285,7.628209341691791,1.1952878945234922,20.0,60,XRD_0_20_control_C3S,Rietveld,TOPAS-Academic,2025-10-18
20,0,control,C2S,2CaO·SiO₂,12.52291817095369,11.27062635385832,164.11959163201556,0.0008035039777796,1.0730069567436404,7.628209341691791,1.1952878945234922,20.0,60,XRD_0_20_control_C2S,Rietveld,TOPAS-Academic,2025-10-18
20,0,control,C3A,3CaO·Al₂O₃,5.095972365156744,4.58637512864107,91.25428841976371,0.0008233531351008457,1.006849467446025,7.628209341691791,1.1952878945234922,20.0,60,XRD_0_20_control_C3A,Rietveld,TOPAS-Academic,2025-10-18
20,0,control,C4AF,4CaO·Al₂O₃·Fe₂O₃,6.460595592748538,5.814536033473685,105.44951425676108,0.0008513581630596552,1.0260908244893299,7.628209341691791,1.1952878945234922,20.0,60,XRD_0_20_control_C4A,Rietveld,TOPAS-Academic,2025-10-18
20,0,control,Gypsum,CaSO₄·2H₂O,2.3191871648814057,2.087268448393265,120.11412589154524,0.0008033281379290515,1.0388653509570764,7.628209341691791,1.1952878945234922,20.0,60,XRD_0_20_control_Gyp,Rietveld,TOPAS-Academic,2025-10-18
20,0,control,Calcite,CaCO₃,1.2518517870761552,1.1266666083685397,223.39423902568544,0.001322490613540501,1.0549634421495515,7.628209341691791,1.1952878945234922,20.0,60,XRD_0_20_control_Cal,Rietveld,TOPAS-Academic,2025-10-18
20,0,control,Quartz,SiO₂,1.4616693247946977,1.315502392315228,488.7638528357627,0.0014343446931414665,1.0196059869846688,7.628209341691791,1.1952878945234922,20.0,60,XRD_0_20_control_Qua,Rietveld,TOPAS-Academic,2025-10-18
20,0,control,Portlandite,Ca(OH)₂,8.57613950452542,7.718525554072878,150.81239402989505,0.0014848574105772812,0.9221919112157806,7.628209341691791,1.1952878945234922,20.0,60,XRD_0_20_control_Por,Rietveld,TOPAS-Academic,2025-10-18
20,0,control,Ettringite,Ca₆Al₂(SO₄)₃(OH)₁₂·26H₂O,5.102211762739094,4.591990586465185,50.30344609919967,0.0010315805730736053,1.1781930573121853,7.628209341691791,1.1952878945234922,20.0,60,XRD_0_20_control_Ett,Rietveld,TOPAS-Academic,2025-10-18
20,5,control,C3S,3CaO·SiO₂,34.66693520635224,31.200241685717018,108.4727574353862,0.0009585764455336994,1.0241846749731767,12.239596894769413,1.2321268237517033,25.0,60,XRD_5_20_control_C3S,Rietveld,TOPAS-Academic,2025-10-18
20,5,control,C2S,2CaO·SiO₂,11.3583292254343,10.222496302890871,117.05882232062979,0.0015155580234961874,0.9505405620672659,12.239596894769413,1.2321268237517033,25.0,60,XRD_5_20_control_C2S,Rietveld,TOPAS-Academic,2025-10-18
20,5,control,C3A,3CaO·Al₂O₃,6.193117857091343,5.573806071382209,81.21444286054759,0.0016247523624868668,1.006300941835914,12.239596894769413,1.2321268237517033,25.0,60,XRD_5_20_control_C3A,Rietveld,TOPAS-Academic,2025-10-18
20,5,control,C4AF,4CaO·Al₂O₃·Fe₂O₃,6.574171901039863,5.9167547109358765,82.39533585546448,0.0018771037578228652,1.0577816774320072,12.239596894769413,1.2321268237517033,25.0,60,XRD_5_20_control_C4A,Rietveld,TOPAS-Academic,2025-10-18
20,5,control,Gypsum,CaSO₄·2H₂O,1.7862513386671517,1.6076262048004366,100.13210802556203,0.001197180322898402,0.9578381920919348,12.239596894769413,1.2321268237517033,25.0,60,XRD_5_20_control_Gyp,Rietveld,TOPAS-Academic,2025-10-18
20,5,control,Calcite,CaCO₃,1.2513983133089568,1.1262584819780612,236.34633098770394,0.0012018943069213718,1.061879869991813,12.239596894769413,1.2321268237517033,25.0,60,XRD_5_20_control_Cal,Rietveld,TOPAS-Academic,2025-10-18
