plate_id,batch_id,date,material_batch,furnace_temp_C,cooling_rate_C_per_min,oxygen_pressure_atm,humidity_percent,furnace_position,furnace_age_days,shift,operator,stress_pattern,max_warp_mm,mean_warp_mm,warp_std_mm,max_stress_MPa,failed,failure_type,failure_location,quality_class,measurement_file,stress_file
PLATE-00001,BATCH-0001,2023-01-01,MAT-2023-001,1398.383136004984,1.5019647738331,0.181292638044386,38.39290521506837,right,0,morning,OP-04,edge_dominated,3.933747451532459,1.160112110199873,0.7555273953863015,115.33090658212492,False,none,none,reject,measurements/plate_00001_warp.csv,stress_fields/plate_00001_stress.npz
PLATE-00002,BATCH-0001,2023-01-01,MAT-2023-001,1412.1720431661884,1.805053556557754,0.19448705019194912,51.693848216476624,right,0,morning,OP-05,biaxial,2.9116728041246596,0.9464422195099227,0.6111761197922072,79.78984741349355,False,none,none,good,measurements/plate_00002_warp.csv,stress_fields/plate_00002_stress.npz
PLATE-00003,BATCH-0001,2023-01-01,MAT-2023-001,1396.1422745652426,1.6167392533601137,0.20822461219137173,45.646529517329014,front,0,morning,OP-04,biaxial,5.170246161859842,1.6633953889411446,1.065889884815248,77.40068857376282,False,none,none,reject,measurements/plate_00003_warp.csv,stress_fields/plate_00003_stress.npz
PLATE-00004,BATCH-0001,2023-01-01,MAT-2023-001,1395.2009299717747,2.224822134432524,0.2009092271222742,38.74764384483472,front,0,morning,OP-03,edge_dominated,2.373522363462585,0.7677394447902943,0.49365722680929613,121.43780037200236,False,none,none,reject,measurements/plate_00004_warp.csv,stress_fields/plate_00004_stress.npz
PLATE-00005,BATCH-0001,2023-01-01,MAT-2023-001,1398.9240183821992,2.3430194321448656,0.2171408830016972,47.70897215266799,center,0,morning,OP-02,gradient,3.7002203675056333,1.0737627151984868,0.8302145790919496,81.9698235678239,False,none,none,marginal,measurements/plate_00005_warp.csv,stress_fields/plate_00005_stress.npz
PLATE-00006,BATCH-0001,2023-01-01,MAT-2023-001,1395.174772097119,2.26894990106005,0.20527965376525875,54.02078402750193,front,0,morning,OP-04,biaxial,2.963198963616319,0.9290217969463611,0.5919972966072224,81.2198947067274,False,none,none,good,measurements/plate_00006_warp.csv,stress_fields/plate_00006_stress.npz
PLATE-00007,BATCH-0002,2023-01-08,MAT-2023-001,1391.816548649642,1.7244150624430903,0.21548567994776574,31.477332042248673,front,7,afternoon,OP-01,gradient,4.203133001814495,1.1523263108399668,0.9023306056177158,77.70534568220623,False,none,none,reject,measurements/plate_00007_warp.csv,stress_fields/plate_00007_stress.npz
PLATE-00008,BATCH-0002,2023-01-08,MAT-2023-001,1403.4820356786681,2.0400899579566203,0.20457734619340381,44.40520325578768,front,7,afternoon,OP-03,gradient,3.921524193092339,1.0938987027699936,0.8762914549987776,80.51994017001694,False,none,none,marginal,measurements/plate_00008_warp.csv,stress_fields/plate_00008_stress.npz
PLATE-00009,BATCH-0002,2023-01-08,MAT-2023-001,1396.5564142848002,1.967830498606146,0.21106127771083158,58.46126147151337,center,7,afternoon,OP-04,edge_dominated,2.841250894445379,0.9776322819607176,0.6179177126628647,119.29824120755053,False,none,none,reject,measurements/plate_00009_warp.csv,stress_fields/plate_00009_stress.npz
PLATE-00010,BATCH-0002,2023-01-08,MAT-2023-001,1402.1802797552116,1.9306805819509196,0.19594403821763617,47.38612284095384,back,7,afternoon,OP-02,gradient,3.9602885227148192,0.9730359782798012,0.753698265997461,79.75759905777954,False,none,none,marginal,measurements/plate_00010_warp.csv,stress_fields/plate_00010_stress.npz
PLATE-00011,BATCH-0002,2023-01-08,MAT-2023-001,1393.8245291783571,2.0756989920115028,0.185614509255444,48.693584642840534,back,7,afternoon,OP-02,biaxial,2.56082482873582,0.7706196140832295,0.4844853998128151,79.95735142483922,False,none,none,good,measurements/plate_00011_warp.csv,stress_fields/plate_00011_stress.npz
PLATE-00012,BATCH-0002,2023-01-08,MAT-2023-001,1394.6321042294437,1.8992419558275724,0.2196935792371195,44.76577149041274,back,7,afternoon,OP-01,gradient,1.5068853282657013,0.3834270757583048,0.2991182106485483,78.9692652253959,False,none,none,good,measurements/plate_00012_warp.csv,stress_fields/plate_00012_stress.npz
PLATE-00013,BATCH-0003,2023-01-15,MAT-2023-001,1389.8878216472158,2.0960943817994244,0.18753060590757756,44.468281325289425,back,14,night,OP-03,gradient,2.834040175079978,0.7980771791965917,0.6130210439911541,79.76176168140906,False,none,none,good,measurements/plate_00013_warp.csv,stress_fields/plate_00013_stress.npz
PLATE-00014,BATCH-0003,2023-01-15,MAT-2023-001,1388.4131092823884,1.4789108901050056,0.19312930618575985,55.40460708230269,back,14,night,OP-01,biaxial,4.88423045005976,1.4305896731598995,0.9470907054257827,75.98274089864407,False,none,none,reject,measurements/plate_00014_warp.csv,stress_fields/plate_00014_stress.npz
PLATE-00015,BATCH-0003,2023-01-15,MAT-2023-001,1398.3663062148612,1.4923559121856633,0.21735533479221048,33.292404381298084,front,14,night,OP-01,gradient,4.6129407230158295,1.2114058172245117,0.9689488015734582,76.82841598025082,False,none,none,reject,measurements/plate_00015_warp.csv,stress_fields/plate_00015_stress.npz
PLATE-00016,BATCH-0003,2023-01-15,MAT-2023-001,1411.4862882484144,1.7814187053931643,0.20445231061570357,39.28614216265013,front,14,night,OP-04,biaxial,5.285890969646459,1.5711881884652117,1.0043246998950948,79.59235116569873,False,none,none,reject,measurements/plate_00016_warp.csv,stress_fields/plate_00016_stress.npz
