frequency_hz,psd
0.0,0.0013642074
9.765625,0.0006750321
19.53125,0.00031768737
29.296875,0.0015191713
39.0625,0.0016213099
48.828125,0.00057406834
58.59375,0.0015592616
68.359375,0.0025261468
78.125,0.002681572
87.890625,0.0022442713
97.65625,0.001437343
107.421875,0.0013710124
117.1875,0.0010946208
126.953125,0.00081898767
136.71875,0.0010276963
146.48438,0.0012339462
156.25,0.0019747335
166.01562,0.0008744593
175.78125,0.00628052
185.54688,0.015128413
195.3125,0.016685216
205.07812,0.08511154
214.84375,0.1466624
224.60938,0.41077903
234.375,0.92647105
244.14062,1.8929316
253.90625,3.311882
263.67188,5.523884
273.4375,8.171001
283.20312,10.66918
292.96875,13.637582
302.73438,16.833288
312.5,18.184368
322.26562,20.710752
332.03125,194.7174
341.79688,457.2579
351.5625,62.79799
361.32812,28.071468
371.09375,26.241615
380.85938,26.32718
390.625,25.761885
400.39062,24.755936
410.15625,23.247898
419.92188,21.721212
429.6875,20.07621
439.45312,18.7747
449.21875,17.321625
458.98438,15.572
468.75,13.969013
478.51562,12.6916685
488.28125,11.685655
498.04688,10.952716
507.8125,10.197855
517.5781,9.53093
527.34375,9.013614
537.1094,8.736715
546.875,8.730067
556.6406,8.621405
566.40625,8.788186
576.1719,8.899415
585.9375,9.293625
595.7031,9.515498
605.46875,9.778417
615.2344,10.056213
625.0,10.241247
634.7656,10.695579
644.53125,11.210842
654.2969,11.432398
664.0625,11.670224
673.8281,11.799152
683.59375,11.80147
693.3594,11.983826
703.125,12.233039
712.8906,12.299109
722.65625,12.257371
732.4219,12.180473
742.1875,11.999079
751.9531,11.763064
761.71875,11.511356
771.4844,11.247562
781.25,10.878918
791.0156,10.662799
800.78125,9.792008
810.5469,10.587221
820.3125,7.08288
830.0781,178.85484
839.84375,1218.9402
849.6094,569.0529
859.375,6.481192
869.1406,8.949822
878.90625,6.7169633
888.6719,6.8422456
898.4375,6.8482795
908.2031,6.0558157
917.96875,5.848731
927.7344,5.6647205
937.5,5.3475857
947.2656,5.05047
957.03125,4.8049116
966.7969,4.6684546
976.5625,4.5248747
986.3281,4.2592363
996.09375,4.1285515
1005.8594,4.112612
1015.625,4.0597224
1025.3906,4.0107956
1035.1562,3.7517004
1044.9219,3.664171
