temperature_c,mass_fraction,dtg
25.00,0.998019,0.001598
25.44,0.997319,0.000660
25.88,0.997441,-0.004361
26.31,1.001137,0.002152
26.75,0.995557,0.001601
27.19,0.999736,0.000571
27.63,0.995057,0.009042
28.06,0.991820,-0.003198
28.50,0.997857,-0.002268
28.94,0.993805,-0.007037
29.38,1.004018,-0.009666
29.81,1.002267,-0.000437
30.25,1.004400,0.005383
30.69,0.997555,0.008211
31.13,0.997212,-0.003843
31.57,1.000919,-0.000088
32.00,0.997288,0.005252
32.44,0.996321,-0.005000
32.88,1.001666,-0.000814
33.32,0.997034,-0.006952
33.75,1.007752,0.002521
34.19,0.994827,0.015280
34.63,0.994375,-0.002809
35.07,0.997286,-0.009822
35.51,1.002973,-0.002342
35.94,0.999337,0.001762
36.38,1.001430,0.002979
36.82,0.996729,0.002809
37.26,0.998971,-0.002855
37.69,0.999228,-0.000217
38.13,0.999161,-0.000719
38.57,0.999858,0.008492
39.01,0.991726,0.002547
39.44,0.997627,-0.003953
39.88,0.995187,0.000470
40.32,0.997216,-0.004481
40.76,0.999110,0.003888
41.20,0.993812,-0.004386
41.63,1.002950,-0.002277
42.07,0.995805,0.006541
42.51,0.997223,0.002781
42.95,0.993371,0.004325
43.38,0.993436,-0.009440
43.82,1.001635,0.005010
44.26,0.989050,-0.002094
44.70,1.003468,-0.016080
45.14,1.003127,0.011246
45.57,0.993623,0.007896
46.01,0.996215,-0.006415
46.45,0.999239,-0.000042
46.89,0.996251,0.000458
47.32,0.998838,-0.000313
47.76,0.996525,0.003125
48.20,0.996102,0.003496
48.64,0.993465,0.010542
49.07,0.986873,0.002022
49.51,0.991695,-0.007398
49.95,0.993350,-0.002873
50.39,0.994210,-0.001256
50.83,0.994449,-0.002836
51.26,0.996693,-0.002706
51.70,0.996818,-0.000560
52.14,0.997183,0.005417
52.58,0.992076,-0.001984
53.01,0.998920,-0.002338
53.45,0.994122,0.005036
53.89,0.994511,0.006541
54.33,0.988396,0.000304
54.76,0.994245,-0.006728
55.20,0.994286,-0.000098
55.64,0.994331,0.006103
56.08,0.988943,0.003379
56.52,0.991373,-0.007193
56.95,0.995240,-0.004729
57.39,0.995513,-0.003336
57.83,0.998160,0.001926
58.27,0.993827,0.004337
58.70,0.994364,-0.001759
59.14,0.995367,0.008367
59.58,0.987039,0.001760
60.02,0.993826,-0.011867
60.46,0.997427,0.001323
60.89,0.992668,0.006989
61.33,0.991309,-0.000769
61.77,0.993341,0.000619
62.21,0.990767,0.002280
62.64,0.991345,-0.000883
63.08,0.991540,-0.002358
63.52,0.993410,-0.000608
63.96,0.992073,0.000632
64.39,0.992857,0.003579
64.83,0.988940,0.006395
65.27,0.987258,0.000118
65.71,0.988836,-0.004108
66.15,0.990854,0.001212
66.58,0.987775,0.006047
67.02,0.985561,-0.004730
67.46,0.991916,0.001986
67.90,0.983822,0.004411
68.33,0.988054,-0.006054
68.77,0.989122,0.004802
69.21,0.983850,0.001511
69.65,0.987800,-0.012835
70.09,0.995086,-0.000868
70.52,0.988560,0.005106
70.96,0.990616,0.007233
71.40,0.982227,0.007142
71.84,0.984364,-0.006151
72.27,0.987612,-0.000790
72.71,0.985056,0.004720
73.15,0.983480,-0.001286
73.59,0.986182,0.006326
74.02,0.977942,0.000926
74.46,0.985371,-0.000253
74.90,0.978164,0.002790
75.34,0.982928,-0.010256
75.78,0.987142,0.003061
76.21,0.980248,0.015927
76.65,0.973199,-0.004018
77.09,0.983766,-0.008023
77.53,0.980223,0.002744
77.96,0.981364,-0.002071
78.40,0.982036,-0.001028
78.84,0.982264,0.002064
79.28,0.980229,0.004601
79.71,0.978236,0.009662
80.15,0.971771,0.001623
80.59,0.976815,-0.005326
81.03,0.976434,0.002432
81.47,0.974685,0.000160
81.90,0.976293,-0.006764
82.34,0.980607,-0.000022
82.78,0.976313,0.008661
83.22,0.973025,0.004300
83.65,0.972548,0.000915
84.09,0.972224,0.002097
84.53,0.970712,0.001128
84.97,0.971236,-0.001843
85.41,0.972325,0.005283
85.84,0.966611,-0.001942
86.28,0.974025,-0.003922
86.72,0.970045,0.007067
87.16,0.967838,0.006800
87.59,0.964092,0.001642
88.03,0.966401,-0.005429
88.47,0.968844,-0.001728
88.91,0.967914,0.002620
89.34,0.966551,-0.000456
89.78,0.968313,0.004782
90.22,0.962365,0.003332
90.66,0.965396,-0.004277
91.10,0.966109,0.001273
91.53,0.964282,0.005220
91.97,0.961539,-0.005331
92.41,0.968949,-0.006688
92.85,0.967394,0.004113
93.28,0.965348,-0.003783
93.72,0.970706,0.004103
94.16,0.961756,0.011475
94.60,0.960660,-0.007078
95.04,0.967952,0.006300
95.47,0.955144,0.012408
95.91,0.957090,-0.004015
96.35,0.958660,-0.001631
96.79,0.958517,0.000733
97.22,0.958018,-0.001386
97.66,0.959730,0.005557
98.10,0.953154,0.006757
98.54,0.953815,-0.006824
98.97,0.959128,0.000997
99.41,0.952942,0.005866
99.85,0.953992,-0.006929
100.29,0.959008,-0.012936
100.73,0.965317,-0.000528
101.16,0.959470,0.012518
101.60,0.954358,0.011633
102.04,0.949286,-0.001054
102.48,0.955281,-0.005847
102.91,0.954404,0.000658
103.35,0.954705,0.007203
103.79,0.948099,-0.000264
104.23,0.954936,-0.002821
104.66,0.950568,0.006062
105.10,0.949629,0.007681
105.54,0.943844,-0.002008
105.98,0.951387,-0.012109
106.42,0.954445,0.000828
106.85,0.950662,0.007963
107.29,0.947474,0.007349
107.73,0.944228,-0.001341
108.17,0.948648,-0.004734
108.60,0.948373,0.000519
109.04,0.948194,0.005167
109.48,0.943849,0.004984
