temperature_c,mass_fraction,dtg
25.00,0.999968,0.005231
25.44,0.997678,-0.002582
25.88,1.002228,-0.004399
26.31,1.001530,0.000011
26.75,1.002218,0.010057
27.19,0.992725,0.002075
27.63,1.000401,-0.010509
28.06,1.001925,0.006153
28.50,0.995014,0.007817
28.94,0.995082,-0.005997
29.38,1.000264,-0.008907
29.81,1.002879,-0.001655
30.25,1.001713,0.009365
30.69,0.994680,0.004815
31.13,0.997498,-0.004995
31.57,0.999053,0.004695
32.00,0.993388,0.004107
32.44,0.995458,-0.006123
32.88,0.998748,-0.006362
33.32,1.001028,0.001588
33.75,0.997358,0.004193
34.19,0.997357,-0.003128
34.63,1.000096,-0.004967
35.07,1.001705,-0.001111
35.51,1.001069,0.000327
35.94,1.001419,-0.002600
36.38,1.003345,-0.001789
36.82,1.002985,0.007648
37.26,0.996649,0.006629
37.69,0.997182,-0.007314
38.13,1.003052,0.001785
38.57,0.995620,0.005018
39.01,0.998659,-0.007669
39.44,1.002334,-0.000249
39.88,0.998877,0.000982
40.32,1.001474,-0.002820
40.76,1.001346,0.009214
41.20,0.993407,0.006697
41.63,0.995484,-0.004095
42.07,0.996992,-0.001019
42.51,0.996376,-0.000553
42.95,0.997477,-0.003687
43.38,0.999604,-0.009245
43.82,1.005570,0.001265
44.26,0.998496,0.007675
44.70,0.998851,0.004656
45.14,0.994420,0.002947
45.57,0.996271,-0.002746
46.01,0.996823,-0.004310
46.45,1.000044,-0.000806
46.89,0.997529,-0.001109
47.32,1.001016,-0.002231
47.76,0.999483,0.010287
48.20,0.992010,-0.003000
48.64,1.002109,-0.011895
49.07,1.002423,0.005318
49.51,0.997454,0.005001
49.95,0.998045,0.006613
50.39,0.991664,0.000445
50.83,0.997656,-0.003022
51.26,0.994310,-0.005843
51.70,1.002771,-0.008355
52.14,1.001624,0.004273
52.58,0.999030,0.003520
53.01,0.998543,-0.001111
53.45,1.000002,0.006291
53.89,0.993035,0.007492
54.33,0.993444,0.000958
54.76,0.992197,-0.003010
55.20,0.996080,-0.006125
55.64,0.997559,0.006223
56.08,0.990632,0.009131
56.52,0.989565,-0.007177
56.95,0.996915,-0.006878
57.39,0.995586,0.005343
57.83,0.992237,0.007189
58.27,0.989293,-0.010871
58.70,1.001755,-0.005822
59.14,0.994390,0.010025
59.58,0.992979,-0.006279
60.02,0.999887,-0.003893
60.46,0.996387,0.012247
60.89,0.989166,0.008106
61.33,0.989290,-0.003397
61.77,0.992139,-0.007465
62.21,0.995825,0.003791
62.64,0.988820,0.007691
63.08,0.989092,-0.002206
63.52,0.990751,-0.003094
63.96,0.991800,-0.001164
64.39,0.991770,0.001392
64.83,0.990582,0.000761
65.27,0.991104,0.002178
65.71,0.988675,0.000823
66.15,0.990384,-0.003147
66.58,0.991430,-0.001293
67.02,0.991516,0.002557
67.46,0.989191,0.004311
67.90,0.987741,-0.001962
68.33,0.990909,-0.002946
68.77,0.990320,0.003662
69.21,0.987703,-0.001816
69.65,0.991910,0.001095
70.09,0.986744,0.007449
70.52,0.985389,-0.000267
70.96,0.986978,-0.002729
71.40,0.987778,-0.004469
71.84,0.990891,0.002771
72.27,0.985352,0.003753
72.71,0.987605,-0.000944
73.15,0.986179,-0.002582
73.59,0.989866,-0.002347
74.02,0.988233,0.002876
74.46,0.987348,0.006221
74.90,0.982787,0.000982
75.34,0.986489,-0.003807
75.78,0.986119,-0.000232
76.21,0.986692,0.002970
76.65,0.983519,0.005832
77.09,0.981586,-0.000871
77.53,0.984281,-0.004077
77.96,0.985156,0.007970
78.40,0.977304,0.001396
78.84,0.983933,-0.004218
79.28,0.980997,0.003879
79.71,0.980537,-0.005196
80.15,0.985546,0.005123
80.59,0.976053,0.002060
81.03,0.983742,-0.007558
81.47,0.982669,0.004535
81.90,0.979772,0.006803
82.34,0.976714,-0.003364
82.78,0.982717,-0.010636
83.22,0.986025,0.003497
83.65,0.979655,0.014621
84.09,0.973225,0.001689
84.53,0.978176,-0.009557
84.97,0.981591,0.000118
85.41,0.978073,0.005307
85.84,0.976945,0.001070
86.28,0.977136,0.002013
86.72,0.975183,0.004594
87.16,0.973114,0.008987
87.59,0.967315,0.001263
88.03,0.972008,-0.011624
88.47,0.977491,-0.007892
88.91,0.978917,0.005960
89.34,0.972274,0.003463
89.78,0.975885,0.002781
90.22,0.969839,-0.002169
90.66,0.977784,0.001165
91.10,0.968820,0.009089
91.53,0.969828,0.003344
91.97,0.965892,-0.001970
92.41,0.971552,-0.003380
92.85,0.968851,0.005414
93.28,0.966813,-0.002376
93.72,0.970931,0.002085
94.16,0.964988,0.003839
94.60,0.967571,-0.008122
95.04,0.972098,-0.004543
95.47,0.971548,-0.001416
95.91,0.973337,0.008969
96.35,0.963696,0.012116
96.79,0.962731,0.004862
97.22,0.959440,-0.001783
97.66,0.964292,-0.008332
98.10,0.966734,-0.004472
98.54,0.968207,0.004074
98.97,0.963167,0.007852
99.41,0.961333,-0.004464
99.85,0.967076,-0.004289
100.29,0.965088,-0.003616
100.73,0.970241,-0.000838
101.16,0.965821,0.006729
101.60,0.964350,0.002059
102.04,0.964019,0.003826
102.48,0.961001,0.005012
102.91,0.959631,0.001855
103.35,0.959377,0.005191
103.79,0.955087,-0.000339
104.23,0.959674,-0.009243
104.66,0.963179,-0.002847
105.10,0.962167,0.005111
105.54,0.958705,0.004494
105.98,0.958232,-0.001887
106.42,0.960357,-0.002521
106.85,0.960439,-0.004398
107.29,0.964207,0.001377
107.73,0.959234,0.004903
108.17,0.959915,-0.003904
108.60,0.962651,0.005426
109.04,0.955165,0.003798
109.48,0.959327,0.000517
109.92,0.954712,-0.005543
110.36,0.964180,0.003620
