temperature_c,mass_fraction,dtg
25.00,1.000221,0.008484
25.44,0.996507,0.000547
25.88,0.999742,-0.002939
26.31,0.999080,0.002237
26.75,0.997784,-0.002835
27.19,1.001561,-0.000120
27.63,0.997889,0.005482
28.06,0.996762,0.003217
28.50,0.995073,-0.004891
28.94,1.001044,-0.009294
29.38,1.003209,0.001359
29.81,0.999855,0.006314
30.25,0.997681,0.000582
30.69,0.999345,-0.006375
31.13,1.003262,-0.000796
31.57,1.000042,0.002310
32.00,1.001240,0.002755
32.44,0.997630,0.000802
32.88,1.000537,-0.000977
33.32,0.998486,0.002822
33.75,0.998067,-0.008736
34.19,1.006134,-0.000608
34.63,0.998599,0.008535
35.07,0.998662,-0.004602
35.51,1.002628,0.000568
35.94,0.998164,0.006875
36.38,0.996609,-0.000772
36.82,0.998840,-0.007026
37.26,1.002760,0.006683
37.69,0.992989,0.001196
38.13,1.001713,-0.005370
38.57,0.997690,0.007341
39.01,0.995287,0.002702
39.44,0.995325,-0.004657
39.88,0.999363,-0.001596
40.32,0.996722,-0.000616
40.76,0.999903,-0.006805
41.20,1.002679,0.004902
41.63,0.995611,0.004685
42.07,0.998578,0.000502
42.51,0.995171,-0.000884
42.95,0.999352,-0.007187
43.38,1.001463,0.002283
43.82,0.997353,0.007975
44.26,0.994481,0.000446
44.70,0.996962,-0.004383
45.14,0.998319,-0.001100
45.57,0.997925,-0.004336
46.01,1.002114,0.005822
46.45,0.992828,0.005142
46.89,0.997613,-0.006967
47.32,0.998927,-0.002300
47.76,0.999626,0.000443
48.20,0.998539,0.006315
48.64,0.994098,0.005028
49.07,0.994138,-0.002419
49.51,0.996215,-0.000441
49.95,0.994523,0.002325
50.39,0.994180,-0.000455
50.83,0.994922,-0.006060
51.26,0.999485,0.005527
51.70,0.990084,0.004606
52.14,0.995453,-0.018236
52.58,1.006048,0.008077
53.01,0.988382,0.013788
53.45,0.993977,-0.004549
53.89,0.992365,0.003388
54.33,0.991011,-0.002840
54.76,0.994851,-0.006784
55.20,0.996950,0.001740
55.64,0.993327,0.000946
56.08,0.996121,-0.005082
56.52,0.997776,0.003096
56.95,0.993411,0.004501
57.39,0.993836,-0.002666
57.83,0.995745,0.001646
58.27,0.992395,-0.002463
58.70,0.997900,-0.000960
59.14,0.993236,0.003445
59.58,0.994885,0.002473
60.02,0.991071,0.002284
60.46,0.992885,-0.005276
60.89,0.995689,0.004649
61.33,0.988815,0.001275
61.77,0.994573,-0.008686
62.21,0.996420,0.004250
62.64,0.990852,0.002147
63.08,0.994540,-0.001029
63.52,0.991753,0.001479
63.96,0.993245,0.000922
64.39,0.990946,0.002798
64.83,0.990796,0.010259
65.27,0.981965,0.002070
65.71,0.988984,-0.014873
66.15,0.994985,-0.000235
66.58,0.989190,0.010218
67.02,0.986040,-0.001691
67.46,0.990670,-0.000818
67.90,0.986756,0.006320
68.33,0.985137,-0.007502
68.77,0.993323,-0.007854
69.21,0.992013,0.005291
69.65,0.988692,-0.001834
70.09,0.993618,0.007118
70.52,0.982460,0.010733
70.96,0.984222,-0.007572
71.40,0.989089,-0.005686
71.84,0.989200,0.002329
72.27,0.987050,0.000874
72.71,0.988434,0.001606
73.15,0.985643,0.008843
73.59,0.980693,-0.007167
74.02,0.991918,-0.002431
74.46,0.982821,0.000799
74.90,0.991218,-0.001762
75.34,0.984364,0.007842
75.78,0.984353,-0.000847
76.21,0.985105,-0.003672
76.65,0.987568,0.003490
77.09,0.982050,-0.000210
77.53,0.987752,-0.002523
77.96,0.984259,0.004789
78.40,0.983559,-0.004862
78.84,0.988515,-0.000917
79.28,0.984362,0.010289
79.71,0.979507,-0.002100
80.15,0.986200,-0.008274
80.59,0.986751,0.008570
81.03,0.978698,0.001906
81.47,0.985082,-0.002823
81.90,0.981169,0.008885
82.34,0.977304,-0.004389
82.78,0.985012,-0.002855
83.22,0.979804,0.000097
83.65,0.984927,0.000035
84.09,0.979773,0.009502
84.53,0.976608,-0.001763
84.97,0.981316,0.003638
85.41,0.973424,0.000640
85.84,0.980756,-0.001508
86.28,0.974744,0.007914
86.72,0.973827,-0.001852
87.16,0.976365,0.002055
87.59,0.972029,-0.000074
88.03,0.976430,-0.006790
88.47,0.977973,0.000956
88.91,0.975593,0.002637
89.34,0.975664,-0.000629
89.78,0.976144,0.004104
90.22,0.972072,-0.000220
90.66,0.976337,-0.002210
91.10,0.974006,0.000845
91.53,0.975597,0.007670
91.97,0.967292,0.002425
92.41,0.973474,-0.002583
92.85,0.969553,-0.001707
93.28,0.974969,-0.002910
93.72,0.972101,0.001362
94.16,0.973776,-0.003489
94.60,0.975155,0.002980
95.04,0.971167,0.006521
95.47,0.969446,0.000736
95.91,0.970523,-0.001572
96.35,0.970821,0.005753
96.79,0.965487,0.002247
97.22,0.968854,-0.000725
97.66,0.966121,0.002282
98.10,0.966856,-0.004726
98.54,0.970259,0.002047
98.97,0.965064,0.005160
99.41,0.965742,0.001539
99.85,0.963717,-0.001123
100.29,0.966725,-0.003576
100.73,0.966848,0.002663
101.16,0.964393,-0.000507
101.60,0.967291,-0.002513
102.04,0.966593,0.003831
102.48,0.963937,0.004806
102.91,0.962385,0.001596
103.35,0.962540,-0.004053
103.79,0.965934,0.001163
104.23,0.961522,0.002554
104.66,0.963698,-0.000286
105.10,0.961772,0.004600
105.54,0.959671,0.000841
105.98,0.961036,-0.002931
106.42,0.962237,-0.004758
106.85,0.965201,-0.001927
107.29,0.963924,0.002988
107.73,0.962585,0.007055
108.17,0.957748,0.004673
108.60,0.958495,-0.004504
109.04,0.961691,-0.002049
109.48,0.960288,0.007556
109.92,0.955076,0.000293
110.36,0.960032,-0.007992
110.79,0.962072,0.002250
111.23,0.958063,0.006757
111.67,0.956157,-0.008373
112.11,0.965393,-0.001295
112.54,0.957291,0.007999
112.98,0.958391,0.005299
113.42,0.952652,0.002619
113.86,0.956097,-0.007992
114.29,0.959648,-0.000995
114.73,0.956969,-0.000225
115.17,0.959846,-0.001032
115.61,0.957872,0.000621
116.05,0.959302,0.007258
116.48,0.951518,0.001151
116.92,0.958295,-0.005348
117.36,0.956199,0.004133
117.80,0.954677,0.000153
118.23,0.956065,-0.004671
118.67,0.958766,0.003950
119.11,0.952607,-0.000908
119.55,0.959561,-0.004818
119.98,0.956825,0.008872
120.42,0.951794,0.005615
120.86,0.951910,-0.002427
121.30,0.953919,-0.004593
121.74,0.955931,-0.000365
122.17,0.954238,0.004698
122.61,0.951818,-0.000274
123.05,0.954477,-0.002181
123.49,0.953727,0.007522
123.92,0.947893,0.005622
124.36,0.948806,-0.009964
124.80,0.956616,-0.004838
125.24,0.953042,-0.001568
125.68,0.957989,0.005457
126.11,0.948264,-0.000919
