temperature_c,mass_fraction,dtg
25.00,0.999881,0.003369
25.44,0.998406,0.004417
25.88,0.996013,-0.004010
26.31,1.001916,-0.002779
26.75,0.998447,0.011517
27.19,0.991834,0.006104
27.63,0.993103,-0.008378
28.06,0.999168,-0.004910
28.50,0.997402,0.002185
28.94,0.997256,0.002544
29.38,0.995175,0.000685
29.81,0.996656,-0.004863
30.25,0.999432,-0.008759
30.69,1.004324,0.001371
31.13,0.998232,-0.002034
31.57,1.006104,0.002623
32.00,0.995936,0.002172
32.44,1.004203,-0.001848
32.88,0.997554,0.006288
33.32,0.998699,-0.003930
33.75,1.000995,-0.004825
34.19,1.002922,-0.001318
34.63,1.002149,0.006989
35.07,0.996804,0.006110
35.51,0.996800,-0.007155
35.94,1.003067,-0.000150
36.38,0.996931,0.005294
36.82,0.998433,-0.001816
37.26,0.998521,0.001323
37.69,0.997275,-0.001723
38.13,1.000029,0.000972
38.57,0.996424,0.004701
39.01,0.995914,0.004781
39.44,0.992238,0.003024
39.88,0.993267,-0.004324
40.32,0.996023,-0.005585
40.76,0.998156,0.002611
41.20,0.993738,-0.004294
41.63,1.001915,-0.000088
42.07,0.993815,0.002881
42.51,0.999393,0.002281
42.95,0.991818,-0.003718
43.38,1.002647,-0.010556
43.82,1.001059,0.005432
44.26,0.997892,0.006163
44.70,0.995663,-0.001942
45.14,0.999592,0.000754
45.57,0.995003,0.003567
46.01,0.996469,-0.002184
46.45,0.996915,-0.000866
46.89,0.997228,-0.003182
47.32,0.999701,-0.006877
47.76,1.003248,0.000002
48.20,0.999700,0.005628
48.64,0.998321,-0.004585
49.07,1.003713,0.001303
49.51,0.997180,0.007414
49.95,0.997223,0.006355
50.39,0.991616,0.002060
50.83,0.995419,-0.000620
51.26,0.992160,-0.002325
51.70,0.997455,-0.006087
52.14,0.997489,0.007573
52.58,0.990825,0.006201
53.01,0.992060,-0.002267
53.45,0.992809,-0.002290
53.89,0.994065,-0.006674
54.33,0.998652,0.001843
54.76,0.992451,0.004714
55.20,0.994525,-0.011753
55.64,1.002740,-0.000471
56.08,0.994938,0.008254
56.52,0.995515,0.007968
56.95,0.987963,0.005664
57.39,0.990557,-0.001109
57.83,0.988934,-0.004250
58.27,0.994277,-0.004515
58.70,0.992886,-0.001530
59.14,0.995616,0.005811
59.58,0.987799,0.000191
60.02,0.995449,-0.003597
60.46,0.990949,0.006054
60.89,0.990149,-0.000343
61.33,0.991249,-0.002830
61.77,0.992627,0.005016
62.21,0.986858,0.006001
62.64,0.987373,-0.005214
63.08,0.991422,-0.009100
63.52,0.995340,0.000164
63.96,0.991279,0.005668
64.39,0.990377,-0.003346
64.83,0.994208,0.004069
65.27,0.986816,0.000737
65.71,0.993563,-0.001048
66.15,0.987733,0.011408
66.58,0.983576,-0.003033
67.02,0.990389,-0.009168
67.46,0.991602,0.006787
67.90,0.984447,0.003337
68.33,0.988681,-0.002440
68.77,0.986583,0.003499
69.21,0.985618,-0.005623
69.65,0.991505,0.000961
70.09,0.984777,0.006292
70.52,0.985997,0.000737
70.96,0.984132,0.001691
71.40,0.984517,-0.006571
71.84,0.989884,0.000574
72.27,0.984015,0.002977
72.71,0.987278,0.002762
73.15,0.981597,0.001229
73.59,0.986202,0.004100
74.02,0.978008,0.001296
74.46,0.985067,-0.005872
74.90,0.983149,0.004446
75.34,0.981175,-0.001846
75.78,0.984764,-0.003594
76.21,0.984322,0.002584
76.65,0.982502,0.002828
77.09,0.981846,0.006313
77.53,0.976975,0.001665
77.96,0.980388,-0.000386
78.40,0.977313,0.003909
78.84,0.976966,-0.005943
79.28,0.982516,-0.005853
79.71,0.982090,0.009684
80.15,0.974038,0.004488
80.59,0.978161,-0.006118
81.03,0.979394,0.000611
81.47,0.977627,0.010757
81.90,0.969976,0.000536
82.34,0.977158,-0.005940
82.78,0.975177,0.003773
83.22,0.973855,-0.000472
83.65,0.975589,0.005917
84.09,0.968674,0.006660
84.53,0.969759,-0.007356
84.97,0.975114,-0.003120
85.41,0.972491,0.003076
85.84,0.972421,-0.001848
86.28,0.974109,0.000629
86.72,0.971870,0.002262
87.16,0.972128,0.005389
87.59,0.967153,0.002784
88.03,0.969691,0.002141
88.47,0.965278,0.004194
88.91,0.966019,-0.002800
89.34,0.967730,0.003613
89.78,0.962856,-0.004378
90.22,0.971562,-0.001996
90.66,0.964603,0.005495
91.10,0.966752,0.002330
91.53,0.962563,-0.004129
91.97,0.970367,-0.003244
92.41,0.965404,0.008074
92.85,0.963299,0.002180
93.28,0.963495,-0.002524
93.72,0.965508,0.005092
94.16,0.959037,0.001270
94.60,0.964397,-0.004727
95.04,0.963175,0.000418
95.47,0.964030,0.003087
95.91,0.960473,0.008349
96.35,0.956721,0.004198
96.79,0.956798,-0.001916
97.22,0.958398,0.001392
97.66,0.955579,-0.005675
98.10,0.963366,-0.004309
98.54,0.959351,-0.001051
98.97,0.964286,-0.004304
99.41,0.963119,0.007916
99.85,0.957356,0.008520
100.29,0.955660,-0.001561
100.73,0.958723,0.005318
101.16,0.951005,0.007659
101.60,0.952018,-0.004551
102.04,0.954989,0.001585
102.48,0.950631,-0.004647
102.91,0.959057,-0.000481
103.35,0.951052,0.003083
103.79,0.956358,0.000412
104.23,0.950691,0.011894
104.66,0.945946,0.005050
105.10,0.946270,-0.002538
105.54,0.948168,-0.006444
105.98,0.951912,-0.005017
106.42,0.952560,0.000943
106.85,0.951086,0.004988
107.29,0.948194,0.007897
107.73,0.944173,0.002735
108.17,0.945800,-0.009466
108.60,0.952461,-0.001172
109.04,0.946826,0.003887
109.48,0.949058,0.001834
109.92,0.945220,-0.002872
110.36,0.951572,-0.003388
110.79,0.948186,0.008513
111.23,0.944120,0.003900
111.67,0.944772,-0.004227
112.11,0.947820,0.002119
112.54,0.942917,0.005179
112.98,0.943286,-0.001710
113.42,0.944414,-0.001695
113.86,0.944770,0.000787
114.29,0.943725,0.000296
114.73,0.944510,-0.002737
115.17,0.946120,0.002662
115.61,0.942180,0.002145
116.05,0.944243,-0.008271
116.48,0.949421,-0.000004
116.92,0.944246,0.007294
117.36,0.943036,0.005936
117.80,0.939049,0.001986
118.23,0.941298,-0.005745
118.67,0.944078,-0.003180
119.11,0.944081,0.008511
119.55,0.936627,0.001096
119.98,0.943122,-0.005144
120.42,0.941130,0.003859
120.86,0.939743,-0.002849
121.30,0.943625,0.002148
121.74,0.937862,0.001354
122.17,0.942440,-0.004544
122.61,0.941840,-0.001156
123.05,0.943451,0.003923
123.49,0.938406,0.007148
123.92,0.937194,-0.005097
124.36,0.942868,-0.000452
124.80,0.937590,0.000727
125.24,0.942231,-0.003180
125.68,0.940374,0.003957
126.11,0.938767,0.000571
126.55,0.939874,-0.004418
126.99,0.942635,-0.002908
127.43,0.942419,0.002418
127.86,0.940519,-0.002330
128.30,0.944459,0.000700
128.74,0.939906,0.004743
129.18,0.940307,-0.004220
129.61,0.943600,0.006526
130.05,0.934593,0.004649
130.49,0.939531,-0.013326
130.93,0.946259,0.001534
131.37,0.938188,0.007960
131.80,0.939290,-0.000636
132.24,0.938745,-0.007065
132.68,0.945475,-0.000394
