temperature_c,mass_fraction,dtg
25.00,1.000147,-0.004726
25.44,1.002215,0.006373
25.88,0.994567,0.007033
26.31,0.996058,-0.003147
26.75,0.997322,-0.004923
27.19,1.000368,-0.004294
27.63,1.001081,0.002941
28.06,0.997793,0.005343
28.50,0.996404,-0.007481
28.94,1.004343,-0.003921
29.38,0.999837,0.002256
29.81,1.002367,0.001800
30.25,0.998261,0.005150
30.69,0.997859,-0.006168
31.13,1.003661,-0.000776
31.57,0.998538,0.010401
32.00,0.994555,-0.003311
32.44,1.001437,-0.005415
32.88,0.999296,0.002746
33.32,0.999032,0.001668
33.75,0.997836,-0.003355
34.19,1.001970,0.004229
34.63,0.994134,0.000651
35.07,1.001399,-0.007331
35.51,1.000552,0.001904
35.94,0.999732,0.000666
36.38,0.999968,0.003876
36.82,0.996339,0.007500
37.26,0.993402,-0.000668
37.69,0.996923,0.004306
38.13,0.989633,-0.000155
38.57,0.997059,-0.009552
39.01,0.997995,-0.000545
39.44,0.997536,-0.002211
39.88,0.999930,-0.005239
40.32,1.002122,0.011778
40.76,0.989620,0.005910
41.20,0.996948,-0.008127
41.63,0.996734,-0.002554
42.07,0.999184,-0.004842
42.51,1.000973,0.003001
42.95,0.996557,0.003770
43.38,0.997672,-0.000645
43.82,0.997122,0.001047
44.26,0.996756,-0.002746
44.70,0.999525,-0.006055
45.14,1.002056,0.005197
45.57,0.994976,0.001916
46.01,1.000379,0.002925
46.45,0.992415,0.002711
46.89,0.998006,-0.005568
47.32,0.997289,0.006993
47.76,0.991884,-0.002688
48.20,0.999643,-0.005443
48.64,0.996649,0.005349
49.07,0.994960,0.000892
49.51,0.995869,0.002666
49.95,0.992626,0.005684
50.39,0.990893,0.000103
50.83,0.992536,-0.005658
51.26,0.995846,-0.004127
51.70,0.996148,0.005513
52.14,0.991020,0.001630
52.58,0.994721,-0.001637
53.01,0.992453,0.000275
53.45,0.994480,-0.007294
53.89,0.998838,0.000196
54.33,0.994309,0.001159
54.76,0.997824,-0.001350
55.20,0.995491,0.003270
55.64,0.994961,0.000459
56.08,0.995088,-0.005670
56.52,0.999925,0.002901
56.95,0.992549,0.013813
57.39,0.987832,0.001563
57.83,0.991180,-0.010566
58.27,0.997082,-0.007128
58.70,0.997421,0.002101
59.14,0.995243,-0.001691
59.58,0.998901,0.001423
60.02,0.993998,0.004557
60.46,0.994912,-0.002650
60.89,0.996317,0.003446
61.33,0.991895,0.005921
61.77,0.991134,0.002311
62.21,0.989873,0.001419
62.64,0.989891,-0.006171
63.08,0.995275,-0.010938
63.52,0.999467,0.001729
63.96,0.993761,0.002949
64.39,0.996885,0.004610
64.83,0.989726,0.009231
65.27,0.988805,0.002348
65.71,0.987671,-0.006132
66.15,0.994173,-0.002694
66.58,0.990029,-0.000939
67.02,0.994995,-0.004566
67.46,0.994027,0.006161
67.90,0.989601,0.009487
68.33,0.985721,0.002580
68.77,0.987343,-0.009322
69.21,0.993882,-0.001552
69.65,0.988702,0.006112
70.09,0.988531,-0.003005
70.52,0.991332,0.004895
70.96,0.984245,0.010811
71.40,0.981868,-0.005951
71.84,0.989455,-0.002534
72.27,0.984087,-0.005863
72.71,0.994588,-0.003762
73.15,0.987380,0.007637
73.59,0.987902,0.001818
74.02,0.985789,0.004117
74.46,0.984298,-0.001620
74.90,0.987207,-0.000984
75.34,0.985159,-0.001404
75.78,0.988436,0.003255
76.21,0.982310,-0.000253
76.65,0.988657,-0.000638
77.09,0.982868,0.002944
77.53,0.986079,-0.002109
77.96,0.984714,0.007245
78.40,0.979737,0.006263
78.84,0.979231,0.000724
79.28,0.979103,0.000156
79.71,0.979095,-0.005174
80.15,0.983632,0.000912
80.59,0.978296,0.008752
81.03,0.975970,-0.003225
81.47,0.981119,-0.001285
81.90,0.977095,0.006473
82.34,0.975452,-0.001543
82.78,0.978446,-0.005768
83.22,0.980502,0.007626
83.65,0.971770,0.000938
84.09,0.979680,-0.011603
84.53,0.981928,0.006599
84.97,0.973903,0.011168
85.41,0.972150,-0.012405
85.84,0.984763,-0.002129
86.28,0.974014,0.009708
86.72,0.976264,-0.002880
87.16,0.976536,0.005206
87.59,0.971706,0.001681
88.03,0.975064,-0.002413
88.47,0.973819,0.006332
88.91,0.969521,0.002390
89.34,0.971727,-0.001804
89.78,0.971100,-0.000948
90.22,0.972557,0.002512
90.66,0.968901,0.005629
91.10,0.967629,-0.003846
91.53,0.972267,-0.004171
91.97,0.971280,0.000679
92.41,0.971673,-0.006556
92.85,0.977019,0.007180
93.28,0.965387,0.014377
93.72,0.964434,-0.002552
94.16,0.967621,-0.009853
94.60,0.973059,-0.005074
95.04,0.972063,0.004767
95.47,0.968886,0.005266
95.91,0.967453,0.003823
96.35,0.965539,0.002689
96.79,0.965099,-0.007772
97.22,0.972343,-0.002037
97.66,0.966882,0.006524
98.10,0.966631,-0.001160
98.54,0.967898,-0.004546
98.97,0.970611,-0.003079
99.41,0.970593,0.006375
99.85,0.965030,0.009320
100.29,0.962434,-0.004000
100.73,0.968532,-0.002010
101.16,0.964193,0.003589
101.60,0.965390,-0.007979
102.04,0.971178,-0.000070
102.48,0.965451,0.016064
102.91,0.957115,0.000106
103.35,0.965358,-0.008030
103.79,0.964144,0.000761
104.23,0.964691,0.002878
104.66,0.961625,0.009235
105.10,0.956607,-0.001205
105.54,0.962680,-0.007442
105.98,0.963121,0.010906
106.42,0.953132,0.005771
106.85,0.958069,-0.002650
107.29,0.955452,0.003988
107.73,0.954577,-0.007920
108.17,0.962386,-0.005894
108.60,0.959737,0.004248
109.04,0.958667,0.008239
109.48,0.952524,0.000384
109.92,0.958331,-0.005898
110.36,0.957688,-0.004023
110.79,0.961853,-0.004434
111.23,0.961569,0.004897
111.67,0.957566,0.007075
112.11,0.955375,0.008409
112.54,0.950205,-0.003101
112.98,0.958090,-0.009734
113.42,0.958726,-0.000682
113.86,0.958687,0.004858
114.29,0.954473,0.004412
114.73,0.954824,-0.007823
115.17,0.961322,0.000628
115.61,0.954274,0.013520
116.05,0.949486,-0.000210
116.48,0.954458,-0.003077
116.92,0.952180,0.005774
117.36,0.949404,-0.005124
117.80,0.956666,-0.008595
118.23,0.956928,0.001993
118.67,0.954921,0.007135
119.11,0.950682,-0.002891
119.55,0.957452,-0.004066
119.98,0.954241,0.004240
120.42,0.953740,-0.002693
120.86,0.956599,-0.002595
121.30,0.956012,0.003077
121.74,0.953906,0.002563
122.17,0.953768,-0.002156
122.61,0.955794,-0.000051
123.05,0.953813,0.006140
123.49,0.950418,0.004006
123.92,0.950305,0.003030
124.36,0.947766,0.000816
124.80,0.949591,-0.007049
125.24,0.953937,-0.001555
125.68,0.950953,0.003710
126.11,0.950689,-0.002627
126.55,0.953253,-0.000665
126.99,0.951271,-0.002248
127.43,0.955221,0.001758
127.86,0.949731,0.006002
128.30,0.949967,-0.002039
128.74,0.951516,-0.001260
129.18,0.951069,-0.008938
129.61,0.959341,0.003188
130.05,0.948278,0.009377
130.49,0.951132,-0.001201
130.93,0.949330,-0.000237
131.37,0.951340,-0.002600
131.80,0.951606,0.003155
132.24,0.948578,0.004131
132.68,0.947990,0.002737
133.12,0.946182,-0.002408
133.55,0.950097,-0.005485
133.99,0.950983,-0.003212
134.43,0.952910,0.006673
134.87,0.945142,0.007776
135.31,0.946103,-0.005117
135.74,0.949621,-0.003876
136.18,0.949495,0.003450
136.62,0.946601,-0.001558
137.06,0.950859,-0.000618
137.49,0.947142,-0.000911
137.93,0.951656,-0.004785
138.37,0.951331,0.000811
138.81,0.950946,0.004567
139.24,0.947332,-0.001876
139.68,0.952589,-0.003710
140.12,0.950580,0.002787
140.56,0.950149,0.003689
141.00,0.947351,0.004981
141.43,0.945788,0.001370
141.87,0.946152,0.002953
142.31,0.943203,0.002280
142.75,0.944156,-0.004361
143.18,0.947020,0.000162
143.62,0.944014,-0.004253
144.06,0.950744,-0.000695
144.50,0.944622,0.002830
144.93,0.948266,-0.004354
145.37,0.948434,0.000794
145.81,0.947571,0.003170
146.25,0.945659,-0.005294
146.69,0.952206,-0.000613
147.12,0.946196,0.002361
147.56,0.950139,-0.009394
148.00,0.954419,0.003994
148.44,0.946642,0.009409
148.87,0.946183,0.001025
149.31,0.945745,-0.001172
149.75,0.947209,-0.003692
150.19,0.948977,0.003910
150.63,0.943785,0.003883
151.06,0.945578,-0.002325
151.50,0.945821,0.002042
151.94,0.943790,-0.000811
152.38,0.946531,0.000813
152.81,0.943078,-0.004583
153.25,0.950543,-0.006730
153.69,0.948969,-0.002294
154.13,0.952551,0.003890
154.56,0.945564,0.004979
155.00,0.948192,-0.000170
155.44,0.945713,-0.006446
155.88,0.953835,-0.003160
156.32,0.948479,0.002106
156.75,0.951991,0.001066
157.19,0.947546,0.007717
157.63,0.945236,-0.001229
158.07,0.948621,-0.000776
158.50,0.945915,0.003621
158.94,0.945451,-0.000837
159.38,0.946647,-0.002877
159.82,0.947970,0.003295
160.26,0.943763,0.005477
160.69,0.943175,-0.007369
161.13,0.950214,-0.007727
161.57,0.949939,-0.000865
162.01,0.950971,0.006029
162.44,0.944661,0.006268
162.88,0.945484,0.005078
163.32,0.940216,-0.004580
163.76,0.949493,-0.006382
164.19,0.945803,0.004676
164.63,0.945399,0.001599
165.07,0.944403,0.001288
165.51,0.944272,-0.005869
165.95,0.949541,-0.008567
166.38,0.951772,0.008642
166.82,0.941975,0.004029
167.26,0.948244,0.000006
167.70,0.941970,-0.001499
168.13,0.949557,-0.003336
168.57,0.944890,0.005330
169.01,0.944891,-0.001731
169.45,0.946405,0.000045
169.88,0.944852,0.007966
170.32,0.939432,-0.000068
170.76,0.944911,-0.009289
171.20,0.947564,0.001246
171.64,0.943820,0.005206
172.07,0.943007,-0.006774
