temperature_c,mass_fraction,dtg
25.00,1.001262,0.008076
25.44,0.997727,0.004149
25.88,0.997630,-0.000454
26.31,0.998124,0.000684
26.75,0.997030,-0.003973
27.19,1.001603,-0.004173
27.63,1.000684,0.009735
28.06,0.993081,0.007784
28.50,0.993869,-0.004235
28.94,0.996788,-0.006371
29.38,0.999447,-0.000108
29.81,0.996883,-0.003121
30.25,1.002179,-0.002816
30.69,0.999348,0.003927
31.13,0.998742,0.001255
31.57,0.998249,-0.001388
32.00,0.999956,-0.004585
32.44,1.002263,0.004791
32.88,0.995762,0.005032
33.32,0.997858,-0.002666
33.75,0.998096,-0.000993
34.19,0.998728,-0.001475
34.63,0.999388,0.001838
35.07,0.997119,-0.001367
35.51,1.000585,-0.001696
35.94,0.998603,0.000686
36.38,0.999984,-0.001342
36.82,0.999778,0.001884
37.26,0.998335,0.000418
37.69,0.999412,-0.002048
38.13,1.000128,0.004059
38.57,0.995859,0.001466
39.01,0.998844,-0.001211
39.44,0.996919,0.003780
39.88,0.995535,-0.002801
40.32,0.999371,-0.005611
40.76,1.000447,0.002610
41.20,0.997085,-0.005024
41.63,1.004845,-0.003635
42.07,1.000268,0.004354
42.51,1.001033,0.000255
42.95,1.000044,0.008091
43.38,0.993950,0.005787
43.82,0.994978,-0.004869
44.26,0.998213,-0.002710
44.70,0.997351,0.000130
45.14,0.998099,0.000606
45.57,0.996820,-0.001632
46.01,0.999527,0.001168
46.45,0.995797,0.004292
46.89,0.995770,-0.003765
47.32,0.999094,0.001966
47.76,0.994048,-0.001860
48.20,1.000722,-0.006510
48.64,0.999748,0.004323
49.07,0.996937,0.001750
49.51,0.998216,-0.002966
49.95,0.999533,0.002320
50.39,0.996185,0.003127
50.83,0.996796,0.011048
51.26,0.986513,0.003571
51.70,0.993670,-0.010232
52.14,0.995470,-0.001220
52.58,0.994738,0.007041
53.01,0.989306,-0.001652
53.45,0.996184,-0.009833
53.89,0.997915,-0.004487
54.33,1.000112,0.011278
54.76,0.988042,-0.001919
55.20,1.001792,-0.009222
55.64,0.996115,0.007659
56.08,0.995088,-0.000447
56.52,0.996506,-0.001010
56.95,0.995972,-0.001424
57.39,0.997753,0.003259
57.83,0.993119,0.004090
58.27,0.994173,-0.003692
58.70,0.996351,-0.003341
59.14,0.997098,0.001310
59.58,0.995204,0.005976
60.02,0.991866,-0.001396
60.46,0.996426,-0.000891
60.89,0.992646,0.006900
61.33,0.990385,0.006180
61.77,0.987236,0.000944
62.21,0.989559,0.003987
62.64,0.983745,0.005268
63.08,0.984948,-0.004845
63.52,0.987987,-0.011545
63.96,0.995055,-0.001406
64.39,0.989218,0.003861
64.83,0.991674,-0.004352
65.27,0.993028,-0.001934
65.71,0.993367,0.002097
66.15,0.991192,0.006185
66.58,0.987952,-0.003556
67.02,0.994305,0.002299
67.46,0.985940,0.002558
67.90,0.992066,-0.001689
68.33,0.987418,0.003577
68.77,0.988934,-0.005305
69.21,0.992063,0.002048
69.65,0.987141,0.000445
70.09,0.991673,-0.002899
70.52,0.989679,0.011289
70.96,0.981790,0.000520
71.40,0.989224,-0.006495
71.84,0.987476,-0.001555
72.27,0.990585,0.002445
72.71,0.985335,0.003767
73.15,0.987287,0.001226
73.59,0.984262,-0.004792
74.02,0.991483,-0.001318
74.46,0.985416,0.011127
74.90,0.981742,-0.002143
75.34,0.987292,-0.000464
75.78,0.982148,0.001154
76.21,0.986281,-0.006838
76.65,0.988134,0.004013
77.09,0.982768,0.001521
77.53,0.986802,0.000767
77.96,0.982097,0.000389
78.40,0.986462,0.002841
78.84,0.979610,0.000020
79.28,0.986445,-0.006403
79.71,0.985216,0.004253
80.15,0.982721,0.005076
80.59,0.980772,-0.002045
81.03,0.984511,-0.002010
81.47,0.982531,-0.003380
81.90,0.987470,0.000798
82.34,0.981832,0.012866
82.78,0.976207,0.006185
83.22,0.976418,-0.007227
83.65,0.982534,-0.002208
84.09,0.978350,0.004961
84.53,0.978191,-0.003219
84.97,0.981168,0.000072
85.41,0.978128,0.000458
85.84,0.980768,0.000986
86.28,0.977265,0.005710
86.72,0.975769,0.004134
87.16,0.973646,0.000919
87.59,0.974964,-0.001517
88.03,0.974974,-0.002104
88.47,0.976806,-0.004000
88.91,0.978476,0.003680
89.34,0.973584,0.011194
89.78,0.968676,0.003261
90.22,0.970730,-0.009726
90.66,0.977191,-0.002870
91.10,0.973243,0.005456
91.53,0.972414,0.002052
91.97,0.971446,0.004172
92.41,0.968762,0.004819
92.85,0.967227,-0.005199
93.28,0.973313,-0.000449
93.72,0.967621,0.000715
94.16,0.972687,0.004654
94.60,0.963547,0.008957
95.04,0.964846,-0.010707
95.47,0.972920,-0.000378
95.91,0.965177,0.005293
96.35,0.968287,0.003046
96.79,0.962510,0.001684
97.22,0.966812,-0.000250
97.66,0.962729,0.005209
98.10,0.962251,-0.002012
98.54,0.964491,-0.001625
98.97,0.963674,-0.000786
99.41,0.965179,-0.000840
99.85,0.964410,0.005496
100.29,0.960367,0.001278
100.73,0.963291,-0.006865
101.16,0.966377,0.004752
101.60,0.959131,0.008289
102.04,0.959121,0.006923
102.48,0.953071,-0.000599
102.91,0.959646,-0.015700
103.35,0.966815,-0.001394
103.79,0.960866,0.009584
104.23,0.958426,-0.000058
104.66,0.960917,-0.001197
105.10,0.959473,-0.001373
105.54,0.962119,-0.001739
105.98,0.960995,0.001144
106.42,0.961117,0.002839
106.85,0.958510,0.006122
107.29,0.955757,0.000141
107.73,0.958387,0.000030
108.17,0.955731,-0.002191
108.60,0.960305,-0.000067
109.04,0.955790,0.006908
109.48,0.954257,-0.001995
109.92,0.957536,-0.001116
110.36,0.955234,0.004822
110.79,0.953315,-0.000049
111.23,0.955276,-0.000171
111.67,0.953465,-0.000139
112.11,0.955398,-0.000140
112.54,0.953587,0.008717
112.98,0.947767,-0.001575
113.42,0.954966,-0.008010
113.86,0.954779,-0.002499
114.29,0.957153,0.001120
114.73,0.953798,-0.000738
115.17,0.957800,-0.003531
115.61,0.956889,0.000118
116.05,0.957697,0.004365
116.48,0.953068,0.003101
116.92,0.954982,0.003962
117.36,0.949599,0.005418
117.80,0.950239,-0.000962
118.23,0.950441,-0.000378
118.67,0.950570,-0.003591
119.11,0.953585,-0.004305
119.55,0.954338,-0.003954
119.98,0.957047,0.003194
120.42,0.951542,0.001922
120.86,0.955364,0.005262
121.30,0.946936,0.001963
