temperature_c,mass_fraction,dtg
25.00,0.999309,0.003171
25.44,0.997921,0.006992
25.88,0.993188,0.001652
26.31,0.996475,-0.013581
26.75,1.005077,-0.002239
27.19,0.998435,0.002899
27.63,1.002539,0.001871
28.06,0.996797,0.004200
28.50,0.998862,-0.003596
28.94,0.999945,-0.001820
29.38,1.000456,0.003995
29.81,0.996448,0.010389
30.25,0.991361,-0.008626
30.69,1.004000,-0.013561
31.13,1.003233,0.013069
31.57,0.992559,0.002563
32.00,1.000989,-0.009203
32.44,1.000615,0.006663
32.88,0.995156,-0.000230
33.32,1.000817,-0.008315
33.75,1.002435,-0.002935
34.19,1.003386,0.004098
34.63,0.998847,0.006737
35.07,0.997488,-0.002273
35.51,1.000837,0.000390
35.94,0.997146,-0.001658
36.38,1.002288,0.000399
36.82,0.996797,0.000913
37.26,1.001489,-0.002557
37.69,0.999035,0.003522
38.13,0.998406,-0.000507
38.57,0.999479,0.002512
39.01,0.996207,0.000877
39.44,0.998712,0.002211
39.88,0.994271,-0.001461
40.32,0.999991,-0.006488
40.76,0.999952,0.001114
41.20,0.999015,-0.002804
41.63,1.002406,0.001217
42.07,0.997949,0.002876
42.51,0.999888,0.002618
42.95,0.995658,0.002339
43.38,0.997841,-0.001761
43.82,0.997200,-0.001631
44.26,0.999269,-0.002145
44.70,0.999078,0.002273
45.14,0.997279,-0.001470
45.57,1.000365,0.001377
46.01,0.996074,0.007571
46.45,0.993737,-0.001117
46.89,0.997052,-0.006466
47.32,0.999397,0.000730
47.76,0.996413,0.002881
48.20,0.996875,-0.003553
48.64,0.999523,-0.005008
49.07,1.001259,0.004483
49.51,0.995599,0.001773
49.95,0.999706,-0.000746
50.39,0.996251,0.003235
50.83,0.996874,-0.001808
51.26,0.997834,-0.007753
51.70,1.003661,-0.001405
52.14,0.999065,0.005663
52.58,0.998703,0.008088
53.01,0.991984,0.006893
53.45,0.992669,-0.001308
53.89,0.993129,-0.003369
54.33,0.995619,-0.005687
54.76,0.998107,-0.004353
55.20,0.999430,0.002611
55.64,0.995822,0.003489
56.08,0.996375,-0.004842
56.52,1.000061,-0.001051
56.95,0.997296,0.005583
57.39,0.995173,0.005037
57.83,0.992886,-0.007419
58.27,1.001668,-0.003846
58.70,0.996253,0.005711
59.14,0.996668,-0.000943
59.58,0.997078,0.002156
60.02,0.994781,0.000984
60.46,0.996217,0.000226
60.89,0.994583,0.003077
61.33,0.993523,-0.002743
61.77,0.996985,-0.002053
62.21,0.995321,0.006011
62.64,0.991722,0.007533
63.08,0.988726,-0.005982
63.52,0.996959,-0.003360
63.96,0.991668,0.002201
64.39,0.995031,-0.004499
64.83,0.995607,0.002392
65.27,0.992938,0.002256
65.71,0.993631,-0.002415
66.15,0.995052,0.006234
66.58,0.988174,-0.001474
67.02,0.996342,-0.010122
67.46,0.997035,0.008162
67.90,0.989197,-0.002180
68.33,0.998944,-0.004121
68.77,0.992805,0.002928
69.21,0.996380,0.000964
69.65,0.991961,0.007435
70.09,0.989872,0.002054
70.52,0.990163,-0.000503
70.96,0.990312,-0.006634
71.40,0.995970,0.002041
71.84,0.988525,0.014154
72.27,0.983580,-0.003450
72.71,0.991545,-0.004651
73.15,0.987651,0.005101
73.59,0.987080,-0.007332
74.02,0.994069,-0.005350
74.46,0.991763,0.004458
74.90,0.990167,0.004736
75.34,0.987617,-0.001804
75.78,0.991746,-0.008112
76.21,0.994719,0.004754
76.65,0.987584,0.010004
77.09,0.985961,0.003324
77.53,0.984674,-0.004540
77.96,0.989936,0.001752
78.40,0.983141,-0.001114
78.84,0.990911,0.000709
79.28,0.982520,0.006626
79.71,0.985110,-0.008117
80.15,0.989626,-0.000972
80.59,0.985962,0.009410
81.03,0.981389,0.000461
81.47,0.985558,-0.001639
81.90,0.982824,0.003249
82.34,0.982714,-0.005472
82.78,0.987614,-0.004771
83.22,0.986890,0.005599
83.65,0.982712,-0.001772
84.09,0.988442,-0.007338
84.53,0.989137,0.007736
84.97,0.981669,0.010859
85.41,0.979630,-0.000503
85.84,0.982110,0.005932
86.28,0.974437,0.009876
86.72,0.973464,-0.008598
87.16,0.981964,-0.012440
87.59,0.984355,0.005471
88.03,0.977174,0.003170
88.47,0.981580,0.002590
88.91,0.974907,0.005345
89.34,0.976900,-0.007613
89.78,0.981571,-0.004031
90.22,0.980429,-0.000266
90.66,0.981804,0.003435
91.10,0.977422,0.000641
91.53,0.981243,0.001489
91.97,0.976119,0.004403
92.41,0.977389,0.000052
92.85,0.976074,0.001283
93.28,0.976266,0.005223
93.72,0.971501,0.002436
94.16,0.974133,-0.000097
94.60,0.971586,-0.004996
95.04,0.978507,-0.003382
95.47,0.974547,0.009849
95.91,0.969885,0.001823
96.35,0.972951,-0.007587
96.79,0.976526,-0.001034
97.22,0.973857,0.001063
97.66,0.975596,0.004826
98.10,0.969632,0.000247
98.54,0.975380,-0.000335
98.97,0.969925,0.007428
99.41,0.968877,-0.005613
99.85,0.974839,0.000277
100.29,0.968635,0.003330
100.73,0.971923,0.003213
101.16,0.965822,0.002539
101.60,0.969701,-0.000528
102.04,0.966284,-0.006187
102.48,0.975117,-0.005439
102.91,0.971046,0.010144
103.35,0.966237,0.002687
103.79,0.968693,-0.009733
104.23,0.974757,-0.006189
104.66,0.974111,0.013038
105.10,0.963343,0.003413
105.54,0.971124,-0.003620
105.98,0.966512,0.005193
106.42,0.966577,-0.004133
106.85,0.970131,0.001431
107.29,0.965324,0.008262
107.73,0.962898,0.001241
108.17,0.964238,-0.002939
108.60,0.965471,-0.004200
109.04,0.967915,-0.000420
109.48,0.965839,0.000987
109.92,0.967051,0.004788
110.36,0.961647,-0.000388
110.79,0.967390,0.000257
111.23,0.961422,-0.000724
111.67,0.968024,-0.010032
112.11,0.970204,0.000089
112.54,0.967946,0.007170
112.98,0.963928,0.000706
113.42,0.967328,-0.005822
113.86,0.969025,0.002621
114.29,0.965033,0.003199
114.73,0.966224,-0.001721
115.17,0.966540,0.002683
115.61,0.963876,0.002903
116.05,0.963999,0.002692
116.48,0.961519,-0.001825
116.92,0.965596,0.000193
117.36,0.961350,0.000256
117.80,0.965372,-0.004931
118.23,0.965667,-0.001036
118.67,0.966279,0.004661
119.11,0.961586,0.000737
119.55,0.965633,-0.002229
119.98,0.963538,0.004594
120.42,0.961612,0.002871
120.86,0.961024,0.002118
121.30,0.959757,-0.002158
121.74,0.962913,0.001057
122.17,0.958832,-0.004574
122.61,0.966917,0.004550
123.05,0.954848,0.001698
123.49,0.965431,-0.005810
123.92,0.959935,0.002351
124.36,0.963373,-0.001102
124.80,0.960900,0.000596
125.24,0.962852,-0.002361
125.68,0.962966,0.002662
126.11,0.960522,0.002441
126.55,0.960830,-0.004219
126.99,0.964215,-0.000158
