temperature_c,mass_fraction,dtg
25.00,0.996454,-0.008664
25.44,1.000246,-0.006462
25.88,1.002111,-0.005459
26.31,1.005026,0.002753
26.75,0.999701,0.001621
27.19,1.003607,-0.001640
27.63,1.001137,0.002990
28.06,1.000989,-0.001183
28.50,1.002172,-0.000759
28.94,1.001653,0.005444
29.38,0.997406,0.001314
29.81,1.000503,0.000086
30.25,0.997331,-0.004142
30.69,1.004129,-0.007091
31.13,1.003539,0.006067
31.57,0.998817,0.005266
32.00,0.998929,-0.000271
32.44,0.999055,-0.000148
32.88,0.999059,-0.000843
33.32,0.999792,0.003274
33.75,0.996193,-0.000429
34.19,1.000168,-0.005476
34.63,1.000987,0.003651
35.07,0.996972,-0.002204
35.51,1.002916,-0.002646
35.94,0.999289,0.007198
36.38,0.996615,0.005922
36.82,0.994105,-0.001981
37.26,0.998349,-0.003183
37.69,0.996891,0.007876
38.13,0.991454,-0.005682
38.57,1.001865,-0.006495
39.01,0.997140,0.001203
39.44,1.000812,0.004950
39.88,0.992807,-0.003108
40.32,1.003533,-0.006054
40.76,0.998106,0.003614
41.20,1.000369,0.000254
41.63,0.997884,0.007208
42.07,0.994059,0.002911
42.51,0.995336,-0.002388
42.95,0.996150,-0.004128
43.38,0.998950,0.001455
43.82,0.994876,-0.001110
44.26,0.999922,-0.002270
44.70,0.996863,-0.001012
45.14,1.000808,0.001937
45.57,0.995168,0.002427
46.01,0.998683,-0.001134
46.45,0.996161,0.002681
46.89,0.996336,-0.001814
47.32,0.997749,0.001402
47.76,0.995109,-0.002016
48.20,0.999513,0.003765
48.64,0.991813,-0.002518
49.07,1.001718,-0.003213
49.51,0.994626,0.006659
49.95,0.995889,-0.006134
50.39,0.999996,-0.009523
50.83,1.004226,0.001606
51.26,0.998589,0.002275
51.70,1.002234,0.000582
52.14,0.998080,-0.000603
52.58,1.002762,0.001335
53.01,0.996911,0.009286
53.45,0.994632,0.002483
53.89,0.994737,-0.000120
54.33,0.994737,-0.005610
54.76,0.999649,-0.008255
55.20,1.001964,0.001779
55.64,0.998091,0.010392
56.08,0.992866,-0.000902
56.52,0.998880,-0.009096
56.95,1.000830,0.002997
57.39,0.996256,0.008153
57.83,0.993692,0.000152
58.27,0.996123,-0.005895
58.70,0.998853,0.003245
59.14,0.993283,0.002480
59.58,0.996682,-0.006577
60.02,0.999040,0.006543
60.46,0.990954,0.007648
60.89,0.992345,-0.005568
61.33,0.995828,-0.005297
61.77,0.996983,0.000692
62.21,0.995222,0.000204
62.64,0.996804,0.004935
63.08,0.990902,0.005150
63.52,0.992296,-0.001840
63.96,0.992513,-0.001571
64.39,0.993671,0.003238
64.83,0.989677,-0.001543
65.27,0.995022,0.000325
65.71,0.989393,-0.001331
66.15,0.996187,-0.012086
66.58,0.999973,0.002609
67.02,0.993903,0.008129
67.46,0.992857,-0.000970
67.90,0.994752,0.001077
68.33,0.991914,0.002511
68.77,0.992554,-0.000243
69.21,0.992127,0.002849
69.65,0.990059,-0.001455
70.09,0.993401,-0.001054
70.52,0.990982,0.005244
70.96,0.988810,-0.002439
71.40,0.993117,0.000396
71.84,0.988464,0.005861
72.27,0.987986,-0.004788
72.71,0.992655,0.003776
73.15,0.984680,0.007456
73.59,0.986128,-0.006502
74.02,0.990372,-0.005346
74.46,0.990807,-0.006320
74.90,0.995905,0.004692
75.34,0.986700,0.008851
75.78,0.988157,-0.005437
76.21,0.991460,0.004293
76.65,0.984399,0.007209
77.09,0.985149,0.000371
77.53,0.984074,-0.000336
77.96,0.985443,-0.001311
78.40,0.985222,-0.000283
78.84,0.985691,0.000808
