temperature_c,mass_fraction,dtg
25.00,1.000341,0.009488
25.44,0.996188,0.002850
25.88,0.997846,-0.005051
26.31,1.000610,-0.001059
26.75,0.998773,-0.002247
27.19,1.002577,0.000601
27.63,0.998247,0.004028
28.06,0.999051,0.001390
28.50,0.997030,-0.001135
28.94,1.000044,-0.005058
29.38,1.001458,0.005239
29.81,0.995458,0.004320
30.25,0.997676,-0.005564
30.69,1.000329,0.002414
31.13,0.995563,-0.002465
31.57,1.002487,-0.003614
32.00,0.998727,0.005039
32.44,0.998075,-0.001183
32.88,0.999763,0.000728
33.32,0.997438,0.001357
33.75,0.998574,0.002164
34.19,0.995543,0.000510
34.63,0.998128,0.002979
35.07,0.992935,-0.002572
35.51,1.000380,-0.006229
35.94,0.998388,0.000053
36.38,1.000333,0.001100
36.82,0.997425,0.003678
37.26,0.997113,-0.001940
37.69,0.999124,-0.003984
38.13,1.000601,0.004746
38.57,0.994969,0.002845
39.01,0.998110,-0.008206
39.44,1.002153,-0.000903
39.88,0.998901,0.008596
40.32,0.994628,0.004468
40.76,0.994989,-0.005682
41.20,0.999603,-0.002104
41.63,0.996832,0.001090
42.07,0.998648,0.000697
42.51,0.996221,0.002784
42.95,0.996211,-0.004303
43.38,0.999988,0.000761
43.82,0.995545,0.001189
44.26,0.998948,-0.002095
44.70,0.997379,-0.001336
45.14,1.000117,-0.002272
45.57,0.999368,0.004081
46.01,0.996545,0.009332
46.45,0.991198,-0.000361
46.89,0.996861,-0.007345
47.32,0.997629,0.005803
47.76,0.991781,-0.000347
48.20,0.997932,-0.001147
48.64,0.992785,0.001412
49.07,0.996696,-0.003006
49.51,0.995417,0.001634
49.95,0.995266,-0.002046
50.39,0.997208,0.003887
50.83,0.991863,0.003406
51.26,0.994226,0.001562
51.70,0.990496,-0.005732
52.14,0.999243,-0.003968
52.58,0.993969,0.002623
53.01,0.996947,-0.002186
53.45,0.995883,0.001907
53.89,0.995278,0.003179
54.33,0.993100,-0.010116
54.76,1.004134,-0.000286
55.20,0.993351,0.011536
55.64,0.994036,-0.000746
56.08,0.994004,0.004853
56.52,0.989787,-0.002738
56.95,0.996401,-0.001920
57.39,0.991468,0.006712
57.83,0.990525,-0.006004
58.27,0.996724,-0.002896
58.70,0.993061,0.005828
59.14,0.991623,-0.008048
59.58,1.000106,0.000489
60.02,0.991194,0.006269
60.46,0.994618,-0.006697
60.89,0.997057,-0.000551
61.33,0.995101,0.005691
61.77,0.992075,0.004900
62.21,0.990812,-0.001749
62.64,0.993607,0.000645
63.08,0.990247,-0.005665
63.52,0.998566,0.001796
63.96,0.988675,0.013924
64.39,0.986377,-0.004688
64.83,0.992779,-0.007029
65.27,0.992530,-0.004477
65.71,0.996698,0.006064
66.15,0.987221,0.010192
66.58,0.987776,-0.003508
67.02,0.990292,-0.007559
67.46,0.994393,-0.002837
67.90,0.992775,0.002329
68.33,0.992354,0.005807
68.77,0.987691,-0.002614
69.21,0.994643,-0.003143
69.65,0.990443,0.002915
70.09,0.992091,0.001486
70.52,0.989142,0.003084
70.96,0.989391,-0.000366
71.40,0.989463,0.005946
71.84,0.984186,-0.000057
72.27,0.989513,-0.002522
72.71,0.986393,0.013580
73.15,0.977624,-0.006169
73.59,0.991794,-0.012294
74.02,0.988387,0.000895
74.46,0.991011,0.006550
74.90,0.982652,0.001003
75.34,0.990133,-0.000317
75.78,0.982930,0.003493
76.21,0.987075,0.001200
76.65,0.981879,0.002421
77.09,0.984956,-0.007802
77.53,0.988709,0.002429
77.96,0.982829,0.008452
78.40,0.981310,0.000211
78.84,0.982645,-0.001326
79.28,0.982471,-0.002626
79.71,0.984944,-0.000065
80.15,0.982528,0.005006
80.59,0.980561,0.000365
81.03,0.982208,0.001336
81.47,0.979392,-0.001549
81.90,0.983564,-0.000605
82.34,0.979921,0.004319
82.78,0.979783,0.007426
83.22,0.973420,0.002697
83.65,0.977422,-0.004524
84.09,0.977381,-0.007497
84.53,0.983985,-0.003200
84.97,0.980182,0.011503
85.41,0.973914,0.007734
85.84,0.973411,-0.007751
86.28,0.980699,0.000406
86.72,0.973056,0.003290
87.16,0.977819,-0.001710
87.59,0.974554,0.001251
88.03,0.976724,-0.001865
88.47,0.976186,0.007698
88.91,0.969985,0.006172
89.34,0.970783,-0.004659
89.78,0.974064,-0.001207
90.22,0.971840,0.007058
90.66,0.967885,-0.004682
91.10,0.975939,-0.010048
91.53,0.976682,0.006038
91.97,0.970653,0.009753
92.41,0.968144,-0.000152
92.85,0.970786,-0.006434
93.28,0.973776,-0.002158
93.72,0.972674,0.005825
94.16,0.968677,0.001398
94.60,0.971450,0.003904
95.04,0.965259,0.004185
95.47,0.967787,-0.000032
95.91,0.965286,0.000944
96.35,0.966960,-0.006132
96.79,0.970655,0.001928
97.22,0.965272,0.007412
97.66,0.964166,0.002359
98.10,0.963207,-0.005034
98.54,0.968573,0.001540
98.97,0.961859,0.002124
99.41,0.966714,-0.007380
99.85,0.968319,0.000503
100.29,0.966273,-0.001470
100.73,0.969606,0.001724
101.16,0.964764,0.010210
101.60,0.960667,-0.006062
102.04,0.970071,-0.004440
102.48,0.964555,0.004001
102.91,0.966568,0.001820
103.35,0.962961,0.004101
103.79,0.962978,0.002440
104.23,0.960824,-0.000728
104.66,0.963615,-0.004041
105.10,0.964362,0.004389
105.54,0.959773,0.007418
105.98,0.957868,-0.000909
106.42,0.960569,-0.005729
106.85,0.962884,-0.001693
107.29,0.962051,-0.003276
107.73,0.965751,-0.001188
108.17,0.963091,0.011167
108.60,0.955976,0.005499
109.04,0.958277,-0.003521
109.48,0.959058,0.000088
109.92,0.958200,-0.001456
110.36,0.960333,0.000674
110.79,0.957610,0.000682
111.23,0.959736,-0.000798
111.67,0.958309,-0.001328
112.11,0.960899,-0.001817
112.54,0.959899,0.006589
112.98,0.955130,0.003384
113.42,0.956936,0.003950
113.86,0.951672,0.000689
114.29,0.956334,-0.005148
114.73,0.956179,0.003730
115.17,0.953068,0.004534
115.61,0.952210,-0.003112
116.05,0.955792,-0.012749
116.48,0.963370,0.007780
