temperature_c,mass_fraction,dtg
25.00,0.997867,-0.008184
25.44,1.001450,-0.001568
25.88,0.999240,0.005962
26.31,0.996231,-0.002255
26.75,1.001214,-0.000785
27.19,0.996918,0.003670
27.63,0.998001,-0.006972
28.06,1.003022,-0.004379
28.50,1.001835,0.002525
28.94,1.000811,0.006513
29.38,0.996133,0.006968
29.81,0.994712,-0.005242
30.25,1.000722,-0.003184
30.69,0.997499,0.002621
31.13,0.998428,-0.001160
31.57,0.998515,-0.001826
32.00,1.000026,-0.003658
32.44,1.001717,-0.005797
32.88,1.005101,0.008192
33.32,0.994545,0.007319
33.75,0.998693,-0.002551
34.19,0.996778,-0.010812
34.63,1.008158,-0.004399
35.07,1.000629,0.012538
35.51,0.997182,0.002789
35.94,0.998187,0.001692
36.38,0.995701,-0.000384
36.82,0.998524,-0.005755
37.26,1.000740,-0.000622
37.69,0.999068,0.000573
38.13,1.000238,-0.002791
38.57,1.001511,0.003573
39.01,0.997110,0.008944
39.44,0.993681,-0.004127
39.88,1.000723,-0.005935
40.32,0.998877,0.010294
40.76,0.991712,-0.000806
41.20,0.999582,-0.010431
41.63,1.000843,-0.001349
42.07,1.000763,0.003116
42.51,0.998115,0.000023
42.95,1.000744,0.000240
43.38,0.997905,0.008379
43.82,0.993408,-0.005310
44.26,1.002553,-0.003329
44.70,0.996323,0.007343
45.14,0.996125,-0.002301
45.57,0.998337,0.002265
46.01,0.994142,0.002805
46.45,0.995881,-0.006990
46.89,1.000261,-0.005269
47.32,1.000494,0.003913
47.76,0.996836,0.003586
48.20,0.997354,0.001953
48.64,0.995127,0.004123
49.07,0.993745,-0.001621
49.51,0.996546,-0.005151
49.95,0.998254,-0.002800
50.39,0.998997,0.005072
50.83,0.993814,0.004370
51.26,0.995171,-0.001949
51.70,0.995520,-0.002378
52.14,0.997253,-0.001847
52.58,0.997137,0.004499
53.01,0.993314,0.000810
53.45,0.996428,0.002658
53.89,0.990988,0.005801
54.33,0.991350,-0.000420
54.76,0.991355,-0.008285
55.20,0.998603,-0.003190
55.64,0.994148,0.007450
56.08,0.992082,-0.004477
56.52,0.998067,0.000584
56.95,0.991570,0.004357
57.39,0.994253,-0.009189
57.83,0.999615,-0.005807
58.27,0.999337,0.004331
58.70,0.995824,0.002070
59.14,0.997525,0.005704
59.58,0.990830,0.003316
60.02,0.994622,-0.009119
60.46,0.998814,0.007264
60.89,0.988263,0.005106
61.33,0.994344,-0.002546
61.77,0.990492,0.006701
62.21,0.988478,-0.000000
62.64,0.990492,-0.009768
63.08,0.997029,-0.003443
63.52,0.993506,-0.000124
63.96,0.997138,0.002381
64.39,0.991422,0.004807
64.83,0.992930,0.003182
65.27,0.988636,-0.000347
65.71,0.993233,0.001325
66.15,0.987477,0.001110
66.58,0.992262,-0.000229
67.02,0.987677,0.009920
67.46,0.983577,0.001092
67.90,0.986721,-0.009001
68.33,0.991457,-0.006807
68.77,0.992680,-0.002782
69.21,0.993892,0.005090
69.65,0.988224,0.008589
70.09,0.986373,-0.001404
70.52,0.989453,-0.003419
70.96,0.989366,-0.002553
71.40,0.991688,0.006261
71.84,0.983884,0.005622
72.27,0.986766,-0.007984
72.71,0.990874,0.005489
73.15,0.981961,0.008034
73.59,0.983840,-0.010703
74.02,0.991331,-0.001097
74.46,0.984800,0.003880
74.90,0.987934,0.003015
75.34,0.982161,0.002384
75.78,0.985847,-0.008175
76.21,0.989318,-0.000893
76.65,0.986629,0.001927
77.09,0.987631,0.000613
77.53,0.986092,0.001168
77.96,0.986609,0.001962
78.40,0.984375,-0.000188
78.84,0.986774,-0.003655
79.28,0.987575,0.008784
79.71,0.979084,0.006088
80.15,0.982245,-0.006102
80.59,0.984426,-0.004578
81.03,0.986253,0.007863
81.47,0.977543,0.004734
81.90,0.982108,-0.004371
82.34,0.981370,-0.002873
