temperature_c,mass_fraction,dtg
25.00,0.998540,-0.008128
25.44,1.002098,-0.003275
25.88,1.001407,0.005237
26.31,0.997513,-0.001221
26.75,1.002476,-0.005279
27.19,1.002134,-0.005603
27.63,1.007381,0.006613
28.06,0.996345,0.006949
28.50,1.001298,-0.001797
28.94,0.997918,0.005288
29.38,0.996669,0.003548
29.81,0.994812,-0.005684
30.25,1.001645,-0.003701
30.69,0.998052,-0.000138
31.13,1.001766,-0.006447
31.57,1.003696,0.001303
32.00,1.000625,0.008448
32.44,0.996301,0.004745
32.88,0.996471,0.005145
33.32,0.991797,-0.003952
33.75,0.999930,-0.004485
34.19,0.995723,0.002015
34.63,0.998166,-0.000597
35.07,0.996245,-0.005058
35.51,1.002594,0.000507
35.94,0.995802,-0.002067
36.38,1.004404,-0.001663
36.82,0.997258,0.009043
37.26,0.996487,-0.011558
37.69,1.007376,0.003429
38.13,0.993485,0.016001
38.57,0.993369,-0.006379
39.01,0.999069,-0.006990
39.44,0.999488,-0.003471
39.88,1.002108,0.003300
40.32,0.996599,0.010706
40.76,0.992736,-0.003331
41.20,0.999515,-0.006496
41.63,0.998422,-0.000492
42.07,0.999946,-0.003406
42.51,1.001403,0.002243
42.95,0.997982,0.003646
43.38,0.998211,0.003409
43.82,0.994997,0.003614
44.26,0.995048,-0.001595
44.70,0.996393,-0.004618
45.14,0.999090,-0.000325
45.57,0.996678,-0.001359
46.01,1.000280,0.000724
46.45,0.996045,-0.000311
46.89,1.000552,0.000605
47.32,0.995515,0.003256
47.76,0.997702,0.003517
48.20,0.992436,-0.002724
48.64,1.000087,-0.004502
49.07,0.996378,0.002610
49.51,0.997802,-0.000737
49.95,0.997023,0.001399
50.39,0.996577,-0.000903
50.83,0.997813,0.004702
51.26,0.992461,-0.001257
51.70,0.998914,-0.003048
52.14,0.995129,0.005340
52.58,0.994239,-0.001099
53.01,0.996091,0.000022
53.45,0.994220,-0.000383
53.89,0.996426,0.001903
54.33,0.992554,0.001196
54.76,0.995380,-0.008601
55.20,1.000083,0.005283
55.64,0.990754,0.008840
56.08,0.992344,-0.002811
56.52,0.993215,0.001948
56.95,0.990638,-0.001130
57.39,0.994204,-0.008604
57.83,0.998171,-0.001609
58.27,0.995612,0.003428
58.70,0.995170,0.004024
59.14,0.992090,0.003604
59.58,0.992015,-0.001759
60.02,0.993630,0.000419
60.46,0.991649,0.002165
60.89,0.991735,-0.004691
61.33,0.995756,-0.000221
61.77,0.991928,-0.000417
62.21,0.996120,-0.000927
62.64,0.992740,0.003901
63.08,0.992705,0.000923
63.52,0.991932,0.003277
63.96,0.989836,0.002022
64.39,0.990161,0.001160
64.83,0.988821,0.002488
65.27,0.987983,0.002091
65.71,0.986990,-0.007404
66.15,0.994465,-0.005291
66.58,0.991623,0.009562
67.02,0.986094,0.003776
67.46,0.988317,-0.001808
67.90,0.987677,0.001583
68.33,0.986931,-0.004613
68.77,0.991715,-0.008101
69.21,0.994023,0.008034
69.65,0.984682,0.008307
70.09,0.986751,-0.003099
70.52,0.987395,-0.002135
70.96,0.988620,0.002846
71.40,0.984904,0.006498
71.84,0.982931,-0.013939
72.27,0.997107,0.000480
72.71,0.982511,0.012027
73.15,0.986578,-0.000434
73.59,0.982891,0.006174
74.02,0.981173,0.004558
74.46,0.978901,-0.001289
74.90,0.982302,-0.004751
75.34,0.983060,-0.004365
75.78,0.986123,-0.002391
76.21,0.985153,0.008507
76.65,0.978676,0.001046
77.09,0.984237,-0.007999
77.53,0.985678,0.007572
77.96,0.977608,0.004314
78.40,0.981902,-0.009680
78.84,0.986083,-0.001925
79.28,0.983587,0.004769
79.71,0.981907,-0.001062
80.15,0.984517,-0.007256
80.59,0.988259,0.007595
81.03,0.977868,0.013457
81.47,0.976479,0.005702
81.90,0.972877,0.001743
82.34,0.974953,-0.001943
82.78,0.974578,-0.001722
83.22,0.976461,-0.005117
83.65,0.979057,0.003334
84.09,0.973542,0.007499
84.53,0.972492,0.001427
84.97,0.972293,-0.004647
85.41,0.976560,-0.006501
85.84,0.977984,0.002983
86.28,0.973949,0.014483
86.72,0.965305,0.003890
87.16,0.970543,-0.013276
87.59,0.976927,-0.004252
88.03,0.974266,0.003607
88.47,0.973769,0.004798
88.91,0.970065,0.001044
89.34,0.972855,0.000010
89.78,0.970057,0.000813
90.22,0.972143,-0.000649
90.66,0.970625,0.007327
91.10,0.965729,0.004544
91.53,0.966648,0.001644
91.97,0.964290,-0.001983
92.41,0.968384,-0.002712
92.85,0.966664,-0.003010
93.28,0.971019,-0.002018
93.72,0.968430,0.002742
94.16,0.968619,0.004244
94.60,0.964715,0.005538
95.04,0.963770,0.000236
95.47,0.964509,-0.003924
95.91,0.967205,0.004464
96.35,0.960601,0.012246
96.79,0.956485,-0.005255
97.22,0.965202,-0.002947
97.66,0.959065,0.008927
98.10,0.957387,-0.003650
98.54,0.962260,-0.002511
98.97,0.959585,0.001142
99.41,0.961260,-0.004392
99.85,0.963430,0.001298
100.29,0.960125,0.006853
100.73,0.957430,-0.002598
101.16,0.962399,0.000749
101.60,0.956775,0.007297
102.04,0.956011,-0.000743
102.48,0.957425,-0.002622
102.91,0.958306,0.004513
103.35,0.953474,-0.001439
103.79,0.959566,-0.002740
104.23,0.955873,0.006547
104.66,0.953834,0.000937
105.10,0.955053,-0.001511
105.54,0.955157,0.003137
105.98,0.952307,-0.001557
106.42,0.956520,0.000234
106.85,0.952103,0.005348
107.29,0.951838,-0.008675
107.73,0.959697,-0.006436
108.17,0.957473,0.006104
108.60,0.954353,0.009494
109.04,0.949162,-0.000117
109.48,0.954456,-0.010464
109.92,0.958322,0.006529
110.36,0.948740,0.008257
110.79,0.951093,-0.007717
111.23,0.955496,-0.000302
111.67,0.951358,0.007832
112.11,0.948639,-0.004016
112.54,0.954874,-0.004427
112.98,0.952515,0.003756
113.42,0.951586,0.004307
113.86,0.948744,0.002607
114.29,0.949304,-0.003670
114.73,0.951957,0.000195
115.17,0.949132,0.006373
115.61,0.946379,0.002409
116.05,0.947024,-0.004246
116.48,0.950095,0.002087
116.92,0.945196,0.003394
117.36,0.947124,0.001368
117.80,0.943999,-0.002828
118.23,0.949600,-0.010865
118.67,0.953511,0.009476
119.11,0.941304,0.005685
119.55,0.948535,-0.004023
119.98,0.944826,0.003741
120.42,0.945260,-0.000776
120.86,0.945506,-0.003071
121.30,0.947948,0.002169
121.74,0.943607,-0.002445
122.17,0.950089,-0.003290
122.61,0.946487,0.004654
123.05,0.946014,-0.000906
123.49,0.947280,-0.001983
123.92,0.947750,0.003625
124.36,0.944107,-0.002035
124.80,0.949531,0.001780
125.24,0.942548,0.009775
125.68,0.940973,-0.004382
126.11,0.946385,-0.007286
126.55,0.947351,-0.002742
126.99,0.948785,0.002133
127.43,0.945484,0.006228
127.86,0.943333,-0.000574
128.30,0.945987,-0.002411
128.74,0.945443,-0.002113
129.18,0.947837,0.006418
129.61,0.939825,0.011524
130.05,0.937748,-0.005914
130.49,0.945003,-0.009362
130.93,0.945944,0.002534
131.37,0.942784,0.002331
131.80,0.943903,0.001673
132.24,0.941319,0.004115
132.68,0.940301,-0.001550
133.12,0.942676,-0.003204
133.55,0.943106,-0.002585
133.99,0.944939,0.004583
134.43,0.939094,0.005733
134.87,0.939920,-0.006996
135.31,0.945218,-0.001737
135.74,0.941440,0.005763
136.18,0.940173,-0.003996
136.62,0.944939,-0.002030
137.06,0.941950,0.007933
137.49,0.937994,-0.000404
137.93,0.942304,-0.004765
138.37,0.942166,0.004839
138.81,0.938068,-0.001249
139.24,0.943259,-0.007051
139.68,0.944240,-0.001380
140.12,0.944467,0.005873
140.56,0.939099,0.005548
141.00,0.939610,-0.006491
141.43,0.944782,0.003828
141.87,0.936259,0.003453
142.31,0.941759,-0.007384
142.75,0.942723,0.004841
143.18,0.937521,-0.002636
143.62,0.945031,0.001114
144.06,0.936547,0.006682
144.50,0.939182,-0.004267
144.93,0.940282,0.000070
145.37,0.939121,-0.004317
145.81,0.944062,0.004347
146.25,0.935315,0.009183
146.69,0.936022,-0.007328
147.12,0.941731,-0.002968
147.56,0.938621,0.000744
148.00,0.941079,-0.005478
148.44,0.943416,-0.000973
148.87,0.941931,0.006261
149.31,0.937936,-0.002248
149.75,0.943899,-0.000045
150.19,0.937975,0.001780
150.63,0.942341,-0.005539
151.06,0.942824,-0.004266
151.50,0.946075,0.002399
151.94,0.940724,0.002648
152.38,0.943756,-0.001638
152.81,0.942158,0.009396
153.25,0.935531,0.002575
153.69,0.939904,-0.004282
154.13,0.939279,-0.000349
154.56,0.940209,0.004487
155.00,0.935351,-0.000164
155.44,0.940353,-0.003540
155.88,0.938451,-0.002328
156.32,0.942391,-0.002546
156.75,0.940680,0.008532
157.19,0.934922,-0.005136
157.63,0.945176,-0.005552
158.07,0.939783,0.003790
158.50,0.941858,0.000733
158.94,0.939141,-0.005298
159.38,0.946496,0.004044
159.82,0.935600,0.013058
160.26,0.935064,-0.001049
160.69,0.936518,0.001138
161.13,0.934068,-0.010156
161.57,0.945410,-0.002948
162.01,0.936649,0.011234
162.44,0.935575,-0.003184
162.88,0.939437,0.005139
163.32,0.931076,-0.001712
163.76,0.940935,-0.008288
164.19,0.938331,0.004374
164.63,0.937106,0.001064
165.07,0.937400,-0.001397
165.51,0.938329,0.000613
165.95,0.936864,-0.001607
166.38,0.939735,-0.006971
166.82,0.942966,0.000160
167.26,0.939595,0.001539
167.70,0.941619,-0.000832
168.13,0.940324,0.005297
168.57,0.936982,0.001740
169.01,0.938800,0.002390
169.45,0.934890,-0.003547
169.88,0.941905,-0.005742
170.32,0.939917,0.004559
170.76,0.937914,0.005880
171.20,0.934769,-0.003740
171.64,0.941187,0.003282
172.07,0.931896,0.005413
172.51,0.936448,-0.003130
172.95,0.934635,-0.004278
173.39,0.940193,-0.002376
173.82,0.936716,-0.004111
174.26,0.943792,0.002664
174.70,0.934383,0.010280
175.14,0.934793,0.002610
175.58,0.932099,0.000929
176.01,0.933980,-0.007534
176.45,0.938694,-0.005777
176.89,0.939037,0.010205
177.33,0.929760,0.005983
177.76,0.933799,-0.015161
178.20,0.943033,-0.006265
178.64,0.939284,0.005871
179.08,0.937893,0.003340
179.51,0.936360,0.000790
179.95,0.937201,-0.000041
180.39,0.936396,0.001100
180.83,0.936239,0.002593
181.27,0.934126,0.004790
181.70,0.932045,-0.002943
182.14,0.936703,-0.009805
182.58,0.940629,0.000027
183.02,0.936679,0.003400
183.45,0.937653,0.001633
183.89,0.935250,0.001532
184.33,0.936312,0.000452
184.77,0.934854,0.001636
185.21,0.934879,0.003119
185.64,0.932124,-0.001686
186.08,0.936355,-0.004209
186.52,0.935809,-0.004658
186.96,0.940433,0.005333
187.39,0.931141,0.003385
187.83,0.937470,-0.007089
188.27,0.937347,0.001436
188.71,0.936213,-0.002107
189.14,0.939192,-0.005312
189.58,0.940863,0.003260
190.02,0.936338,0.010578
190.46,0.931603,-0.000472
190.90,0.936752,-0.008398
191.33,0.938955,0.004109
191.77,0.933154,0.007772
192.21,0.932151,-0.002440
192.65,0.935290,-0.008570
