temperature_c,mass_fraction,dtg
25.00,0.998306,-0.002132
25.44,0.999240,-0.004600
25.88,1.002333,0.000189
26.31,0.999075,0.002013
26.75,1.000571,0.010360
27.19,0.990005,-0.006231
27.63,1.006026,-0.009247
28.06,0.998100,0.011751
28.50,0.995738,-0.004779
28.94,1.002284,-0.006333
29.38,1.001282,0.005277
29.81,0.997665,-0.002465
30.25,1.003440,0.002706
30.69,0.995296,0.003910
31.13,1.000017,-0.000647
31.57,0.995862,0.001636
32.00,0.998585,-0.000061
32.44,0.995915,0.000563
32.88,0.998093,-0.006354
33.32,1.001478,-0.000837
33.75,0.998825,0.003479
34.19,0.998432,0.003762
34.63,0.995532,-0.008177
35.07,1.005591,-0.000034
35.51,0.995561,0.005509
35.94,1.000768,-0.002128
36.38,0.997424,0.000521
36.82,1.000312,0.000023
37.26,0.997404,0.003946
37.69,0.996858,-0.002848
38.13,0.999897,-0.002291
38.57,0.998864,-0.002819
39.01,1.002365,0.004378
39.44,0.995031,0.009271
39.88,0.994249,-0.011317
40.32,1.004939,-0.002020
40.76,0.996017,0.006210
41.20,0.999502,-0.005444
41.63,1.000782,0.004227
42.07,0.995802,0.008596
42.51,0.993257,0.001160
42.95,0.994786,-0.001312
43.38,0.994406,0.001913
43.82,0.993111,-0.002552
44.26,0.996640,-0.010617
44.70,1.002405,-0.004011
45.14,1.000151,0.005545
45.57,0.997552,0.008003
46.01,0.993144,-0.002496
46.45,0.999737,-0.002071
46.89,0.994958,0.004031
47.32,0.996208,-0.006439
47.76,1.000595,-0.003333
48.20,0.999126,0.004977
48.64,0.996237,0.001224
49.07,0.998055,0.003288
49.51,0.993359,-0.000284
49.95,0.998304,0.000382
50.39,0.993025,0.003894
50.83,0.994894,-0.003328
51.26,0.995938,0.008497
51.70,0.987456,0.006931
52.14,0.989871,-0.008882
52.58,0.995231,0.002526
53.01,0.987659,-0.002393
53.45,0.997326,-0.012973
53.89,0.999017,0.002168
54.33,0.995428,0.007166
54.76,0.992743,0.002417
55.20,0.993312,0.000703
55.64,0.992128,-0.008426
56.08,1.000688,-0.006578
56.52,0.997887,0.007170
56.95,0.994412,-0.001037
57.39,0.998795,-0.003577
57.83,0.997543,0.002214
58.27,0.996857,-0.001720
58.70,0.999049,0.007798
59.14,0.990030,0.001976
59.58,0.997319,0.005401
60.02,0.985302,0.014187
60.46,0.984900,-0.006092
60.89,0.990636,-0.003863
61.33,0.988282,-0.001544
61.77,0.991988,-0.005037
62.21,0.992692,0.001926
62.64,0.990302,0.002843
63.08,0.990203,-0.000496
63.52,0.990736,-0.001277
63.96,0.991321,0.000514
64.39,0.990286,-0.001030
64.83,0.992222,0.004904
65.27,0.985993,0.005581
65.71,0.987337,-0.005847
66.15,0.991112,-0.002837
66.58,0.989821,0.003157
67.02,0.988348,-0.003797
67.46,0.993145,-0.007526
67.90,0.994936,0.007142
68.33,0.986892,0.010080
68.77,0.986112,-0.005436
69.21,0.991651,-0.001717
69.65,0.987615,0.009213
70.09,0.983586,0.002264
70.52,0.985633,-0.005877
70.96,0.988731,0.000806
71.40,0.984927,0.001344
71.84,0.987554,-0.005671
72.27,0.989892,-0.000074
72.71,0.987619,0.008202
73.15,0.982712,0.004491
73.59,0.983688,-0.006130
74.02,0.988078,0.002513
74.46,0.981488,0.004743
74.90,0.983926,-0.003615
75.34,0.984653,0.003869
75.78,0.980538,-0.005243
76.21,0.989243,0.000836
76.65,0.979807,0.008663
77.09,0.981659,-0.005729
77.53,0.984822,0.001739
77.96,0.980137,0.004570
78.40,0.980821,-0.009119
78.84,0.988119,0.003356
79.28,0.977883,0.009068
79.71,0.980181,0.000536
80.15,0.977413,-0.002062
80.59,0.981986,0.003572
81.03,0.974286,0.000343
81.47,0.981685,-0.002465
81.90,0.976443,0.004156
82.34,0.978047,0.005297
82.78,0.971806,-0.005013
83.22,0.982436,-0.006245
83.65,0.977274,0.002183
84.09,0.980525,0.001781
