temperature_c,mass_fraction,dtg
25.00,1.001162,0.000247
25.44,1.001054,0.004923
25.88,0.996853,0.000005
26.31,1.001049,0.002812
26.75,0.994391,0.001133
27.19,1.000057,-0.001534
27.63,0.995734,0.001203
28.06,0.999004,-0.004787
28.50,0.999925,-0.001625
28.94,1.000427,-0.004401
29.38,1.003778,0.001584
29.81,0.999040,0.009985
30.25,0.995037,0.008204
30.69,0.991858,-0.005610
31.13,0.999948,-0.010476
31.57,1.001030,0.002696
32.00,0.997588,0.006594
32.44,0.995257,0.002017
32.88,0.995822,0.000986
33.32,0.994394,-0.003763
33.75,0.999116,0.000714
34.19,0.993769,0.001624
34.63,0.997694,-0.008732
35.07,1.001413,0.008406
35.51,0.990336,0.000577
35.94,1.000908,-0.008635
36.38,0.997895,0.005748
36.82,0.995876,0.005227
37.26,0.993320,-0.003687
37.69,0.999104,-0.007983
38.13,1.000308,0.002018
38.57,0.997337,0.001086
39.01,0.999358,-0.002136
39.44,0.999207,0.007742
39.88,0.992580,-0.001467
40.32,1.000491,-0.011077
40.76,1.002277,0.005748
41.20,0.995459,0.002244
41.63,1.000312,-0.005438
42.07,1.000219,0.004108
42.51,0.996716,0.007844
42.95,0.993353,0.001381
43.38,0.995507,-0.004827
43.82,0.997579,-0.003473
44.26,0.998547,-0.006209
44.70,1.003014,-0.002583
45.14,1.000808,0.005129
45.57,0.998524,0.000968
46.01,0.999961,-0.000042
46.45,0.998560,0.004333
46.89,0.996167,-0.002276
47.32,1.000553,0.001248
47.76,0.995075,-0.001805
48.20,1.002133,-0.000121
48.64,0.995181,0.003501
49.07,0.999069,-0.001885
49.51,0.996831,-0.002389
49.95,1.001160,0.005191
50.39,0.992286,0.008387
50.83,0.993818,-0.008135
51.26,0.999408,-0.006506
51.70,0.999513,0.008011
52.14,0.992395,0.006305
52.58,0.993994,-0.008417
53.01,0.999764,-0.004844
53.45,0.998234,0.005239
53.89,0.995178,0.005281
54.33,0.993611,-0.001323
54.76,0.996336,-0.004418
55.20,0.997478,0.001879
55.64,0.994691,0.000990
56.08,0.996612,0.001400
56.52,0.993465,0.003366
56.95,0.993665,-0.006087
57.39,0.998794,-0.003815
57.83,0.997004,0.007790
58.27,0.991975,0.000158
58.70,0.996866,-0.003236
59.14,0.994807,0.005763
59.58,0.991821,0.008853
60.02,0.987057,-0.002045
60.46,0.993611,-0.013794
60.89,0.999132,0.003213
61.33,0.990798,0.004836
61.77,0.994899,-0.003415
62.21,0.993788,0.008068
62.64,0.987836,-0.004432
63.08,0.997668,0.004027
63.52,0.984310,0.004346
63.96,0.993864,-0.014345
64.39,0.996868,0.005309
64.83,0.989215,0.003256
65.27,0.994018,-0.006009
65.71,0.994476,0.005226
66.15,0.989443,0.002110
66.58,0.992628,-0.003253
67.02,0.992291,0.002903
67.46,0.990087,0.002249
67.90,0.990322,0.005595
68.33,0.985189,-0.003326
68.77,0.993234,-0.009345
69.21,0.993370,0.001633
69.65,0.991804,0.005992
70.09,0.988124,0.000846
70.52,0.991063,0.000592
70.96,0.987606,-0.001141
71.40,0.992062,-0.001229
71.84,0.988682,0.005884
72.27,0.986910,0.004344
72.71,0.984879,-0.000855
73.15,0.987659,-0.004873
73.59,0.989145,0.003134
74.02,0.984915,0.003177
74.46,0.986363,-0.008597
74.90,0.992441,-0.001701
75.34,0.987853,0.002270
75.78,0.990454,0.005603
76.21,0.982948,0.009096
76.65,0.982491,-0.004804
77.09,0.987154,0.000971
77.53,0.981641,0.002358
77.96,0.985090,-0.009733
78.40,0.990162,0.002074
78.84,0.983274,0.007219
79.28,0.983842,-0.002741
79.71,0.985673,-0.003738
80.15,0.987115,-0.000400
80.59,0.986023,0.008751
81.03,0.979454,0.002515
81.47,0.983822,-0.005188
