temperature_c,mass_fraction,dtg
25.00,0.996364,-0.003956
25.44,0.998095,-0.006049
25.88,1.001659,0.002625
26.31,0.995798,0.004204
26.75,0.997979,-0.005237
27.19,1.000383,-0.002548
27.63,1.000210,0.001129
28.06,0.999395,0.002116
28.50,0.998357,0.001104
28.94,0.998428,-0.001044
29.38,0.999271,0.000524
29.81,0.997969,0.000374
30.25,0.998944,0.000721
30.69,0.997338,0.001331
31.13,0.997779,-0.002102
31.57,0.999178,-0.005412
32.00,1.002517,0.003622
32.44,0.996007,0.009178
32.88,0.994483,-0.004362
33.32,0.999825,-0.002226
33.75,0.996431,0.002472
34.19,0.997662,-0.001179
34.63,0.997463,-0.002710
35.07,1.000034,-0.002071
35.51,0.999277,0.002624
35.94,0.997737,-0.001991
36.38,1.001020,-0.004445
36.82,1.001628,-0.002792
37.26,1.003464,0.005869
37.69,0.996491,0.008360
38.13,0.996145,-0.003751
38.57,0.999775,0.001139
39.01,0.995148,0.001753
39.44,0.998240,-0.010922
39.88,1.004709,-0.000854
40.32,0.998988,0.004825
40.76,1.000486,-0.001217
41.20,1.000053,0.003374
41.63,0.997532,0.002440
42.07,0.997917,0.003984
42.51,0.994044,-0.005753
42.95,1.002953,-0.005972
43.38,0.999272,0.006495
43.82,0.997267,0.000849
44.26,0.998529,-0.003487
44.70,1.000319,-0.000056
45.14,0.998578,0.005120
45.57,0.995837,-0.003342
46.01,1.001503,-0.002965
46.45,0.998432,0.004070
46.89,0.997940,0.001209
47.32,0.997374,-0.000168
47.76,0.998087,0.002728
48.20,0.994986,-0.002061
48.64,0.999892,-0.002854
49.07,0.997485,0.002125
49.51,0.998031,-0.001715
49.95,0.998986,0.003027
50.39,0.995381,0.000938
50.83,0.998165,-0.001687
51.26,0.996858,0.000522
51.70,0.997709,0.001095
52.14,0.995899,0.001114
52.58,0.996734,-0.002926
53.01,0.998460,0.003087
53.45,0.994031,0.000350
53.89,0.998154,-0.002438
54.33,0.996166,-0.000369
54.76,0.998477,-0.003307
55.20,0.999061,0.000548
55.64,0.997997,0.004152
56.08,0.995426,0.002285
56.52,0.995997,-0.003521
56.95,0.998508,0.001858
57.39,0.994370,0.000887
57.83,0.997731,-0.003781
58.27,0.997680,-0.000541
58.70,0.998205,0.005676
59.14,0.992711,0.008635
59.58,0.990646,0.000377
60.02,0.992381,-0.001851
60.46,0.992267,0.001549
60.89,0.991025,-0.004674
61.33,0.996359,-0.005468
61.77,0.995812,0.009059
62.21,0.988428,0.003052
62.64,0.993140,-0.010074
63.08,0.997247,-0.009119
63.52,1.001123,-0.000118
63.96,0.997350,0.006386
64.39,0.995532,0.005159
64.83,0.992833,0.002581
65.27,0.993273,-0.000075
65.71,0.992898,0.000272
66.15,0.993034,-0.000629
66.58,0.993449,-0.000573
67.02,0.993536,0.005260
67.46,0.988844,0.004561
67.90,0.989543,-0.003527
68.33,0.991932,-0.002258
68.77,0.991519,0.002706
69.21,0.989562,0.004757
69.65,0.987355,-0.000657
70.09,0.990137,-0.001749
70.52,0.988887,-0.005278
70.96,0.994758,-0.006626
71.40,0.994688,0.003144
71.84,0.992006,0.009814
72.27,0.986096,0.005481
72.71,0.987207,-0.002598
73.15,0.988370,0.000098
73.59,0.987122,0.001885
74.02,0.986720,-0.000440
74.46,0.987507,-0.000615
74.90,0.987259,0.001567
75.34,0.986135,0.000993
75.78,0.986389,-0.008813
76.21,0.993850,-0.002604
76.65,0.988669,0.005488
77.09,0.989046,0.001772
77.53,0.987118,0.002209
77.96,0.987112,0.001280
78.40,0.985998,-0.002802
78.84,0.989566,0.000035
79.28,0.985967,0.004532
79.71,0.985598,0.004802
80.15,0.981763,0.003816
80.59,0.982257,0.001626
81.03,0.980340,0.000615
81.47,0.981719,-0.005367
81.90,0.985038,0.000277
82.34,0.981477,0.006401
82.78,0.979435,-0.001701
83.22,0.982966,0.002904
83.65,0.976893,0.004315
84.09,0.979189,-0.001747
84.53,0.978423,-0.000615
84.97,0.979727,-0.003229
85.41,0.981249,-0.000130
85.84,0.979840,0.003435
86.28,0.978242,-0.006214
86.72,0.985280,0.005110
87.16,0.973769,0.008149
87.59,0.978146,-0.004291
88.03,0.977525,-0.007148
88.47,0.984404,0.000651
88.91,0.976955,0.010412
89.34,0.975289,0.000686
89.78,0.976355,-0.009252
90.22,0.983388,-0.006213
90.66,0.981794,0.001772
91.10,0.981837,0.003893
91.53,0.978386,0.002770
91.97,0.979412,-0.002080
92.41,0.980206,0.002128
92.85,0.977549,0.003730
93.28,0.976941,0.005520
93.72,0.972716,-0.003253
94.16,0.979789,-0.001807
94.60,0.974298,0.005849
95.04,0.974669,-0.001506
95.47,0.975617,-0.002192
95.91,0.976588,-0.003386
96.35,0.978581,0.002674
96.79,0.974247,0.005406
97.22,0.973848,0.003536
97.66,0.971151,-0.002231
98.10,0.975800,0.000864
98.54,0.970395,-0.002444
98.97,0.977940,-0.001590
99.41,0.971787,0.003574
99.85,0.974811,-0.000828
100.29,0.972512,0.006283
100.73,0.969311,0.004209
101.16,0.968828,0.001669
101.60,0.967850,0.000537
102.04,0.968357,0.001245
102.48,0.966761,0.002096
102.91,0.966523,-0.003937
103.35,0.970208,0.000986
103.79,0.965659,-0.004075
104.23,0.973775,-0.009420
104.66,0.973906,0.005219
105.10,0.969206,0.005600
105.54,0.969003,-0.003244
105.98,0.972045,0.000654
106.42,0.968431,0.005505
106.85,0.967226,-0.000161
107.29,0.968572,0.002549
107.73,0.964995,0.001941
108.17,0.966873,-0.006138
108.60,0.970368,-0.004133
109.04,0.970491,0.008385
109.48,0.963028,0.009150
109.92,0.962481,-0.005006
110.36,0.967410,-0.003420
110.79,0.965475,0.001474
111.23,0.966120,-0.005182
111.67,0.970011,0.000630
112.11,0.965568,0.005712
112.54,0.965011,0.004068
112.98,0.962007,-0.000386
113.42,0.965349,-0.006234
113.86,0.967465,-0.000903
114.29,0.966139,0.005910
114.73,0.962290,-0.005692
115.17,0.971122,-0.001018
115.61,0.963182,0.009887
116.05,0.962466,-0.004363
116.48,0.967001,0.001905
116.92,0.960799,0.009929
117.36,0.958309,-0.000034
117.80,0.960829,-0.006059
118.23,0.963613,-0.001359
118.67,0.962018,0.006530
119.11,0.957896,0.000613
119.55,0.961481,0.000749
119.98,0.957240,-0.003574
120.42,0.964610,-0.005351
120.86,0.961925,0.005033
121.30,0.960204,-0.005778
121.74,0.966983,0.001870
122.17,0.958567,0.010018
122.61,0.958214,-0.002467
123.05,0.960726,-0.002522
123.49,0.960421,-0.001525
123.92,0.962061,0.004534
124.36,0.956452,0.000655
124.80,0.961488,-0.003688
125.24,0.959680,0.002208
125.68,0.959555,0.001811
126.11,0.958095,-0.000624
126.55,0.960101,-0.004390
126.99,0.961939,0.006466
127.43,0.954440,0.005741
127.86,0.956913,-0.005440
128.30,0.959203,-0.003671
128.74,0.960127,-0.003091
129.18,0.961908,0.002366
129.61,0.958056,0.001334
130.05,0.960741,0.002060
130.49,0.956252,0.000788
130.93,0.960050,0.000177
131.37,0.956098,-0.003011
131.80,0.962686,-0.002555
132.24,0.958335,0.002660
132.68,0.960358,0.001693
133.12,0.956852,-0.000241
133.55,0.960569,-0.004710
133.99,0.960976,-0.002226
134.43,0.962518,0.002204
134.87,0.959046,0.005619
135.31,0.957599,0.002869
135.74,0.956535,-0.000230
136.18,0.957800,-0.005564
136.62,0.961406,0.003828
137.06,0.954449,0.006330
137.49,0.955864,-0.003425
137.93,0.957447,-0.001421
138.37,0.957108,0.000605
138.81,0.956917,-0.004447
139.24,0.961001,0.000352
139.68,0.956609,0.002795
140.12,0.958554,-0.002186
140.56,0.958522,0.002369
141.00,0.956480,0.004821
141.43,0.954302,0.002412
141.87,0.954368,-0.003866
142.31,0.957687,0.002637
142.75,0.952060,0.003029
143.18,0.955035,-0.006759
143.62,0.957977,0.002487
144.06,0.952857,0.001177
144.50,0.956947,-0.006879
144.93,0.958879,-0.001244
145.37,0.958036,0.004403
145.81,0.955025,0.000098
146.25,0.957950,-0.001780
146.69,0.956583,-0.001938
147.12,0.959646,0.004897
147.56,0.952296,0.008439
148.00,0.952258,-0.008206
148.44,0.959480,-0.003377
148.87,0.955214,-0.004484
149.31,0.963405,-0.003862
149.75,0.958596,0.008630
150.19,0.955850,0.002807
150.63,0.956138,-0.001382
151.06,0.957060,-0.002421
151.50,0.958257,-0.002476
151.94,0.959228,-0.002020
152.38,0.960026,0.005381
152.81,0.954517,0.013800
153.25,0.947945,-0.001747
153.69,0.956046,-0.012762
154.13,0.959118,-0.000029
154.56,0.956072,-0.000958
155.00,0.959956,0.001163
155.44,0.955054,0.006947
155.88,0.953874,0.001066
156.32,0.954120,-0.003740
156.75,0.957148,0.002537
157.19,0.951900,0.007419
157.63,0.950654,-0.006091
158.07,0.957232,-0.004933
158.50,0.954972,0.003176
158.94,0.954452,-0.002979
159.38,0.957580,-0.001698
159.82,0.955939,0.000568
160.26,0.957083,-0.003441
160.69,0.958951,0.003082
161.13,0.954385,0.002854
161.57,0.956453,-0.005366
162.01,0.959082,0.005414
162.44,0.951714,0.005105
162.88,0.954613,-0.003494
163.32,0.954772,-0.002611
163.76,0.956899,-0.001532
164.19,0.956114,0.003663
164.63,0.953692,0.000974
165.07,0.955261,-0.003825
165.51,0.957040,0.003072
165.95,0.952572,-0.002526
166.38,0.959252,-0.001909
166.82,0.954244,0.002095
167.26,0.957418,-0.003287
167.70,0.957121,0.008768
168.13,0.949742,0.001394
168.57,0.955901,-0.013774
169.01,0.961800,0.003335
169.45,0.952981,0.005842
169.88,0.956686,0.000424
170.32,0.952610,0.001270
170.76,0.955574,-0.006945
171.20,0.958690,-0.003802
171.64,0.958902,0.002299
172.07,0.956677,0.005867
172.51,0.953766,0.000387
172.95,0.956338,0.001565
173.39,0.952396,0.002796
173.82,0.953891,-0.002628
174.26,0.954697,-0.000644
174.70,0.954454,0.004839
175.14,0.950460,-0.000453
175.58,0.954851,-0.003050
176.01,0.953130,-0.002895
176.45,0.957386,-0.002815
176.89,0.955594,0.004412
177.33,0.953523,0.000507
177.76,0.955151,-0.001807
178.20,0.955106,0.004576
178.64,0.951144,0.006147
179.08,0.949724,-0.004954
179.51,0.955482,-0.005585
179.95,0.954614,-0.002664
180.39,0.957814,0.000538
180.83,0.954143,0.010324
181.27,0.948776,0.002248
181.70,0.952174,-0.005072
182.14,0.953215,0.001288
182.58,0.951047,0.001338
183.02,0.952044,-0.006401
183.45,0.956651,-0.001643
183.89,0.953482,0.001624
184.33,0.955230,-0.000626
184.77,0.954031,0.004956
185.21,0.950891,0.002005
185.64,0.952275,-0.000582
186.08,0.951400,-0.005935
186.52,0.957471,0.000241
186.96,0.951190,0.008071
187.39,0.950405,0.003785
187.83,0.947876,-0.000653
188.27,0.950976,-0.009746
188.71,0.956408,-0.002118
189.14,0.952831,0.010019
189.58,0.947637,0.000713
190.02,0.952206,-0.001782
190.46,0.949197,0.002459
190.90,0.950054,-0.004924
191.33,0.953508,-0.004043
191.77,0.953593,0.000568
192.21,0.953011,0.003026
192.65,0.950944,0.006184
193.08,0.947598,-0.000537
193.52,0.951414,-0.007868
193.96,0.954486,-0.001105
194.40,0.952381,0.004046
194.83,0.950943,-0.001171
195.27,0.953406,-0.004729
195.71,0.955083,-0.002084
196.15,0.955231,0.002617
196.59,0.952792,0.007575
197.02,0.948600,0.001819
197.46,0.951200,-0.000136
197.90,0.948719,-0.001610
198.34,0.952609,0.001427
198.77,0.947469,-0.002882
199.21,0.955132,-0.001736
199.65,0.948989,0.003581
200.09,0.951997,-0.003581
200.53,0.952124,-0.000812
200.96,0.952708,-0.000567
201.40,0.952621,-0.001943
201.84,0.954409,0.001340
202.28,0.951448,0.004632
202.71,0.950354,0.000580
203.15,0.950941,-0.000667
203.59,0.950938,-0.001410
204.03,0.952176,0.002132
204.46,0.949071,-0.000885
204.90,0.952950,0.000796
205.34,0.948375,0.004678
205.78,0.948855,-0.004288
206.22,0.952129,0.001888
206.65,0.947202,-0.001174
207.09,0.953157,-0.005210
207.53,0.951763,0.007694
207.97,0.946421,0.004074
208.40,0.948197,-0.010867
208.84,0.955934,0.001658
209.28,0.946746,0.012215
209.72,0.945241,-0.003441
210.16,0.949758,-0.005484
210.59,0.950041,0.005794
211.03,0.944686,-0.003073
211.47,0.952732,-0.010939
211.91,0.954262,0.004029
212.34,0.949204,0.005531
212.78,0.949420,-0.000091
213.22,0.949284,-0.004386
213.66,0.953259,-0.003248
214.09,0.952127,0.006143
214.53,0.947882,0.004227
214.97,0.948427,0.005631
215.41,0.942952,0.006639
215.85,0.942615,-0.004444
216.28,0.946843,-0.011793
216.72,0.952940,0.003187
217.16,0.944053,0.008338
217.60,0.945640,-0.005774
218.03,0.949107,0.001148
218.47,0.944635,0.002747
218.91,0.946703,-0.002062
219.35,0.946440,0.000569
219.78,0.946205,0.002621
220.22,0.944146,-0.002017
220.66,0.947971,-0.004348
221.10,0.947953,0.002949
221.54,0.945389,0.002450
221.97,0.945808,-0.003166
222.41,0.948160,-0.006573
222.85,0.951562,0.003750
223.29,0.944877,0.006820
223.72,0.945592,0.001137
224.16,0.943882,-0.002966
224.60,0.948188,0.001266
225.04,0.942773,0.002542
225.48,0.945963,-0.003368
225.91,0.945722,-0.000022
226.35,0.945982,-0.000584
226.79,0.946233,0.006403
227.23,0.940376,0.004666
227.66,0.942148,-0.010806
228.10,0.949836,-0.006451
228.54,0.947796,0.001646
228.98,0.948395,0.004893
229.41,0.943512,0.003801
229.85,0.945067,-0.004366
230.29,0.947335,-0.002968
230.73,0.947666,0.007193
231.17,0.941038,0.007755
231.60,0.940877,-0.002329
232.04,0.943077,-0.004818
232.48,0.945095,0.008682
232.92,0.935476,-0.000175
233.35,0.945248,-0.011075
233.79,0.945172,0.006021
234.23,0.939977,0.000244
234.67,0.944958,-0.002420
235.11,0.942095,0.006063
235.54,0.939651,-0.005468
235.98,0.946883,-0.003622
236.42,0.942821,0.011571
236.86,0.936753,0.006264
237.29,0.937338,-0.003004
237.73,0.939383,-0.002596
238.17,0.939610,-0.002112
238.61,0.941232,0.001336
239.04,0.938441,0.003362
239.48,0.938289,-0.001666
239.92,0.939899,-0.001533
240.36,0.939630,0.002276
240.80,0.937906,-0.006348
241.23,0.945188,-0.000621
241.67,0.938450,0.006614
242.11,0.939398,0.000103
