temperature_c,mass_fraction,dtg
25.00,0.995601,-0.006535
25.44,0.998461,0.001401
25.88,0.994375,0.000996
26.31,0.997589,-0.001596
26.75,0.995772,-0.003258
27.19,1.000441,-0.006105
27.63,1.001117,-0.000455
28.06,1.000839,0.005560
28.50,0.996249,0.003221
28.94,0.998020,-0.002826
29.38,0.998724,-0.000242
29.81,0.998232,0.002345
30.25,0.996671,0.005688
30.69,0.993252,0.002089
31.13,0.994842,-0.007198
31.57,0.999554,-0.006252
32.00,1.000316,-0.002468
32.44,1.001714,0.002553
32.88,0.998081,0.002171
33.32,0.999814,-0.002187
33.75,0.999995,0.005861
34.19,0.994683,-0.001375
34.63,1.001199,-0.000748
35.07,0.995338,0.007597
35.51,0.994549,0.000587
35.94,0.994824,-0.005254
36.38,0.999148,-0.007297
36.82,1.001212,-0.003240
37.26,1.001985,0.003028
37.69,0.998562,0.001429
38.13,1.000734,0.000360
38.57,0.998247,-0.000295
39.01,1.000992,-0.002138
39.44,1.000118,0.003458
39.88,0.997964,0.003336
40.32,0.997198,0.000513
40.76,0.997515,-0.001963
41.20,0.998916,0.001144
41.63,0.996513,0.001097
42.07,0.997956,-0.006330
42.51,1.002055,0.001044
42.95,0.997042,-0.000680
43.38,1.002650,0.001381
43.82,0.995832,0.010035
44.26,0.993866,-0.006992
44.70,1.001954,0.000632
45.14,0.993312,0.005067
45.57,0.997518,-0.006988
46.01,0.999430,0.006660
46.45,0.991687,-0.004637
46.89,1.003489,-0.003123
47.32,0.994421,0.011913
47.76,0.993059,-0.000892
48.20,0.995202,-0.003504
48.64,0.996127,-0.000591
49.07,0.995719,-0.005216
49.51,1.000693,0.000912
49.95,0.994921,0.002675
50.39,0.998352,-0.000069
50.83,0.994982,0.002965
51.26,0.995756,-0.004395
51.70,0.998829,-0.000432
52.14,0.996134,0.003498
52.58,0.995766,0.001686
53.01,0.994658,0.002583
53.45,0.993505,-0.002381
53.89,0.996742,0.005478
54.33,0.988710,0.006386
54.76,0.991152,-0.010560
55.20,0.997955,-0.004200
55.64,0.994828,0.009786
56.08,0.989388,0.001861
56.52,0.993199,-0.005378
56.95,0.994096,-0.001320
57.39,0.994355,-0.007020
57.83,1.000242,-0.006848
58.27,1.000350,0.004482
58.70,0.996319,0.012696
59.14,0.989235,0.002270
59.58,0.994332,-0.004597
60.02,0.993259,0.003213
60.46,0.991519,-0.000665
60.89,0.993841,-0.004016
61.33,0.995034,0.002073
61.77,0.992027,0.006104
62.21,0.989691,0.001898
62.64,0.990365,-0.001778
63.08,0.991248,-0.000708
63.52,0.990985,-0.002600
63.96,0.993524,-0.000278
64.39,0.991228,-0.001288
64.83,0.994652,-0.002401
65.27,0.993330,-0.000647
65.71,0.995218,0.004382
66.15,0.989494,0.005514
66.58,0.990390,-0.002546
67.02,0.991723,-0.005069
67.46,0.994828,-0.003956
67.90,0.995186,0.003189
68.33,0.992037,0.005200
68.77,0.990634,0.005044
69.21,0.987621,-0.000833
69.65,0.991363,0.001885
70.09,0.985971,-0.003064
70.52,0.994045,-0.000389
70.96,0.986311,0.008612
71.40,0.986506,-0.007807
71.84,0.993146,-0.000014
72.27,0.986518,0.014775
72.71,0.980211,0.001638
73.15,0.985084,-0.000291
73.59,0.980466,-0.004009
74.02,0.988594,0.000816
74.46,0.979751,0.008676
74.90,0.980999,-0.004235
75.34,0.983459,-0.005157
75.78,0.985513,-0.005087
76.21,0.987912,0.005610
76.65,0.980602,0.008564
77.09,0.980415,-0.003029
77.53,0.983254,-0.005429
77.96,0.985167,0.005064
78.40,0.978821,0.006550
78.84,0.979433,-0.006872
79.28,0.984837,-0.003461
79.71,0.982463,0.010943
80.15,0.975257,0.003964
80.59,0.978993,0.002439
81.03,0.973122,-0.002426
81.47,0.981117,-0.004288
81.90,0.976876,-0.003886
82.34,0.984519,-0.003085
82.78,0.979576,0.006757
83.22,0.978604,-0.002800
83.65,0.982027,-0.005973
84.09,0.983833,0.004033
84.53,0.978497,0.004256
84.97,0.980107,0.006211
85.41,0.973059,0.006129
85.84,0.974742,0.003038
86.28,0.970400,0.003790
86.72,0.971423,0.000746
87.16,0.969747,-0.001888
