temperature_c,mass_fraction,dtg
25.00,1.000512,0.003585
25.44,0.998942,0.002001
25.88,0.998760,-0.005245
26.31,1.003534,0.001662
26.75,0.997305,0.005370
27.19,0.998833,0.000323
27.63,0.997022,-0.002117
28.06,1.000686,-0.003616
28.50,1.000188,-0.003506
28.94,1.003755,0.004548
29.38,0.996206,-0.000649
29.81,1.004324,-0.004586
30.25,1.000221,0.006327
30.69,0.998785,0.004371
31.13,0.996395,-0.001074
31.57,0.999725,0.001024
32.00,0.995498,-0.003515
32.44,1.002802,-0.003589
32.88,0.998640,0.003837
33.32,0.999443,0.001804
33.75,0.997061,0.001421
34.19,0.998199,-0.003457
34.63,1.000087,0.001259
35.07,0.997097,0.002429
35.51,0.997961,0.000987
35.94,0.996232,-0.000412
36.38,0.998321,-0.003711
36.82,0.999481,-0.003531
37.26,1.001412,0.000577
37.69,0.998976,0.000989
38.13,1.000546,0.002616
38.57,0.996685,0.002767
39.01,0.998124,-0.004348
39.44,1.000491,-0.001863
39.88,0.999755,-0.000135
40.32,1.000610,0.001694
40.76,0.998273,-0.000637
41.20,1.001168,0.001518
41.63,0.996944,0.002948
42.07,0.998587,-0.000304
42.51,0.997211,-0.000598
42.95,0.999111,-0.001423
43.38,0.998456,0.001204
43.82,0.998057,0.006831
44.26,0.992476,0.004650
44.70,0.993986,0.000722
45.14,0.991844,-0.001566
45.57,0.995357,-0.007037
46.01,0.998004,-0.002420
46.45,0.997476,0.001707
46.89,0.996510,-0.000028
47.32,0.997501,0.002475
47.76,0.994343,0.000569
48.20,0.997003,-0.007996
48.64,1.001343,0.001235
49.07,0.995922,0.008959
49.51,0.993500,0.000734
49.95,0.995279,-0.006061
50.39,0.998806,-0.005191
50.83,0.999824,0.003894
51.26,0.995397,0.002565
51.70,0.997578,0.001526
52.14,0.994061,0.001617
52.58,0.996162,-0.001446
53.01,0.995327,-0.003061
53.45,0.998842,0.000720
53.89,0.994697,0.004073
54.33,0.995276,-0.000051
54.76,0.994741,-0.000750
55.20,0.995932,-0.000053
55.64,0.994787,-0.001586
56.08,0.997321,-0.003382
56.52,0.997748,0.003233
56.95,0.994490,0.000591
57.39,0.997230,0.002320
57.83,0.992459,-0.007375
58.27,1.003687,-0.001849
58.70,0.994077,0.010941
59.14,0.994108,-0.004364
59.58,0.997898,-0.006436
60.02,0.999743,0.009473
60.46,0.989605,0.002756
60.89,0.997330,-0.007236
61.33,0.995939,0.004146
61.77,0.993701,0.001617
62.21,0.994524,0.001228
62.64,0.992626,0.003098
63.08,0.991812,-0.007699
63.52,0.999366,-0.001023
63.96,0.992707,0.009627
64.39,0.990938,-0.003059
64.83,0.995386,-0.001702
65.27,0.992428,0.003940
65.71,0.991936,0.001728
66.15,0.990915,-0.002002
66.58,0.993689,0.000119
67.02,0.990811,0.006675
67.46,0.987846,0.001903
67.90,0.989145,-0.009613
68.33,0.996261,-0.004843
68.77,0.993384,-0.003277
69.21,0.999130,-0.001271
69.65,0.994497,0.010269
70.09,0.990140,-0.001682
70.52,0.995969,-0.000489
70.96,0.990568,0.008728
71.40,0.988329,-0.007000
71.84,0.996696,0.003167
72.27,0.985556,0.006692
72.71,0.990838,-0.003610
73.15,0.988716,0.001718
73.59,0.989334,0.003510
74.02,0.985643,0.001087
